ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GR,GRC,Greece,5,2021-01-04,2020-12-26,686,0,0,0,0,111,683,97,3,5737319.070324928,663,6,2,678,8,24,654,7,8,671,9,37,640,7,39,640,6,34,646,7,7,672,7,13,666,8,5,673,6,1,679,8,12,666,6,44,636,10,6,670,8,29,649,684,0,1,1,662,0,2,22,678,1,1,6,649,0,10,27,647,1,6,32,652,2,10,22,679,0,3,4,673,0,6,7,681,0,2,3,685,0,0,1,674,0,6,6,642,0,11,33,680,0,2,4,657,0,15,14,0,3,62,621,624,14,48,0,5,236,445,450,3,97,136,589,0,3,94,0,589,0,39,58,0,647,0,15,24,0,105,6,55,520,686,0,0,0,0,0,0,2,351,211,68,54,0,74,221,257,134,0,88,337,186,75,0,64,372,168,82,0,95,214,225,152,0,118,86,193,289,0,631,27,9,19,631,27,10,18,631,23,18,14,631,30,8,17,631,29,10,16,631,31,6,18,590,5,0,91,590,5,1,90,590,5,2,89,590,5,10,81,590,3,22,71,590,5,20,71,590,6,6,84,655,2,5,24,655,2,7,22,655,3,4,24,655,2,10,19,655,2,3,26,0,9,130,547,0,1,518,167,0,7,40,639,0,3,310,373,0,5,20,661,0,6,39,641,0,1,275,410,411,1,202,59,5,8,0,4,1,53,231,397,0,1,684,1,0,11,42,633,0,0,599,37,5,9,1,35,0,2,286,173,143,82,0,6,282,320,44,34,0,1,395,289,1,0,6,285,393,2,556,5,110,15,168,10,499,9,646,2,29,9,376,9,217,84,666,1,12,7,647,1,33,5,0,6,9,28,103,138,402,0,7,7,36,103,191,342,0,8,307,259,76,36,0,1,23,56,143,463,0,1,152,195,171,167,339,37,282,28,339,184,54,109,339,148,121,78,0,6,263,417,269,0,152,265,534,3,32,4,12,15,3,5,78,271,2,19,27,19,53,9,15,36,23,3,22,45,39,30,12,61,0,18,392,273,1,2,0,0,0,0,0,0,686,0,0,15,21,445,94,111,15,20,111,229,247,55,9,7.796992481203008,9.131828618442732,2.088888888888889,1.4432007077424411,14.723716012084592,4.363768732078438,2.342857142857143,1.3271907869499384
GR,GRC,Greece,6,2021-01-04,2020-12-26,270,0,0,0,0,9,269,28,0,6179184.3746556975,262,6,1,263,7,9,254,5,4,261,6,19,245,5,12,253,5,23,242,5,6,259,6,3,261,6,1,263,8,1,261,6,7,257,7,20,243,8,2,260,7,10,253,269,1,0,0,261,1,3,5,266,1,1,2,251,2,5,12,258,1,2,9,247,2,4,17,264,0,4,2,267,0,1,2,269,0,0,1,269,0,0,1,263,0,4,3,250,1,4,15,268,1,0,1,260,0,4,6,0,1,8,261,262,1,7,0,12,58,200,212,0,28,30,242,0,0,26,2,242,0,4,24,0,266,0,0,4,0,40,2,15,213,270,0,0,0,0,0,0,2,178,45,24,21,0,48,90,77,55,0,53,121,69,27,0,39,138,60,33,0,54,92,75,49,0,70,34,71,95,0,255,7,3,5,255,7,6,2,255,8,3,4,255,9,0,6,255,8,2,5,255,9,1,5,232,1,0,37,232,1,0,37,232,1,0,37,232,1,1,36,232,1,7,30,232,1,5,32,232,1,2,35,261,1,0,8,261,1,0,8,261,1,0,8,261,0,1,8,261,1,0,8,0,5,32,233,0,1,210,59,0,3,18,249,0,1,116,153,0,4,7,259,0,2,13,255,0,0,111,159,159,0,90,16,3,2,0,2,4,15,113,136,0,3,267,0,0,5,14,251,0,0,237,13,2,1,0,17,0,0,120,71,52,27,0,9,126,113,17,5,0,0,195,73,2,0,5,167,96,2,238,0,28,4,60,2,203,5,252,0,15,3,154,2,85,29,263,1,6,0,257,0,11,2,0,0,2,8,22,42,196,0,0,2,8,29,75,156,0,4,132,89,30,15,0,1,4,9,45,211,0,0,29,55,73,113,186,13,64,7,186,47,11,26,186,37,33,14,0,5,45,220,50,2,32,186,238,1,1,0,0,6,0,1,23,193,1,10,7,3,6,2,5,10,2,1,2,11,4,4,1,8,0,8,180,82,0,0,0,0,0,0,0,0,0,270,0,7,5,163,28,67,7,3,55,98,80,25,2,9.959183673469388,10.428245265610505,1.3333333333333333,0.5773502691896257,15.450271317829458,4.579016971376572,1.7868217054263567,1.1790571874832174
GR,GRC,Greece,-99,2021-01-05,2020-12-27,517,1,11641.2958908597,0,0,61,442,60,4,6545434.910346787,0,15,5,497,13,29,475,15,11,491,13,47,457,14,42,461,16,30,471,18,20,479,15,11,491,16,12,489,15,4,498,11,15,491,14,62,441,16,6,495,11,49,457,512,1,1,3,488,3,8,18,506,1,4,6,470,4,12,31,475,2,11,29,487,3,7,20,497,1,3,16,506,0,8,3,505,0,7,5,513,0,1,3,502,1,8,6,455,5,11,46,511,1,2,3,468,1,20,28,72,3,35,407,486,7,24,91,9,161,256,358,2,60,97,457,0,4,55,1,457,0,22,38,0,496,0,3,18,0,168,7,32,310,517,0,0,0,0,0,140,3,138,118,74,44,196,19,100,126,76,196,25,143,100,53,196,33,136,96,56,196,33,101,100,87,196,36,48,86,151,0,491,12,3,11,491,11,6,9,491,11,8,7,491,12,5,9,491,10,9,7,491,12,2,12,458,3,0,56,458,4,0,55,458,4,7,48,458,4,5,50,458,4,8,47,458,5,10,44,458,5,1,53,500,0,0,17,500,0,2,15,500,0,3,14,500,0,6,11,500,0,2,15,236,8,58,215,236,5,211,65,236,8,17,256,236,9,135,137,236,8,17,256,236,8,24,249,270,2,104,141,413,0,82,20,1,1,290,3,0,18,83,123,290,3,222,2,314,4,28,171,314,1,171,15,1,4,2,9,314,1,77,62,44,19,323,6,63,88,31,6,346,0,53,115,3,385,5,31,93,3,461,1,54,1,314,4,191,8,500,0,12,5,384,3,88,42,500,2,8,7,493,0,20,4,405,2,3,7,13,23,64,405,1,5,6,15,32,53,432,1,40,24,14,6,432,0,4,8,22,51,432,0,20,26,18,21,475,3,33,6,475,15,10,17,475,13,12,17,448,0,21,48,469,0,30,18,513,0,0,0,1,0,0,0,3,497,0,1,1,1,2,0,0,0,3,0,1,3,0,2,0,6,517,0,0,0,0,0,517,0,0,0,0,0,0,0,0,517,0,0,0,0,517,0,0,0,0,0,0,6.213513513513513,8.967613308572602,2.090909090909091,1.540225429050687,0,0,0,0
GR,GRC,Greece,1,2021-01-05,2020-12-27,256,0,0,0,0,55,256,31,1,2563543.749989526,246,0,0,256,0,17,239,0,4,252,0,35,221,0,39,217,0,23,233,0,18,238,0,6,250,0,8,248,0,0,256,0,11,245,0,46,210,0,4,252,0,44,212,256,0,0,0,239,0,5,12,252,0,1,3,221,0,10,25,217,0,4,35,233,0,5,18,238,0,1,17,250,0,2,4,248,0,3,5,256,0,0,0,245,0,2,9,210,0,8,38,252,0,3,1,212,1,17,26,0,0,27,229,229,8,19,0,1,85,170,171,0,31,54,225,0,1,30,0,225,0,13,18,0,243,0,6,6,1,32,1,15,208,256,0,0,0,0,0,0,0,77,93,50,36,0,1,56,139,60,0,1,115,105,35,0,1,123,84,48,0,1,78,102,75,0,3,21,81,151,0,241,3,1,11,241,3,2,10,241,1,4,10,241,3,3,9,241,2,4,9,241,2,4,9,217,0,0,39,217,0,0,39,217,0,3,36,217,0,0,39,217,0,2,37,217,0,4,35,217,0,0,39,248,0,0,8,248,0,1,7,248,0,0,8,248,0,1,7,248,0,0,8,0,1,33,222,0,1,148,107,0,2,18,236,0,1,170,85,0,1,19,236,0,0,28,228,0,0,161,95,95,0,124,28,7,2,0,0,1,45,115,95,0,0,256,0,0,2,12,242,0,0,192,36,6,3,2,17,0,0,51,79,88,38,0,0,63,103,63,27,0,0,44,188,24,0,0,37,195,24,223,0,29,4,108,0,147,1,238,0,15,3,86,0,84,86,237,0,6,13,228,0,28,0,0,3,8,25,54,58,108,0,0,13,30,58,68,87,0,1,88,107,47,13,0,0,11,31,71,143,0,0,56,81,71,48,119,2,114,21,119,17,23,97,119,14,46,77,0,1,62,193,63,0,68,125,188,0,17,0,5,20,3,1,22,126,0,10,18,4,11,1,3,6,6,0,5,9,0,16,1,40,0,2,107,142,1,4,0,0,256,0,0,0,0,0,0,7,7,147,57,38,7,1,32,82,103,22,9,5.171875,6.519636450663403,2.12,1.5362291495737217,13.463203463203463,4.576849699462089,3.1535087719298245,1.3596241916993062
GR,GRC,Greece,2,2021-01-05,2020-12-27,377,0,0,0,0,75,377,60,2,3955204.314317842,370,0,2,375,0,19,358,0,2,375,0,43,334,0,52,325,0,31,346,0,12,365,0,8,369,0,7,370,1,1,375,0,19,358,0,64,313,1,7,369,0,38,339,375,0,2,0,358,0,6,13,375,0,1,1,334,1,5,37,325,0,9,43,346,0,9,22,365,0,3,9,369,0,3,5,370,1,4,2,376,0,1,0,358,0,7,12,313,0,9,55,370,0,6,1,339,1,11,26,0,0,36,341,341,11,25,0,0,153,224,224,0,60,93,317,0,2,58,0,317,0,24,36,0,353,0,11,12,1,60,1,27,289,377,0,0,0,0,0,0,1,118,114,94,50,0,3,72,199,103,0,6,163,147,61,0,4,177,123,73,0,6,78,154,139,0,5,31,110,231,0,350,9,3,15,350,8,4,15,350,5,8,14,350,10,3,14,350,8,4,15,350,10,1,16,323,1,0,53,323,1,0,53,323,1,1,52,323,1,2,51,323,1,4,49,323,1,3,50,323,1,0,53,371,0,0,6,371,0,0,6,371,0,0,6,371,0,0,6,371,0,0,6,0,3,81,293,0,1,246,130,0,3,33,341,0,1,220,156,0,2,12,363,0,2,40,335,0,0,203,174,174,0,164,27,5,7,0,1,3,30,168,175,0,2,374,1,0,4,38,335,0,0,326,32,4,2,3,10,0,0,116,109,110,42,0,3,112,172,66,24,0,0,88,287,2,0,0,63,308,6,296,1,73,7,131,1,239,6,344,0,32,1,157,1,126,93,365,0,7,5,337,0,38,2,0,0,6,21,69,92,189,0,0,11,26,67,102,171,0,3,154,143,58,19,0,0,11,30,96,240,0,1,87,115,100,74,175,8,171,23,175,51,29,122,175,41,70,91,0,2,169,206,171,0,109,97,268,2,48,1,10,16,2,3,27,99,0,14,24,9,34,6,7,27,6,0,8,36,5,22,11,69,0,5,173,197,0,2,0,0,0,377,0,0,0,0,0,6,2,254,57,58,6,2,130,147,77,14,1,4.675324675324675,6.512816039910381,2.1470588235294117,1.5001485369117864,14.103399433427763,5.372218075188873,2.535376044568245,1.4630846004724465
GR,GRC,Greece,3,2021-01-05,2020-12-27,665,0,0,0,0,135,665,110,2,5886939.897908104,657,2,3,660,2,29,634,2,7,656,2,63,600,3,45,617,2,39,624,2,19,644,2,6,657,2,7,656,2,2,661,2,14,649,1,79,585,2,8,655,3,57,605,662,0,2,1,636,0,4,25,658,0,2,5,602,0,14,49,620,0,4,41,626,0,7,32,646,0,7,12,659,0,3,3,658,0,2,5,663,0,2,0,651,0,5,9,586,1,17,61,657,0,5,3,608,1,22,34,0,0,60,605,605,6,54,0,6,277,382,388,1,110,166,555,0,2,107,1,555,0,32,78,0,633,0,9,23,0,117,2,38,508,665,0,0,0,0,0,0,0,234,238,118,75,0,16,142,335,172,0,18,331,216,100,0,12,333,205,115,0,23,182,241,219,0,26,63,210,366,0,627,11,6,21,627,11,5,22,627,9,13,16,627,15,6,17,627,14,4,20,627,14,2,22,552,0,1,112,552,0,0,113,552,2,7,104,552,2,4,107,552,1,11,101,552,2,15,96,552,3,3,107,641,2,0,22,641,3,1,20,641,1,1,22,641,1,3,20,641,2,2,20,0,4,159,502,0,3,499,163,0,6,42,617,0,5,370,290,0,5,20,640,0,5,36,624,0,0,356,309,309,0,256,65,16,19,0,4,5,52,247,357,0,2,661,2,0,0,58,607,0,0,563,71,8,4,1,18,0,2,207,185,192,79,0,3,238,317,77,30,0,2,208,453,2,0,5,184,473,3,506,1,151,7,166,3,489,7,623,0,39,3,295,2,240,128,645,0,19,1,629,1,33,2,0,5,13,35,99,157,356,0,1,9,45,108,177,325,0,2,302,260,68,33,0,1,24,57,140,443,0,1,165,185,163,151,315,10,312,28,315,101,61,188,315,80,126,144,0,3,324,338,327,0,165,173,500,1,52,6,11,29,2,6,58,176,2,20,42,18,49,8,26,44,8,1,23,61,30,48,22,87,0,8,352,303,1,1,0,0,0,0,665,0,0,0,0,3,9,474,96,83,3,5,138,324,173,19,3,6.151658767772512,8.066729708361871,2.5,1.7053337694733317,14.96111111111111,4.554614219355767,2.6801872074882995,1.3621205764904207
GR,GRC,Greece,4,2021-01-05,2020-12-27,863,0,0,0,0,173,862,157,2,8004903.125996252,844,5,0,858,5,39,819,7,10,846,6,61,796,6,37,820,6,50,807,6,18,839,7,8,848,6,7,850,6,0,857,5,13,845,7,93,763,6,7,850,6,67,790,863,0,0,0,824,1,5,33,853,0,2,8,802,0,11,50,826,0,6,31,813,0,8,42,845,0,3,15,855,0,2,6,856,0,1,6,863,0,0,0,850,0,8,5,770,0,32,61,856,0,3,4,796,0,27,40,0,1,83,779,780,16,67,0,6,364,493,499,1,157,206,706,0,2,154,1,706,0,44,113,0,819,1,13,29,1,164,5,70,624,863,0,0,0,0,0,0,5,363,296,127,72,0,45,231,381,206,0,50,465,246,102,0,40,435,250,138,0,58,261,302,242,0,63,94,255,451,0,793,26,20,24,793,34,10,26,793,25,28,17,793,36,9,25,793,27,19,24,793,33,6,31,714,4,1,144,714,4,1,144,714,4,7,138,714,3,5,141,714,4,11,134,714,4,14,131,714,3,3,143,841,1,0,21,841,0,1,21,841,1,1,20,841,1,6,15,841,0,4,18,0,5,216,642,0,6,663,194,0,8,59,796,0,8,410,445,0,9,24,830,0,8,50,805,0,1,377,485,486,0,272,66,19,20,0,1,4,66,300,492,0,2,860,1,0,5,98,760,0,1,759,65,5,6,2,25,0,1,278,255,215,114,0,8,298,413,98,46,0,1,309,550,3,0,9,214,634,6,647,3,190,23,200,6,647,10,804,3,50,6,453,3,293,114,839,0,21,3,813,3,42,5,0,6,12,39,126,199,481,0,4,13,54,143,245,404,0,5,389,334,99,36,0,2,33,58,183,587,0,3,203,272,214,171,388,19,417,39,388,217,78,180,388,180,145,150,0,3,438,422,441,0,195,227,668,8,67,3,15,30,12,3,57,230,2,27,51,34,61,9,28,59,36,0,18,77,55,52,19,105,0,16,470,374,2,1,0,0,0,0,0,863,0,0,0,9,20,566,136,132,9,17,110,331,333,53,10,6.7681818181818185,8.699755224795545,2.356923076923077,1.6103153059619673,14.810513447432765,4.431945563081202,2.7968176254589965,1.4770597639755911
GR,GRC,Greece,5,2021-01-05,2020-12-27,585,0,0,0,0,98,583,79,3,4859591.948951035,564,5,1,579,8,22,555,6,5,574,8,29,548,7,28,550,6,28,551,6,6,573,7,11,567,7,3,575,6,1,578,8,11,566,5,36,544,8,5,572,6,27,552,584,0,1,0,563,0,2,20,580,0,1,4,556,0,7,22,557,0,6,22,557,1,9,18,579,0,3,3,574,0,5,6,582,0,2,1,584,0,0,1,574,0,5,6,549,0,10,26,580,0,2,3,558,0,13,14,0,2,54,529,531,13,41,0,5,200,380,385,1,79,120,506,0,3,76,0,506,0,30,49,0,555,0,11,19,0,85,6,44,450,585,0,0,0,0,0,0,1,298,180,61,45,0,60,190,223,112,0,80,285,159,61,0,55,322,138,70,0,83,183,190,129,0,100,72,160,253,0,541,22,7,15,541,20,9,15,541,16,17,11,541,25,6,13,541,25,6,13,541,25,5,14,489,5,0,91,489,5,1,90,489,5,2,89,489,5,10,81,489,3,22,71,489,5,20,71,489,6,6,84,554,2,5,24,554,2,7,22,554,3,4,24,554,2,10,19,554,2,3,26,0,8,117,460,0,1,458,126,0,6,38,541,0,2,272,311,0,4,17,564,0,5,36,544,0,0,236,349,349,1,171,51,5,8,0,1,1,49,204,330,0,0,584,1,0,10,35,540,0,0,507,33,5,8,1,31,0,2,239,151,117,76,0,5,235,276,39,30,0,1,331,252,1,0,6,240,337,2,468,4,102,11,127,6,444,8,547,0,29,9,313,5,191,76,568,0,10,7,549,1,30,5,0,5,7,24,86,118,345,0,7,5,32,88,162,291,0,7,260,219,68,31,0,0,20,50,123,392,0,1,134,167,148,135,284,33,244,24,284,157,50,94,284,128,108,65,0,4,219,362,223,0,134,228,451,1,27,4,12,12,3,4,71,232,2,19,22,15,44,8,12,28,18,3,18,38,35,26,12,53,0,15,338,229,1,2,0,0,0,0,0,0,585,0,0,15,18,377,81,94,15,17,97,197,206,46,7,7.9298245614035094,9.149417794955482,2.128205128205128,1.4721893324227442,14.58851590106007,4.388193200334681,2.333955223880597,1.3249736480718435
GR,GRC,Greece,6,2021-01-05,2020-12-27,218,0,0,0,0,7,217,25,0,5065047.576930823,212,4,0,214,5,4,209,3,2,213,4,16,198,3,7,208,3,18,197,3,6,209,4,2,212,4,1,213,5,1,212,4,7,207,4,16,198,5,1,212,4,10,204,218,0,0,0,214,0,2,2,216,0,1,1,202,1,4,11,211,0,2,5,200,0,4,14,212,0,4,2,216,0,0,2,217,0,0,1,217,0,0,1,211,0,4,3,202,0,2,14,217,0,0,1,208,0,4,6,0,1,6,211,212,1,5,0,10,43,165,175,0,25,18,193,0,0,23,2,193,0,2,23,0,216,0,0,2,0,35,2,11,170,218,0,0,0,0,0,0,0,150,34,20,14,0,42,75,63,38,0,47,96,57,18,0,30,117,47,24,0,47,76,61,34,0,58,29,58,73,0,207,5,3,3,207,6,4,1,207,6,2,3,207,7,0,4,207,5,2,4,207,7,1,3,180,1,0,37,180,1,0,37,180,1,0,37,180,1,1,36,180,1,7,30,180,1,5,32,180,1,2,35,209,1,0,8,209,1,0,8,209,1,0,8,209,0,1,8,209,1,0,8,0,4,25,189,0,1,171,46,0,1,15,202,0,1,89,128,0,2,4,212,0,1,10,207,0,0,94,124,124,0,76,15,2,1,0,1,4,11,94,108,0,2,216,0,0,4,12,202,0,0,190,10,2,1,0,15,0,0,91,57,46,24,0,6,100,90,17,5,0,0,157,59,2,0,5,133,80,0,193,0,22,3,47,1,168,2,203,0,13,2,129,2,66,21,214,0,4,0,208,0,9,1,0,0,2,7,18,34,157,0,0,2,6,26,62,122,0,3,104,75,25,11,0,1,4,8,36,169,0,0,23,43,63,89,152,8,55,3,152,38,9,19,152,32,22,12,0,3,40,175,43,2,23,150,195,1,1,0,0,5,0,0,16,155,1,7,6,3,6,1,5,8,2,1,1,9,2,3,1,7,0,7,146,65,0,0,0,0,0,0,0,0,0,218,0,5,5,133,17,58,5,3,41,79,67,21,2,9.268292682926829,10.106988647079561,1.3333333333333333,0.5773502691896257,15.693125000000002,4.684748132656133,1.8125,1.1829862728447573
GR,GRC,Greece,-99,2021-01-06,2020-12-28,428,1,11641.2958908597,0,0,57,366,53,4,5524007.988403564,0,13,4,411,12,22,394,14,6,408,11,42,375,13,34,381,14,27,387,15,14,399,12,9,407,15,10,403,13,4,411,10,15,403,13,56,359,14,4,410,10,40,378,424,1,1,2,406,3,7,12,422,1,4,1,386,3,10,29,394,1,9,24,401,3,6,18,414,1,2,11,419,0,6,3,418,0,6,4,424,0,1,3,413,1,8,6,372,4,10,42,424,1,2,1,388,0,17,23,60,2,31,335,400,7,21,76,7,134,211,295,2,53,78,375,0,4,48,1,375,0,20,33,0,409,0,3,16,0,143,6,26,253,428,0,0,0,0,0,115,3,114,101,57,38,163,18,77,105,65,163,19,117,84,45,163,24,113,80,48,163,24,85,83,73,163,27,34,75,129,0,406,11,1,10,406,10,3,9,406,11,4,7,406,11,3,8,406,9,6,7,406,11,2,9,369,3,0,56,369,4,0,55,369,4,7,48,369,4,5,50,369,4,8,47,369,5,10,44,369,5,1,53,411,0,0,17,411,0,2,15,411,0,3,14,411,0,6,11,411,0,2,15,197,8,53,170,197,5,180,46,197,8,16,207,197,9,113,109,197,8,16,207,197,8,18,205,224,2,90,112,338,0,72,17,0,1,242,3,0,14,65,104,242,3,181,2,262,3,26,137,262,1,139,13,0,3,2,8,262,1,65,49,33,18,269,6,49,73,26,5,286,0,45,95,2,319,4,27,75,3,377,1,49,1,254,3,164,7,412,0,11,5,317,2,76,33,412,2,8,6,410,0,15,3,335,2,2,7,11,17,54,335,1,4,5,15,22,46,358,1,31,21,11,6,358,0,4,6,17,43,358,0,15,23,15,17,393,2,28,5,393,12,9,14,393,11,8,16,372,0,15,41,387,0,26,15,426,0,0,0,1,0,0,0,1,413,0,1,1,1,2,0,0,0,3,0,0,2,0,0,0,5,428,0,0,0,0,0,428,0,0,0,0,0,0,0,0,428,0,0,0,0,428,0,0,0,0,0,0,5.975789473684211,8.731816556750324,2.1904761904761907,1.503963018795596,0,0,0,0
