ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GR,GRC,Greece,6,2021-01-01,2020-12-23,369,0,0,0,0,18,367,36,1,8143702.141352653,358,10,2,357,10,10,349,8,5,356,8,23,338,9,17,343,7,27,335,9,9,351,8,4,357,8,5,356,11,1,357,9,9,351,11,26,332,11,2,356,10,11,348,367,1,1,0,359,1,3,6,364,1,1,3,346,2,6,15,352,1,2,14,342,2,3,22,360,0,4,5,365,0,1,3,364,0,3,2,368,0,0,1,360,0,5,4,343,1,4,21,367,1,0,1,358,0,5,6,0,2,13,354,356,3,10,0,16,76,277,293,0,36,40,333,0,1,33,2,333,0,9,27,0,360,0,2,7,0,52,2,23,292,369,0,0,0,0,0,0,2,226,80,33,28,0,74,120,109,66,0,72,171,89,37,0,53,188,84,44,0,71,128,101,69,0,95,51,93,130,0,346,11,4,8,346,14,5,4,346,13,6,4,346,17,0,6,346,12,6,5,346,16,1,6,331,1,0,37,331,1,0,37,331,1,0,37,331,1,1,36,331,1,7,30,331,1,5,32,331,1,2,35,360,1,0,8,360,1,0,8,360,1,0,8,360,0,1,8,360,1,0,8,0,8,50,311,0,3,295,71,0,6,25,338,0,4,149,216,0,9,10,350,0,6,21,342,0,0,142,227,227,0,113,19,6,4,0,4,5,20,148,192,0,4,365,0,0,5,22,342,0,0,323,19,3,2,1,21,0,0,182,86,69,32,0,12,183,142,22,10,0,0,273,95,1,0,7,221,138,3,319,0,43,7,74,3,286,6,344,1,20,4,220,3,111,35,359,1,8,1,348,1,17,3,0,0,2,7,35,52,273,0,1,2,11,39,92,224,0,4,190,119,35,21,0,1,7,12,69,280,0,0,40,72,103,154,257,19,82,11,257,66,18,28,257,48,47,17,0,5,70,294,75,2,48,244,321,1,3,0,2,7,0,1,34,251,1,13,8,6,8,1,7,14,4,1,6,12,7,8,2,20,0,13,245,111,0,0,0,0,0,0,0,0,0,369,0,9,8,228,40,84,9,5,76,138,106,29,6,8.892307692307693,9.231608535561186,2,1.7320508075688774,15.277179487179486,4.397199273463673,1.6954022988505748,1.1282495734264928
GR,GRC,Greece,-99,2021-01-02,2020-12-24,660,0,0,0,0,102,561,78,8,8647516.692110993,0,16,5,639,13,40,607,14,14,632,13,61,586,15,63,582,16,44,600,18,24,618,16,16,628,14,17,629,14,4,642,12,22,626,14,77,569,16,6,638,12,61,587,655,0,3,2,620,2,10,28,646,0,7,7,599,3,17,41,597,3,13,47,616,2,8,34,636,0,2,22,644,0,9,7,643,1,8,8,656,0,0,4,638,0,10,12,583,5,14,58,654,0,2,4,599,1,19,41,95,4,52,509,614,11,35,116,9,197,338,467,4,78,111,582,0,8,68,2,582,0,32,45,1,629,0,7,24,0,219,8,45,388,660,0,0,0,0,0,182,5,171,147,97,58,253,33,121,158,95,253,41,175,122,69,253,42,184,112,69,253,45,131,124,107,253,50,59,106,192,0,625,20,4,11,625,19,6,10,625,18,12,5,625,19,8,8,625,19,10,6,625,21,2,12,601,3,0,56,601,4,0,55,601,4,7,48,601,4,5,50,601,4,8,47,601,5,10,44,601,5,1,53,643,0,0,17,643,0,2,15,643,0,3,14,643,0,6,11,643,0,2,15,299,9,79,273,299,6,267,88,299,9,28,324,299,8,168,185,299,9,21,331,299,9,31,321,334,4,120,202,540,0,89,24,4,3,355,5,2,30,103,165,355,4,298,3,387,8,28,237,387,2,231,19,2,3,4,12,387,2,115,65,52,39,397,9,86,118,35,15,428,1,74,153,4,486,5,50,117,2,583,0,71,6,399,4,249,8,632,0,24,4,495,1,104,60,639,1,9,11,630,0,27,3,504,0,5,5,23,39,84,504,1,6,7,24,46,72,537,1,58,39,16,9,537,0,10,11,30,72,537,0,34,33,23,33,606,2,42,10,606,18,16,20,606,17,20,17,566,0,31,63,597,0,35,28,652,1,0,0,1,1,0,0,5,628,0,4,2,2,2,0,0,1,4,0,1,5,2,2,0,7,660,0,0,0,0,0,660,0,0,0,0,0,0,0,0,660,0,0,0,0,660,0,0,0,0,0,0,6.948591549295775,9.352920702206987,2.4545454545454546,2.0780235364840838,0,0,0,0
GR,GRC,Greece,1,2021-01-02,2020-12-24,314,0,0,0,0,78,314,32,2,3549002.0126309725,307,1,0,313,1,28,285,1,6,307,1,45,268,1,47,266,1,33,280,1,20,293,1,9,304,1,13,300,2,2,310,2,19,293,1,58,255,1,7,306,2,55,257,314,0,0,0,286,0,6,22,308,0,2,4,269,0,10,35,267,0,8,39,281,0,8,25,294,0,3,17,305,0,2,7,301,0,6,7,312,0,2,0,295,0,6,13,256,0,11,47,307,0,5,2,259,0,16,39,0,0,37,277,277,11,26,0,0,98,216,216,0,32,66,282,0,2,30,0,282,0,16,16,0,298,0,7,8,1,32,2,24,256,314,0,0,0,0,0,0,0,83,123,74,34,0,2,80,166,66,0,1,145,126,42,0,3,146,113,52,0,2,87,130,95,0,5,26,107,176,0,290,4,3,17,290,4,5,15,290,1,10,13,290,4,6,14,290,3,6,15,290,3,4,17,275,0,0,39,275,0,0,39,275,0,3,36,275,0,0,39,275,0,2,37,275,0,4,35,275,0,0,39,306,0,0,8,306,0,1,7,306,0,0,8,306,0,1,7,306,0,0,8,0,2,43,269,0,2,193,119,0,3,23,288,0,2,212,100,0,2,21,291,0,2,43,269,0,0,203,111,111,0,142,48,9,4,0,1,1,41,145,126,0,0,314,0,0,2,12,300,0,0,239,47,8,5,2,13,0,0,61,85,111,57,0,0,75,131,79,29,0,0,52,235,27,0,0,49,232,33,271,1,37,5,121,1,190,2,291,1,18,4,102,1,102,109,293,0,7,14,271,1,42,0,0,3,12,26,60,79,134,0,0,13,35,66,95,105,0,3,103,134,60,14,0,0,15,36,78,185,0,0,68,101,86,59,145,3,138,28,145,21,25,123,145,16,61,92,0,1,83,230,84,0,86,144,228,1,21,0,5,30,2,2,25,145,1,11,23,5,18,3,5,5,9,0,10,10,1,21,1,46,0,0,134,175,0,5,0,0,314,0,0,0,0,0,0,4,4,185,67,54,4,2,36,103,126,29,14,4.9141104294478515,6.2916746607809255,2.2058823529411766,1.3878130116974403,13.433098591549296,4.332973612828489,3.1752577319587627,1.3822294031745799
GR,GRC,Greece,2,2021-01-02,2020-12-24,505,1,8563.15207395775,0,0,105,505,88,3,5296308.356562098,496,0,3,502,0,28,477,1,6,498,0,58,447,0,65,440,0,42,463,0,19,486,0,5,500,0,7,498,1,2,502,0,20,485,0,82,423,1,8,496,0,60,445,502,0,3,0,477,0,5,23,499,0,2,4,447,2,8,48,440,0,9,56,463,1,6,35,486,0,5,14,500,0,3,2,498,0,4,3,503,0,2,0,485,1,7,12,423,1,12,69,497,0,5,3,445,1,22,37,0,0,48,457,457,13,35,0,0,221,284,284,0,88,133,417,1,3,84,0,417,0,42,46,0,463,0,15,26,1,88,0,27,390,505,0,0,0,0,0,0,1,154,155,135,60,0,3,103,263,136,0,6,214,197,88,0,4,232,169,100,0,6,98,216,185,0,6,37,148,314,0,478,8,1,18,478,6,5,16,478,4,9,14,478,7,3,17,478,6,7,14,478,7,4,16,451,1,0,53,451,1,0,53,451,1,1,52,451,1,2,51,451,1,4,49,451,1,3,50,451,1,0,53,499,0,0,6,499,0,0,6,499,0,0,6,499,0,0,6,499,0,0,6,0,1,133,371,0,1,344,160,0,3,39,463,0,0,308,197,0,1,13,491,0,1,47,457,0,0,284,221,221,0,220,48,9,7,0,2,4,38,210,251,0,0,504,1,0,2,53,450,0,0,445,39,1,5,5,10,0,1,141,148,140,75,0,3,145,235,92,30,0,0,107,392,6,0,0,93,406,6,372,1,123,9,161,1,340,3,466,0,37,2,197,1,164,143,492,0,8,5,458,0,45,2,0,1,12,34,83,130,245,0,0,20,37,82,143,223,0,3,200,200,74,28,0,0,12,42,115,336,0,0,120,154,136,95,231,11,235,28,231,55,47,172,231,47,103,124,0,2,239,264,241,0,136,128,369,2,50,1,13,27,2,3,38,130,2,21,38,14,34,7,6,40,13,0,10,56,8,41,10,75,0,7,244,251,0,3,0,0,0,505,0,0,0,0,0,5,4,341,77,78,5,6,175,182,113,22,2,5.26530612244898,7.4048508292364925,2.2954545454545454,1.5932932904878945,14.426751592356688,5.224680165297366,2.537037037037037,1.4422443373167866
GR,GRC,Greece,3,2021-01-02,2020-12-24,867,0,0,0,0,198,866,158,1,8093933.002385961,853,4,4,859,4,39,824,4,11,852,3,85,779,5,69,793,4,64,799,4,29,834,4,12,851,4,11,852,4,4,859,4,20,843,1,108,758,3,11,853,4,78,785,863,0,3,1,828,0,5,34,856,0,4,7,782,0,22,63,798,0,9,60,803,0,11,53,838,0,9,20,855,0,7,5,856,0,5,6,863,0,3,1,847,0,7,13,759,2,29,77,856,0,8,3,789,1,24,53,0,1,82,784,785,9,73,0,7,370,490,497,1,158,211,709,0,1,155,2,709,0,56,102,0,811,0,22,30,4,166,3,53,645,867,0,0,0,0,0,0,0,317,294,159,97,0,21,194,438,214,0,22,429,288,128,0,17,427,273,150,0,28,242,312,285,0,33,83,284,467,0,814,13,10,30,814,16,7,30,814,13,20,20,814,20,11,22,814,18,8,27,814,20,2,31,754,0,1,112,754,0,0,113,754,2,7,104,754,2,4,107,754,1,11,101,754,2,15,96,754,3,3,107,843,2,0,22,843,3,1,20,843,1,1,22,843,1,3,20,843,2,2,20,0,5,222,640,0,3,659,205,0,7,51,809,0,6,478,383,0,5,30,832,0,5,46,816,0,1,446,420,421,1,313,89,18,25,0,5,10,63,295,494,0,2,863,2,0,1,83,783,0,0,747,79,8,9,2,22,0,2,281,225,244,115,0,5,330,394,99,39,0,2,271,590,4,0,6,239,616,6,645,1,207,14,208,5,639,15,816,1,44,6,389,4,311,163,837,0,21,9,821,2,39,5,0,5,19,44,131,197,471,0,0,17,57,133,242,418,0,3,380,348,85,51,0,1,27,64,183,592,0,1,218,237,217,194,412,10,397,48,412,128,81,246,412,109,155,191,0,6,459,402,465,0,199,203,668,3,62,4,17,37,3,9,64,209,3,30,54,32,60,13,40,49,21,2,25,95,39,67,19,109,0,9,472,383,1,2,0,0,0,0,867,0,0,0,0,9,15,607,114,122,9,8,173,415,233,25,4,5.937931034482759,7.884302383741524,2.6338028169014085,1.7907654917039433,14.834963325183374,4.5182507702797015,2.7148058252427183,1.3634614698433225
GR,GRC,Greece,4,2021-01-02,2020-12-24,1063,0,0,0,0,244,1062,191,5,10247412.775284376,1042,10,3,1050,7,52,1004,10,10,1043,12,72,979,10,59,994,9,59,995,8,32,1023,12,11,1040,11,9,1043,10,2,1051,9,19,1035,10,119,934,10,9,1044,10,72,981,1060,0,0,3,1011,1,5,46,1053,0,2,8,991,0,15,57,1004,0,11,48,1004,1,14,44,1031,0,7,25,1052,0,4,7,1054,0,3,6,1061,0,2,0,1044,0,12,7,944,1,30,88,1054,0,5,4,991,0,24,48,0,1,114,948,949,21,93,0,11,447,605,616,3,191,253,872,0,5,185,1,872,0,53,138,0,1010,0,19,34,0,205,5,82,771,1063,0,0,0,0,0,0,3,412,375,172,101,0,58,265,468,272,0,70,563,297,133,0,51,527,312,173,0,76,322,370,295,0,83,118,311,551,0,981,36,18,28,981,39,10,33,981,26,39,17,981,40,8,34,981,34,19,29,981,39,8,35,914,4,1,144,914,4,1,144,914,4,7,138,914,3,5,141,914,4,11,134,914,4,14,131,914,3,3,143,1041,1,0,21,1041,0,1,21,1041,1,1,20,1041,1,6,15,1041,0,4,18,0,4,295,764,0,5,855,203,0,9,73,981,0,6,523,534,0,11,42,1010,0,9,70,984,0,3,502,558,561,0,359,91,22,30,0,3,9,74,358,619,0,2,1058,3,0,9,134,920,0,1,938,70,12,6,3,33,0,0,361,285,247,170,0,9,379,501,124,50,0,1,368,689,5,0,6,250,800,7,768,5,266,24,208,7,835,13,990,2,65,6,540,6,369,148,1021,2,37,3,993,4,61,5,0,6,12,49,161,236,599,0,4,16,65,165,308,505,0,9,471,415,123,45,0,3,39,76,219,726,0,1,258,331,258,215,474,27,520,42,474,264,95,230,474,223,179,187,0,3,569,491,572,0,224,267,839,4,85,4,18,37,9,8,59,270,1,27,75,38,73,15,29,79,40,1,27,94,71,60,29,134,0,24,567,467,4,1,0,0,0,0,0,1063,0,0,0,10,24,702,154,173,10,19,149,403,412,58,12,6,7.980711514169738,2.4906976744186045,1.6539882570873239,14.704253214638971,4.558157925569574,2.8115079365079363,1.5179124155325672
GR,GRC,Greece,5,2021-01-02,2020-12-24,767,0,0,0,0,119,764,108,5,6657378.228615371,745,9,2,756,10,28,729,10,9,748,12,38,717,10,44,713,9,44,714,10,10,747,9,10,748,10,6,751,9,3,755,11,13,743,9,47,711,13,6,748,10,25,732,765,0,1,1,739,0,5,23,758,1,3,5,729,1,13,24,723,1,8,35,723,2,12,30,757,0,5,5,757,1,6,3,761,1,1,4,764,0,1,2,754,0,7,6,720,1,11,35,761,0,2,4,742,0,16,9,0,3,65,699,702,14,51,0,5,266,496,501,4,108,154,659,1,5,102,0,659,0,42,66,0,725,0,15,27,0,117,8,51,591,767,0,0,0,0,0,0,3,388,226,87,63,0,89,247,282,149,0,104,362,216,85,0,67,411,191,98,0,113,242,234,178,0,136,109,203,319,0,716,22,9,20,716,23,8,20,716,20,14,17,716,24,9,18,716,25,8,18,716,26,3,22,671,5,0,91,671,5,1,90,671,5,2,89,671,5,10,81,671,3,22,71,671,5,20,71,671,6,6,84,736,2,5,24,736,2,7,22,736,3,4,24,736,2,10,19,736,2,3,26,0,12,160,595,0,0,618,149,0,9,42,716,0,6,342,419,0,7,20,740,0,9,46,712,0,1,312,454,455,1,232,61,7,11,0,5,1,44,258,459,0,1,766,0,0,10,52,705,0,0,676,41,5,7,0,38,0,4,326,179,166,92,0,6,319,353,51,38,0,1,428,335,3,0,5,303,456,3,607,5,135,20,149,11,595,12,725,2,31,9,425,10,251,81,747,1,13,6,721,1,39,6,0,7,9,29,109,148,465,0,6,11,37,119,202,392,0,7,343,292,82,43,0,1,23,65,162,516,0,1,164,224,182,196,379,41,313,34,379,214,62,112,379,178,127,83,0,6,310,451,316,0,165,286,602,6,35,4,9,20,3,6,82,292,1,28,29,23,60,8,17,48,22,3,20,59,41,32,16,68,0,22,443,301,0,1,0,0,0,0,0,0,767,0,0,15,19,502,103,128,15,17,119,252,280,70,14,9.198630136986301,10.0937808527646,2.255813953488372,1.4815214710980311,14.643383356070942,4.3949704875509585,2.34985835694051,1.3243946755044473
GR,GRC,Greece,6,2021-01-02,2020-12-24,318,0,0,0,0,13,316,32,1,7160870.601259853,307,8,2,308,8,10,300,7,4,307,6,23,289,7,13,298,5,26,287,7,8,303,7,4,307,7,5,306,9,1,308,7,9,302,9,22,287,9,2,307,8,9,301,316,1,1,0,308,1,3,6,314,1,1,2,295,2,6,15,305,1,1,11,292,2,3,21,310,0,4,4,314,0,1,3,313,0,3,2,317,0,0,1,309,0,5,4,296,1,4,17,316,1,0,1,309,0,4,5,0,2,8,308,310,1,7,0,14,69,235,249,0,32,37,286,0,1,29,2,286,0,6,26,0,312,0,1,5,0,46,2,15,255,318,0,0,0,0,0,0,2,197,65,30,24,0,59,108,90,61,0,59,151,75,33,0,44,163,74,37,0,61,110,89,58,0,79,44,80,115,0,303,10,1,4,303,9,5,1,303,9,4,2,303,11,0,4,303,8,4,3,303,11,1,3,280,1,0,37,280,1,0,37,280,1,0,37,280,1,1,36,280,1,7,30,280,1,5,32,280,1,2,35,309,1,0,8,309,1,0,8,309,1,0,8,309,0,1,8,309,1,0,8,0,5,45,268,0,1,257,60,0,4,21,293,0,2,134,182,0,6,8,304,0,3,17,298,0,0,124,194,194,0,98,17,5,4,0,3,4,16,129,166,0,3,315,0,0,5,16,297,0,0,279,16,2,1,0,20,0,0,156,74,61,27,0,10,157,127,17,7,0,0,235,82,1,0,6,189,121,2,273,0,40,5,61,2,249,6,297,1,16,4,184,3,97,34,310,1,6,1,301,0,14,3,0,0,2,7,27,48,234,0,1,2,10,34,81,190,0,3,163,104,32,16,0,1,4,10,56,247,0,0,34,66,92,126,218,18,74,8,218,58,17,25,218,41,43,16,0,5,59,254,64,2,42,210,276,1,1,0,1,6,0,1,32,217,1,10,5,6,7,1,7,13,4,1,4,10,7,7,2,16,0,11,207,100,0,0,0,0,0,0,0,0,0,318,0,9,7,196,34,72,9,5,67,117,90,27,3,8.578947368421053,9.31386709700927,2.666666666666666,2.0816659994661326,15.233521594684385,4.486620505127675,1.7281879194630871,1.1473629866582034
GR,GRC,Greece,-99,2021-01-03,2020-12-25,695,1,11641.2958908597,0,0,103,593,89,7,8660477.594790477,0,18,6,671,17,37,641,18,15,662,17,63,615,18,59,618,20,41,634,22,24,649,19,16,660,19,16,660,18,5,672,15,21,659,17,82,596,20,8,667,15,59,621,689,1,2,3,658,3,9,25,680,1,7,7,632,4,16,43,636,3,16,40,654,3,9,29,671,1,3,20,679,0,10,6,679,1,8,7,690,0,1,4,674,1,10,10,613,6,15,61,687,1,2,5,636,1,25,33,98,4,51,542,649,11,35,120,10,213,352,486,3,89,117,606,0,7,80,2,606,0,36,53,0,661,0,8,26,0,233,7,44,411,695,0,0,0,0,0,187,5,182,161,99,61,263,31,129,167,105,263,41,188,127,76,263,46,187,120,79,263,48,135,131,118,263,54,63,113,202,0,660,17,5,13,660,16,7,12,660,15,12,8,660,18,7,10,660,16,12,7,660,18,3,14,636,3,0,56,636,4,0,55,636,4,7,48,636,4,5,50,636,4,8,47,636,5,10,44,636,5,1,53,678,0,0,17,678,0,2,15,678,0,3,14,678,0,6,11,678,0,2,15,309,12,82,292,309,7,288,91,309,11,25,350,309,11,194,181,309,11,29,346,309,11,33,342,357,2,143,193,552,0,111,28,2,2,383,5,1,30,110,166,383,4,306,2,415,6,32,242,415,2,232,22,2,4,3,15,415,2,108,79,55,36,425,8,84,123,41,14,454,1,80,156,4,505,6,54,126,4,617,1,72,5,418,4,261,12,670,0,19,6,506,3,121,65,666,2,13,14,663,0,27,5,532,2,4,8,19,38,92,532,2,6,9,25,47,74,569,2,59,36,20,9,569,0,8,13,31,74,569,0,34,38,20,34,635,4,47,9,635,21,16,23,635,19,20,21,598,0,31,66,629,0,40,26,688,1,0,0,1,1,0,0,4,665,0,3,1,2,2,0,0,1,4,0,1,5,1,2,0,8,695,0,0,0,0,0,695,0,0,0,0,0,0,0,0,695,0,0,0,0,695,0,0,0,0,0,0,6.4944827586206895,8.92546123388298,2.4285714285714284,2.0333356293324045,0,0,0,0
GR,GRC,Greece,1,2021-01-03,2020-12-25,340,0,0,0,0,83,340,39,2,3541433.385250143,330,1,0,339,1,29,310,1,7,332,1,49,290,1,53,286,1,30,309,1,22,317,1,8,331,1,11,328,1,1,338,1,18,321,1,59,280,1,6,333,1,57,282,340,0,0,0,311,0,7,22,333,0,2,5,291,0,13,36,287,0,6,47,310,0,6,24,318,0,3,19,332,0,2,6,329,0,5,6,339,0,1,0,322,0,6,12,281,0,12,47,334,0,5,1,283,1,19,37,0,0,42,298,298,12,30,0,1,111,228,229,0,39,72,301,0,2,37,0,301,0,19,20,0,321,0,9,9,1,40,1,21,278,340,0,0,0,0,0,0,0,93,131,77,39,0,2,80,183,75,0,1,156,137,46,0,2,161,118,59,0,2,98,140,100,0,5,26,110,199,0,319,4,2,15,319,4,5,12,319,1,8,12,319,4,4,13,319,3,5,13,319,3,5,13,301,0,0,39,301,0,0,39,301,0,3,36,301,0,0,39,301,0,2,37,301,0,4,35,301,0,0,39,332,0,0,8,332,0,1,7,332,0,0,8,332,0,1,7,332,0,0,8,0,2,41,297,0,1,193,146,0,3,20,317,0,2,225,113,0,3,23,314,0,2,39,299,0,0,221,119,119,0,162,45,10,4,0,1,1,52,154,132,0,0,340,0,0,3,12,325,0,0,255,51,9,5,2,18,0,0,65,99,121,55,0,0,78,142,88,32,0,0,57,252,31,0,0,53,252,35,299,1,36,4,147,1,191,1,320,1,16,3,115,1,110,114,317,0,7,16,301,1,38,0,0,4,13,31,65,89,138,0,0,19,36,75,98,112,0,3,117,141,63,16,0,0,15,41,91,193,0,0,77,105,98,60,158,3,149,30,158,23,30,129,158,18,62,102,0,1,82,257,83,0,96,161,244,0,24,0,6,30,3,2,31,162,1,12,24,6,19,1,6,6,9,0,10,10,1,22,1,50,0,2,138,194,1,5,0,0,340,0,0,0,0,0,0,7,8,198,76,51,7,1,36,115,136,31,14,5.121212121212121,6.361841157404617,2.0789473684210527,1.3432831692650384,13.441368078175897,4.358128392964795,3.2254901960784315,1.359171850641301
