ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AZ,AZE,Azerbaijan,-99,2021-01-02,2020-12-30,100,4,53250.92219888492,2,19199.590348002217,57,80,2165248.222389049,0,7,6,87,7,16,77,7,7,86,8,20,72,7,11,82,8,15,77,6,9,85,7,10,83,7,5,88,6,7,87,7,8,85,8,18,74,8,10,82,7,23,70,94,1,4,1,84,2,10,4,93,3,2,2,80,3,8,9,89,3,2,6,85,2,10,3,91,2,5,2,90,4,2,4,95,2,1,2,93,2,4,1,92,2,2,4,82,5,7,6,90,1,5,4,77,3,13,7,20,0,26,54,78,0,6,16,24,0,37,39,65,1,12,22,88,2,10,0,88,6,5,1,94,3,2,1,40,4,12,44,100,30,3,10,22,18,17,46,8,14,16,16,46,9,13,11,21,46,11,14,13,16,46,9,16,15,14,46,12,4,11,27,89,7,3,1,89,7,2,2,89,4,6,1,89,5,2,4,89,6,3,2,89,7,2,2,73,4,2,21,73,4,3,20,73,4,2,21,73,4,1,22,73,4,4,19,73,5,7,15,73,5,2,20,93,1,2,4,93,1,2,4,93,1,2,4,93,1,3,3,93,1,2,4,58,3,12,27,58,1,28,13,58,4,2,36,58,2,11,29,58,3,3,36,58,3,6,33,61,0,16,23,84,0,12,4,0,0,61,1,0,1,16,21,61,1,38,0,64,1,6,29,64,1,28,1,1,0,0,5,64,0,24,7,2,3,65,0,21,12,1,1,67,0,0,31,2,75,1,3,21,0,89,0,10,1,73,0,27,0,98,0,1,1,90,0,6,4,97,0,3,0,94,0,6,0,78,2,0,1,6,3,10,78,2,1,1,5,3,10,86,0,6,3,3,2,86,0,0,1,5,8,86,0,2,4,7,1,94,1,5,0,94,3,3,0,94,5,0,1,87,0,2,11,89,0,9,2,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.6000000000000005,6.522359731767962,3.5833333333333335,1.6764862244009229,0,0,0,0
AZ,AZE,Azerbaijan,1,2021-01-02,2020-12-21,100,1,12162.3399859065,0,0,99,100,1397056.9544719774,98,1,5,94,3,17,80,3,7,90,1,27,72,3,26,71,1,21,78,3,10,87,2,3,95,3,13,84,2,10,88,3,22,75,2,31,67,3,12,85,2,30,68,95,0,3,2,83,2,5,10,93,1,3,3,73,4,6,17,74,2,3,21,79,0,7,14,90,1,4,5,97,0,2,1,87,2,5,6,90,1,7,2,78,3,7,12,69,2,7,22,88,1,1,10,70,2,11,17,0,0,33,67,67,1,8,24,0,0,27,73,73,0,14,13,86,4,10,0,86,6,8,0,94,2,2,2,14,0,12,74,100,0,0,13,24,43,20,0,3,27,39,31,0,3,22,31,44,0,4,31,24,41,0,6,25,24,45,0,6,3,14,77,88,2,6,4,88,3,2,7,88,2,5,5,88,3,2,7,88,4,2,6,88,3,3,6,87,0,0,13,87,0,0,13,87,0,0,13,87,0,0,13,87,0,1,12,87,0,3,10,87,0,0,13,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,0,7,21,72,0,1,62,37,0,7,6,87,0,7,30,63,0,7,8,85,0,6,20,74,0,0,30,70,70,0,25,3,1,1,0,0,3,12,42,43,0,0,99,1,0,0,16,84,0,0,68,14,3,1,1,13,0,0,50,26,14,10,0,1,33,44,17,5,0,0,8,86,6,0,1,11,84,4,79,0,19,2,38,1,60,1,94,0,5,1,70,0,21,9,92,0,7,1,80,1,18,1,0,3,2,9,30,31,25,0,1,3,13,30,32,21,0,4,42,36,12,6,0,2,11,22,30,35,0,2,27,30,20,21,43,0,53,4,43,8,20,29,43,5,30,22,0,3,22,75,25,0,27,48,73,0,9,1,4,2,0,1,10,51,0,2,5,2,4,2,4,4,3,1,2,4,2,3,0,11,0,2,45,52,1,0,0,100,0,0,0,0,0,0,0,2,62,21,15,0,1,9,33,40,9,8,4.756756756756757,5.220640832996032,3.4444444444444446,2.965614910077132,10.878947368421052,5.0136599519933265,2.776595744680851,1.5872763939999357
AZ,AZE,Azerbaijan,2,2021-01-02,2020-12-25,100,0,0,0,0,91,100,1822481.8909499492,95,4,2,94,4,4,92,4,3,93,4,21,75,4,14,82,3,13,84,4,7,89,4,5,91,3,4,93,4,3,93,4,8,88,2,18,80,4,7,89,3,23,74,98,0,1,1,96,0,2,2,97,0,3,0,79,0,5,16,86,0,3,11,87,0,4,9,93,1,4,2,95,0,1,4,96,1,2,1,97,0,2,1,92,0,3,5,82,1,5,12,93,0,4,3,77,0,7,16,0,0,35,65,65,0,9,26,0,1,44,55,56,1,14,29,86,2,12,0,86,8,6,0,92,6,2,0,16,1,12,71,100,0,0,16,25,31,28,0,5,34,30,31,0,7,19,24,50,0,8,20,32,40,0,9,17,28,46,0,10,8,23,59,88,4,2,6,88,5,2,5,88,4,6,2,88,2,5,5,88,5,0,7,88,5,1,6,84,0,0,16,84,0,1,15,84,1,1,14,84,0,2,14,84,0,5,11,84,0,4,12,84,0,0,16,93,0,1,6,93,0,2,5,93,0,1,6,93,0,2,5,93,0,1,6,0,1,47,52,0,0,79,21,0,3,10,87,0,2,48,50,0,5,7,88,0,3,20,77,0,0,58,42,42,0,41,13,0,4,0,0,4,14,29,53,0,0,100,0,0,2,12,86,0,1,76,16,1,2,1,3,0,0,54,22,11,13,0,0,25,45,19,11,0,1,5,90,4,0,2,4,90,4,53,0,46,1,21,0,79,0,90,0,8,2,52,1,33,14,93,0,7,0,80,0,20,0,0,0,1,8,25,18,48,0,0,0,8,26,35,31,0,2,45,29,13,11,0,0,9,16,35,40,0,1,25,32,21,21,43,2,49,6,43,17,28,12,43,18,28,11,0,1,43,56,44,0,18,38,82,1,8,1,1,1,0,0,6,39,0,3,9,3,7,1,4,2,4,0,0,4,5,0,2,17,0,1,70,28,0,1,0,0,100,0,0,0,0,0,3,3,67,11,16,3,1,19,29,33,12,3,3.742857142857143,5.294336596779619,3.3333333333333335,2.200131748360749,11.910112359550562,4.969544632143697,2.3707865168539324,1.4011523055872628
AZ,AZE,Azerbaijan,3,2021-01-02,2020-12-24,100,2,62569.580748028595,0,0,75,99,1653784.9292999874,99,4,3,93,3,6,91,4,2,94,2,19,79,4,12,84,2,13,85,4,8,88,4,3,93,5,5,90,3,5,92,4,6,90,3,22,75,4,5,91,3,22,75,97,1,1,1,94,1,4,1,98,1,1,0,81,3,7,9,88,2,4,6,87,3,5,5,92,1,2,5,97,0,1,2,95,0,2,3,95,1,4,0,94,1,2,3,78,3,6,13,95,0,5,0,78,3,11,8,0,1,29,70,71,0,11,18,0,0,44,56,56,0,24,20,76,12,11,1,76,12,12,0,88,7,5,0,24,1,10,65,100,0,1,21,30,23,25,0,7,23,27,43,0,8,24,24,44,0,8,38,17,37,0,8,31,21,40,0,9,12,11,68,90,5,2,3,90,5,2,3,90,3,4,3,90,4,4,2,90,5,4,1,90,5,2,3,86,0,0,14,86,0,0,14,86,0,1,13,86,0,0,14,86,0,1,13,86,0,2,12,86,0,0,14,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,97,0,0,3,0,4,28,68,0,2,63,35,0,5,10,85,0,4,31,65,0,5,7,88,0,4,15,81,0,0,34,66,66,1,21,8,1,3,0,0,1,4,37,58,0,0,98,2,0,3,11,86,0,0,72,6,6,3,0,13,0,0,53,12,17,18,0,1,38,38,17,6,0,0,4,93,3,0,1,0,96,3,72,2,22,4,37,2,57,4,90,0,7,3,69,1,24,6,93,1,5,1,85,0,15,0,0,1,4,6,13,20,56,0,2,3,10,15,20,50,0,4,33,35,13,15,0,0,9,22,23,46,0,0,27,25,19,29,48,6,42,4,48,17,22,13,48,22,22,8,0,0,47,53,47,0,23,30,77,1,2,5,0,0,4,2,9,30,0,1,8,5,1,1,2,6,2,3,4,6,6,3,3,19,0,4,66,29,0,1,0,0,0,100,0,0,0,0,1,2,68,22,7,1,0,19,32,31,12,5,4.446808510638298,5.123723640165964,3.421052631578948,2.755112207307318,12.510869565217392,5.089300487820235,2.879120879120879,1.6454324985997173
AZ,AZE,Azerbaijan,-99,2021-01-03,2020-12-31,100,2,26010.4551264575,1,10546.982765262299,56,82,2064955.724929462,0,4,4,92,4,10,86,4,5,91,5,16,79,5,10,85,6,16,78,4,11,85,5,8,87,5,4,91,6,5,89,3,9,88,6,14,80,6,6,88,7,21,72,96,2,1,1,90,1,7,2,95,1,3,1,84,1,7,8,90,3,2,5,84,1,9,6,89,2,5,4,92,2,4,2,96,2,1,1,95,2,3,0,91,2,3,4,86,3,5,6,94,0,4,2,79,1,12,8,16,2,25,57,78,0,5,17,21,2,29,48,73,1,6,20,94,2,4,0,94,2,4,0,98,1,0,1,34,1,10,55,100,26,3,9,19,18,25,45,6,15,12,22,45,11,11,11,22,45,12,12,13,18,45,11,14,14,16,45,12,7,10,26,90,7,3,0,90,7,1,2,90,3,6,1,90,6,1,3,90,6,2,2,90,7,1,2,73,4,2,21,73,4,3,20,73,4,2,21,73,4,1,22,73,4,4,19,73,5,7,15,73,5,2,20,93,1,2,4,93,1,2,4,93,1,2,4,93,1,3,3,93,1,2,4,55,3,16,26,55,3,29,13,55,5,5,35,55,4,13,28,55,4,4,37,55,5,7,33,57,2,14,27,86,0,11,3,0,0,58,1,0,5,19,17,58,2,40,0,60,1,5,34,60,2,30,3,1,0,0,4,60,1,21,10,4,4,61,1,18,14,3,3,63,1,0,35,1,71,3,3,23,0,86,2,10,2,73,1,26,0,96,1,2,1,89,2,5,4,97,0,3,0,94,1,5,0,75,2,0,5,3,2,13,75,2,0,4,5,2,12,84,0,6,5,2,3,84,1,1,1,3,10,84,0,5,3,5,3,95,1,4,0,95,1,4,0,95,3,1,1,88,0,2,10,90,0,7,3,99,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.852941176470588,5.630718523185476,3.214285714285715,1.42389343964797,0,0,0,0
AZ,AZE,Azerbaijan,1,2021-01-03,2020-12-22,100,1,12162.3399859065,0,0,95,100,1430772.26873365,98,1,4,95,2,15,83,2,6,92,1,27,72,2,21,77,1,18,81,2,10,88,2,3,95,2,13,85,2,8,90,2,21,77,2,31,67,2,12,86,1,31,68,96,0,2,2,85,3,3,9,94,1,3,2,73,4,4,19,79,2,1,18,82,0,4,14,90,2,2,6,97,0,1,2,87,2,5,6,92,1,5,2,79,4,7,10,69,3,5,23,88,1,1,10,69,3,11,17,0,0,31,69,69,1,5,25,0,0,24,76,76,0,11,13,89,2,9,0,89,5,6,0,95,1,2,2,11,1,13,75,100,0,0,14,27,41,18,0,3,27,40,30,0,4,26,28,42,0,4,36,23,37,0,6,32,20,42,0,6,6,13,75,87,2,7,4,87,4,2,7,87,3,5,5,87,3,3,7,87,5,2,6,87,4,3,6,87,0,0,13,87,0,0,13,87,0,0,13,87,0,0,13,87,0,1,12,87,0,3,10,87,0,0,13,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,0,4,20,76,0,0,61,39,0,4,7,89,0,4,31,65,0,4,8,88,0,3,20,77,0,0,35,65,65,0,30,4,0,1,0,0,3,12,45,40,0,0,99,1,0,0,15,85,0,0,67,14,2,1,1,15,0,0,48,27,14,11,0,1,36,43,16,4,0,1,8,85,6,0,3,12,80,5,80,0,18,2,39,1,59,1,93,0,6,1,69,0,23,8,92,0,6,2,80,1,18,1,0,2,3,7,27,31,30,0,1,4,9,30,35,21,0,4,41,38,10,7,0,2,9,25,29,35,0,2,26,33,17,22,41,0,53,6,41,6,22,31,41,5,33,21,0,3,25,72,28,0,27,45,73,0,8,2,3,3,0,1,10,48,0,3,5,3,4,2,3,5,3,1,3,4,1,3,0,12,0,2,46,51,1,0,0,100,0,0,0,0,0,0,0,2,63,20,15,0,1,12,31,42,8,6,4.536231884057971,5.065975633765882,3.4615384615384617,2.6567765315249114,11.057894736842105,5.149810551098559,2.8404255319148937,1.5119821889017626
AZ,AZE,Azerbaijan,2,2021-01-03,2020-12-26,100,0,0,0,0,104,100,1847302.7035260038,95,4,2,94,4,3,93,4,3,93,4,20,76,4,12,84,3,16,81,4,6,90,4,5,91,3,3,94,3,5,92,4,10,86,3,19,78,4,8,88,4,22,74,98,0,1,1,97,0,1,2,97,0,3,0,80,0,3,17,88,0,3,9,84,0,4,12,94,1,4,1,95,0,1,4,97,1,1,1,95,0,3,2,90,0,5,5,81,1,4,14,92,0,5,3,78,0,6,16,0,0,34,66,66,0,7,27,0,1,39,60,61,1,12,26,88,2,10,0,88,8,4,0,92,6,2,0,14,1,11,74,100,0,0,14,26,30,30,0,6,33,29,32,0,8,15,30,47,0,9,14,39,38,0,10,12,34,44,0,11,5,25,59,89,3,2,6,89,4,2,5,89,3,6,2,89,2,4,5,89,4,0,7,89,4,1,6,84,0,0,16,84,0,1,15,84,1,1,14,84,0,2,14,84,0,5,11,84,0,4,12,84,0,0,16,93,0,1,6,93,0,2,5,93,0,1,6,93,0,2,5,93,0,1,6,0,2,41,57,0,0,77,23,0,4,8,88,0,3,44,53,0,6,6,88,0,4,16,80,0,0,52,48,48,0,38,12,0,2,0,0,2,11,25,62,0,1,99,0,0,1,12,87,0,1,79,12,0,3,1,4,0,1,52,23,13,11,0,0,30,41,18,11,0,1,3,91,5,0,3,5,88,4,59,0,39,2,23,0,77,0,92,0,6,2,56,0,30,14,94,0,6,0,84,0,16,0,0,1,1,6,24,18,50,0,0,0,7,24,36,33,0,1,45,31,12,11,0,1,9,15,34,41,0,1,23,35,21,20,42,3,48,7,42,14,30,14,42,14,31,13,0,1,45,54,46,0,16,38,84,1,7,0,1,0,0,0,7,39,0,2,8,2,10,1,4,1,5,0,0,6,4,0,2,16,0,1,65,32,0,2,0,0,100,0,0,0,0,0,3,4,66,10,17,3,1,17,30,32,13,4,4.4980392156862745,5.720191961676756,3.8,2.4324199198877374,12.142857142857142,5.135002820666603,2.422222222222222,1.4140369953504488
AZ,AZE,Azerbaijan,3,2021-01-03,2020-12-24,100,2,62569.580748028595,0,0,73,99,1677804.9959917988,99,4,3,93,3,6,91,4,2,94,2,21,77,4,13,83,2,14,84,4,7,89,4,4,92,5,5,90,3,4,93,4,6,90,3,20,77,4,5,91,3,25,72,97,1,1,1,94,1,3,2,98,1,1,0,79,3,9,9,87,2,5,6,86,4,5,5,93,1,1,5,96,0,1,3,95,0,2,3,96,2,2,0,94,1,1,4,80,3,5,12,95,0,5,0,75,2,15,8,0,1,28,71,72,0,11,17,0,0,42,58,58,0,22,20,78,10,11,1,78,11,11,0,89,5,6,0,22,1,10,67,100,0,1,20,27,24,28,0,7,25,25,43,0,6,26,23,45,0,6,38,19,37,0,7,33,21,39,0,8,12,14,66,90,6,1,3,90,6,1,3,90,4,4,2,90,5,4,1,90,6,3,1,90,6,2,2,86,0,0,14,86,0,0,14,86,0,1,13,86,0,0,14,86,0,1,13,86,0,2,12,86,0,0,14,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,97,0,0,3,0,5,27,68,0,2,65,33,0,6,10,84,0,5,31,64,0,6,8,86,0,5,13,82,0,0,32,68,68,0,20,7,1,4,0,0,1,4,35,60,0,0,97,3,0,2,11,87,0,0,76,5,6,2,0,11,0,0,52,13,19,16,0,1,37,39,17,6,0,0,5,93,2,0,1,0,96,3,73,2,21,4,35,2,59,4,90,0,7,3,69,1,24,6,92,1,6,1,87,0,13,0,0,1,5,7,14,20,53,0,2,4,11,16,21,46,0,4,33,35,13,15,0,0,9,21,25,45,0,0,28,27,19,26,45,5,45,5,45,19,23,13,45,23,22,10,0,0,44,56,44,0,25,31,75,1,3,5,0,1,4,1,10,31,0,1,8,3,2,1,2,6,2,3,4,7,5,4,3,18,0,5,66,29,0,0,0,0,0,100,0,0,0,0,1,2,67,22,8,1,0,19,31,34,12,3,4.270833333333333,5.072829515248875,3.3684210526315788,2.7730954688816905,12.282608695652174,5.099722222464394,2.8152173913043477,1.7410957003955805
AZ,AZE,Azerbaijan,4,2021-01-03,2020-12-21,100,2,85711.8871099521,2,85711.8871099521,85,99,2496618.3141492046,98,5,2,93,5,12,83,6,1,93,3,25,72,6,12,82,6,15,79,5,5,90,6,6,88,5,3,92,5,7,88,6,4,90,6,17,77,5,7,88,2,20,78,98,0,1,1,88,1,7,4,99,0,1,0,75,2,6,17,88,0,5,7,85,0,11,4,95,0,3,2,94,0,3,3,97,1,1,1,93,0,5,2,96,0,4,0,83,0,8,9,93,0,3,4,80,0,11,9,0,1,32,67,68,0,5,27,0,0,42,58,58,2,16,24,84,4,12,0,84,5,10,1,95,3,2,0,18,1,19,62,100,0,0,21,26,27,26,6,11,21,28,34,6,15,16,27,36,6,16,16,27,35,6,15,18,25,36,6,19,5,15,55,81,9,1,9,81,8,3,8,81,2,15,2,81,9,1,9,81,8,5,6,81,9,3,7,89,1,0,10,89,1,0,10,89,1,1,9,89,1,0,10,89,1,0,10,89,1,1,9,89,1,1,9,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,0,6,32,62,0,3,71,26,0,8,7,85,0,7,37,56,0,7,8,85,0,6,20,74,0,0,41,59,59,0,31,8,1,1,0,1,0,4,41,54,0,0,99,1,0,1,16,83,0,0,75,7,1,1,1,15,0,0,46,21,16,17,0,2,41,41,12,4,0,0,5,93,2,0,0,2,95,3,68,0,31,1,29,0,66,5,93,0,4,3,63,0,30,7,92,0,5,3,80,0,17,3,0,1,0,8,18,25,48,0,1,3,9,23,19,45,0,3,48,29,8,12,0,2,13,22,21,42,0,1,30,26,22,21,44,9,45,2,44,20,27,9,44,20,26,10,0,1,36,63,37,1,31,31,69,1,9,1,3,2,1,1,13,33,0,1,9,5,6,2,1,10,4,1,6,6,5,1,4,6,0,3,62,34,0,1,0,0,0,0,100,0,0,0,1,2,64,25,8,1,0,20,33,28,16,2,5.444444444444445,5.586328911465087,3.5238095238095237,2.11232212550661,13.072164948453608,4.544335812031126,2.901098901098901,1.5638623486948735
AZ,AZE,Azerbaijan,-99,2021-01-04,2020-12-31,100,2,26010.4551264575,1,10546.982765262299,49,83,1958255.8794903697,0,4,4,92,4,11,85,4,5,91,5,18,77,5,10,85,6,17,77,4,12,84,5,8,87,5,4,91,6,5,89,3,9,88,6,14,80,6,5,89,7,19,74,96,2,1,1,89,2,7,2,95,1,3,1,82,2,7,9,90,3,2,5,83,2,9,6,88,3,5,4,92,2,4,2,96,2,1,1,95,2,3,0,91,2,3,4,86,3,5,6,95,0,4,1,81,0,12,7,15,2,23,60,80,0,5,15,20,2,26,52,75,1,6,18,94,2,4,0,94,2,4,0,98,1,0,1,32,1,10,57,100,24,3,10,18,19,26,45,7,14,12,22,45,11,11,11,22,45,12,12,13,18,45,12,13,14,16,45,13,7,10,25,90,6,4,0,90,6,2,2,90,2,7,1,90,6,0,4,90,5,3,2,90,6,2,2,73,4,2,21,73,4,3,20,73,4,2,21,73,4,1,22,73,4,4,19,73,5,7,15,73,5,2,20,93,1,2,4,93,1,2,4,93,1,2,4,93,1,3,3,93,1,2,4,55,4,16,25,55,3,29,13,55,5,6,34,55,5,14,26,55,5,5,35,55,6,8,31,57,2,14,27,86,0,11,3,0,0,58,1,0,5,20,16,58,2,40,0,61,1,4,34,61,2,29,3,1,0,0,4,61,1,20,10,4,4,62,1,16,15,3,3,64,1,0,34,1,71,3,3,23,0,86,2,10,2,73,1,26,0,95,1,3,1,88,2,6,4,96,0,4,0,93,1,6,0,76,2,0,5,3,2,12,76,2,0,4,5,2,11,84,0,6,5,2,3,84,1,1,1,3,10,84,0,5,3,5,3,95,1,4,0,95,1,4,0,95,3,1,1,88,0,2,10,90,0,7,3,99,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.61764705882353,5.6622872875016865,3,1.35400640077266,0,0,0,0
AZ,AZE,Azerbaijan,1,2021-01-04,2020-12-22,100,1,12162.3399859065,0,0,98,100,1408638.6788121257,97,1,4,95,2,14,84,2,6,92,1,26,73,2,21,77,1,18,81,2,9,89,2,3,95,2,13,85,2,9,89,2,20,78,2,30,68,2,11,87,1,31,68,96,0,2,2,86,2,3,9,94,1,3,2,74,3,4,19,79,2,1,18,82,0,4,14,91,2,1,6,97,0,1,2,87,2,5,6,91,1,6,2,80,3,7,10,70,2,5,23,89,0,1,10,69,3,11,17,0,0,32,68,68,1,6,25,0,0,25,75,75,0,12,13,88,2,10,0,88,5,7,0,95,1,2,2,12,1,13,74,100,0,0,14,27,41,18,0,3,26,41,30,0,4,26,28,42,0,4,37,22,37,0,6,32,20,42,0,6,6,12,76,87,2,7,4,87,4,2,7,87,3,5,5,87,3,3,7,87,5,2,6,87,4,3,6,87,0,0,13,87,0,0,13,87,0,0,13,87,0,0,13,87,0,1,12,87,0,3,10,87,0,0,13,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,0,4,20,76,0,0,61,39,0,4,7,89,0,4,31,65,0,4,8,88,0,3,20,77,0,0,35,65,65,0,30,4,0,1,0,0,3,11,46,40,0,0,99,1,0,0,15,85,0,0,67,14,2,1,1,15,0,0,48,27,14,11,0,1,36,44,15,4,0,1,8,85,6,0,3,12,80,5,80,0,18,2,39,1,59,1,93,0,6,1,69,0,23,8,92,0,6,2,80,1,18,1,0,2,3,7,28,30,30,0,1,4,10,30,34,21,0,4,42,37,10,7,0,2,9,25,29,35,0,2,26,33,17,22,41,0,53,6,41,6,23,30,41,5,32,22,0,3,25,72,28,0,28,44,72,0,8,2,3,3,0,1,11,47,0,3,6,3,4,2,3,5,3,1,3,4,1,3,0,12,0,2,45,52,1,0,0,100,0,0,0,0,0,0,1,2,62,20,15,1,1,11,31,42,8,6,4.594202898550725,5.047768407861363,3.4444444444444446,2.606697488177674,11.057894736842105,5.149810551098559,2.827956989247312,1.5153106720777016
