"ISO2","ISO_3","country_agg","age","date","count","cli","cli_weight","cliWHO","cliWHO_weight","cli_local","count_local","weight","count_7days","cli_7days","cli_weight_7days","cliWHO_7days","cliWHO_weight_7days","cli_local_7days","count_local_7days","weight_7days","p_cli","p_cli_weight","p_cliWHO","p_cliWHO_weight","p_cli_local","p_cli_7days","p_cliWHO_7days","p_cli_local_7days","p_cli_smooth","p_cli_weight_smooth","p_cliWHO_smooth","p_cliWHO_weight_smooth","p_cli_local_smooth","slope_cli_smooth_7days","slope_cliWHO_smooth_7days","slope_cli_weight_smooth_7days","slope_cliWHO_weight_smooth_7days","slope_cli_local_smooth_7days"
"IN","IND","India",5,2021-01-30,100,0,0,0,0,12,100,42159019.2350532,742,1,412454.688113838,0,0,99,742,281134319.19348,0,0,0,0,0.00169014084507042,0.00134770889487871,0,0.00187919972666186,0.0050241249025591,0.00282983505336781,0.00152942765976498,0.000805712591768407,0.00219421094127703,0.000187953685474499,5.47687039235032e-05,6.95594701978969e-05,-3.7348629029412e-06,-1.01326892921098e-05
"IN","IND","India",6,2021-01-30,100,0,0,0,0,26,100,49271927.1546079,700,0,0,0,0,96,698,255056425.904307,0,0,0,0,0.00366197183098592,0,0,0.00193712417773114,0.00105858348566982,0.000412175067100254,2.24768730770429e-05,2.0151351667945e-05,0.00205309228667575,-6.40546916320014e-05,-1.05772016499186e-05,-3.29555075535345e-05,-9.48790118845162e-06,-6.92412013312517e-06
"IN","IND","India",7,2021-01-30,100,0,0,0,0,28,97,32191021.6647855,700,0,0,0,0,115,680,182495797.110177,0,0,0,0,0.00406563089879483,0,0,0.00238193869096935,1.30165615912902e-06,7.00158468851234e-07,0,0,0.00300648299258944,1.69258041177807e-07,0,9.10435909826674e-08,0,2.04987145495938e-05
"IN","IND","India",1,2021-01-31,377,1,113519.079674553,0,0,39,376,65100648.3559602,2534,12,2082341.01224063,0,0,389,2532,490911902.161056,0.0026525198938992,0.00174374729808908,0,0,0.00146089301768055,0.00473559589581689,0,0.00216385199029882,0.00535757441424161,0.00413136822569157,0.000555597215180344,0.000477493775284161,0.00192058170791094,5.9539433414702e-05,2.36412418170711e-05,1.61919589159965e-05,1.32173526813882e-05,-1.65026609267989e-05
"IN","IND","India",2,2021-01-31,666,2,395872.812032029,0,0,96,666,121761192.838405,4862,17,4034682.18849454,2,531070.752667773,753,4856,887551399.332131,0.003003003003003,0.00325122317549411,0,0,0.0020301992132978,0.0034965034965035,0.000411353352529823,0.00218402673039887,0.00324990067761226,0.00315740509921577,0.000622193233483826,0.000593419951566016,0.00214082271809934,4.44384942417627e-05,8.23916240457931e-06,3.42222150237228e-05,8.3570762055131e-06,-5.23200877061962e-06
"IN","IND","India",3,2021-01-31,332,2,631789.844916566,1,27514.3105735328,72,332,51644529.720399,2449,6,1729428.26681376,1,27514.3105735328,421,2446,383716650.273999,0.00602409638554217,0.0122334320466668,0.00301204819277108,0.000532763309541087,0.00305447140675378,0.00244997958350347,0.000408329930583912,0.00242419356696187,0.00295467923025917,0.00359964214685307,0.000676335245354646,0.000430313497376618,0.00241620315987145,4.86783810692783e-05,2.69018502924268e-05,4.77681544985491e-05,1.96771822575623e-05,-6.43752531182027e-07
"IN","IND","India",4,2021-01-31,177,1,346687.637587519,0,0,37,177,75243887.2175365,1236,2,481313.208599775,0,0,210,1234,466160981.892859,0.00564971751412429,0.00460751896808861,0,0,0.00294421898623379,0.00161812297734628,0,0.00239687721140457,0.00229352422737458,0.00274481487696607,0.000820885613056945,0.000921795208119685,0.00259710855031298,0.0001108267975361,4.79029412449218e-05,0.000114587878591606,4.02090830551314e-05,-1.09742964968676e-05
"IN","IND","India",5,2021-01-31,110,0,0,0,0,21,110,36715283.2544001,742,1,412454.688113838,0,0,111,742,281670122.518395,0,0,0,0,0.00268886043533931,0.00134770889487871,0,0.00210698151171178,0.00524233104340954,0.00291343646736196,0.00160689078403669,0.000818220559036814,0.00218660945702231,0.000198288057908604,6.17134334335371e-05,7.43589705323138e-05,9.63673491114467e-07,-9.45481080227953e-06
"IN","IND","India",6,2021-01-31,100,0,0,0,0,11,100,37387913.3226762,700,0,0,0,0,92,698,262250808.183387,0,0,0,0,0.00154929577464789,0,0,0.00185641067032568,0.000994484804718262,0.000384052710662219,1.77425531366557e-05,1.599214665479e-05,0.00204854953156579,-6.43827454394567e-05,-8.6622730486052e-06,-3.15042719835524e-05,-7.76036436469762e-06,-6.16270120357196e-06
"IN","IND","India",7,2021-01-31,100,0,0,0,0,28,97,31604436.8574389,700,0,0,0,0,135,679,192527050.457031,0,0,0,0,0.00406563089879483,0,0,0.00280030699661889,1.66208878846353e-06,8.94034521377837e-07,0,0,0.00301308444152985,2.14459010382792e-07,0,1.15357109700491e-07,0,1.66578414315819e-05
"IN","IND","India",1,2021-02-01,165,1,166082.067648694,0,0,7,164,40783172.4131256,2311,12,2208480.87905714,0,0,331,2308,458307520.616477,0.00606060606060606,0.00407231850348264,0,0,0.000601167983510821,0.00519255733448724,0,0.00201991847096443,0.00543009355291371,0.00416730482442406,0.000594120055113465,0.000509436925078023,0.00190787004494306,6.39017931171254e-05,2.801276148547e-05,2.26900032682508e-05,1.88263469537789e-05,-1.55723595466093e-05
"IN","IND","India",2,2021-02-01,372,0,0,0,0,41,372,117000127.860368,4527,15,3835807.70670572,2,531070.752667773,704,4521,874497825.086802,0,0,0,0,0.00155232470089353,0.00331345261762757,0.000441793682350342,0.00219320790925602,0.00330314752760846,0.0032055135299191,0.000635675660529426,0.000608642237383191,0.00213570178497492,4.71583699985053e-05,9.87098317384795e-06,3.76997386413595e-05,1.04068777850205e-05,-5.197767484436e-06
"IN","IND","India",3,2021-02-01,164,0,0,0,0,23,163,41078659.3650458,2235,5,1685151.46523344,1,27514.3105735328,387,2231,360762238.130008,0,0,0,0,0.00198738442927504,0.00223713646532438,0.000447427293064877,0.00244316639415155,0.00299973116677955,0.0036211413885587,0.000705249676138597,0.000452409689288276,0.00241559177304753,4.78237502752715e-05,2.75893772697389e-05,4.06813427426085e-05,2.04228394901473e-05,-6.11842253980381e-07
"IN","IND","India",4,2021-02-01,100,0,0,0,0,14,100,51377926.0441572,1140,2,481313.208599775,0,0,204,1138,446780821.009466,0,0,0,0,0.00197183098591549,0.00175438596491228,0,0.00252481497066759,0.00240521722444784,0.00284356029979244,0.000873856562191053,0.000958991487880282,0.00258547134294616,0.000111881065232772,4.95909294408876e-05,0.000111174374439386,3.95253409723347e-05,-1.11442821229515e-05
"IN","IND","India",5,2021-02-01,100,0,0,0,0,11,100,51347049.3807071,722,0,0,0,0,100,722,286980502.415513,0,0,0,0,0.00154929577464789,0,0,0.00195076274823456,0.00546312330147904,0.00299835252644941,0.0016889805315951,0.000834785432040347,0.00217975645184957,0.000206755922306179,6.81498926938036e-05,7.83049586521983e-05,5.58680369565844e-06,-8.73336277673927e-06
"IN","IND","India",6,2021-02-01,100,0,0,0,0,9,98,37437419.0987833,700,0,0,0,0,90,697,270630273.185241,0,0,0,0,0.00129347513653349,0,0,0.00181865944591509,0.000931089520681422,0.000356924643421878,1.38872183802881e-05,1.25684267556157e-05,0.00204441953750183,-6.44028489179968e-05,-7.03790846919009e-06,-3.01687179063035e-05,-6.29319871665217e-06,-5.49481005993706e-06
"IN","IND","India",7,2021-02-01,100,0,0,0,0,28,98,33115058.2419988,700,0,0,0,0,155,679,203756658.601855,0,0,0,0,0.00402414486921529,0,0,0.00321516729241428,2.1113925783456e-06,1.13571420872583e-06,0,0,0.00301538797757017,2.70275135312814e-07,0,1.45380501280618e-07,0,1.26809793572582e-05
"IN","IND","India",1,2021-02-02,220,1,29652.5562946563,0,0,24,220,59207670.3246171,2175,10,1553001.02593005,0,0,287,2172,447516140.726553,0.00454545454545455,0.000500822885482247,0,0,0.00153649167733675,0.00459770114942529,0,0.00186107436515965,0.00550420796072509,0.00420655995950359,0.000636444758533281,0.000545854060933086,0.00189662136379768,6.75379253511929e-05,3.2248897407677e-05,2.82589548920559e-05,2.4149359580676e-05,-1.44806298717153e-05
"IN","IND","India",2,2021-02-02,411,0,0,0,0,71,411,123594481.021522,4264,13,3652717.83481211,2,531070.752667773,675,4259,873589497.410126,0,0,0,0,0.0024330900243309,0.00304878048780488,0.000469043151969981,0.00223222405576922,0.00335847747028959,0.00325912446335774,0.000650407754983826,0.000625659881561908,0.00213060902985224,4.96592103186158e-05,1.13634759489858e-05,4.16914129152235e-05,1.23643786694228e-05,-5.16658215327809e-06
"IN","IND","India",3,2021-02-02,213,1,147985.16249363,0,0,36,212,70334714.1613019,2069,4,846198.836566526,1,27514.3105735328,374,2064,369680078.800645,0.00469483568075117,0.0021040131357362,0,0,0.00239170874302418,0.00193330111164814,0.000483325277912035,0.00255213451250136,0.00304319630527527,0.00363421335116472,0.000734355407482934,0.000474959506086915,0.00241493805437224,4.67731373283893e-05,2.81501920193385e-05,3.31605978731022e-05,2.11004784902253e-05,-6.03068607704818e-07
"IN","IND","India",4,2021-02-02,102,1,1310307.03874691,1,1310307.03874691,26,102,68745956.5697826,1068,3,1791620.24734669,1,1310307.03874691,195,1066,450756841.016751,0.00980392156862745,0.0190601324663632,0.00980392156862745,0.0190601324663632,0.0035901684617509,0.00280898876404494,0.000936329588014981,0.00257643421504638,0.00251491249249352,0.0029350935023141,0.000927546701573352,0.00099496679961969,0.00257358267417718,0.000112072523871469,5.10211587787377e-05,0.000106588321043763,3.8659063186088e-05,-1.13350593942471e-05
"IN","IND","India",5,2021-02-02,100,0,0,0,0,11,100,70883447.8630091,710,0,0,0,0,101,710,318576331.570665,0,0,0,0,0.00154929577464789,0,0,0.00200357072009522,0.00568308059907278,0.00308309380860825,0.00177406449318268,0.000854726462377297,0.00217358129588126,0.000212939680687248,7.38401710196263e-05,8.12218913793762e-05,9.99108311734488e-06,-7.99644362602151e-06
"IN","IND","India",6,2021-02-02,100,0,0,0,0,10,98,55104311.830895,700,0,0,0,0,88,696,292248854.091104,0,0,0,0,0.00143719459614832,0,0,0.00178079974097458,0.000869218220641536,0.000331186464656131,1.10359264704705e-05,1.00354468885314e-05,0.00204058611239479,-6.40549193372018e-05,-5.65216017182748e-06,-2.88871263255112e-05,-5.04199572386544e-06,-4.92387125252494e-06
"IN","IND","India",7,2021-02-02,100,0,0,0,0,28,98,33985298.6696957,700,0,0,0,0,171,680,215026227.620311,0,0,0,0,0.00402414486921529,0,0,0.00354183927091964,2.66826893461244e-06,1.43525698291294e-06,0,0,0.0030132820191736,3.38765424617862e-07,0,1.82221302712455e-07,0,8.57438011059143e-06
"IN","IND","India",1,2021-02-03,468,3,254399.776728062,2,87829.0471962978,52,465,66848120.5942028,2273,12,1756108.95308626,2,87829.0471962978,271,2267,444873562.550857,0.00641025641025641,0.00380563843032146,0.00427350427350427,0.00131385963308465,0.00157504164773588,0.00527936647602288,0.00087989441267048,0.00168367949203825,0.00557911253034681,0.00424802165928806,0.000682305262116952,0.000586226194861414,0.00188694551829999,7.04015722792503e-05,3.63163689927235e-05,3.29096516926257e-05,2.91335277797897e-05,-1.32381622116683e-05
"IN","IND","India",2,2021-02-03,846,2,145129.008281828,1,51801.9868006284,96,843,122605348.625834,4295,9,1648426.70181852,2,345679.63148706,655,4287,858563606.68632,0.00236406619385343,0.00118370862208248,0.00118203309692671,0.000422510007770683,0.00160392962758759,0.00209545983701979,0.000465657741559953,0.00215193657865082,0.00341581790255493,0.0033189407097311,0.000666386787958708,0.000644450631723903,0.00212554426501956,5.19821316435945e-05,1.27500894614077e-05,4.62742742580601e-05,1.42498700001168e-05,-5.13616460757789e-06
"IN","IND","India",3,2021-02-03,444,0,0,0,0,77,444,65050925.6447835,2160,4,846198.836566526,1,27514.3105735328,386,2155,386804514.301414,0,0,0,0,0.00244258342849892,0.00185185185185185,0.000462962962962963,0.0025227933727656,0.0030850282997888,0.00363881288449202,0.000763576433249396,0.000497912169141807,0.00241420940852826,4.5529654630872e-05,2.85788454594154e-05,2.52766080678867e-05,2.1703814852591e-05,-6.1781780397607e-07
"IN","IND","India",4,2021-02-03,238,2,2083440.16425035,0,0,37,238,76769460.56978,1123,4,3740434.84058478,1,1310307.03874691,198,1122,465714150.465193,0.00840336134453781,0.0271389188980506,0,0,0.00218960823766126,0.00356188780053428,0.000890471950133571,0.00248550124275062,0.00262193936376239,0.0030187687667188,0.000981763213738092,0.0010296489111301,0.00256141163876569,0.000111405651681655,5.21853244566718e-05,0.000100931127207716,3.76410009855897e-05,-1.15499565121161e-05
"IN","IND","India",5,2021-02-03,115,2,416837.33270006,0,0,26,114,41168531.6339967,725,2,416837.33270006,0,0,114,724,324739887.136351,0.0173913043478261,0.0101251445255783,0,0,0.00321225599209291,0.00275862068965517,0,0.00221772624698467,0.0058993024508632,0.00316652944806983,0.00186104627597945,0.000877577574169848,0.00216801558055498,0.000216528411300399,7.86058346431128e-05,8.29953249331077e-05,1.40631877659263e-05,-7.27131062982275e-06
"IN","IND","India",6,2021-02-03,100,0,0,0,0,8,99,50383426.4251394,700,0,0,0,0,89,695,304627934.381982,0,0,0,0,0.00113814198321241,0,0,0.0018036275205188,0.000808994915186575,0.000306716349719522,8.93988474218841e-06,8.19595099716609e-06,0.00203692768719274,-6.33263513989441e-05,-4.47154162630772e-06,-2.76274358141197e-05,-3.97578428933658e-06,-4.45781609148455e-06
"IN","IND","India",7,2021-02-03,100,0,0,0,0,28,98,33598239.7838172,700,0,0,0,0,186,682,222606998.912978,0,0,0,0,0.00402414486921529,0,0,0.00384122919334187,3.35439916936247e-06,1.80432518208819e-06,0,0,0.00300664014226221,4.2225501497974e-07,0,2.27130200767302e-07,0,4.34089758785938e-06
"IN","IND","India",1,2021-02-04,405,2,156236.188639362,0,0,73,405,67102957.9553406,2317,11,1174963.02804645,2,87829.0471962978,303,2311,446088531.901786,0.00493827160493827,0.00232830553823489,0,0,0.00253868892366545,0.00474751834268451,0.000863185153215365,0.00184664891120849,0.00565400235411759,0.00429087645784746,0.000731458021652295,0.000630107526336277,0.00187893934448254,7.24447139542568e-05,4.01884593896725e-05,3.66216924669312e-05,3.37365541152091e-05,-1.18590163067554e-05
"IN","IND","India",2,2021-02-04,721,0,0,0,0,125,719,124427485.300094,4304,5,982187.593651055,1,51801.9868006284,655,4296,859441741.081881,0,0,0,0,0.00244862778898705,0.00116171003717472,0.000232342007434944,0.0021474283316285,0.00347504927780134,0.00338553642694176,0.00068354630732021,0.000664909204395434,0.00212051453228018,5.41676248229281e-05,1.40639926443112e-05,5.14909515094065e-05,1.60758438716121e-05,-5.10649401738039e-06
"IN","IND","India",3,2021-02-04,380,3,542673.095994389,1,244026.681977758,98,379,51965414.7305497,2174,7,1388871.93256092,2,271540.992551291,383,2169,383506651.057687,0.00789473684210526,0.0104429667079201,0.00263157894736842,0.00469594408594796,0.00364190419562228,0.00321987120515179,0.000919963201471941,0.00248702913655283,0.00312505882057452,0.0036347841286327,0.000792706020569553,0.00052116487492852,0.00241338271612985,4.41055815513095e-05,2.88712517598644e-05,1.71009667191935e-05,2.2227341103691e-05,-6.55386329914349e-07
"IN","IND","India",4,2021-02-04,192,0,0,0,0,34,192,71519934.280332,1142,4,3740434.84058478,1,1310307.03874691,187,1141,478378544.616883,0,0,0,0,0.00249413145539906,0.00350262697022767,0.000875656742556918,0.00230832849859896,0.00272509587086985,0.0030936794779261,0.00103588010806672,0.00106296678317616,0.00254894558724815,0.000109870078358608,5.3047186806886e-05,9.43166473645738e-05,3.64992969095349e-05,-1.17885300562999e-05
"IN","IND","India",5,2021-02-04,100,1,324912.117714437,0,0,16,100,39120798.1757348,725,3,741749.450414497,0,0,108,724,321161949.858689,0.01,0.0083053550250917,0,0,0.00225352112676056,0.00413793103448276,0,0.00210100381293285,0.00610810804275994,0.00324696870382107,0.00194829138768719,0.000902536269946026,0.00216294159384862,0.000217211905269737,8.22526266597659e-05,8.34994374204348e-05,1.76825137045434e-05,-6.58484947630139e-06
"IN","IND","India",6,2021-02-04,100,0,0,0,0,8,99,41547055.8883937,700,0,0,0,0,90,694,309416296.441793,0,0,0,0,0.00113814198321241,0,0,0.00182652108617121,0.000750609189795699,0.000283428367553588,7.33757706247931e-06,6.82423715678694e-06,0.00203332869065216,-6.22340817532912e-05,-3.48237010764985e-06,-2.63797165311657e-05,-3.08098785380114e-06,-4.10235637731791e-06
"IN","IND","India",7,2021-02-04,100,0,0,0,0,28,98,33993135.3078639,700,0,0,0,0,191,683,228349518.258839,0,0,0,0,0.00402414486921529,0,0,0.00393871280390984,4.1946350365523e-06,2.25628651928124e-06,0,0,0.00299536851312876,5.23327696973357e-07,0,2.81497011672796e-07,0,-1.49156457442859e-08
"IN","IND","India",1,2021-02-05,352,2,299706.339189254,0,0,40,352,63527494.2519953,2340,12,1450597.94842365,2,87829.0471962978,310,2334,433300149.833201,0.00568181818181818,0.00471774217947909,0,0,0.00160051216389245,0.00512820512820513,0.000854700854700855,0.00187069288050497,0.00572824253497931,0.00433430147345714,0.00078368283996601,0.000676981465622759,0.00187264860085266,7.37023778374457e-05,4.3846403419506e-05,3.9416988906118e-05,3.79176833930714e-05,-1.03614239231739e-05
"IN","IND","India",2,2021-02-05,659,3,254915.561840128,1,61306.5223503536,137,659,118372457.674688,4366,8,1237103.15549118,2,113108.509150982,699,4360,848833826.04295,0.00455235204855842,0.00215350400631783,0.00151745068285281,0.000517912051119498,0.00292803864156105,0.00183234081539166,0.000458085203847916,0.0022580436748934,0.003535978159613,0.00345944323494833,0.000701887819868853,0.000686994920908585,0.00211550749248118,5.62202222232839e-05,1.5321288702767e-05,5.73309347694335e-05,1.78451654150622e-05,-5.07772522044179e-06
"IN","IND","India",3,2021-02-05,328,1,44312.2457749831,1,44312.2457749831,57,328,53648484.9292985,2220,8,1433184.1783359,3,315853.238326274,396,2216,390781135.33859,0.00304878048780488,0.000825973852446731,0.00304878048780488,0.000825973852446731,0.00244761250429406,0.0036036036036036,0.00135135135135135,0.00251690649311029,0.00316322230464279,0.00362233312140298,0.000821643196936253,0.000544630804751642,0.00241237825898904,4.25303747857454e-05,2.90225169352255e-05,8.74525704956808e-06,2.26650677044199e-05,-7.22761761979623e-07
"IN","IND","India",4,2021-02-05,168,1,142760.370961854,0,0,44,168,67692532.8321549,1170,5,3883195.21154664,1,1310307.03874691,211,1169,484012842.203016,0.00595238095238095,0.00210895301134368,0,0,0.00368879946344735,0.00427350427350427,0.000854700854700855,0.00254219930360607,0.00282373648538135,0.00315955963980013,0.00108968310019923,0.00109498758275949,0.00253612389244417,0.000107465899144003,5.35804179875306e-05,8.68682193610869e-05,3.52703203139358e-05,-1.20556513925085e-05
"IN","IND","India",5,2021-02-05,100,0,0,0,0,14,100,39179371.1003708,725,3,741749.450414497,0,0,111,724,320573500.643272,0,0,0,0,0.00197183098591549,0.00413793103448276,0,0.00215936502995876,0.00630627187036735,0.00332319716679868,0.00203432692458811,0.000928923365714908,0.002158256901023,0.000214791930411062,8.46273123626696e-05,8.26902762439734e-05,2.07519959209796e-05,-5.96209708585943e-06
"IN","IND","India",6,2021-02-05,100,0,0,0,0,14,99,39868102.7617805,700,0,0,0,0,86,693,311000156.482276,0,0,0,0,0.00199174847062171,0,0,0.00174786090279048,0.000694338494643731,0.000261413018681421,6.27083573532646e-06,5.95341544106654e-06,0.00202962605817714,-6.08064574435082e-05,-2.65626420755721e-06,-2.51336830420041e-05,-2.33221797982468e-06,-3.86900777257854e-06
"IN","IND","India",7,2021-02-05,100,0,0,0,0,23,99,35380361.409504,700,0,0,0,0,191,685,233867551.935104,0,0,0,0,0.00327215820173567,0,0,0.00392721291251157,5.21711141571532e-06,2.80627469476865e-06,0,0,0.00297938591021882,6.44802316319761e-07,0,3.46837987390051e-07,0,-4.48110497221458e-06
"IN","IND","India",1,2021-02-06,441,5,602800.664022293,0,0,66,441,79808859.2339943,2428,15,1622396.67219687,2,87829.0471962978,301,2423,442378923.129236,0.0113378684807256,0.00755305450808313,0,0,0.0021078854076842,0.00617792421746293,0.000823723228995058,0.00174966430859196,0.00580097365093028,0.004377419723633,0.00083859911112782,0.000726354131667281,0.0018681241653596,7.41532166996325e-05,4.72551614523761e-05,4.13022960797973e-05,4.16401291300723e-05,-8.7677691124976e-06
"IN","IND","India",2,2021-02-06,709,2,170109.06786101,0,0,93,707,142664033.76607,4384,9,966026.450014994,2,113108.509150982,659,4377,870425127.086981,0.00282087447108604,0.00119237528457903,0,0,0.00185270036057932,0.0020529197080292,0.000456204379562044,0.00212055977629542,0.00359869745142937,0.00354122877112205,0.000721425480591779,0.000710636806948733,0.00211057514098696,5.81651211775769e-05,1.65449861549678e-05,6.37765139057613e-05,1.95573305725881e-05,-5.04377906773803e-06
"IN","IND","India",3,2021-02-06,420,4,1761643.5061223,0,0,54,419,74997011.3394468,2281,11,3128403.85530187,3,315853.238326274,417,2277,408719739.890825,0.00952380952380952,0.0234895161108335,0,0,0.00181518706511143,0.00482244629548444,0.00131521262604121,0.00257937612499768,0.00319955061980118,0.00360175190510808,0.000850316765080373,0.000568270235310328,0.00241120805311092,4.0837819987563e-05,2.90386504949683e-05,3.31554211484626e-07,2.30184933417667e-05,-8.2027452289212e-07
"IN","IND","India",4,2021-02-06,267,0,0,0,0,39,265,99478326.244813,1244,5,3883195.21154664,1,1310307.03874691,231,1242,510828023.758556,0,0,0,0,0.00207281424395429,0.00401929260450161,0.000803858520900322,0.00261958222766551,0.00291687058307144,0.00321597558901712,0.00114268440702838,0.00112562542633907,0.00252292025465804,0.000104187891690498,5.37636737294297e-05,7.87166711350191e-05,3.3981529570466e-05,-1.23534598177794e-05
"IN","IND","India",5,2021-02-06,100,1,204232.584770596,0,0,14,100,39508621.8984368,725,4,945982.035185093,0,0,113,724,317923103.306655,0.01,0.005169316846728,0,0,0.00197183098591549,0.00551724137931034,0,0.00219827250797603,0.0064906014121319,0.00339399236257594,0.00211761272918325,0.000955988621042354,0.00215378975210562,0.000209147703129675,8.56101969975081e-05,8.05439950554751e-05,2.3192495033374e-05,-5.43206851556631e-06
"IN","IND","India",6,2021-02-06,100,0,0,0,0,14,99,40018419.7559055,700,0,0,0,0,74,692,301746649.083574,0,0,0,0,0.00199174847062171,0,0,0.00150614670683058,0.000640585784636388,0.000240779838930822,5.68530513551709e-06,5.54046020630598e-06,0.00202568216848799,-5.90645765416728e-05,-1.96795923933322e-06,-2.38785700634874e-05,-1.70701041808196e-06,-3.76594534376482e-06
"IN","IND","India",7,2021-02-06,100,0,0,0,0,23,99,35380361.409504,700,0,0,0,0,186,687,237056891.679822,0,0,0,0,0.00327215820173567,0,0,0.0038132726489944,6.45325000720816e-06,3.47119138374025e-06,0,0,0.00295864567380429,7.89688836889757e-07,0,4.24772181983614e-07,0,-9.0440694258655e-06
"IN","IND","India",1,2021-02-07,409,3,419153.803522877,0,0,28,408,77519250.486528,2460,17,1928031.3960452,2,87829.0471962978,290,2455,454797525.259804,0.00733496332518337,0.00540709308838997,0,0,0.000966583816625242,0.00691056910569106,0.000813008130081301,0.00166375032271019,0.0058715062737804,0.00441958463844521,0.000895751535802429,0.000777410230423932,0.00186537288703682,7.38178409872492e-05,5.03778830394653e-05,4.23156708746922e-05,4.48455474381237e-05,-7.09938528722156e-06
"IN","IND","India",2,2021-02-07,690,4,624509.548584614,2,481568.598809052,91,690,133113586.458577,4408,11,1194663.18656758,4,594677.107960035,654,4401,881777520.707153,0.00579710144927536,0.00469155377147737,0.00289855072463768,0.00361772687237235,0.00185752194325373,0.00249546279491833,0.000907441016333938,0.00209299422986453,0.003662980649724,0.00363104188845538,0.000742237559164226,0.00073570142180964,0.00210568539169507,6.00035566315794e-05,1.77579349653732e-05,7.0760579155525e-05,2.12027033299172e-05,-5.00549036101693e-06
"IN","IND","India",3,2021-02-07,432,3,352458.83001263,0,0,49,432,73572474.1594536,2381,12,2849072.84039793,2,288338.927752741,394,2377,430647684.32988,0.00694444444444444,0.00479063445995777,0,0,0.00159754825247783,0.00503989920201596,0.000839983200335993,0.00233457962753382,0.00323415263764947,0.00357339805386637,0.000878477455798409,0.000591869120687107,0.00240982012578759,3.90773945184131e-05,2.89168863521847e-05,-8.02259497426084e-06,2.32756567233268e-05,-9.50217637203579e-07
"IN","IND","India",4,2021-02-07,254,0,0,0,0,47,254,86339041.9577016,1321,4,3536507.57395912,1,1310307.03874691,241,1319,521923178.498721,0,0,0,0,0.00260618831096817,0.00302800908402725,0.000757002271006813,0.00257343911841023,0.0030038394957445,0.00326277572704739,0.0011944434713279,0.00115476124244592,0.00250934859621915,0.000100056432738028,5.35698580279195e-05,7.00071902947224e-05,3.26416138844668e-05,-1.26778866264573e-05
"IN","IND","India",5,2021-02-07,200,3,410625.663071756,1,167399.962867151,23,200,91931022.9597026,815,7,1356607.69825685,1,167399.962867151,115,814,373138843.011958,0.015,0.00446667131346674,0.005,0.00182093005688112,0.00161971830985915,0.00858895705521472,0.00122699386503067,0.00198982593348791,0.00665792642228084,0.00345816848374001,0.0021965770857565,0.000982950269651421,0.00214929786174391,0.000200229300286707,8.51130993962141e-05,7.70683106620005e-05,2.49415936324428e-05,-5.02562633572319e-06
"IN","IND","India",6,2021-02-07,100,0,0,0,0,17,99,40518255.0754567,700,0,0,0,0,80,691,304876990.836354,0,0,0,0,0.00241855171432636,0,0,0.0016306231018528,0.000589943762746498,0.000222240388472152,5.71638789992566e-06,5.99237329969818e-06,0.00202132886808577,-5.69770916556398e-05,-1.35295653992343e-06,-2.25060481192106e-05,-1.10573818886796e-06,-3.79934018133521e-06
"IN","IND","India",7,2021-02-07,100,0,0,0,0,23,99,35539652.4624963,700,0,0,0,0,181,689,240992107.28488,0,0,0,0,0.00327215820173567,0,0,0.00369999386741348,7.93761995521795e-06,4.26963126566939e-06,0,0,0.00293312710776789,9.61119875791476e-07,0,5.16984624470206e-07,0,-1.36896261496026e-05
"IN","IND","India",1,2021-02-08,397,3,361118.978402538,0,0,45,397,77975998.1562363,2692,19,2123068.30679904,2,87829.0471962978,328,2688,491990351.002914,0.00755667506297229,0.00463115557275693,0,0,0.00159648064710682,0.00705794947994056,0.000742942050520059,0.0017186452045607,0.00593932936759016,0.00445961156590072,0.000954809408921096,0.000829586860280918,0.00186435160577127,7.27543930098245e-05,5.31831281432117e-05,4.24580015461163e-05,4.74933240892691e-05,-5.38463270458986e-06
"IN","IND","India",2,2021-02-08,691,6,854835.818559953,0,0,80,691,143457141.865815,4727,17,2049499.00512753,4,594677.107960035,693,4720,908234534.712599,0.00868306801736614,0.00595882371168065,0,0,0.0016306231018528,0.00359636132853818,0.000846202665538396,0.00206791597039866,0.0037287135687048,0.00372912448843201,0.000764334286678953,0.000762107944472849,0.00210086489150687,6.17386415432782e-05,1.89771539559995e-05,7.82105277447028e-05,2.27704775520571e-05,-4.96034117779652e-06
"IN","IND","India",3,2021-02-08,363,3,689263.972735688,1,30848.1592321466,56,362,63465906.3329124,2580,15,3538336.81313362,3,319187.086984888,427,2576,453034931.297746,0.00826446280991736,0.0108603817791576,0.00275482093663912,0.000486058752085436,0.0021788187689674,0.00581395348837209,0.00116279069767442,0.00233466013472137,0.00326714863117866,0.00353794936913266,0.000906097155349429,0.000615443853746825,0.00240817503249166,3.73070518806484e-05,2.86656440431548e-05,-1.61662082454322e-05,2.34454395161478e-05,-1.1157962193579e-06
"IN","IND","India",4,2021-02-08,240,1,49165.1424275898,1,49165.1424275898,50,239,99846113.4208137,1461,5,3585672.71638671,2,1359472.1811745,277,1458,570391365.875378,0.00416666666666667,0.000492409175912309,0.00416666666666667,0.000492409175912309,0.00294654959042961,0.00342231348391513,0.00136892539356605,0.00267586313491373,0.00308371665454584,0.00329994787402207,0.00124445974741118,0.00118256557101448,0.00249527714953001,9.50709807972408e-05,5.2960855416242e-05,6.08883266740043e-05,3.12742721421044e-05,-1.30381425580248e-05
