ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AU,AUS,Australia,7,2020-12-23,2020-12-21,100,0,0,0,0,0,99,1319910.4019723143,92,2,1,97,2,6,92,2,3,95,1,23,76,0,13,87,1,19,80,3,5,92,2,1,97,2,2,96,2,1,97,1,6,93,2,6,92,2,0,98,2,4,94,99,0,0,1,94,0,2,4,97,0,0,3,77,0,4,19,87,0,2,11,81,0,1,18,95,0,2,3,99,0,0,1,98,0,1,1,99,1,0,0,94,0,1,5,94,0,2,4,100,0,0,0,96,0,2,2,0,1,0,99,100,0,0,0,0,3,19,78,81,1,3,15,97,0,3,0,97,0,3,0,100,0,0,0,7,0,5,88,100,0,0,0,0,0,0,0,58,28,12,2,0,12,33,48,7,0,9,52,35,4,0,8,50,39,3,0,7,52,38,3,0,14,15,49,22,0,95,4,0,1,95,4,0,1,95,3,1,1,95,4,0,1,95,3,1,1,95,4,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,10,89,0,1,66,33,0,1,50,49,0,1,45,54,0,1,13,86,0,1,7,92,0,0,47,53,53,0,29,10,2,6,0,1,0,7,39,53,0,0,100,0,0,0,18,82,0,0,16,13,12,6,45,8,0,1,33,24,33,9,0,2,15,35,20,28,100,100,90,0,1,9,34,1,26,39,50,0,17,33,55,1,8,36,87,0,5,8,93,0,3,4,0,1,1,4,4,11,79,0,0,0,3,9,27,61,0,3,11,27,32,27,0,1,0,1,9,89,0,0,2,15,16,67,83,4,5,8,83,3,7,7,83,3,7,7,0,0,9,91,9,1,3,87,97,0,1,0,0,0,0,0,2,88,0,2,1,1,2,0,1,1,0,0,2,0,1,0,0,1,0,5,50,45,0,0,0,0,0,0,0,0,0,0,100,5,6,35,31,23,5,5,41,27,13,6,3,10.8,12.866422485920745,0,0,12.584269662921349,3.8370472453201825,1.8764044943820224,1.0204747638309997
AU,AUS,Australia,-99,2020-12-24,2020-12-24,209,0,0,0,0,13,183,3088726.840813701,0,2,0,207,3,24,182,3,3,203,3,45,161,2,36,171,3,38,168,2,18,189,4,6,199,3,16,190,3,2,204,4,13,192,3,37,169,3,1,205,3,22,184,209,0,0,0,185,4,7,13,206,1,1,1,164,3,12,30,173,4,11,21,171,4,8,26,191,3,9,6,203,1,0,5,193,3,4,9,207,0,1,1,196,1,5,7,172,2,15,20,208,1,0,0,187,3,9,10,25,1,6,177,203,0,1,5,32,1,67,109,143,2,10,54,199,0,10,0,199,1,9,0,208,0,1,0,46,4,8,151,209,0,0,0,0,0,47,1,71,52,26,12,74,4,51,62,18,74,5,76,46,8,74,10,61,48,16,74,5,67,47,16,74,7,32,56,40,0,201,2,1,5,201,2,2,4,201,1,1,6,201,2,2,4,201,2,0,6,201,2,0,6,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,209,0,0,0,92,1,40,76,92,0,90,27,92,1,74,42,92,1,67,49,92,2,28,87,92,3,18,96,102,2,54,51,155,0,23,14,9,8,112,1,2,7,32,55,112,1,93,3,132,1,14,62,132,0,15,10,10,1,37,4,132,1,26,13,17,20,139,1,21,26,10,12,209,209,169,2,18,20,121,3,35,50,137,2,24,46,144,2,12,51,182,2,6,19,192,0,10,7,154,1,1,4,10,6,33,154,0,3,1,10,10,31,172,0,6,19,6,6,172,0,1,2,9,25,172,0,1,11,10,15,203,1,2,3,203,1,2,3,203,1,3,2,185,0,8,16,193,0,10,6,207,0,0,0,0,0,0,0,2,202,0,0,0,0,1,0,0,2,0,0,0,2,1,0,1,0,209,0,0,0,0,0,209,0,0,0,0,0,0,0,0,209,0,0,0,0,209,0,0,0,0,0,0,6.52054794520548,8.797268498171425,2.1666666666666665,1.1690451944500122,0,0,0,0
AU,AUS,Australia,1,2020-12-24,2020-12-23,100,0,0,0,0,4,100,1445427.8436667174,98,0,0,100,0,10,90,0,1,99,0,23,77,0,25,75,0,15,85,0,10,90,0,1,99,0,6,94,0,0,100,0,4,96,0,22,78,0,0,100,0,10,90,100,0,0,0,90,0,3,7,99,0,0,1,77,0,2,21,75,0,3,22,85,0,1,14,90,0,1,9,99,0,1,0,94,0,1,5,100,0,0,0,96,0,1,3,78,0,3,19,100,0,0,0,90,0,1,9,0,0,4,96,96,0,3,1,0,0,40,60,60,0,11,29,89,0,11,0,89,0,11,0,100,0,0,0,11,1,4,84,100,0,0,0,0,0,0,0,58,28,13,1,0,0,45,51,4,0,0,70,26,4,0,0,59,30,11,0,0,59,31,10,0,0,24,48,28,0,96,1,0,3,96,1,2,1,96,1,0,3,96,0,3,1,96,1,0,3,96,1,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,54,46,0,0,79,21,0,0,72,28,0,0,82,18,0,1,35,64,0,0,24,76,0,0,78,22,22,0,38,18,7,15,0,0,1,9,38,52,0,0,100,0,0,1,18,81,0,0,7,17,7,15,50,4,0,0,8,17,41,34,0,0,10,31,37,22,100,100,46,1,12,41,21,1,25,53,28,1,20,51,18,1,13,68,65,0,5,30,76,0,11,13,0,0,1,6,15,22,56,0,0,3,8,17,21,51,0,3,8,27,34,28,0,0,3,7,13,77,0,0,6,20,28,46,74,0,20,6,74,0,4,22,74,0,8,18,0,0,73,27,73,0,17,10,83,0,5,0,5,2,0,0,5,10,0,4,11,5,10,1,3,8,4,0,3,8,2,2,0,29,0,0,42,55,3,0,0,0,100,0,0,0,0,0,0,1,0,49,38,12,1,1,12,21,40,17,8,4.038461538461538,5.837544267662823,1,0,12.671875,4.4354007265706175,3.561224489795918,1.414696984280454
AU,AUS,Australia,2,2020-12-24,2020-12-24,181,0,0,0,0,2,181,2164652.8056087983,179,0,2,179,0,19,162,0,8,173,0,45,136,0,36,145,0,26,155,0,13,168,0,4,177,0,9,172,0,1,180,0,4,177,0,35,146,0,2,179,0,18,163,179,0,1,1,162,0,8,11,173,0,1,7,136,0,7,38,145,0,10,26,155,0,5,21,168,0,7,6,177,0,3,1,172,0,1,8,180,0,1,0,177,0,2,2,146,0,7,28,179,0,1,1,163,0,4,14,0,0,2,179,179,0,2,0,0,0,86,95,95,0,13,73,168,0,13,0,168,0,13,0,181,0,0,0,13,1,5,162,181,0,0,0,0,0,0,0,89,57,22,13,0,1,58,106,16,0,0,99,70,12,0,0,96,70,15,0,0,81,82,18,0,0,24,104,53,0,176,3,0,2,176,2,1,2,176,3,0,2,176,2,1,2,176,1,2,2,176,3,0,2,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,0,0,81,100,0,0,147,34,0,1,134,46,0,1,127,53,0,0,52,129,0,0,33,148,0,1,125,55,56,0,62,33,14,16,0,0,3,9,51,118,0,0,180,1,0,2,34,145,0,0,24,24,31,17,83,2,0,0,28,36,60,57,0,0,18,72,65,26,181,181,100,0,25,56,34,0,59,88,47,0,38,96,54,0,17,110,129,0,11,41,148,0,19,14,0,1,2,5,25,40,108,0,0,4,11,19,53,94,0,1,22,64,57,37,0,0,3,9,33,136,0,0,10,33,56,82,138,0,31,12,138,1,7,35,138,1,19,23,0,0,132,49,132,0,23,26,158,0,4,1,1,1,0,3,13,26,1,7,12,7,19,5,6,19,2,1,4,14,6,1,8,43,0,1,69,109,1,1,0,0,0,181,0,0,0,0,0,1,2,105,56,17,1,0,44,63,43,24,6,5.531914893617022,8.021077244654986,1,0,14.763005780346822,4.232545029221189,2.88135593220339,1.357865291920204
AU,AUS,Australia,3,2020-12-24,2020-12-24,168,0,0,0,0,10,168,1997456.714789398,165,0,0,168,0,12,156,0,4,164,0,25,143,0,18,150,0,20,148,0,6,162,0,1,167,0,4,164,0,3,165,0,6,162,0,31,137,0,1,167,0,15,153,168,0,0,0,156,0,5,7,164,0,1,3,143,0,6,19,150,0,5,13,148,0,2,18,162,0,3,3,167,0,1,0,164,0,4,0,165,0,3,0,162,0,3,3,137,0,8,23,167,0,0,1,153,0,3,12,0,0,6,162,162,0,6,0,0,2,73,93,95,1,5,67,163,0,5,0,163,0,5,0,168,0,0,0,8,0,8,152,168,0,0,0,0,0,0,0,87,47,25,9,0,0,50,103,15,0,1,79,74,14,0,1,69,75,23,0,1,72,74,21,0,1,29,82,56,0,160,1,2,5,160,2,1,5,160,2,1,5,160,1,5,2,160,2,3,3,160,1,1,6,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,0,0,82,86,0,0,143,25,0,0,123,45,0,0,124,44,0,0,42,126,0,0,25,143,0,1,113,54,55,0,50,37,13,13,0,0,4,10,49,105,0,0,168,0,0,1,30,137,0,1,23,15,23,16,84,6,0,0,21,33,59,55,0,1,23,49,53,42,168,168,86,3,20,59,25,2,53,88,45,2,37,84,44,2,21,101,126,0,13,29,143,1,12,12,0,0,2,1,17,25,123,0,0,2,4,19,24,119,0,1,17,57,58,35,0,0,2,4,23,139,0,0,10,19,55,84,139,0,27,2,139,0,6,23,139,0,8,21,0,0,130,38,130,0,19,19,149,1,4,2,2,1,0,0,9,19,0,3,6,10,13,3,9,19,2,3,10,17,11,4,3,36,0,1,78,85,1,3,0,0,0,0,168,0,0,0,0,3,3,102,41,19,3,1,24,53,42,27,18,4.440298507462686,6.67680425511025,1.666666666666667,0.816496580927726,14.701923076923077,4.120279839444766,3.352201257861635,1.4761323256345338
AU,AUS,Australia,4,2020-12-24,2020-12-24,166,0,0,0,0,15,165,2262521.7648949362,163,0,0,166,0,11,155,0,2,164,0,35,131,0,16,150,0,18,148,0,7,159,0,1,165,0,2,164,0,0,166,0,4,162,0,24,142,0,0,166,0,12,154,166,0,0,0,155,0,4,7,164,0,0,2,131,0,4,31,150,0,6,10,148,0,3,15,159,0,2,5,165,0,1,0,164,0,1,1,166,0,0,0,162,0,2,2,142,0,6,18,166,0,0,0,154,0,3,9,0,1,6,159,160,0,3,3,0,0,60,106,106,2,6,52,160,0,6,0,160,0,6,0,166,0,0,0,8,0,2,156,166,0,0,0,0,0,0,0,80,49,20,17,0,3,42,109,12,0,1,72,85,8,0,3,66,78,19,0,3,68,81,14,0,4,27,78,57,0,164,0,0,2,164,0,0,2,164,0,0,2,164,0,1,1,164,0,0,2,164,0,0,2,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,0,0,62,104,0,0,144,22,0,0,109,57,0,1,119,46,0,0,41,125,0,0,24,142,0,0,117,49,49,0,58,30,15,14,0,2,0,6,46,112,0,0,166,0,0,3,42,121,0,1,25,18,25,14,79,4,0,0,27,35,55,49,0,0,17,64,55,30,166,166,104,2,18,42,22,1,51,92,57,1,24,84,47,1,17,101,125,0,9,32,142,1,10,13,0,1,0,3,11,25,126,0,1,0,2,18,29,116,0,1,16,62,55,32,0,0,0,5,29,132,0,0,10,19,48,89,137,1,16,12,137,2,5,22,137,1,9,19,0,0,131,35,131,0,14,21,152,0,1,4,0,0,0,2,7,21,0,3,9,9,17,2,6,24,10,2,3,20,7,2,6,25,0,0,72,94,0,0,0,0,0,0,0,166,0,0,0,1,3,78,56,28,1,1,23,37,57,37,10,5.265625,7.5387721359290545,2.5,1.6431676725154984,14.5,3.90452084369746,2.968944099378882,1.4466442213293462
AU,AUS,Australia,5,2020-12-24,2020-12-24,130,0,0,0,0,3,130,1691758.304069813,124,0,0,130,0,14,116,0,0,130,0,22,108,0,17,113,0,23,107,0,6,124,0,1,129,0,4,126,0,0,130,0,2,128,0,21,109,0,0,130,0,4,126,130,0,0,0,116,0,6,8,130,0,0,0,108,0,10,12,113,0,2,15,107,0,7,16,124,0,3,3,129,0,0,1,126,0,1,3,130,0,0,0,128,0,0,2,109,0,7,14,130,0,0,0,126,0,2,2,0,0,3,127,127,0,3,0,0,4,51,75,79,0,6,45,124,0,6,0,124,0,6,0,130,0,0,0,10,2,1,117,130,0,0,0,0,0,0,0,68,36,15,11,0,0,45,72,13,0,0,62,58,10,0,2,54,59,15,0,1,61,56,12,0,1,24,65,40,0,129,0,1,0,129,0,0,1,129,0,0,1,129,0,0,1,129,0,0,1,129,0,0,1,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,0,1,42,87,0,1,105,24,0,2,89,39,0,1,85,44,0,0,24,106,0,3,9,118,0,0,86,44,44,0,45,19,14,8,0,1,0,6,31,92,0,1,128,1,0,1,23,106,0,0,20,14,12,13,68,3,0,1,30,19,41,39,0,3,23,48,42,14,130,130,88,1,16,25,25,1,33,71,41,1,24,64,45,0,12,73,106,0,4,20,121,0,5,4,0,0,2,1,8,17,102,0,0,1,3,6,30,90,0,1,9,42,50,28,0,0,2,4,18,106,0,0,1,16,37,76,113,1,11,5,113,3,3,11,113,2,6,9,0,1,76,53,77,0,18,35,112,1,4,2,0,0,2,2,7,36,0,4,0,1,13,2,4,16,9,4,4,8,5,3,9,12,0,1,62,67,0,0,0,0,0,0,0,0,130,0,0,4,6,65,34,21,4,3,23,30,46,20,4,7.083333333333333,10.68869622313005,1,0,13.336065573770492,3.970158636499344,2.6610169491525424,1.2758127222576099
AU,AUS,Australia,6,2020-12-24,2020-12-24,109,0,0,0,0,1,109,1881944.9530774567,105,0,0,109,0,9,100,0,4,105,1,16,92,1,12,96,0,12,97,1,2,106,0,2,107,0,1,108,0,0,109,0,1,108,1,12,96,1,1,107,1,7,101,109,0,0,0,100,0,3,6,105,0,0,4,93,1,6,9,97,0,2,10,97,0,4,8,107,0,2,0,107,0,2,0,108,0,0,1,109,0,0,0,108,0,0,1,97,0,3,9,108,0,1,0,102,0,6,1,0,0,1,108,108,0,1,0,0,4,28,77,81,1,5,22,104,0,5,0,104,0,5,0,109,0,0,0,10,4,1,94,109,0,0,0,0,0,0,0,68,25,13,3,0,5,35,61,8,0,6,56,42,5,0,8,59,33,9,0,8,58,37,6,0,12,12,58,27,0,108,0,1,0,108,1,0,0,108,1,0,0,108,1,0,0,108,1,0,0,108,1,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,0,2,19,88,0,0,83,26,0,3,65,41,0,2,64,43,0,2,20,87,0,2,7,100,0,1,67,41,42,0,40,12,8,7,0,2,1,4,32,70,0,0,109,0,0,2,19,88,0,0,21,11,11,10,54,2,0,0,22,27,36,24,0,3,13,42,29,22,109,109,90,1,3,15,26,2,31,50,44,0,23,42,45,0,17,47,89,0,6,14,102,0,4,3,0,2,1,1,7,10,88,0,0,1,2,6,20,80,0,2,8,35,33,31,0,0,1,1,11,96,0,0,0,11,25,73,98,2,3,6,98,3,1,7,98,2,2,7,0,1,24,84,25,0,13,71,96,0,0,0,1,1,1,1,9,72,0,1,1,3,0,0,3,6,2,2,4,6,0,0,2,7,0,4,51,54,0,0,0,0,0,0,0,0,0,109,0,1,4,44,33,27,1,1,26,36,28,14,3,7.5588235294117645,9.079417871042468,0,0,13.838095238095239,4.0409533564870594,2.116504854368932,1.1740742775863584
AU,AUS,Australia,7,2020-12-24,2020-12-22,100,0,0,0,0,0,99,1401107.2883595806,93,3,1,96,3,8,89,3,2,95,1,20,79,1,11,88,2,15,83,4,2,94,3,1,96,3,1,96,3,2,95,1,8,91,3,6,91,3,0,97,3,4,93,99,0,0,1,92,1,3,4,98,0,1,1,80,1,4,15,89,0,2,9,85,0,0,15,98,0,1,1,99,0,0,1,99,0,1,0,98,1,0,1,92,0,3,5,94,0,1,5,100,0,0,0,96,0,2,2,0,1,0,99,100,0,0,0,0,2,22,76,78,1,3,18,97,0,3,0,97,0,3,0,100,0,0,0,6,0,4,90,100,0,0,0,0,0,0,0,56,30,10,4,0,14,29,49,8,0,8,53,33,6,0,8,48,34,10,0,6,52,35,7,0,16,16,44,24,0,96,2,0,2,96,2,0,2,96,2,0,2,96,2,1,1,96,1,1,2,96,2,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,8,91,0,1,68,31,0,1,52,47,0,1,47,52,0,1,12,87,0,2,6,92,0,0,50,50,50,0,29,13,3,5,0,0,0,7,38,55,0,1,99,0,0,0,20,80,0,0,10,10,17,11,47,5,0,1,31,24,34,10,0,2,13,38,22,25,100,100,92,0,1,7,32,0,25,43,48,1,16,35,53,1,13,33,88,0,4,8,94,0,3,3,0,1,0,3,3,9,84,0,0,0,2,7,24,67,0,2,7,29,34,28,0,1,0,1,8,90,0,0,1,15,16,68,84,5,4,7,84,4,6,6,84,3,6,7,0,0,8,92,8,1,2,89,98,0,0,0,1,0,0,0,1,90,0,2,1,0,1,0,0,2,0,0,1,0,1,1,0,1,0,6,54,40,0,0,0,0,0,0,0,0,0,0,100,5,6,43,26,20,5,5,37,23,20,8,2,7.896551724137931,10.76483968292212,0,0,12.384615384615385,4.358310658371176,2.0112359550561796,0.9827417817522742
AU,AUS,Australia,-99,2020-12-25,2020-12-25,242,2,24897.9574193695,1,11874.9831143819,11,205,3448089.0407766816,0,3,2,237,4,21,217,4,9,229,1,62,179,3,33,206,4,35,203,2,11,229,2,5,235,3,11,228,2,5,235,4,15,223,2,34,206,4,5,233,4,33,205,240,0,2,0,221,0,8,13,233,0,3,6,180,0,21,41,209,0,14,19,207,0,8,27,231,0,6,5,237,0,0,5,231,0,5,6,237,0,2,3,227,0,6,9,208,0,13,21,237,0,2,3,209,0,15,18,37,0,7,198,236,0,5,1,43,7,57,135,186,0,7,49,235,0,7,0,235,0,7,0,242,0,0,0,59,5,7,171,242,0,0,0,0,0,59,1,70,70,32,10,88,3,56,81,14,88,9,78,59,8,88,8,70,56,20,88,8,63,72,11,88,8,34,72,40,0,236,1,0,5,236,1,1,4,236,1,0,5,236,1,2,3,236,1,0,5,236,1,0,5,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,108,3,39,92,108,2,88,44,108,3,62,69,108,3,96,35,108,2,36,96,108,3,21,110,129,2,77,34,165,0,34,15,15,13,140,2,0,4,31,65,140,2,98,2,159,5,14,64,159,3,14,14,6,2,39,5,159,5,17,26,25,10,162,3,17,21,26,13,242,242,209,0,14,19,163,1,32,46,187,2,16,37,155,2,13,72,208,1,11,22,224,1,9,8,175,2,1,2,6,12,44,175,2,2,1,6,16,40,193,2,5,8,21,13,193,2,1,4,6,36,193,2,4,9,10,24,232,0,7,3,232,2,1,7,232,1,6,3,200,3,13,26,216,0,16,10,237,1,1,0,0,1,0,0,2,230,0,2,3,0,3,0,0,0,0,0,0,1,0,0,1,2,242,0,0,0,0,0,242,0,0,0,0,0,0,0,0,242,0,0,0,0,242,0,0,0,0,0,0,5.302631578947368,8.65797472367467,2,0.816496580927726,0,0,0,0
AU,AUS,Australia,1,2020-12-25,2020-12-24,100,0,0,0,0,8,100,1339182.0093767988,96,0,0,100,0,11,89,0,1,99,0,20,80,0,22,78,0,18,82,0,10,90,0,6,94,0,9,91,0,0,100,0,5,95,0,21,79,0,1,99,0,15,85,100,0,0,0,89,0,4,7,99,0,0,1,80,0,5,15,78,0,6,16,82,0,4,14,90,0,5,5,94,0,4,2,91,0,2,7,100,0,0,0,95,0,1,4,79,0,6,15,99,0,0,1,85,0,2,13,0,0,5,95,95,0,4,1,0,0,44,56,56,0,9,35,91,0,9,0,91,0,9,0,100,0,0,0,9,1,5,85,100,0,0,0,0,0,0,0,55,31,11,3,0,0,34,59,7,0,0,61,36,3,0,0,59,34,7,0,0,56,35,9,0,0,16,63,21,0,95,1,0,4,95,1,1,3,95,1,0,4,95,0,2,3,95,1,0,4,95,1,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,35,65,0,0,63,37,0,1,56,43,0,1,79,20,0,0,33,67,0,0,13,87,0,0,78,22,22,0,35,20,16,7,0,0,1,13,35,51,0,0,100,0,0,1,21,78,0,0,14,15,10,13,46,2,0,0,16,23,35,26,0,1,17,26,33,23,100,100,65,0,8,27,37,0,21,42,44,0,11,45,21,0,10,69,67,0,6,27,87,0,5,8,0,0,1,6,22,16,55,0,0,1,14,17,20,48,0,2,18,25,27,28,0,0,2,10,18,70,0,0,8,16,21,55,76,0,18,6,76,0,5,19,76,0,12,12,0,1,72,27,73,0,14,13,86,0,2,1,3,2,0,0,6,14,0,1,10,1,11,1,1,11,2,0,3,6,2,6,1,30,0,0,34,63,2,1,0,0,100,0,0,0,0,0,0,3,1,50,30,16,3,0,7,24,40,20,6,4.616666666666666,6.062084629605328,1.6,0.8944271909999157,12.555555555555555,4.235954515524969,3.791666666666667,1.4430717724184328
