ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
PRT,Portugal,3,2021-01-04,2021-01-03,100,0,0,0,0,22,100,315613.95384674997,94,0,1,99,0,7,93,0,1,99,0,12,88,0,10,90,0,8,92,0,5,95,0,1,99,0,2,98,0,0,100,0,5,95,0,21,79,1,5,94,0,15,85,99,0,1,0,93,0,1,6,99,0,0,1,88,0,5,7,90,1,2,7,92,0,4,4,95,1,2,2,99,0,0,1,98,0,2,0,100,0,0,0,95,0,2,3,79,0,6,15,95,0,1,4,85,0,6,9,0,0,6,94,94,0,3,3,0,0,50,50,50,0,14,36,86,0,14,0,86,6,8,0,94,0,5,1,14,1,8,77,100,0,0,0,0,0,0,0,43,32,20,5,0,0,48,45,7,0,1,61,33,5,0,1,55,37,7,0,2,46,39,13,0,1,23,38,38,0,92,1,1,6,92,1,0,7,92,0,2,6,92,0,1,7,92,1,0,7,92,1,1,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,27,73,0,0,60,40,0,0,32,68,0,0,43,57,0,0,2,98,0,0,1,99,0,0,40,60,60,0,28,9,1,2,0,1,1,8,33,57,0,1,99,0,0,0,16,84,0,0,81,15,2,0,0,2,0,0,14,17,49,20,0,0,24,64,8,4,0,0,9,91,0,0,0,7,91,2,73,0,24,3,40,1,59,0,68,2,29,1,57,1,25,17,98,0,1,1,99,0,1,0,0,0,1,0,19,34,46,0,0,0,1,14,31,54,0,0,46,41,10,3,0,0,14,24,33,29,0,0,22,30,33,15,48,1,38,13,48,11,9,32,48,11,15,26,0,1,61,38,62,0,18,20,82,5,2,1,3,1,1,0,5,21,1,3,7,4,4,1,2,11,1,0,2,9,5,3,5,21,0,1,48,50,0,1,0,0,0,0,100,0,0,0,0,2,0,58,25,15,2,0,3,38,38,13,6,2.7948717948717947,2.2731787062392006,3.6666666666666665,1.96638416050035,10.692307692307692,3.2446066830160674,3.3333333333333335,1.3662601021279464
PRT,Portugal,4,2021-01-04,2021-01-03,100,0,0,0,0,18,100,368058.50822058984,91,0,0,100,0,2,98,0,1,99,0,8,92,0,5,95,0,5,95,0,0,100,0,2,98,0,4,96,0,1,99,0,2,98,0,8,92,0,3,97,0,15,85,100,0,0,0,98,0,0,2,99,0,0,1,92,0,2,6,95,0,1,4,95,0,0,5,100,0,0,0,98,0,1,1,96,0,1,3,99,0,0,1,98,0,2,0,92,0,1,7,97,0,1,2,85,0,5,10,0,0,9,91,91,0,2,7,0,4,38,58,62,0,5,33,95,0,5,0,95,1,4,0,99,0,1,0,9,1,8,82,100,0,0,0,0,0,0,1,42,40,14,3,0,4,40,43,13,0,7,56,33,4,0,7,55,30,8,0,7,40,37,16,0,10,19,33,38,0,92,2,2,4,92,1,1,6,92,0,4,4,92,2,0,6,92,2,0,6,92,1,1,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,17,82,0,0,61,39,0,1,30,69,0,0,36,64,0,1,3,96,0,1,5,94,0,0,35,65,65,0,24,8,2,1,0,0,0,4,40,56,0,0,100,0,0,0,18,82,0,0,84,12,0,0,1,3,0,0,20,20,35,25,0,0,38,49,13,0,0,0,18,82,0,0,0,19,81,0,83,0,16,1,39,0,61,0,70,0,30,0,64,0,25,11,97,0,2,1,95,0,5,0,0,2,1,2,12,24,59,0,1,0,4,17,31,47,0,0,50,42,6,2,0,1,8,22,31,38,0,0,14,29,35,22,57,4,30,9,57,14,7,22,57,11,15,17,0,0,64,36,64,0,16,20,84,1,2,1,2,1,2,0,7,20,0,1,6,2,9,0,6,11,2,0,1,7,8,2,6,19,0,2,44,54,0,0,0,0,0,0,0,100,0,0,0,3,5,49,23,20,3,3,4,29,47,10,4,2.8461538461538463,2.6486571343578267,2.125,0.83452296039628,10.056338028169014,3.3204445655177044,2.6741573033707864,1.1359345461584844
PRT,Portugal,5,2021-01-04,2021-01-03,100,1,4786.90432320689,0,0,22,100,584107.3594475979,92,0,2,98,0,5,95,0,1,99,0,4,96,0,7,93,0,6,94,0,3,97,0,0,100,0,1,99,0,0,100,0,5,95,0,4,96,0,3,97,0,5,95,98,0,1,1,95,0,1,4,99,0,1,0,96,0,2,2,93,0,0,7,94,0,3,3,97,0,1,2,100,0,0,0,99,0,0,1,100,0,0,0,95,0,2,3,96,0,3,1,97,0,2,1,95,0,2,3,0,0,5,95,95,0,1,4,0,3,32,65,68,0,9,23,91,1,7,1,91,3,5,1,97,1,2,0,12,0,5,83,100,0,0,0,0,0,0,0,60,30,7,3,0,6,42,45,7,0,10,56,30,4,0,10,54,32,4,0,10,47,38,5,0,11,18,30,41,0,95,3,0,2,95,2,1,2,95,1,2,2,95,3,1,1,95,2,2,1,95,3,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,15,82,0,1,58,41,0,3,28,69,0,3,29,68,0,3,2,95,0,3,8,89,0,0,32,68,68,0,23,6,1,2,0,0,0,2,31,67,0,0,100,0,0,0,14,86,0,0,85,12,2,0,0,1,0,0,14,29,32,25,0,1,34,56,7,2,0,1,31,67,1,0,2,36,62,0,85,0,13,2,42,0,57,1,72,0,27,1,71,0,23,6,98,0,1,1,92,0,5,3,0,0,0,0,9,17,74,0,0,0,1,9,22,68,0,2,39,47,9,3,0,0,8,18,27,47,0,0,13,25,34,28,62,5,29,4,62,14,5,19,62,10,13,15,0,1,44,55,45,1,23,31,77,5,2,0,2,3,0,1,10,33,0,4,9,4,7,1,6,3,0,0,4,2,5,2,2,18,0,1,47,51,0,1,0,0,0,0,0,0,100,0,0,3,5,49,21,22,3,3,6,28,34,22,4,2.6,2.2337129816094383,4.4,2.4083189157584592,9.187142857142858,3.924945173754307,2.3,1.2759662564662317
PRT,Portugal,6,2021-01-04,2021-01-01,100,0,0,0,0,21,100,739117.2417930192,94,1,0,99,1,7,92,1,1,98,1,8,91,1,9,90,1,4,95,1,2,97,1,1,98,1,2,97,1,2,97,1,2,97,1,5,94,1,0,99,1,9,90,100,0,0,0,93,0,1,6,99,0,0,1,92,0,1,7,91,0,3,6,96,0,0,4,98,0,1,1,99,0,1,0,98,0,1,1,98,0,1,1,98,0,1,1,95,0,2,3,100,0,0,0,91,0,4,5,0,0,7,93,93,0,2,5,0,1,24,75,76,0,7,17,93,1,6,0,93,2,5,0,98,0,2,0,8,1,2,89,100,0,0,0,0,0,0,0,61,26,11,2,0,11,43,39,7,0,9,56,30,5,0,10,55,31,4,0,13,49,32,6,0,15,21,36,28,0,98,1,0,1,98,1,0,1,98,0,1,1,98,1,0,1,98,1,0,1,98,1,0,1,95,0,0,5,95,0,0,5,95,0,0,5,95,0,0,5,95,0,0,5,95,0,0,5,95,0,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,7,91,0,1,53,46,0,2,25,73,0,2,33,65,0,2,2,96,0,3,3,94,0,0,33,67,67,0,29,3,1,0,0,0,0,5,40,55,0,1,99,0,0,2,11,87,0,0,75,15,1,0,1,8,0,0,28,23,33,16,0,0,42,51,6,1,0,0,57,43,0,0,5,43,49,3,93,1,6,0,47,0,52,1,75,0,25,0,67,0,27,6,98,0,2,0,97,0,3,0,0,2,0,0,9,25,64,0,2,0,1,7,24,66,0,2,47,37,8,6,0,1,2,16,28,53,0,0,8,15,36,41,77,5,14,4,77,11,4,8,77,7,13,3,0,1,14,85,15,0,13,72,87,1,2,0,0,0,0,0,10,73,1,0,1,0,2,0,4,3,0,0,2,2,3,2,0,7,0,1,54,45,0,0,0,0,0,0,0,0,0,100,0,4,4,51,19,22,4,3,6,31,32,15,9,3.15,2.207046132634963,3.8,2.16794833886788,9.672131147540984,4.138120795221787,1.9662921348314606,1.0050942764718775
PRT,Portugal,-99,2021-01-13,2021-01-13,587,2,9622.933870465871,1,6269.991579129101,91,526,3092874.3715799176,0,4,4,579,4,56,527,4,10,573,4,70,513,6,88,493,5,42,540,3,24,560,5,13,569,4,16,567,5,16,566,5,27,555,5,78,504,6,40,541,5,83,499,583,1,2,1,531,4,12,40,577,1,2,7,517,5,19,46,499,5,23,60,545,2,14,26,563,3,6,15,574,1,4,8,571,1,5,10,571,1,11,4,560,1,13,13,509,2,20,56,547,4,15,21,504,4,39,40,56,5,60,466,532,2,20,33,74,12,196,305,393,5,50,139,537,12,32,6,537,10,39,1,577,2,8,0,145,9,39,394,93,5,8,477,4,0,113,2,256,137,56,23,160,27,197,162,41,160,32,266,103,26,160,38,259,100,30,160,44,215,128,40,160,48,103,154,122,0,554,9,5,19,554,10,6,17,554,7,10,16,554,10,4,19,554,10,3,20,554,11,5,17,587,0,0,0,587,0,0,0,587,0,0,0,587,0,0,0,587,0,0,0,587,0,0,0,587,0,0,0,587,0,0,0,587,0,0,0,587,0,0,0,587,0,0,0,587,0,0,0,171,14,159,243,171,10,294,112,171,12,176,228,171,14,141,261,171,18,15,383,171,10,45,361,181,3,137,266,450,0,81,22,11,23,190,6,0,24,116,251,190,7,388,2,209,12,66,300,209,0,324,32,7,1,0,14,209,2,114,76,73,113,229,15,160,145,31,7,240,1,72,266,8,267,12,61,242,5,429,4,147,7,296,8,279,4,413,6,164,4,447,5,115,20,572,1,13,1,543,3,39,2,285,5,4,11,52,83,147,285,2,2,10,51,83,154,302,5,168,85,18,9,302,1,40,72,94,78,302,0,71,98,69,47,422,22,116,27,422,54,45,66,422,38,80,47,320,14,72,181,406,0,99,82,531,3,12,1,5,3,4,2,26,462,0,4,9,6,16,3,7,9,4,0,6,7,9,8,3,34,587,0,0,0,0,0,587,0,0,0,0,0,0,0,0,587,0,0,0,0,587,0,0,0,0,0,0,3.122093023255814,2.5482892398186676,1.837837837837838,1.067539057664702,0,0,0,0
PRT,Portugal,1,2021-01-13,2021-01-13,129,0,0,0,0,32,129,466982.67680216674,125,0,0,129,0,18,111,0,3,126,0,11,118,0,37,92,0,16,113,0,7,122,0,5,124,0,3,126,0,0,129,0,5,124,0,22,107,0,12,117,0,20,109,129,0,0,0,111,0,4,14,126,0,1,2,118,0,1,10,92,0,3,34,113,0,4,12,122,0,1,6,124,0,1,4,126,0,1,2,129,0,0,0,124,0,2,3,107,0,1,21,117,0,4,8,109,0,4,16,0,0,15,114,114,0,6,9,0,0,56,73,73,0,15,41,114,2,12,1,114,2,12,1,127,0,2,0,15,2,16,96,0,0,0,129,0,0,0,0,56,48,21,4,0,1,61,54,13,0,2,90,31,6,0,2,92,28,7,0,2,72,46,9,0,3,28,61,37,0,113,4,0,12,113,3,2,11,113,1,7,8,113,3,3,10,113,4,3,9,113,4,2,10,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,0,2,47,80,0,0,76,53,0,1,65,63,0,1,77,51,0,2,6,121,0,2,28,99,0,0,72,57,57,0,58,6,4,4,0,0,3,10,50,66,0,0,129,0,0,1,18,110,0,0,102,22,1,0,1,3,0,0,17,19,50,43,0,1,33,75,16,4,0,0,5,117,7,0,0,9,107,13,82,0,46,1,53,0,76,0,64,0,64,1,52,0,52,25,123,0,5,1,101,0,28,0,0,0,1,10,37,36,45,0,0,2,16,28,37,46,0,0,65,50,13,1,0,0,22,22,37,48,0,0,34,39,30,26,56,3,56,14,56,8,8,57,56,6,29,38,0,0,44,85,44,0,24,61,105,2,4,0,2,7,0,0,9,61,1,1,15,3,5,1,2,7,1,0,2,4,0,4,1,21,0,2,44,82,0,1,0,0,129,0,0,0,0,0,0,2,4,80,17,26,2,1,11,29,59,19,8,3.039473684210526,2.385739798461876,2.066666666666667,1.486446705914413,11.146788990825687,3.450243383989971,2.6666666666666665,1.392255490253156
PRT,Portugal,2,2021-01-13,2021-01-13,239,1,3140.35630645838,0,0,73,239,771724.4967332162,229,0,1,238,0,20,219,0,2,237,0,21,218,0,40,199,0,13,226,0,19,220,1,3,235,0,3,236,0,5,234,0,14,225,1,38,200,0,17,222,1,30,208,238,0,0,1,219,0,3,17,237,0,1,1,218,0,2,19,199,2,8,30,226,1,2,10,220,1,5,13,236,0,1,2,236,0,1,2,234,0,3,2,225,1,2,11,201,1,2,35,222,1,3,13,209,1,8,21,0,0,29,210,210,0,9,20,0,0,114,125,125,0,29,85,210,7,22,0,210,5,24,0,234,0,5,0,29,3,24,183,0,0,3,236,0,0,3,0,96,96,25,19,3,1,112,100,23,3,1,155,66,14,3,2,147,70,17,3,1,129,84,22,3,1,62,95,78,0,215,5,1,18,215,4,2,18,215,3,7,14,215,3,2,19,215,5,1,18,215,5,0,19,239,0,0,0,239,0,0,0,239,0,0,0,239,0,0,0,239,0,0,0,239,0,0,0,239,0,0,0,239,0,0,0,239,0,0,0,239,0,0,0,239,0,0,0,239,0,0,0,0,3,94,142,0,1,147,91,0,3,95,141,0,1,101,137,0,3,6,230,0,2,31,206,0,0,114,125,125,0,83,20,6,5,0,0,2,16,72,149,0,0,238,1,0,1,41,197,0,0,181,41,6,1,0,10,0,0,54,42,81,62,0,1,80,135,19,4,0,0,22,215,2,0,2,14,215,8,145,0,94,0,92,0,147,0,144,0,94,1,138,0,74,27,233,0,5,1,208,0,31,0,0,3,3,7,42,60,124,0,2,4,11,31,75,116,0,1,115,99,18,6,0,0,37,43,78,81,0,0,67,74,65,33,98,3,115,23,98,26,22,93,98,19,48,74,0,0,124,115,124,0,53,62,186,8,8,0,12,6,2,3,14,62,1,7,15,6,7,2,8,21,4,0,7,23,4,16,4,52,0,2,75,161,1,0,0,0,0,239,0,0,0,0,0,4,5,136,43,51,4,1,37,87,80,23,7,2.6161616161616164,2.0785938668748174,2.5172413793103448,1.4046018667013394,10.443877551020408,3.3254131442275185,2.6233766233766236,1.3289972784899773
PRT,Portugal,3,2021-01-13,2021-01-13,244,0,0,0,0,68,243,746303.8459587706,239,1,0,243,1,11,232,1,2,241,1,21,222,1,35,208,1,11,232,1,15,228,1,6,237,1,8,235,1,2,241,1,5,238,2,37,205,2,12,230,1,33,210,244,0,0,0,233,0,2,9,242,0,0,2,223,0,5,16,209,0,7,28,233,0,4,7,229,0,6,9,238,0,3,3,236,0,5,3,242,0,2,0,239,0,2,3,207,1,8,28,232,0,1,11,211,0,9,24,0,1,32,211,212,0,8,24,0,3,114,127,130,0,27,87,217,3,23,1,217,5,22,0,239,3,2,0,30,4,21,189,0,1,6,237,0,0,6,1,110,70,37,20,6,4,105,100,29,6,5,143,71,19,6,6,145,61,26,6,5,115,86,32,6,7,58,93,80,0,223,3,4,14,223,3,2,16,223,3,6,12,223,3,2,16,223,3,3,15,223,3,3,15,244,0,0,0,244,0,0,0,244,0,0,0,244,0,0,0,244,0,0,0,244,0,0,0,244,0,0,0,244,0,0,0,244,0,0,0,244,0,0,0,244,0,0,0,244,0,0,0,0,0,107,137,0,0,166,78,0,0,100,144,0,0,93,151,0,0,5,239,0,0,23,221,0,0,99,145,145,0,62,15,12,10,0,0,1,21,65,157,0,1,241,2,0,1,50,193,0,1,207,29,2,1,0,4,0,2,59,54,49,80,0,4,95,121,19,5,0,1,35,204,4,0,3,30,204,7,137,2,104,1,78,2,164,0,144,1,97,2,151,0,78,15,239,0,3,2,221,0,22,1,0,1,2,9,45,73,114,0,1,3,9,46,80,105,0,2,117,99,22,4,0,1,26,61,82,74,0,1,60,78,68,37,106,2,121,15,106,26,32,80,106,20,56,62,0,2,147,95,149,0,49,46,195,3,10,1,13,1,5,1,15,48,0,4,22,11,6,6,15,19,7,1,8,19,7,15,7,49,0,1,106,136,1,0,0,0,0,0,244,0,0,0,0,3,12,123,58,48,3,8,20,69,111,24,9,2.778947368421053,2.058603882248588,2.2857142857142856,1.5836465855538944,10.553299492385786,3.2955523176265955,2.825892857142857,1.3057475934140557
PRT,Portugal,4,2021-01-13,2021-01-13,234,0,0,0,0,48,232,894661.0833948216,225,0,0,234,1,17,216,1,5,228,2,22,210,1,40,193,1,15,218,2,8,224,1,4,229,2,6,226,1,4,229,2,7,225,1,34,199,2,10,222,2,33,199,234,0,0,0,217,1,2,14,229,1,2,2,212,1,6,15,194,1,10,29,219,1,3,11,226,0,3,5,230,0,3,1,228,0,2,4,230,0,4,0,227,0,2,5,200,0,8,26,224,1,5,4,201,0,9,24,0,2,24,208,210,0,10,14,0,2,90,142,144,0,21,69,213,6,15,0,213,4,17,0,230,0,4,0,23,2,19,190,0,1,6,227,0,0,6,1,123,67,27,10,6,11,98,99,20,6,9,136,72,11,6,7,127,79,15,6,12,107,90,19,6,11,60,86,71,0,215,5,3,11,215,7,0,12,215,4,5,10,215,6,3,10,215,7,0,12,215,6,2,11,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,0,4,101,129,0,5,163,66,0,4,96,134,0,4,78,152,0,6,5,223,0,4,18,212,0,0,84,150,150,0,45,21,8,10,0,0,0,11,59,164,0,0,233,1,0,1,51,182,0,0,193,31,4,0,0,6,0,2,56,39,61,76,0,3,102,95,27,7,0,0,49,185,0,0,1,43,188,2,133,0,99,2,71,0,162,1,138,1,95,0,156,0,68,10,229,1,3,1,216,0,17,1,0,2,4,6,31,67,124,0,2,5,4,36,63,124,0,1,124,86,16,7,0,0,24,45,74,91,0,0,48,76,73,37,110,3,108,13,110,43,29,52,110,35,43,46,0,2,158,74,160,0,34,40,200,3,2,0,2,4,4,0,19,42,1,4,24,8,17,2,14,21,7,0,4,16,14,9,7,44,0,3,104,127,0,0,0,0,0,0,0,234,0,0,0,5,7,120,59,43,5,4,10,54,113,41,7,3.2413793103448274,2.7150121728339873,2.15,1.1367080817685316,10.46808510638298,3.127255131232464,2.721461187214612,1.2779160437098602
PRT,Portugal,5,2021-01-13,2021-01-13,168,0,0,0,0,31,167,564302.3029555873,164,4,2,162,5,12,151,4,1,163,4,16,148,5,19,144,5,6,157,5,6,157,5,2,161,5,1,162,5,1,162,5,2,161,4,14,150,6,6,156,5,19,144,166,0,1,1,156,0,3,9,167,0,0,1,152,0,5,11,149,1,4,14,162,0,3,3,162,0,2,4,166,0,1,1,167,0,0,1,167,0,0,1,166,0,1,1,154,1,5,8,162,1,0,5,149,1,7,11,0,1,18,149,150,0,3,15,0,0,57,111,111,1,10,46,158,2,7,1,158,2,8,0,166,0,2,0,11,2,12,143,0,0,3,165,0,0,3,0,92,49,15,9,3,15,69,71,10,3,14,106,38,7,3,12,101,44,8,3,16,80,56,13,3,20,36,64,45,0,156,6,2,4,156,6,2,4,156,4,3,5,156,7,1,4,156,7,1,4,156,5,1,6,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,0,7,63,98,0,1,128,39,0,4,70,94,0,5,55,108,0,6,3,159,0,6,15,147,0,0,65,103,103,0,37,13,9,6,0,1,1,3,43,120,0,1,167,0,0,0,23,145,0,0,146,14,2,0,0,6,0,0,39,32,34,63,0,3,72,73,17,3,0,0,41,127,0,0,8,32,128,0,105,1,60,2,40,2,126,0,98,1,68,1,113,0,48,7,165,0,2,1,153,1,14,0,0,0,0,4,22,50,92,0,0,1,3,26,39,99,0,3,99,50,12,4,0,0,18,33,57,60,0,0,36,53,43,36,79,9,71,9,79,39,17,33,79,31,36,22,0,2,90,76,92,0,29,47,139,3,4,0,1,3,1,2,15,49,1,1,9,4,11,5,6,11,3,1,3,8,20,6,3,27,0,2,74,90,1,1,0,0,0,0,0,0,168,0,0,3,9,99,26,31,3,7,8,45,75,21,9,3.297872340425532,2.3766517699323693,1.8571428571428572,1.3506205330054124,9.890625,3.554379299501449,2.221476510067114,1.0957265736061423
