ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AUS,Australia,7,2021-01-03,2021-01-01,100,0,0,0,0,0,99,1036862.458963931,91,1,0,99,2,5,93,1,3,96,1,15,84,1,7,92,0,11,89,1,2,97,1,3,96,1,1,98,1,1,98,1,2,97,2,4,94,1,1,98,1,5,94,100,0,0,0,95,0,2,3,97,0,0,3,85,0,2,13,93,0,1,6,89,0,3,8,98,0,0,2,97,0,1,2,99,0,0,1,99,0,0,1,98,0,0,2,96,0,0,4,99,0,1,0,95,1,1,3,0,1,0,99,100,0,0,0,5,30,65,70,2,3,25,97,0,3,0,97,0,3,0,100,0,0,0,10,3,0,87,100,0,0,0,0,0,0,0,61,32,6,1,0,13,41,40,6,0,10,63,25,2,0,15,50,29,6,0,8,63,27,2,0,20,20,39,21,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,59,4,0,37,59,4,0,37,59,4,0,37,59,4,1,36,59,4,5,32,59,4,1,36,59,4,1,36,95,0,0,5,95,0,0,5,95,0,0,5,95,0,0,5,95,0,1,4,0,2,11,87,0,1,63,36,0,2,46,52,0,2,49,49,0,1,15,84,0,2,6,92,0,1,52,47,48,0,31,13,2,6,0,3,0,6,33,58,0,3,97,0,0,3,11,86,0,0,18,15,6,9,42,10,0,0,36,27,26,11,0,3,17,37,23,20,100,100,89,1,2,8,37,7,27,29,54,5,15,26,51,4,6,39,85,1,7,7,94,2,3,1,0,1,3,0,4,8,84,0,0,0,0,6,17,77,0,1,12,29,31,27,0,0,0,4,6,90,0,0,1,9,17,73,90,6,3,1,90,8,0,2,90,4,4,2,0,4,7,89,11,0,8,81,92,0,0,1,1,1,0,0,5,85,0,1,1,1,1,0,0,3,1,0,1,1,0,0,2,3,0,7,49,44,0,0,0,0,0,0,0,0,0,0,100,6,8,35,32,19,6,5,30,23,24,8,4,6.448275862068965,9.190780344984516,0,0,12.301075268817204,4.239526599486231,2.0714285714285716,1.454413426960586
AUS,Australia,-99,2021-01-04,2021-01-03,100,0,0,0,0,8,87,1112895.1151426684,0,2,0,98,0,15,85,2,5,93,2,18,80,0,12,88,2,21,77,1,10,89,2,6,92,1,7,92,2,2,96,2,2,96,1,16,83,1,2,97,1,11,88,100,0,0,0,85,1,9,5,95,1,1,3,82,1,3,14,88,1,6,5,79,1,3,17,90,1,5,4,94,0,2,4,93,2,1,4,98,0,0,2,98,0,0,2,84,1,4,11,98,0,1,1,89,0,6,5,13,0,7,80,95,4,1,16,2,30,52,71,1,4,24,96,0,4,0,96,0,4,0,100,0,0,0,25,1,4,70,100,0,0,0,0,0,20,2,33,31,11,3,37,3,22,35,3,37,4,31,25,3,37,4,28,27,4,37,4,27,28,4,37,5,5,32,21,0,96,3,0,1,96,2,1,1,96,3,0,1,96,3,0,1,96,2,1,1,96,2,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,40,3,24,33,40,2,38,20,40,1,32,27,40,2,32,26,40,2,16,42,40,3,7,50,47,1,30,22,70,0,20,4,4,2,53,1,1,2,14,29,53,0,46,1,62,2,4,32,62,1,9,5,3,7,11,2,62,0,8,12,14,4,64,1,8,18,6,3,100,100,76,1,10,13,62,0,20,18,68,0,14,18,68,0,7,25,84,0,5,11,93,0,2,5,67,1,3,1,3,5,20,67,1,3,1,3,3,22,76,1,4,9,8,2,76,0,0,1,6,17,76,0,0,8,7,9,94,0,6,0,94,0,1,5,94,0,2,4,80,0,4,16,84,0,13,3,98,0,0,0,0,0,0,0,2,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.382352941176471,6.633316762042737,1.2,0.44721359549995787,0,0,0,0
AUS,Australia,1,2021-01-04,2021-01-03,100,0,0,0,0,9,100,833656.6329170858,97,0,1,99,0,11,89,0,3,97,0,30,70,0,19,81,0,17,83,0,10,90,0,2,98,0,4,96,0,1,99,0,4,96,0,27,73,0,1,99,0,13,87,99,0,1,0,89,0,3,8,97,0,0,3,70,0,4,26,81,0,6,13,83,0,6,11,90,0,5,5,98,0,1,1,96,1,1,2,99,0,1,0,96,0,0,4,73,0,6,21,99,0,1,0,87,0,5,8,0,0,5,95,95,3,2,0,0,45,55,55,0,7,38,93,0,5,2,93,0,7,0,100,0,0,0,7,0,8,85,100,0,0,0,0,0,0,0,47,31,17,5,0,0,49,46,5,0,1,69,26,4,0,0,56,37,7,0,0,55,36,9,0,0,20,50,30,0,92,0,0,8,92,0,0,8,92,0,0,8,92,0,1,7,92,0,0,8,92,0,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,41,59,0,0,72,28,0,0,63,37,0,0,71,29,0,0,32,68,0,0,21,79,0,0,62,38,38,0,35,15,6,6,0,0,1,11,35,53,0,0,100,0,0,0,10,90,0,0,27,14,9,10,37,3,0,0,10,21,40,29,0,0,12,36,31,21,100,100,59,1,18,22,28,3,35,34,37,3,27,33,29,3,21,47,68,2,10,20,79,1,13,7,0,0,3,9,20,19,49,0,0,5,9,19,18,49,0,1,9,32,38,20,0,0,2,6,21,71,0,0,7,21,27,45,72,0,23,5,72,3,4,21,72,4,7,17,0,0,61,39,61,0,21,18,79,0,2,1,5,2,0,1,10,18,0,0,14,3,7,0,0,8,2,2,6,3,0,1,2,34,0,1,33,64,2,0,0,0,100,0,0,0,0,0,0,1,1,45,42,11,1,0,12,26,34,17,10,4.741379310344827,5.667885353455493,1.8000000000000003,0.8366600265340757,12.829896907216495,4.029117070061525,3.2959183673469385,1.4445716639324206
AUS,Australia,2,2021-01-04,2021-01-03,100,0,0,0,0,7,100,710055.7977439127,97,0,0,100,0,8,92,0,3,97,0,25,75,0,13,87,0,29,71,0,5,95,0,0,100,1,4,95,0,0,100,0,5,95,0,24,76,0,0,100,0,14,86,100,0,0,0,92,0,5,3,97,0,1,2,75,0,6,19,87,0,3,10,71,0,7,22,95,0,2,3,100,0,0,0,96,0,3,1,100,0,0,0,95,0,2,3,76,0,4,20,100,0,0,0,86,0,5,9,0,0,3,97,97,1,2,0,1,44,55,56,0,2,42,98,0,2,0,98,0,2,0,100,0,0,0,3,0,2,95,100,0,0,0,0,0,0,0,48,29,11,12,0,0,29,65,6,0,0,53,39,8,0,0,44,43,13,0,0,43,45,12,0,0,13,58,29,0,98,0,0,2,98,0,1,1,98,0,1,1,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,39,61,0,0,78,22,0,1,61,38,0,0,58,42,0,0,16,84,0,0,10,90,0,0,52,48,48,0,31,12,3,6,0,1,0,11,30,58,0,0,100,0,0,1,14,85,0,0,14,12,10,13,47,4,0,0,13,19,54,14,0,1,13,29,38,19,100,100,61,0,15,24,22,0,35,43,39,0,17,44,42,0,9,49,84,0,0,16,90,0,4,6,0,1,2,0,14,23,60,0,0,1,6,14,16,63,0,0,17,32,30,21,0,0,1,6,12,81,0,0,4,18,32,46,78,0,19,3,78,1,4,17,78,0,8,14,0,0,66,34,66,0,22,12,78,0,0,0,2,3,3,2,12,12,0,0,5,4,17,0,2,15,5,2,3,9,4,2,0,20,0,1,28,71,0,0,0,0,0,100,0,0,0,0,0,3,2,60,27,8,3,1,36,26,19,12,3,4.194230769230769,6.6880758234496085,2.3333333333333335,2.309401076758503,13.053763440860216,5.680564866657282,2.9263157894736844,1.4457723053062657
AUS,Australia,3,2021-01-04,2021-01-03,100,0,0,0,0,7,100,907958.4791338474,99,0,0,100,0,10,90,0,2,98,0,18,82,0,10,90,0,20,80,0,4,96,0,2,98,0,4,96,0,0,100,0,5,95,0,23,77,0,0,100,0,6,94,100,0,0,0,90,0,2,8,98,0,0,2,82,0,1,17,90,0,2,8,80,0,3,17,96,0,2,2,98,0,0,2,96,0,2,2,100,0,0,0,95,0,0,5,77,0,6,17,100,0,0,0,94,0,1,5,0,0,4,96,96,2,2,0,1,43,56,57,0,6,37,94,0,6,0,94,0,6,0,100,0,0,0,7,1,3,89,100,0,0,0,0,0,0,0,54,29,12,5,0,0,24,75,1,0,1,52,43,4,0,0,48,47,5,0,0,47,45,8,0,0,18,57,25,0,97,0,2,1,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,26,74,0,0,65,35,0,0,58,42,0,0,56,44,0,0,22,78,0,0,13,87,0,0,54,46,46,0,32,14,5,3,0,0,2,6,41,51,0,1,99,0,0,0,16,84,0,0,21,14,5,9,47,4,0,0,15,24,47,14,0,0,12,43,34,11,100,100,74,0,7,19,35,0,26,39,42,0,18,40,44,0,8,48,78,0,4,18,87,0,9,4,0,0,1,4,11,13,71,0,0,0,4,13,18,65,0,0,11,45,28,16,0,0,2,6,19,73,0,0,6,16,36,42,78,1,15,6,78,2,2,18,78,0,10,12,0,0,62,38,62,0,27,11,73,0,0,1,0,0,3,4,19,11,0,1,6,3,11,0,4,9,1,1,3,15,11,1,4,19,0,2,44,52,0,2,0,0,0,0,100,0,0,0,0,1,1,62,25,11,1,0,14,30,32,19,4,4.3,6.148668347616384,1.7500000000000002,0.9574271077563381,13.938775510204081,4.098821370771988,3.3265306122448974,1.4198555916413067
AUS,Australia,4,2021-01-04,2021-01-03,100,0,0,0,0,7,100,933161.0486805999,97,1,0,99,2,4,94,1,0,99,1,14,85,1,6,93,1,17,82,1,3,96,1,0,99,1,1,98,0,2,98,1,3,96,1,14,85,1,0,99,1,5,94,100,0,0,0,96,0,2,2,100,0,0,0,86,0,4,10,94,0,2,4,83,0,7,10,97,0,1,2,100,0,0,0,99,0,1,0,98,0,1,1,97,0,2,1,86,0,4,10,100,0,0,0,95,0,2,3,0,0,4,96,96,3,1,0,1,40,59,60,0,11,29,89,0,11,0,89,0,11,0,100,0,0,0,12,0,2,86,100,0,0,0,0,0,0,0,53,26,16,5,0,0,27,66,7,0,1,54,39,6,0,1,50,40,9,0,3,48,40,9,0,2,13,58,27,0,98,0,1,1,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,30,69,0,1,67,32,0,2,51,47,0,0,55,45,0,2,14,84,0,1,8,91,0,0,47,53,53,0,32,8,2,5,0,0,1,4,27,68,0,0,98,2,0,0,19,81,0,0,18,17,8,6,50,1,0,0,17,28,40,15,0,1,14,41,33,11,100,100,70,1,13,16,33,0,29,38,49,0,21,30,45,1,13,41,86,1,5,8,92,1,3,4,0,0,3,3,3,11,80,0,0,3,4,10,12,71,0,0,9,39,30,22,0,0,2,5,18,75,0,0,6,15,26,53,79,0,16,5,79,4,5,12,79,1,10,10,0,0,60,40,60,0,21,19,79,1,0,2,1,0,0,1,16,19,0,3,3,2,9,4,1,13,2,1,2,13,5,2,4,17,0,0,41,56,0,3,0,0,0,0,0,100,0,0,0,1,2,52,30,15,1,2,11,21,41,19,5,5.9,7.702887949244795,1.7500000000000002,0.5,14.43157894736842,3.422866260584825,3.15625,1.6047831465242963
AUS,Australia,5,2021-01-04,2021-01-03,100,1,6034.06118689834,1,6034.06118689834,1,100,761012.5207570896,97,0,2,98,0,11,89,0,1,99,0,12,88,0,16,84,0,16,84,0,2,98,0,2,98,0,1,99,0,0,100,0,3,97,0,11,89,0,1,99,0,4,96,98,1,0,1,89,1,3,7,99,0,0,1,88,1,1,10,84,1,3,12,84,1,7,8,98,1,1,0,98,0,1,1,99,0,0,1,100,0,0,0,97,1,1,1,89,1,2,8,99,0,0,1,96,0,1,3,0,0,1,99,99,1,0,0,0,36,64,64,2,7,27,93,0,6,1,93,0,7,0,100,0,0,0,9,1,0,90,100,0,0,0,0,0,0,0,58,30,9,3,0,2,24,66,8,0,2,61,36,1,0,2,51,39,8,0,2,56,42,0,0,4,14,55,27,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,31,68,0,0,71,29,0,1,62,37,0,0,65,35,0,0,16,84,0,1,6,93,0,0,60,40,40,0,41,11,2,6,0,2,1,7,28,62,0,0,99,1,0,2,16,82,0,0,22,11,10,5,50,2,0,0,21,23,42,14,0,1,16,38,30,15,100,100,69,1,11,19,29,1,31,39,38,1,24,37,35,1,18,46,84,0,3,13,94,0,0,6,0,0,1,1,4,10,84,0,1,0,3,7,19,70,0,0,8,42,31,19,0,0,1,1,20,78,0,0,6,21,27,46,73,1,19,7,73,3,9,15,73,2,13,12,0,0,40,60,40,0,27,33,73,1,3,1,2,1,1,0,18,33,0,0,1,2,9,2,2,12,2,3,4,4,5,4,2,15,0,1,42,57,0,0,0,0,0,0,0,0,100,0,0,3,3,52,23,19,3,1,22,25,21,26,2,5.435897435897436,8.100665573028298,1,0,13.402061855670103,3.7932500187131555,2.5638297872340425,1.3080274128058507
AUS,Australia,6,2021-01-04,2021-01-03,100,0,0,0,0,5,99,1065745.6813863318,93,0,0,100,0,5,95,0,1,99,0,12,88,0,11,89,0,13,87,0,1,99,0,4,96,0,0,100,0,1,99,0,2,98,0,5,95,0,0,100,0,7,93,100,0,0,0,95,0,2,3,99,1,0,0,88,0,0,12,89,0,3,8,87,0,4,9,99,0,1,0,96,0,2,2,100,0,0,0,99,0,1,0,98,0,1,1,95,0,0,5,100,0,0,0,93,0,2,5,0,1,2,97,98,1,1,0,5,27,68,73,1,4,22,96,0,4,0,96,0,4,0,100,0,0,0,10,2,0,88,100,0,0,0,0,0,0,0,56,27,11,6,0,10,19,65,6,0,6,46,43,5,0,5,45,43,7,0,4,52,37,7,0,7,16,56,21,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,13,86,0,1,66,33,0,1,54,45,0,1,53,46,0,1,15,84,0,2,7,91,0,0,44,56,56,0,30,6,3,5,0,0,0,5,34,61,0,0,100,0,0,3,13,84,0,0,21,14,16,4,39,6,0,0,27,19,40,14,0,0,10,37,34,19,100,100,87,1,5,7,34,2,32,32,46,2,22,30,47,2,16,35,85,0,9,6,93,1,2,4,0,0,1,0,3,9,87,0,0,1,0,5,15,79,0,0,14,20,41,25,0,1,1,1,10,87,0,0,1,13,21,65,86,1,6,7,86,2,4,8,86,3,6,5,0,1,23,76,24,0,10,66,90,0,0,1,0,0,0,0,9,67,0,3,1,2,5,0,1,8,0,0,3,3,0,1,1,5,0,2,42,56,0,0,0,0,0,0,0,0,0,100,0,4,1,46,26,23,4,1,24,31,26,10,4,5.824074074074074,7.517228549886259,2.5,0.7071067811865476,13.86734693877551,3.800807714217394,2.193548387096774,1.2270330468967485
AUS,Australia,7,2021-01-04,2021-01-01,100,0,0,0,0,0,99,1036911.1082270626,91,1,0,99,2,5,93,1,3,96,1,14,85,1,7,92,0,11,89,1,2,97,1,3,96,1,1,98,1,1,98,1,2,97,2,4,94,1,1,98,1,5,94,100,0,0,0,95,0,2,3,97,0,0,3,86,0,2,12,93,0,1,6,89,0,3,8,98,0,0,2,97,0,1,2,99,0,0,1,99,0,0,1,98,0,0,2,96,0,0,4,99,0,1,0,95,1,1,3,0,1,0,99,100,0,0,0,5,31,64,69,2,4,25,96,0,4,0,96,0,4,0,100,0,0,0,11,3,0,86,100,0,0,0,0,0,0,0,61,32,6,1,0,13,42,39,6,0,10,63,25,2,0,15,50,29,6,0,8,63,27,2,0,20,20,39,21,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,60,3,0,37,60,3,0,37,60,3,0,37,60,3,1,36,60,3,5,32,60,3,1,36,60,3,1,36,95,0,0,5,95,0,0,5,95,0,0,5,95,0,0,5,95,0,1,4,0,2,11,87,0,1,63,36,0,2,46,52,0,2,49,49,0,1,15,84,0,2,6,92,0,1,52,47,48,0,31,13,2,6,0,3,0,6,34,57,0,3,97,0,0,2,12,86,0,0,19,15,6,9,41,10,0,0,36,28,25,11,0,3,16,37,24,20,100,100,89,1,2,8,37,7,28,28,54,5,15,26,51,4,6,39,85,1,7,7,94,2,3,1,0,1,3,0,4,8,84,0,0,0,0,6,17,77,0,1,12,28,32,27,0,0,0,4,6,90,0,0,1,9,17,73,90,6,3,1,90,8,0,2,90,4,4,2,0,4,7,89,11,0,8,81,92,0,0,1,1,1,0,0,5,85,0,1,1,1,1,0,0,3,1,0,1,1,0,0,2,3,0,6,50,44,0,0,0,0,0,0,0,0,0,0,100,6,8,35,31,20,6,5,30,23,25,7,4,6.678571428571428,9.273832446942755,0,0,12.333333333333334,4.263937079776137,2.0595238095238093,1.4508094165953358
AUS,Australia,-99,2021-01-13,2021-01-13,261,1,8617.93682875952,1,8617.93682875952,10,214,2926204.1794134383,0,3,2,256,4,28,229,4,7,250,2,50,209,4,39,218,2,43,216,3,17,241,3,11,247,4,13,244,3,5,253,2,11,248,3,45,213,3,6,252,3,38,220,259,0,1,1,233,2,12,14,254,2,1,4,211,2,14,34,222,2,12,25,218,2,14,27,244,0,8,9,250,1,7,3,248,1,4,8,256,0,4,1,250,0,6,5,216,1,13,31,255,0,2,4,223,2,13,23,46,1,8,206,256,4,1,57,4,75,125,187,2,11,61,250,0,11,0,250,0,11,0,261,0,0,0,80,2,4,175,68,1,0,190,2,0,82,1,80,56,28,14,104,8,62,69,18,104,11,81,54,11,104,10,80,46,21,104,7,77,54,19,104,9,22,72,54,0,259,0,0,2,259,0,0,2,259,0,0,2,259,0,1,1,259,0,0,2,259,0,0,2,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,128,3,51,79,128,3,101,29,128,2,87,44,128,3,78,52,128,3,27,103,128,3,19,111,145,1,65,50,196,1,40,12,4,8,157,1,0,3,29,71,157,1,103,0,168,0,24,69,168,0,31,8,10,12,31,1,168,0,28,22,24,19,172,2,17,30,29,11,261,261,213,2,20,26,166,4,51,40,180,3,37,41,186,2,29,44,238,3,9,11,244,1,10,6,189,0,0,4,5,6,57,189,0,2,3,5,13,49,209,1,9,15,15,12,209,0,2,4,11,35,209,0,3,12,13,24,249,1,5,6,249,3,0,9,249,2,3,7,215,0,15,31,230,0,15,16,260,0,0,0,0,0,0,0,1,251,0,1,1,1,0,0,2,2,1,0,0,0,1,0,1,0,261,0,0,0,0,0,261,0,0,0,0,0,0,0,0,261,0,0,0,0,261,0,0,0,0,0,0,5.597560975609756,7.205724329553554,1.4,0.5477225575051661,0,0,0,0
AUS,Australia,1,2021-01-13,2021-01-13,157,0,0,0,0,9,157,1455167.5186678658,157,1,0,156,1,17,139,1,2,154,1,39,117,1,25,131,0,32,125,1,12,144,1,6,150,1,9,147,1,1,155,1,6,150,1,40,116,1,1,155,1,33,123,157,0,0,0,140,1,1,15,155,0,0,2,118,1,8,30,132,0,8,17,125,1,6,25,145,1,4,7,151,0,3,3,148,0,3,6,156,0,1,0,151,0,1,5,117,1,5,34,156,0,1,0,124,1,8,24,0,0,7,150,150,6,1,0,0,60,97,97,0,9,51,148,0,9,0,148,0,8,1,157,0,0,0,9,0,8,140,0,0,1,155,1,0,1,0,70,54,24,8,1,0,68,78,10,1,1,93,53,9,1,1,82,60,13,1,1,78,59,18,1,1,24,80,51,0,149,2,0,6,149,2,0,6,149,2,0,6,149,0,5,3,149,2,2,4,149,2,0,6,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,0,1,90,66,0,0,104,53,0,1,93,63,0,1,111,45,0,1,33,123,0,1,29,127,0,0,102,55,55,0,61,22,10,9,0,0,2,16,65,74,0,0,157,0,0,2,29,126,0,0,43,33,19,5,55,2,0,0,27,26,67,37,0,0,27,50,56,24,157,157,67,0,55,35,53,0,60,44,64,1,48,44,46,0,37,74,124,0,14,19,128,0,21,8,0,0,2,10,29,36,80,0,0,3,15,31,35,73,0,0,27,43,59,28,0,0,3,14,22,118,0,0,11,24,47,75,122,0,27,8,122,2,4,29,122,2,8,25,0,0,102,55,102,0,29,26,128,0,6,2,6,1,0,0,14,26,0,4,19,6,9,2,4,20,4,3,5,5,7,1,3,39,0,2,57,96,2,0,0,0,157,0,0,0,0,0,0,0,5,76,58,18,0,0,16,39,53,32,17,4.959183673469389,7.55450076450905,1.2857142857142858,0.4879500364742666,12.683006535947712,3.89489866852976,3.2913907284768213,1.2784855831465076
