ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BO,BOL,Bolivia,2,2020-12-25,2020-12-24,100,3,17533.81961673907,2,12956.086339667501,43,100,1108969.1943113878,96,3,5,92,3,17,80,2,6,92,3,19,78,2,36,62,2,22,76,2,23,75,3,14,83,2,9,89,3,3,94,3,14,83,2,24,74,3,6,91,1,30,69,95,0,4,1,83,1,9,7,94,0,6,0,81,0,14,5,64,1,20,15,78,0,17,5,77,0,15,8,86,1,11,2,91,0,6,3,97,1,1,1,86,0,9,5,76,1,12,11,94,0,4,2,70,1,19,10,0,0,23,77,77,0,12,11,0,2,32,66,68,0,10,22,90,3,6,1,90,0,6,3,1,94,1,3,2,0,12,4,17,67,100,0,0,0,0,0,0,34,43,12,11,0,6,54,23,17,0,8,63,17,12,0,6,54,26,14,0,7,41,34,18,0,8,10,22,60,83,3,12,2,83,1,12,4,83,2,14,1,83,6,3,8,83,5,3,9,83,3,7,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,52,43,0,3,78,19,0,6,38,56,0,2,55,43,0,6,40,54,0,1,56,43,0,0,68,32,32,0,37,12,10,9,0,0,3,21,41,35,0,2,98,0,0,0,19,81,0,0,66,18,2,8,1,5,0,0,25,20,31,24,0,3,26,46,20,5,100,100,48,2,46,4,22,1,73,4,62,1,31,6,45,1,35,19,60,1,28,11,44,0,52,4,0,1,3,5,14,28,49,0,1,1,10,11,40,37,0,1,51,30,7,11,0,0,17,32,28,23,0,1,34,38,17,10,28,4,58,10,28,8,48,16,28,9,42,21,0,2,63,35,65,0,15,20,85,0,6,0,0,3,2,0,4,22,0,4,4,8,8,0,1,7,2,1,5,4,2,1,6,25,0,0,63,35,1,1,0,0,0,100,0,0,0,0,0,3,1,78,15,3,3,2,16,15,33,13,18,2.6857142857142855,1.773744562290954,2.0526315789473686,1.4709665835968129,12.655555555555557,6.244388242202018,2.763440860215054,1.7282678527707998
BO,BOL,Bolivia,3,2020-12-25,2020-12-24,100,0,0,0,0,69,100,986471.2363868695,97,5,3,92,3,6,91,4,4,92,2,18,80,2,17,81,4,12,84,2,15,83,4,5,91,3,6,91,3,6,91,1,14,85,2,26,72,4,3,93,3,20,77,97,0,3,0,94,1,3,2,96,0,3,1,82,0,12,6,83,1,11,5,88,1,7,4,85,2,7,6,95,1,4,0,94,0,3,3,94,0,4,2,86,0,9,5,74,1,16,9,97,0,2,1,80,1,12,7,0,0,28,72,72,0,14,14,0,0,38,62,62,0,9,29,91,1,7,1,91,0,4,5,0,96,0,4,0,0,9,0,19,72,100,0,0,0,0,0,0,40,34,10,16,0,5,52,24,19,0,4,56,23,17,0,6,41,22,31,0,7,39,26,28,0,7,9,16,68,81,6,4,9,81,7,1,11,81,5,8,6,81,7,5,7,81,8,4,7,81,6,6,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,54,42,0,3,88,9,0,6,43,51,0,5,50,45,0,6,25,69,0,2,44,54,0,2,55,43,45,0,29,14,9,3,0,0,0,17,34,49,0,0,100,0,0,0,15,85,0,0,84,12,3,0,0,1,0,0,23,26,32,19,0,2,30,52,14,2,100,100,46,1,52,1,12,0,88,0,57,0,41,2,50,0,32,18,75,0,22,3,56,0,44,0,0,1,1,2,14,32,50,0,0,1,2,15,35,47,0,0,50,36,13,1,0,0,23,24,32,21,0,0,36,36,16,12,28,9,51,12,28,13,41,18,28,15,36,21,0,0,65,35,65,0,18,17,82,3,3,0,1,0,2,2,7,17,0,3,7,6,6,4,3,8,5,0,7,5,4,0,1,24,0,1,57,42,0,0,0,0,0,0,100,0,0,0,0,1,4,85,8,2,1,3,19,27,32,12,6,3.0555555555555554,1.9368976036548822,2.782608695652174,1.9295906711276272,11.441758241758242,7.097637571506388,3.1789473684210527,1.6757275166226775
BO,BOL,Bolivia,4,2020-12-25,2020-12-24,100,0,0,0,0,52,100,1132898.8190723627,97,2,0,98,2,6,92,2,4,94,1,17,82,1,18,81,2,14,84,2,9,89,2,6,92,2,5,93,1,2,97,2,11,87,1,24,75,1,4,95,2,17,81,100,0,0,0,94,1,3,2,96,1,3,0,83,1,11,5,82,1,10,7,86,0,9,5,91,1,5,3,94,0,2,4,95,0,4,1,98,0,1,1,89,1,6,4,76,1,14,9,96,1,3,0,83,1,10,6,0,0,25,75,75,0,9,16,0,2,39,59,61,0,11,28,89,3,8,0,89,0,9,2,0,91,0,6,3,0,13,2,15,70,100,0,0,0,0,0,0,37,36,12,15,0,5,50,24,21,0,8,60,21,11,0,11,49,20,20,0,10,38,30,22,0,13,6,15,66,85,4,8,3,85,6,2,7,85,5,6,4,85,6,5,4,85,7,0,8,85,5,6,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,39,59,0,0,85,15,0,5,38,57,0,4,34,62,0,5,28,67,0,2,47,51,0,0,57,43,43,0,31,15,7,4,0,0,0,12,36,52,0,1,99,0,0,2,17,81,0,0,90,6,3,0,0,1,0,0,21,27,35,17,0,1,31,50,15,3,100,100,61,0,39,0,15,0,85,0,62,0,37,1,66,0,25,9,72,0,23,5,53,0,47,0,0,0,0,6,17,32,45,0,0,0,7,13,36,44,0,2,47,40,7,4,0,1,7,35,35,22,0,0,18,48,24,10,34,8,46,12,34,13,43,10,34,18,34,14,0,0,52,48,52,0,30,18,70,2,4,2,1,7,0,0,14,18,0,5,4,10,14,1,2,2,3,2,6,6,6,0,3,18,0,3,62,35,0,0,0,0,0,0,0,100,0,0,0,3,1,89,3,4,3,1,14,22,32,19,9,3.056603773584906,2.1609746228854045,2.2857142857142856,1.2705454396776663,13.010752688172044,6.244118317083466,3.09375,1.8472062831832237
BO,BOL,Bolivia,5,2020-12-25,2020-12-22,100,1,8828.12087700028,0,0,32,100,1008101.8606594611,92,1,2,97,3,9,88,2,6,92,3,15,82,0,15,85,0,13,87,0,10,90,2,4,94,0,5,95,2,2,96,1,6,93,2,24,74,1,4,95,0,15,85,98,0,2,0,91,0,7,2,94,0,6,0,85,0,10,5,85,0,10,5,87,0,8,5,90,0,6,4,96,0,3,1,95,0,5,0,98,0,2,0,94,0,6,0,76,0,15,9,96,0,4,0,85,0,6,9,0,0,15,85,85,0,2,13,0,2,42,56,58,0,7,35,93,2,5,0,93,0,5,2,0,95,0,3,2,0,9,0,17,74,100,0,0,0,0,0,0,33,28,22,17,0,6,50,20,24,0,10,53,17,20,0,7,47,16,30,0,8,42,22,28,0,13,10,12,65,83,5,9,3,83,7,7,3,83,4,10,3,83,6,4,7,83,6,4,7,83,7,2,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,39,57,0,2,83,15,0,7,33,60,0,3,37,60,0,2,20,78,0,2,38,60,0,0,62,38,38,0,38,14,6,4,0,0,1,9,41,49,0,0,100,0,0,1,21,78,0,0,89,7,0,0,2,2,0,0,24,32,26,18,0,1,32,53,13,1,100,100,61,0,39,0,17,0,80,3,67,0,32,1,63,0,24,13,80,0,17,3,62,0,37,1,0,1,0,3,15,27,54,0,0,0,3,12,26,59,0,3,36,36,18,7,0,0,10,33,30,27,0,1,24,34,30,11,42,4,48,6,42,12,39,7,42,11,37,10,0,0,44,56,44,0,27,29,73,3,2,0,1,2,1,0,18,29,0,2,4,4,12,3,0,3,4,2,8,4,6,1,2,16,0,2,68,30,0,0,0,0,0,0,0,0,100,0,0,7,0,86,3,4,7,0,14,14,46,17,2,2.761904761904762,2.0578170272251484,2.7,1.2516655570345725,13.260416666666666,6.236133740955827,2.7888888888888888,1.5970087519508902
BO,BOL,Bolivia,-99,2020-12-26,2020-12-26,198,8,68489.37342654812,2,12628.10471559456,75,149,2122291.039064117,0,11,19,168,11,29,158,14,11,173,11,46,141,12,37,149,13,49,136,11,41,146,11,28,159,12,27,159,13,12,173,13,37,148,11,60,127,13,14,171,10,59,129,179,1,11,7,169,4,21,4,187,1,5,5,152,2,23,21,161,0,16,21,149,3,24,22,157,4,19,18,170,1,18,9,171,1,16,10,186,1,7,4,161,5,22,10,138,4,35,21,184,0,6,8,139,4,33,22,45,4,41,108,161,2,19,16,56,7,51,84,148,1,17,32,181,8,9,0,181,1,11,5,0,187,0,7,4,0,83,1,30,84,198,0,0,0,0,70,3,51,36,22,16,89,9,55,27,18,89,16,50,27,16,89,13,53,24,19,89,15,41,29,24,89,19,19,17,54,171,15,8,4,171,14,6,7,171,3,19,5,171,14,4,9,171,16,3,8,171,13,6,8,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,96,7,43,52,96,5,80,17,96,9,38,55,96,8,53,41,96,9,29,64,96,8,50,44,103,1,63,31,135,0,36,20,1,6,107,2,1,16,35,37,107,4,85,2,122,1,14,61,122,1,55,14,1,4,1,0,122,0,15,29,19,13,127,1,20,33,14,3,198,198,158,4,33,3,121,4,69,4,162,5,30,1,145,4,27,22,169,2,22,5,150,3,42,3,143,0,1,5,6,14,29,143,0,0,5,10,19,21,154,4,17,12,3,8,154,2,11,15,6,10,154,1,17,11,8,7,174,2,18,4,174,6,16,2,174,5,13,6,163,1,16,18,180,0,12,6,195,1,1,0,1,0,0,0,0,182,2,1,2,0,0,0,1,0,1,0,5,0,1,0,1,2,198,0,0,0,0,0,198,0,0,0,0,0,0,0,0,198,0,0,0,0,198,0,0,0,0,0,0,2.7443181818181817,1.8891619472967098,2.1,1.7684982914598906,0,0,0,0
BO,BOL,Bolivia,1,2020-12-26,2020-12-25,100,2,15245.21720999866,2,15245.21720999866,39,100,887049.4100121021,96,3,11,86,3,18,79,2,6,92,2,34,64,1,33,66,3,31,66,2,25,73,2,10,88,3,23,74,3,13,84,3,34,63,2,46,52,3,14,83,3,46,51,89,0,7,4,82,0,9,9,94,0,2,4,66,0,13,21,67,0,17,16,69,0,20,11,75,0,15,10,90,0,5,5,77,0,16,7,87,0,8,5,66,0,22,12,54,0,26,20,86,0,7,7,54,0,26,20,0,0,19,81,81,0,10,9,0,0,21,79,79,0,3,18,97,0,3,0,97,0,3,0,0,97,0,3,0,0,3,1,31,65,100,0,0,0,0,0,0,32,43,19,6,0,2,42,42,14,0,7,43,38,12,0,5,48,29,18,0,4,33,39,24,0,6,8,26,60,69,6,13,12,69,7,10,14,69,5,14,12,69,8,12,11,69,9,4,18,69,7,12,12,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,31,66,0,0,76,24,0,3,49,48,0,4,67,29,0,4,36,60,0,2,63,35,0,1,69,30,31,0,50,11,3,5,0,1,1,31,42,25,0,1,99,0,0,1,11,88,0,0,67,21,5,5,1,1,0,0,8,42,35,15,0,1,15,55,26,3,100,100,69,0,27,4,24,0,67,9,51,0,43,6,33,0,38,29,64,0,27,9,37,0,59,4,0,0,1,10,23,29,37,0,0,8,17,27,26,22,0,2,52,34,10,2,0,0,17,33,34,16,0,0,35,32,25,8,33,3,52,12,33,6,38,23,33,8,35,24,0,0,42,58,42,0,19,39,81,0,6,0,4,5,1,1,2,39,0,5,13,5,2,2,0,0,2,0,2,2,1,1,1,25,0,0,46,52,0,2,0,0,100,0,0,0,0,0,0,3,0,82,7,8,3,0,11,23,26,22,15,2.988888888888889,1.8572327151711823,2.0526315789473686,1.393384536958932,9.141176470588235,5.4797309222618,2.9456521739130435,1.9293233479601684
BO,BOL,Bolivia,2,2020-12-26,2020-12-26,131,9,65880.84172576715,3,24317.48239433598,50,131,1065354.076082832,128,5,10,116,4,21,106,5,11,115,5,30,96,3,29,99,6,25,100,4,25,102,6,14,111,4,13,114,6,8,117,6,24,101,3,44,84,4,9,118,5,42,84,121,0,8,2,110,0,13,8,120,0,7,4,101,0,14,16,102,1,14,14,106,0,17,8,106,0,19,6,117,1,5,8,118,1,8,4,123,0,6,2,107,1,13,10,87,0,24,20,122,0,8,1,89,0,27,15,0,0,22,109,109,0,11,11,0,0,54,77,77,0,16,38,115,3,11,2,115,0,9,7,0,122,0,6,3,0,16,1,32,82,131,0,0,0,0,0,0,51,43,29,8,0,3,74,33,21,0,7,66,42,16,0,6,52,36,37,0,9,47,39,36,0,7,21,29,74,99,10,15,7,99,15,5,12,99,9,17,6,99,15,6,11,99,16,2,14,99,15,9,8,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,0,2,64,65,0,4,100,27,0,4,67,60,0,4,91,36,0,4,39,88,0,4,67,60,0,0,98,33,33,1,61,22,9,5,0,0,1,19,63,48,0,2,129,0,0,0,23,108,0,0,98,25,3,4,1,0,0,0,16,36,56,23,0,2,25,78,23,3,131,131,67,1,62,1,31,1,95,4,64,0,64,3,40,1,69,21,92,0,31,8,64,0,67,0,0,0,1,5,24,39,62,0,0,3,8,27,44,49,0,0,66,44,15,6,0,0,27,52,30,22,0,0,52,45,24,10,34,6,72,19,34,17,61,19,34,16,54,27,0,0,81,50,81,0,26,24,105,1,10,0,3,4,0,1,7,24,0,8,15,3,4,3,4,12,4,0,7,8,2,2,6,29,0,0,64,66,0,1,0,0,0,131,0,0,0,0,0,2,2,108,11,8,2,2,29,26,35,15,22,2.75,1.7891756272896622,2.4,1.187655806953123,11.621848739495798,6.230041483985528,3.224,1.7909449659237835
BO,BOL,Bolivia,3,2020-12-26,2020-12-25,100,5,29709.46092176718,3,22398.07173019795,65,100,757303.2261229733,94,4,6,90,4,19,77,3,7,90,2,27,71,3,26,71,4,21,75,4,17,79,3,10,87,2,16,82,3,5,92,4,6,90,3,33,64,4,10,86,3,31,66,94,2,4,0,81,2,12,5,93,1,5,1,73,3,21,3,74,4,13,9,79,1,14,6,83,2,11,4,90,1,8,1,84,3,9,4,95,1,4,0,94,1,5,0,67,4,22,7,90,1,8,1,69,3,21,7,0,0,28,72,72,0,14,14,0,1,41,58,59,4,18,19,82,8,8,2,82,0,12,6,0,88,0,8,4,0,23,0,21,56,100,0,0,0,0,0,0,37,31,21,11,0,10,42,27,21,0,10,43,26,21,0,7,42,26,25,0,9,38,19,34,0,12,9,12,67,79,10,6,5,79,10,4,7,79,5,11,5,79,11,4,6,79,10,2,9,79,7,8,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,37,60,0,4,68,28,0,7,33,60,0,7,52,41,0,6,16,78,0,5,30,65,0,0,72,28,28,0,38,22,9,3,0,2,1,11,38,48,0,1,99,0,0,1,22,77,0,0,80,13,4,1,1,1,0,0,14,34,36,16,0,0,24,57,16,3,100,100,63,0,35,2,32,0,63,5,67,1,29,3,48,0,28,24,84,0,10,6,70,0,28,2,0,1,0,5,19,26,49,0,1,2,4,19,29,45,0,0,44,41,8,7,0,0,17,32,35,16,0,0,35,38,17,10,27,5,58,10,27,11,50,12,27,14,42,17,0,1,65,34,66,0,15,19,85,0,4,0,2,3,3,0,3,20,0,1,6,5,8,3,5,4,4,0,4,9,5,0,2,24,0,4,50,45,0,1,0,0,0,0,100,0,0,0,0,4,0,85,8,3,4,0,20,28,31,11,6,3.1846153846153844,2.1205269664365543,2.5416666666666665,1.4738050920238275,12.927083333333334,6.494118459144667,3.1157894736842104,1.7434568125809216
BO,BOL,Bolivia,4,2020-12-26,2020-12-25,100,1,13424.843228831001,1,13424.843228831001,53,100,795140.2914958746,97,1,3,96,1,14,85,0,6,94,2,13,85,1,24,75,1,24,75,1,15,84,1,3,96,2,8,90,1,2,97,1,15,84,1,27,72,1,9,90,1,24,75,97,0,3,0,86,0,9,5,94,1,2,3,87,0,5,8,76,1,12,11,76,1,15,8,85,0,10,5,97,0,3,0,92,1,6,1,98,0,0,2,85,1,10,4,73,0,18,9,91,0,7,2,76,1,18,5,0,0,28,72,72,0,17,11,0,1,45,54,55,0,10,35,90,1,8,1,90,0,8,2,0,92,0,7,1,0,11,1,19,69,100,0,0,0,0,0,0,37,34,17,12,0,9,47,25,19,0,13,50,23,14,0,15,48,17,20,0,15,43,20,22,0,18,10,12,60,81,8,9,2,81,10,3,6,81,4,14,1,81,10,3,6,81,11,2,6,81,10,6,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,45,53,0,1,80,19,0,2,45,53,0,4,56,40,0,4,32,64,0,2,45,53,0,1,69,30,31,0,37,14,11,7,0,0,0,14,34,52,0,0,99,1,0,1,26,73,0,0,84,12,2,2,0,0,0,0,17,29,31,23,0,0,25,57,14,4,100,100,55,1,42,2,20,2,74,4,55,2,38,5,44,2,39,15,68,2,23,7,55,1,41,3,0,0,0,5,14,35,46,0,0,1,3,10,38,48,0,2,40,41,12,5,0,0,11,28,41,20,0,0,29,37,23,11,34,10,46,10,34,10,43,13,34,13,38,15,0,0,58,42,58,0,19,23,81,1,6,2,0,3,0,0,7,23,0,1,6,6,19,1,2,6,2,1,2,6,6,1,4,14,0,2,55,42,0,1,0,0,0,0,0,100,0,0,0,2,1,91,3,3,2,1,9,21,32,25,10,3.362068965517242,1.813190227796813,2.090909090909091,1.3419634126405238,13.326315789473684,6.627541030577033,3.3125,1.7610553056260567
BO,BOL,Bolivia,5,2020-12-26,2020-12-23,100,0,0,0,0,29,100,946170.4631644301,93,1,3,96,1,9,90,1,6,93,1,13,86,0,16,84,0,13,87,0,11,89,1,5,94,0,3,97,1,3,96,0,6,94,0,21,79,0,4,96,0,15,85,97,0,3,0,91,0,6,3,94,0,5,1,87,0,8,5,84,0,8,8,87,0,4,9,89,0,9,2,95,0,4,1,97,0,3,0,97,0,3,0,94,0,6,0,79,1,14,6,96,0,3,1,85,0,7,8,0,0,15,85,85,0,6,9,0,3,45,52,55,1,5,39,95,2,3,0,95,0,3,2,0,97,0,2,1,0,9,2,11,78,100,0,0,0,0,0,0,33,29,17,21,0,8,48,21,23,0,9,48,22,21,0,12,37,21,30,0,13,34,24,29,0,16,8,10,66,89,2,6,3,89,5,1,5,89,3,5,3,89,4,1,6,89,5,0,6,89,4,1,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,8,31,61,0,1,82,17,0,6,36,58,0,5,32,63,0,6,20,74,0,3,44,53,0,0,57,43,43,0,32,15,7,3,0,0,1,10,43,46,0,1,99,0,0,0,20,80,0,0,86,12,0,0,0,2,0,0,32,26,23,19,0,0,32,53,12,3,100,100,69,0,31,0,18,0,80,2,64,0,35,1,68,0,21,11,80,0,18,2,56,0,43,1,0,1,0,1,15,30,53,0,0,0,2,14,26,58,0,3,38,42,12,5,0,0,11,26,38,25,0,0,21,34,33,12,45,5,42,8,45,12,37,6,45,10,30,15,0,0,48,52,48,0,29,23,71,2,1,0,2,5,1,2,16,23,0,3,5,3,16,4,1,4,3,2,7,3,7,1,2,16,0,2,65,33,0,0,0,0,0,0,0,0,100,0,0,6,0,88,4,2,6,0,8,18,40,20,8,3.088888888888889,2.1513444234438213,2.5555555555555554,0.8819171036881969,12.402173913043478,6.428063100356836,3.108695652173913,1.7254177499518835
BO,BOL,Bolivia,-99,2020-12-27,2020-12-27,195,6,61686.49967529453,1,26436.3543846124,70,153,2060259.0031342315,0,16,13,166,13,37,145,18,10,167,15,36,144,15,40,140,14,36,145,12,35,148,21,23,151,15,25,155,14,14,167,12,36,147,12,63,120,18,22,155,14,61,120,182,3,7,3,158,1,21,15,185,0,5,5,159,1,21,14,155,5,14,21,159,5,18,13,160,2,21,12,172,0,10,13,170,3,15,7,181,4,7,3,159,5,21,10,132,4,36,23,173,4,13,5,134,7,40,14,41,1,37,116,167,0,16,12,52,5,55,83,140,4,17,34,178,5,12,0,178,0,11,6,0,185,0,8,2,0,79,5,30,81,195,0,0,0,0,64,1,48,45,16,21,89,14,57,19,16,89,20,52,23,11,89,18,52,18,18,89,24,39,22,21,89,25,20,17,44,166,17,6,6,166,19,6,4,166,12,11,6,166,14,9,6,166,17,6,6,166,17,8,4,195,0,0,0,195,0,0,0,195,0,0,0,195,0,0,0,195,0,0,0,195,0,0,0,195,0,0,0,195,0,0,0,195,0,0,0,195,0,0,0,195,0,0,0,195,0,0,0,96,9,38,52,96,8,67,24,96,12,34,53,96,8,46,45,96,12,28,59,96,11,44,44,107,3,45,40,150,0,29,9,1,6,117,1,2,23,22,30,117,6,70,2,130,2,12,51,130,0,51,9,0,3,1,1,130,1,14,24,17,9,135,4,16,18,18,4,195,195,160,3,28,4,132,4,56,3,162,3,27,3,153,2,26,14,169,2,16,8,153,2,37,3,142,1,0,4,3,12,33,142,0,1,3,8,16,25,150,2,16,15,6,6,150,1,9,13,11,11,150,1,13,16,10,5,173,3,18,1,173,3,15,4,173,5,13,4,162,0,19,14,181,0,10,4,188,1,1,0,1,0,0,0,4,174,1,1,1,3,0,0,1,4,0,0,1,2,0,0,1,6,195,0,0,0,0,0,195,0,0,0,0,0,0,0,0,195,0,0,0,0,195,0,0,0,0,0,0,3.011111111111111,1.9284647468000127,2.65,1.5652475842498528,0,0,0,0
