ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GBR,United Kingdom,6,2021-01-03,2021-01-03,272,1,41471.8896192818,1,41471.8896192818,76,270,5879427.771276495,262,2,2,268,2,30,240,4,8,260,2,47,223,3,64,205,2,50,220,3,14,255,4,9,259,3,9,260,3,2,267,2,10,260,3,44,225,5,13,254,4,23,245,270,1,1,0,242,1,6,23,264,1,2,5,225,3,13,31,208,4,22,38,222,3,15,32,258,2,2,10,263,2,6,1,263,2,5,2,270,0,0,2,262,1,6,3,228,3,18,23,259,2,8,3,249,3,12,8,0,2,31,239,241,0,2,29,0,5,85,182,187,0,11,74,261,0,10,1,261,1,0,10,0,272,0,0,0,16,5,10,241,272,0,0,0,0,0,0,0,229,26,10,7,0,11,87,163,11,0,9,137,121,5,0,12,135,112,13,0,13,117,125,17,0,20,40,142,70,0,262,5,2,3,262,6,1,3,262,7,0,3,262,6,1,3,262,6,2,2,262,5,1,4,272,0,0,0,272,0,0,0,272,0,0,0,272,0,0,0,272,0,0,0,272,0,0,0,272,0,0,0,272,0,0,0,272,0,0,0,272,0,0,0,272,0,0,0,272,0,0,0,0,1,15,256,0,1,108,163,0,1,11,260,0,1,54,217,0,1,4,267,0,1,10,261,0,2,43,227,229,0,41,2,0,0,0,1,0,9,93,169,0,0,270,2,0,5,17,250,0,0,165,44,22,7,6,28,0,0,152,72,43,5,0,4,147,110,5,6,0,1,225,46,0,0,6,196,67,3,257,0,11,4,164,0,106,2,261,1,10,0,218,0,21,33,268,0,4,0,262,0,10,0,0,1,2,3,25,32,209,0,1,0,8,45,59,159,0,3,68,119,60,22,0,2,1,7,31,231,0,0,5,14,62,191,253,1,14,4,253,6,2,11,253,6,3,10,0,0,32,240,32,1,44,195,228,1,8,0,8,1,1,2,23,196,0,1,4,2,5,0,3,7,5,0,5,6,2,2,2,32,0,3,109,160,0,0,0,0,0,0,0,0,0,272,0,6,9,37,118,102,6,7,93,80,56,22,8,5.091743119266055,5.037895806348471,2.607142857142857,1.5948826896203976,14.323651452282158,3.8050159804318344,1.9920318725099602,0.9121053968594198
GBR,United Kingdom,7,2021-01-03,2021-01-01,100,0,0,0,0,39,100,2823466.2097982564,93,0,0,100,0,12,88,0,3,97,0,11,89,0,22,78,0,21,79,0,6,94,0,1,99,0,5,95,0,1,99,0,5,95,0,5,95,0,5,95,0,5,95,100,0,0,0,88,0,4,8,97,0,0,3,89,0,2,9,78,0,4,18,79,0,6,15,94,0,1,5,99,0,0,1,95,0,2,3,99,0,0,1,95,0,2,3,95,1,1,3,95,0,2,3,95,0,2,3,0,0,14,86,86,0,4,10,0,1,26,73,74,2,4,20,96,1,2,1,96,0,0,4,0,100,0,0,0,7,4,6,83,100,0,0,0,0,0,0,0,91,6,0,3,0,11,45,42,2,0,10,62,25,3,0,11,52,32,5,0,5,58,33,4,0,15,22,42,21,0,94,2,2,2,94,2,1,3,94,3,0,3,94,3,0,3,94,2,3,1,94,3,0,3,66,3,0,31,66,3,0,31,66,3,0,31,66,3,2,29,66,3,3,28,66,2,3,29,66,3,2,29,95,0,0,5,95,0,0,5,95,0,0,5,95,0,1,4,95,0,0,5,0,2,3,95,0,1,36,63,0,1,6,93,0,1,18,81,0,1,1,98,0,2,5,93,0,0,13,87,87,0,11,2,0,0,0,1,0,2,35,62,0,1,99,0,0,3,10,87,0,0,60,13,8,4,2,13,0,0,67,21,11,1,0,3,57,30,7,3,0,0,89,11,0,0,4,82,12,2,97,0,1,2,64,0,35,1,94,0,4,2,82,0,6,12,99,0,1,0,95,0,5,0,0,2,2,0,3,12,81,0,2,0,1,11,22,64,0,5,22,37,25,11,0,1,0,0,8,91,0,0,1,3,16,80,96,2,1,1,96,3,0,1,96,2,1,1,0,2,3,95,5,0,5,90,95,0,0,0,0,0,0,0,5,92,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,7,41,52,0,0,0,0,0,0,0,0,0,0,100,3,7,10,44,36,3,2,39,29,17,9,1,5.2,4.915699600677666,3.0833333333333335,2.4664414311581235,14.294117647058824,3.4358873859385355,1.74468085106383,0.8542892438176275
GBR,United Kingdom,-99,2021-01-04,2021-01-03,100,0,0,0,0,15,80,1499195.0558347877,0,0,2,98,1,11,88,0,5,95,1,25,74,1,24,75,0,26,74,0,15,85,1,8,91,1,9,90,0,1,99,0,5,95,0,21,79,1,4,95,1,21,78,98,1,0,1,89,0,3,8,95,0,1,4,75,1,6,18,76,0,5,19,74,2,6,18,85,2,4,9,92,0,3,5,91,0,4,5,99,0,0,1,95,0,4,1,79,1,7,13,96,0,3,1,79,1,11,9,20,0,8,72,94,0,1,5,23,3,31,43,69,1,7,23,93,0,7,0,93,0,0,7,0,100,0,0,0,34,0,7,59,100,0,0,0,0,0,30,0,41,16,7,6,45,1,26,26,2,45,5,26,20,4,45,4,27,21,3,45,3,20,24,8,45,3,7,26,19,0,95,2,2,1,95,3,1,1,95,2,1,2,95,3,0,2,95,3,0,2,95,3,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,47,1,13,39,47,0,29,24,47,1,3,49,47,1,19,33,47,2,0,51,47,2,5,46,52,2,17,29,83,0,11,3,1,2,55,1,1,3,10,30,55,1,43,1,64,3,3,30,64,0,24,4,3,3,1,1,64,0,15,8,7,6,66,0,13,15,5,1,69,0,19,11,1,72,2,18,8,0,88,0,10,2,72,0,25,3,97,0,3,0,82,0,7,11,100,0,0,0,96,0,3,1,77,0,1,0,4,7,11,77,0,1,3,4,6,9,81,0,9,6,4,0,81,0,0,1,8,10,81,0,2,8,4,5,90,1,4,5,90,3,0,7,90,2,1,7,85,0,3,12,88,0,9,3,98,0,1,0,0,0,0,0,1,96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.282608695652174,4.075198937084126,2.1666666666666665,1.4719601443879744,0,0,0,0
GBR,United Kingdom,1,2021-01-04,2021-01-03,100,0,0,0,0,33,100,1181377.1993685293,92,0,3,97,0,15,85,0,4,96,0,26,74,0,40,60,0,24,76,0,15,85,0,5,95,0,13,87,0,3,97,0,10,90,0,25,75,0,6,94,0,18,82,97,0,3,0,85,1,5,9,96,1,1,2,74,1,5,20,60,2,11,27,76,1,9,14,85,1,8,6,95,0,3,2,87,1,7,5,97,0,2,1,90,0,6,4,75,1,10,14,94,1,5,0,82,1,6,11,0,0,14,86,86,0,1,13,0,0,58,42,42,0,18,40,82,1,17,0,82,0,0,17,1,100,0,0,0,18,1,8,73,100,0,0,0,0,0,0,0,51,29,15,5,0,0,38,56,6,0,0,54,40,6,0,0,50,40,10,0,0,34,44,22,0,0,12,45,43,0,92,0,2,6,92,0,3,5,92,0,2,6,92,0,1,7,92,0,0,8,92,0,0,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,14,86,0,0,44,56,0,0,6,94,0,0,27,73,0,0,2,98,0,0,8,92,0,1,27,72,73,0,24,2,1,0,0,0,3,11,51,35,0,0,100,0,0,2,4,94,0,0,51,31,6,4,2,6,0,0,40,26,30,4,0,0,39,46,14,1,0,0,12,80,8,0,1,17,69,13,86,0,11,3,56,0,42,2,94,0,6,0,73,0,13,14,98,0,2,0,92,0,8,0,0,5,1,6,25,26,37,0,1,3,18,21,28,29,0,3,30,44,16,7,0,0,2,11,27,60,0,0,8,28,29,35,64,0,28,8,64,3,1,32,64,3,5,28,0,0,31,69,31,0,43,26,57,0,6,5,16,2,0,1,13,26,0,0,8,4,5,1,2,10,7,0,4,2,3,4,0,24,0,1,33,64,2,0,0,0,100,0,0,0,0,0,0,5,2,24,49,20,5,0,15,18,39,13,10,4.617647058823529,4.83775392488626,2.4615384615384617,1.3913653136029502,13.75531914893617,4.7216868004066885,3.1847826086956523,1.4058695469320481
GBR,United Kingdom,2,2021-01-04,2021-01-03,100,0,0,0,0,24,100,1114994.473415789,95,0,0,100,0,8,92,0,2,98,0,18,82,0,28,72,0,18,82,0,5,95,0,7,93,0,7,93,0,0,100,0,3,97,0,26,74,0,1,99,0,19,81,100,0,0,0,92,0,4,4,98,0,0,2,82,0,5,13,72,0,13,15,82,0,9,9,95,0,2,3,93,0,4,3,93,0,3,4,100,0,0,0,97,0,3,0,74,0,12,14,99,0,0,1,81,0,5,14,0,0,11,89,89,0,1,10,0,1,59,40,41,0,14,45,86,1,12,1,86,0,1,13,0,99,0,1,0,15,1,8,76,100,0,0,0,0,0,0,0,56,26,12,6,0,0,33,62,5,0,1,51,45,3,0,1,52,42,5,0,1,41,45,13,0,1,17,46,36,0,92,3,1,4,92,2,2,4,92,3,1,4,92,4,0,4,92,4,0,4,92,4,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,17,83,0,0,54,46,0,0,7,93,0,0,26,74,0,0,1,99,0,0,12,88,0,0,19,81,81,0,15,2,0,2,0,0,2,10,30,58,0,0,100,0,0,0,14,86,0,0,59,23,7,1,2,8,0,0,49,26,19,6,0,1,39,49,8,3,0,0,27,72,1,0,0,30,67,3,83,0,16,1,46,1,51,2,93,0,6,1,74,1,9,16,99,0,1,0,88,0,12,0,0,1,1,3,18,25,52,0,0,1,5,22,29,43,0,1,35,39,14,11,0,0,3,7,18,72,0,0,10,23,29,38,67,1,20,12,67,4,2,27,67,4,4,25,0,0,53,47,53,0,36,11,64,2,6,1,8,2,3,1,13,11,0,1,5,1,12,0,5,13,4,0,2,12,3,4,3,24,0,0,44,55,1,0,0,0,0,100,0,0,0,0,0,4,1,30,48,17,4,0,34,24,25,10,3,3.716666666666667,4.038340264315957,2.1818181818181817,1.3280197150781925,14.977272727272728,5.19499598470362,2.6315789473684212,1.263671041719217
GBR,United Kingdom,3,2021-01-04,2021-01-03,100,0,0,0,0,18,100,987633.3118111304,97,0,0,100,0,15,85,0,3,97,0,24,76,1,28,71,1,22,77,0,11,89,0,7,93,0,7,93,0,1,99,0,5,95,0,24,76,0,7,93,0,13,87,100,0,0,0,85,0,5,10,97,0,0,3,76,0,6,18,72,0,10,18,78,0,6,16,89,0,6,5,93,0,5,2,93,0,6,1,99,0,1,0,95,0,4,1,76,0,9,15,93,0,2,5,87,0,6,7,0,0,9,91,91,0,1,8,0,1,43,56,57,0,12,31,88,2,8,2,88,0,0,11,1,100,0,0,0,13,1,6,80,100,0,0,0,0,0,0,0,62,22,8,8,0,0,30,63,7,0,1,42,49,8,0,0,34,55,11,0,0,29,60,11,0,0,11,57,32,0,94,0,3,3,94,1,0,5,94,1,0,5,94,1,0,5,94,1,1,4,94,1,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,23,77,0,0,56,44,0,0,5,95,0,0,18,82,0,0,3,97,0,0,7,93,0,1,14,85,86,0,9,3,0,2,0,0,0,2,27,71,0,0,99,1,0,0,3,97,0,0,71,10,7,2,6,4,0,0,63,20,12,5,0,0,49,38,7,6,0,0,25,75,0,0,0,29,70,1,77,0,18,5,44,0,52,4,95,0,4,1,82,0,5,13,97,0,1,2,93,0,7,0,0,1,1,2,14,15,67,0,0,2,7,18,23,50,0,0,30,50,13,7,0,0,4,7,22,67,0,0,12,23,30,35,65,1,30,4,65,5,2,28,65,7,2,26,0,1,49,50,50,0,30,20,70,0,2,2,7,0,3,1,15,21,0,1,8,3,8,1,4,8,5,0,3,4,2,0,1,31,0,0,38,61,1,0,0,0,0,0,100,0,0,0,0,3,1,29,44,23,3,1,16,28,41,8,3,5.152830188679245,5.46628138871478,2,1.4142135623730951,14.117021276595745,4.548085696743057,3.1808510638297873,1.3596549685466088
GBR,United Kingdom,4,2021-01-04,2021-01-03,100,0,0,0,0,21,100,1061285.5116345342,97,0,0,100,0,10,90,0,4,96,0,20,80,0,26,74,0,17,83,0,5,95,0,2,98,0,6,94,0,1,99,0,5,95,0,25,75,0,2,98,0,10,90,100,0,0,0,90,1,1,8,96,1,1,2,80,1,4,15,74,1,13,12,83,1,4,12,95,0,4,1,98,1,0,1,94,0,4,2,99,0,1,0,95,1,3,1,75,1,10,14,98,0,2,0,90,1,6,3,0,0,10,90,90,0,2,8,0,1,30,69,70,0,9,21,91,0,8,1,91,0,0,9,0,100,0,0,0,10,0,1,89,100,0,0,0,0,0,0,0,59,27,7,7,0,2,29,63,6,0,2,43,48,7,0,1,47,45,7,0,2,32,53,13,0,3,19,46,32,0,99,0,1,0,99,1,0,0,99,1,0,0,99,1,0,0,99,0,1,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,18,82,0,1,45,54,0,0,4,96,0,1,27,72,0,0,1,99,0,0,6,94,0,0,22,78,78,0,18,2,1,1,0,0,0,6,29,65,0,0,100,0,0,0,8,92,0,0,63,19,4,2,3,9,0,0,43,25,23,9,0,1,43,42,9,5,0,0,36,63,1,0,0,30,68,2,82,0,16,2,55,0,42,3,96,0,3,1,73,0,9,18,99,0,0,1,94,0,4,2,0,0,1,3,13,15,68,0,0,1,1,19,22,57,0,0,33,44,17,6,0,0,4,6,13,77,0,0,9,18,23,50,73,1,22,4,73,9,2,16,73,10,2,15,0,0,50,50,50,0,30,20,70,2,4,5,6,0,1,1,11,20,1,1,3,2,11,1,7,14,3,0,0,5,2,3,4,23,0,0,29,70,1,0,0,0,0,0,0,100,0,0,0,2,1,27,36,34,2,1,20,19,36,15,7,4.377777777777778,3.588421334900304,2,1.4907119849998598,14.625,4.8809093273763,3.125,1.3238699252371315
GBR,United Kingdom,5,2021-01-04,2021-01-03,100,0,0,0,0,32,100,1147488.6178303366,95,0,0,100,0,9,91,0,6,94,0,12,88,0,21,79,0,13,87,0,4,96,0,3,97,0,3,97,0,2,98,0,4,96,0,19,81,0,1,99,0,9,91,100,0,0,0,91,0,6,3,94,0,1,5,88,0,4,8,79,0,7,14,87,0,4,9,96,0,2,2,97,0,0,3,97,0,1,2,98,0,2,0,96,0,2,2,81,0,9,10,99,0,1,0,91,0,3,6,0,0,13,87,87,0,4,9,0,2,36,62,64,1,11,24,89,2,8,1,89,0,1,10,0,99,0,1,0,14,4,4,78,100,0,0,0,0,0,0,0,71,14,8,7,0,2,26,61,11,0,2,39,51,8,0,0,42,45,13,0,2,29,57,12,0,1,9,60,30,0,96,0,2,2,96,1,2,1,96,1,0,3,96,1,1,2,96,1,1,2,96,1,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,13,85,0,1,46,53,0,2,3,95,0,1,17,82,0,2,3,95,0,3,4,93,0,0,16,84,84,0,14,1,0,1,0,0,1,5,23,71,0,0,99,1,0,1,6,93,0,0,65,16,8,3,4,4,0,0,56,19,20,5,0,0,52,42,4,2,0,1,58,41,0,0,1,42,57,0,87,0,11,2,54,0,44,2,97,0,3,0,83,0,10,7,97,0,3,0,96,0,4,0,0,0,0,1,9,16,74,0,0,0,3,16,25,56,0,1,23,49,15,12,0,0,1,3,17,79,0,0,6,10,32,52,84,0,15,1,84,6,2,8,84,6,1,9,0,1,40,59,41,0,32,27,68,2,2,1,4,1,4,1,17,28,1,1,6,4,7,2,4,10,7,0,1,6,1,1,3,18,0,1,39,60,0,0,0,0,0,0,0,0,100,0,0,4,1,17,47,31,4,1,27,26,25,15,2,4.282051282051282,3.6988527236137902,2.727272727272727,1.6787441193290353,14.637362637362635,4.086608165748987,2.336842105263158,1.181511170077032
GBR,United Kingdom,6,2021-01-04,2021-01-03,100,1,41471.8896192818,1,41471.8896192818,37,99,2220659.837185493,93,0,1,99,0,14,86,1,4,95,0,13,87,1,19,80,0,14,86,0,3,97,1,2,97,1,3,96,0,0,100,0,5,95,1,17,82,2,4,94,2,7,91,99,1,0,0,86,1,1,12,96,1,0,3,87,1,4,8,81,1,6,12,86,1,4,9,97,1,0,2,98,0,1,1,97,1,1,1,100,0,0,0,95,0,4,1,83,0,9,8,96,1,2,1,93,0,4,3,0,1,16,83,84,0,1,15,0,3,32,65,68,0,2,30,98,0,1,1,98,0,0,2,0,100,0,0,0,5,3,2,90,100,0,0,0,0,0,0,0,83,11,3,3,0,6,28,64,2,0,5,44,51,0,0,7,45,45,3,0,7,35,53,5,0,11,13,51,25,0,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,0,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,6,94,0,0,41,59,0,0,3,97,0,0,24,76,0,0,2,98,0,0,2,98,0,0,20,80,80,0,19,1,0,0,0,1,0,6,37,56,0,0,99,1,0,2,4,94,0,0,56,18,9,3,5,9,0,0,58,28,10,4,0,3,58,35,1,3,0,0,82,18,0,0,2,69,26,3,94,0,4,2,59,0,40,1,97,0,3,0,76,0,13,11,98,0,2,0,98,0,2,0,0,1,2,0,8,8,81,0,1,0,3,9,19,68,0,1,22,37,26,14,0,1,0,0,12,87,0,0,1,6,17,76,93,1,5,1,93,2,1,4,93,2,1,4,0,0,12,88,12,1,16,71,84,0,1,0,3,1,0,1,10,72,0,1,1,2,3,0,0,2,3,0,0,2,0,0,1,13,0,1,42,57,0,0,0,0,0,0,0,0,0,100,0,3,4,13,46,34,3,3,29,31,23,7,4,5.055555555555555,4.433279627315229,2.6153846153846154,1.6602440351979153,14.50561797752809,4.535525416855897,1.989010989010989,0.9128040497342423
GBR,United Kingdom,7,2021-01-04,2021-01-01,100,0,0,0,0,31,100,2776880.57443747,93,0,0,100,0,12,88,0,3,97,0,11,89,0,22,78,0,20,80,0,6,94,0,1,99,0,5,95,0,1,99,0,5,95,0,5,95,0,5,95,0,5,95,100,0,0,0,88,0,4,8,97,0,0,3,89,0,3,8,78,0,4,18,80,0,6,14,94,0,1,5,99,0,0,1,95,0,2,3,99,0,0,1,95,0,2,3,95,1,1,3,95,0,2,3,95,0,2,3,0,0,13,87,87,0,4,9,0,0,27,73,73,2,4,21,96,1,2,1,96,0,0,4,0,100,0,0,0,6,4,6,84,100,0,0,0,0,0,0,0,91,6,0,3,0,11,46,41,2,0,11,62,24,3,0,12,52,31,5,0,6,58,32,4,0,16,22,41,21,0,94,2,2,2,94,2,1,3,94,3,0,3,94,3,0,3,94,2,3,1,94,3,0,3,69,3,0,28,69,3,0,28,69,3,0,28,69,3,2,26,69,3,3,25,69,2,3,26,69,3,2,26,95,0,0,5,95,0,0,5,95,0,0,5,95,0,1,4,95,0,0,5,0,2,3,95,0,1,34,65,0,1,6,93,0,1,17,82,0,1,1,98,0,2,5,93,0,0,12,88,88,0,10,2,0,0,0,1,0,1,35,63,0,1,99,0,0,3,10,87,0,0,60,14,8,4,2,12,0,0,65,23,11,1,0,3,58,29,7,3,0,0,88,12,0,0,4,81,13,2,97,0,1,2,66,0,33,1,94,0,4,2,83,0,6,11,99,0,1,0,95,0,5,0,0,2,2,0,3,13,80,0,2,0,1,11,22,64,0,5,24,38,23,10,0,1,0,0,9,90,0,0,1,4,18,77,95,2,2,1,95,3,0,2,95,2,1,2,0,2,3,95,5,0,6,89,94,0,0,0,1,0,0,0,5,91,0,1,1,0,1,1,2,1,0,0,0,0,0,0,1,1,0,7,39,54,0,0,0,0,0,0,0,0,0,0,100,3,8,10,44,35,3,2,38,29,18,9,1,5.35,4.969393503725761,2.6363636363636362,2.013590190318143,14.411764705882355,3.420157743671574,1.7419354838709675,0.8585025614209543
