ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ET,ETH,Ethiopia,-99,2021-01-03,2020-12-30,100,3,520241.810112332,3,520241.810112332,32,84,15326958.977314811,0,7,7,86,7,15,78,6,4,90,8,16,76,8,11,81,7,12,81,4,11,85,8,5,87,8,6,86,8,4,88,6,13,81,7,14,79,7,2,91,8,13,79,93,0,3,4,85,1,7,7,96,1,0,3,84,2,5,9,89,1,6,4,88,1,6,5,89,0,7,4,95,1,4,0,94,1,2,3,96,1,1,2,87,2,7,4,86,1,4,9,98,1,0,1,87,2,7,4,16,0,20,64,83,1,6,10,20,2,26,52,75,0,8,17,92,2,6,0,92,1,3,4,0,97,2,1,0,32,0,31,37,100,27,3,39,18,3,10,33,5,33,15,14,33,12,36,10,9,33,13,39,5,10,33,13,35,9,10,33,16,13,8,30,72,10,9,9,72,9,5,14,72,11,8,9,72,9,5,14,72,10,5,13,72,10,3,15,83,4,2,11,83,4,0,13,83,4,1,12,83,4,3,10,83,4,1,12,83,4,7,6,83,4,2,11,93,1,1,5,93,1,3,3,93,1,2,4,93,2,2,3,93,2,3,2,50,11,21,18,50,12,24,14,50,9,33,8,50,11,26,13,50,10,18,22,50,11,27,12,57,3,24,16,76,1,12,6,4,1,60,0,0,5,21,14,60,2,36,2,63,3,11,23,63,0,16,9,4,3,3,2,63,1,10,5,15,6,66,1,11,11,10,1,68,0,1,28,3,74,2,1,19,4,81,0,16,3,80,0,18,2,73,0,23,4,79,0,9,12,87,0,10,3,77,1,20,2,79,0,0,0,1,7,13,79,1,2,1,1,2,14,85,0,5,4,2,4,85,0,4,2,4,5,85,0,5,6,1,3,92,1,6,1,92,2,4,2,92,1,2,5,92,0,4,4,96,0,2,2,100,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.3666666666666667,1.7710961603468633,1.916666666666667,1.3113721705515067,0,0,0,0
ET,ETH,Ethiopia,2,2021-01-03,2020-12-30,100,0,0,0,0,33,100,15986440.208207408,96,4,1,95,6,8,86,5,0,95,5,7,88,4,7,89,5,7,88,5,3,92,5,6,89,4,1,95,6,2,92,6,2,92,6,14,80,7,2,91,5,15,80,99,0,1,0,92,0,3,5,100,0,0,0,93,1,2,4,93,1,3,3,93,1,2,4,97,1,0,2,94,0,4,2,99,0,1,0,98,0,1,1,98,0,1,1,86,1,4,9,98,0,1,1,85,1,8,6,0,0,14,86,86,0,6,8,0,2,34,64,66,1,7,26,93,1,6,0,93,0,1,6,0,99,1,0,0,10,0,39,51,100,0,0,53,28,7,12,0,7,44,20,29,0,11,50,16,23,0,6,66,12,16,0,9,49,22,20,0,12,19,7,62,61,10,20,9,61,16,5,18,61,18,3,18,61,18,4,17,61,16,7,16,61,17,6,16,75,2,3,20,75,2,3,20,75,2,1,22,75,1,3,21,75,2,5,18,75,2,6,17,75,2,3,20,90,2,0,8,90,1,3,6,90,1,6,3,90,2,3,5,90,2,4,4,0,6,63,31,0,7,66,27,0,7,70,23,0,7,50,43,0,7,44,49,0,6,59,35,0,0,54,46,46,0,28,13,5,8,0,1,2,15,38,44,0,5,85,10,0,2,35,63,0,0,39,29,18,9,5,0,0,0,18,20,30,32,0,1,18,39,29,13,0,2,4,81,13,0,4,6,81,9,37,4,48,11,34,2,48,16,30,4,43,23,50,4,33,13,56,2,31,11,41,2,47,10,0,4,1,3,12,23,57,0,0,1,6,20,21,52,0,2,37,30,11,20,0,1,13,28,20,38,0,1,30,22,21,26,48,3,43,6,48,8,26,18,48,6,32,14,0,2,65,33,67,0,13,20,87,1,3,2,0,1,1,1,4,22,5,3,3,10,1,8,16,1,0,2,7,7,1,2,12,0,3,94,2,1,0,0,0,100,0,0,0,0,0,2,4,49,39,6,2,3,52,18,13,5,7,3.0256410256410255,2.630661108494648,2.9,1.8529256146249728,14.030612244897958,5.724705154488561,2.611111111111111,1.6536948378491991
ET,ETH,Ethiopia,3,2021-01-03,2020-12-25,100,0,0,0,0,43,100,13444686.02029079,99,2,1,97,2,4,94,2,1,97,1,2,97,2,4,94,3,2,95,2,1,97,2,3,95,2,1,97,2,2,96,2,5,93,2,11,87,2,1,97,2,10,88,99,0,1,0,96,0,2,2,99,0,0,1,98,0,0,2,96,0,2,2,98,0,1,1,99,0,0,1,97,0,2,1,99,0,0,1,98,0,2,0,95,0,2,3,89,0,4,7,99,0,0,1,90,0,7,3,0,0,21,79,79,1,7,13,0,1,34,65,66,1,8,25,92,2,6,0,92,0,2,6,0,98,1,1,0,10,2,27,61,100,0,0,57,24,7,12,0,8,54,15,23,0,10,58,16,16,0,8,65,15,12,0,5,61,19,15,0,10,24,19,47,73,5,16,6,73,13,2,12,73,13,2,12,73,12,7,8,73,12,5,10,73,11,4,12,82,0,0,18,82,0,1,17,82,0,3,15,82,0,2,16,82,0,1,17,82,0,8,10,82,0,3,15,91,0,0,9,91,0,1,8,91,0,3,6,91,0,0,9,91,0,2,7,0,2,52,46,0,3,76,21,0,2,75,23,0,2,62,36,0,2,44,54,0,2,41,57,0,0,51,49,49,0,26,13,5,7,0,0,2,10,52,36,0,0,98,2,0,1,21,78,0,0,49,32,9,3,5,2,0,0,15,20,40,25,0,1,20,53,20,6,0,0,2,92,6,0,2,2,90,6,48,2,42,8,24,3,61,12,25,4,54,17,38,3,42,17,56,2,31,11,59,2,34,5,0,1,1,6,20,24,48,0,1,1,7,13,26,52,0,1,35,29,19,16,0,2,7,25,27,39,0,1,16,27,25,31,57,4,34,5,57,15,13,15,57,15,16,12,0,1,73,26,74,1,8,17,92,0,3,0,0,1,0,1,3,19,1,5,4,9,2,4,11,2,1,3,14,8,3,5,9,0,6,92,2,0,0,0,0,0,100,0,0,0,0,1,1,68,26,4,1,0,42,28,16,4,9,2.6923076923076925,2.588732983824029,2.2222222222222223,1.262842524557225,14.26086956521739,5.9556410884142945,3.1157894736842104,1.8442732403292095
ET,ETH,Ethiopia,-99,2021-01-04,2020-12-30,100,3,520241.810112332,3,520241.810112332,30,84,15417605.535001246,0,6,7,87,6,13,81,5,4,91,7,16,77,7,10,83,6,12,82,3,11,86,7,5,88,7,6,87,7,4,89,5,12,83,6,13,81,6,2,92,7,13,80,93,0,3,4,87,1,5,7,96,1,0,3,84,2,5,9,90,1,5,4,88,1,6,5,89,0,7,4,95,1,4,0,94,1,2,3,96,1,1,2,88,2,7,3,87,1,3,9,98,1,0,1,87,2,7,4,16,0,18,66,84,1,5,10,19,2,26,53,75,0,8,17,92,2,6,0,92,1,3,4,0,97,2,1,0,31,0,31,38,100,27,4,38,18,3,10,32,5,33,15,15,32,12,37,10,9,32,13,39,6,10,32,13,35,10,10,32,17,13,8,30,73,9,9,9,73,9,4,14,73,10,8,9,73,8,5,14,73,9,5,13,73,9,4,14,83,4,2,11,83,4,0,13,83,4,1,12,83,4,3,10,83,4,1,12,83,4,7,6,83,4,2,11,93,1,1,5,93,1,3,3,93,1,2,4,93,2,2,3,93,2,3,2,49,11,21,19,49,12,25,14,49,9,33,9,49,11,27,13,49,10,18,23,49,11,28,12,56,3,24,17,76,1,12,6,4,1,59,0,0,5,21,15,59,2,37,2,62,3,11,24,62,0,18,9,3,3,3,2,62,1,10,6,15,6,65,1,11,12,10,1,67,0,2,28,3,73,2,2,20,3,81,0,16,3,79,0,19,2,73,0,23,4,78,0,10,12,87,0,10,3,76,1,21,2,78,0,0,1,1,6,14,78,1,2,1,1,2,15,84,0,6,4,2,4,84,0,5,2,4,5,84,0,5,7,1,3,91,2,6,1,91,2,5,2,91,2,2,5,91,0,4,5,95,0,2,3,100,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.3214285714285716,1.8268282862112648,2,1.3416407864998738,0,0,0,0
ET,ETH,Ethiopia,2,2021-01-04,2020-12-30,100,0,0,0,0,34,100,15958353.446234016,96,4,1,95,6,8,86,5,0,95,5,8,87,4,7,89,5,8,87,5,3,92,5,6,89,4,1,95,6,2,92,6,3,91,6,14,80,7,2,91,5,15,80,99,0,1,0,92,0,3,5,100,0,0,0,92,1,3,4,93,1,3,3,92,1,3,4,97,1,0,2,94,0,4,2,99,0,1,0,98,0,1,1,97,0,1,2,86,1,4,9,98,0,1,1,85,1,8,6,0,0,15,85,85,0,7,8,0,2,34,64,66,1,7,26,93,1,6,0,93,0,1,6,0,99,1,0,0,10,0,39,51,100,0,0,53,28,7,12,0,7,45,20,28,0,11,51,15,23,0,6,65,13,16,0,9,50,21,20,0,12,19,7,62,61,10,20,9,61,16,5,18,61,18,3,18,61,18,4,17,61,16,7,16,61,17,6,16,75,2,3,20,75,2,3,20,75,2,1,22,75,1,3,21,75,2,5,18,75,2,6,17,75,2,3,20,90,2,0,8,90,1,3,6,90,1,6,3,90,2,3,5,90,2,4,4,0,6,63,31,0,7,67,26,0,7,71,22,0,7,49,44,0,7,45,48,0,6,59,35,0,0,54,46,46,0,28,13,5,8,0,1,2,15,38,44,0,5,85,10,0,2,35,63,0,0,39,30,17,9,5,0,0,0,18,20,30,32,0,1,18,39,29,13,0,2,4,81,13,0,4,6,81,9,37,4,48,11,33,2,49,16,29,4,44,23,51,4,32,13,55,2,31,12,41,2,47,10,0,4,1,3,11,24,57,0,0,1,6,19,22,52,0,2,36,31,11,20,0,1,13,27,21,38,0,1,29,23,21,26,48,3,42,7,48,7,27,18,48,5,33,14,0,2,65,33,67,0,13,20,87,1,3,2,0,1,1,1,4,22,5,3,3,9,1,8,16,1,0,2,7,7,1,2,13,0,3,94,2,1,0,0,0,100,0,0,0,0,0,2,5,49,38,6,2,4,51,18,13,5,7,3.075,2.6154128957747025,2.727272727272727,1.8488325554743508,14.153061224489797,5.613591828117516,2.6179775280898876,1.6617735458452492
ET,ETH,Ethiopia,3,2021-01-04,2020-12-25,100,0,0,0,0,43,100,13444686.02029079,99,2,1,97,2,4,94,2,1,97,1,2,97,2,4,94,3,2,95,2,1,97,2,3,95,2,1,97,2,2,96,2,5,93,2,11,87,2,1,97,2,10,88,99,0,1,0,96,0,2,2,99,0,0,1,98,0,0,2,96,0,2,2,98,0,1,1,99,0,0,1,97,0,2,1,99,0,0,1,98,0,2,0,95,0,2,3,89,0,4,7,99,0,0,1,90,0,7,3,0,0,21,79,79,1,7,13,0,1,34,65,66,1,8,25,92,2,6,0,92,0,2,6,0,98,1,1,0,10,2,27,61,100,0,0,57,24,7,12,0,8,54,15,23,0,10,58,16,16,0,8,65,15,12,0,5,61,19,15,0,10,24,19,47,73,5,16,6,73,13,2,12,73,13,2,12,73,12,7,8,73,12,5,10,73,11,4,12,82,0,0,18,82,0,1,17,82,0,3,15,82,0,2,16,82,0,1,17,82,0,8,10,82,0,3,15,91,0,0,9,91,0,1,8,91,0,3,6,91,0,0,9,91,0,2,7,0,2,52,46,0,3,76,21,0,2,75,23,0,2,62,36,0,2,44,54,0,2,41,57,0,0,51,49,49,0,26,13,5,7,0,0,2,10,52,36,0,0,98,2,0,1,21,78,0,0,49,32,9,3,5,2,0,0,15,20,40,25,0,1,20,53,20,6,0,0,2,92,6,0,2,2,90,6,48,2,42,8,24,3,61,12,25,4,54,17,38,3,42,17,56,2,31,11,59,2,34,5,0,1,1,6,20,24,48,0,1,1,7,13,26,52,0,1,35,29,19,16,0,2,7,25,27,39,0,1,16,27,25,31,57,4,34,5,57,15,13,15,57,15,16,12,0,1,73,26,74,1,8,17,92,0,3,0,0,1,0,1,3,19,1,5,4,9,2,4,11,2,1,3,14,8,3,5,9,0,6,92,2,0,0,0,0,0,100,0,0,0,0,1,1,68,26,4,1,0,42,28,16,4,9,2.6923076923076925,2.588732983824029,2.2222222222222223,1.262842524557225,14.26086956521739,5.9556410884142945,3.1157894736842104,1.8442732403292095
ET,ETH,Ethiopia,-99,2021-01-13,2020-12-31,100,3,520241.810112332,3,520241.810112332,41,82,15085547.855961759,0,4,7,89,5,12,83,4,2,94,6,12,82,6,9,85,6,11,83,5,9,86,5,6,89,5,5,90,6,4,90,5,8,87,7,10,83,6,2,92,7,13,80,93,0,3,4,88,0,5,7,98,0,0,2,88,1,3,8,91,0,4,5,89,1,6,4,91,1,5,3,94,0,5,1,95,0,2,3,96,1,2,1,92,0,5,3,90,0,3,7,98,1,0,1,87,2,6,5,17,1,22,60,79,1,8,12,19,2,29,50,72,0,9,19,91,2,7,0,91,0,4,5,0,96,2,1,1,33,0,35,32,100,27,4,42,15,3,9,37,6,33,12,12,37,14,35,7,7,37,15,37,4,7,37,14,33,8,8,37,19,13,6,25,69,10,12,9,69,10,5,16,69,10,11,10,69,9,5,17,69,10,7,14,69,10,5,16,83,4,2,11,83,4,0,13,83,4,1,12,83,4,3,10,83,4,1,12,83,4,7,6,83,4,2,11,93,1,1,5,93,1,3,3,93,1,2,4,93,2,2,3,93,2,3,2,54,10,20,16,54,10,23,13,54,7,30,9,54,10,23,13,54,9,16,21,54,10,23,13,59,2,21,18,79,1,11,5,2,2,63,0,0,4,19,14,63,1,33,3,64,4,8,24,64,1,15,9,3,2,4,2,64,2,8,7,13,6,67,1,11,11,9,1,70,0,2,25,3,76,2,3,17,2,82,0,15,3,79,0,18,3,74,1,19,6,80,0,8,12,87,0,9,4,80,1,16,3,81,0,1,1,2,5,10,81,1,2,1,1,2,12,86,1,5,3,2,3,86,1,4,3,4,2,86,1,4,7,1,1,92,1,7,0,92,1,6,1,92,2,3,3,92,1,3,4,96,0,2,2,99,0,0,1,0,0,0,0,0,96,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.730769230769231,2.2725790161434176,2.125,1.3102162671355697,0,0,0,0
ET,ETH,Ethiopia,2,2021-01-13,2020-12-30,100,0,0,0,0,34,100,16254727.472662276,96,3,2,95,5,5,90,5,0,95,5,5,90,4,7,89,4,9,87,5,3,92,5,7,88,3,3,94,5,3,92,5,4,91,6,12,82,5,1,94,5,13,82,98,0,2,0,95,0,2,3,100,0,0,0,95,0,3,2,93,0,3,4,91,0,4,5,97,0,1,2,93,0,5,2,97,0,1,2,97,1,1,1,96,0,3,1,88,0,4,8,99,0,1,0,87,0,7,6,0,0,14,86,86,0,6,8,0,2,38,60,62,1,6,31,94,0,6,0,94,0,0,6,0,100,0,0,0,9,0,38,53,100,0,0,54,29,6,11,0,9,45,22,24,0,12,52,18,18,0,8,64,13,15,0,9,51,20,20,0,14,20,10,56,62,9,20,9,62,14,5,19,62,15,4,19,62,16,4,18,62,13,8,17,62,15,5,18,75,2,3,20,75,2,3,20,75,2,1,22,75,1,3,21,75,2,5,18,75,2,6,17,75,2,3,20,90,2,0,8,90,1,3,6,90,1,6,3,90,2,3,5,90,2,4,4,0,5,59,36,0,8,63,29,0,7,69,24,0,8,48,44,0,7,41,52,0,6,59,35,0,0,52,48,48,0,22,17,7,6,0,1,2,18,44,35,0,5,83,12,0,1,36,63,0,0,40,31,14,6,8,1,0,0,17,18,33,32,0,2,20,43,27,8,0,3,4,79,14,0,3,7,80,10,41,4,46,9,37,2,47,14,31,4,47,18,52,4,31,13,59,2,30,9,41,2,46,11,0,4,1,3,13,21,58,0,1,2,7,18,23,49,0,3,36,30,14,17,0,2,9,29,23,37,0,2,25,26,22,25,49,4,40,7,49,6,25,20,49,6,31,14,0,4,62,34,66,0,13,21,87,0,5,1,1,0,1,1,4,25,3,7,3,7,1,9,16,1,0,0,9,7,1,1,10,0,3,91,4,2,0,0,0,100,0,0,0,0,0,2,3,49,41,5,2,2,52,24,10,4,6,2.5294117647058822,1.6739590907286699,3,1.9436506316151,14.479591836734693,5.871878801237941,2.438202247191011,1.7185819747936968
ET,ETH,Ethiopia,3,2021-01-13,2020-12-26,100,0,0,0,0,44,100,12780238.043001916,98,1,1,98,1,4,95,1,1,98,0,2,98,1,3,96,1,2,97,1,2,97,1,4,95,1,1,98,1,3,96,1,3,96,1,11,88,1,1,98,1,9,90,99,0,1,0,96,0,1,3,99,0,0,1,98,0,1,1,97,0,1,2,98,0,1,1,98,0,0,2,96,0,2,2,99,0,0,1,97,0,2,1,97,0,1,2,89,0,3,8,99,0,0,1,91,0,6,3,0,0,22,78,78,1,6,15,0,1,33,66,67,0,8,25,92,1,7,0,92,0,3,5,0,97,2,1,0,9,2,26,63,100,0,0,61,24,6,9,0,7,54,17,22,0,8,59,19,14,0,7,67,16,10,0,4,59,25,12,0,9,19,21,51,74,4,15,7,74,13,2,11,74,12,4,10,74,11,7,8,74,12,3,11,74,10,4,12,82,0,0,18,82,0,1,17,82,0,3,15,82,0,2,16,82,0,1,17,82,0,8,10,82,0,3,15,91,0,0,9,91,0,1,8,91,0,3,6,91,0,0,9,91,0,2,7,0,2,55,43,0,2,74,24,0,1,76,23,0,1,63,36,0,1,44,55,0,1,43,56,0,0,50,50,50,1,24,14,4,7,0,0,1,7,53,39,0,0,99,1,0,1,24,75,0,0,54,28,8,3,6,1,0,2,18,14,42,24,0,1,19,53,19,8,0,0,1,92,7,0,2,1,92,5,45,2,43,10,26,3,58,13,24,4,55,17,37,3,44,16,56,2,29,13,57,2,34,7,0,1,1,4,25,21,48,0,1,1,6,15,24,53,0,1,33,27,19,20,0,2,8,22,26,42,0,1,15,27,25,32,58,3,34,5,58,8,14,20,58,10,17,15,0,2,69,29,71,1,7,21,93,0,3,0,0,0,0,0,4,24,2,4,4,8,2,5,10,3,1,2,16,7,2,2,8,0,5,93,2,0,0,0,0,0,100,0,0,0,0,2,1,70,23,4,2,1,38,29,17,4,9,2.740740740740741,2.5808852475398165,2.1578947368421053,1.1672930649220892,14.499999999999998,6.079148291993209,3.265957446808511,1.8443493005002543
ET,ETH,Ethiopia,-99,2021-01-14,2020-12-31,100,3,520241.810112332,3,520241.810112332,43,85,14810451.777521962,0,3,7,90,5,13,82,4,3,93,5,9,86,5,10,85,5,11,84,5,9,86,4,6,90,4,5,91,5,3,92,4,7,89,6,10,84,6,2,92,6,12,82,93,0,3,4,87,0,6,7,97,0,1,2,91,1,3,5,90,0,5,5,89,1,6,4,91,1,5,3,94,0,5,1,95,0,2,3,97,1,2,0,93,0,5,2,90,0,4,6,98,1,0,1,88,2,6,4,14,1,23,62,78,1,8,13,17,2,29,52,72,0,9,19,91,2,7,0,91,0,4,5,0,96,2,1,1,31,0,36,33,100,26,4,43,15,3,9,36,7,34,11,12,36,13,37,7,7,36,16,38,3,7,36,12,36,8,8,36,18,14,6,26,68,9,13,10,68,11,4,17,68,10,11,11,68,9,6,17,68,10,8,14,68,10,5,17,83,4,2,11,83,4,0,13,83,4,1,12,83,4,3,10,83,4,1,12,83,4,7,6,83,4,2,11,93,1,1,5,93,1,3,3,93,1,2,4,93,2,2,3,93,2,3,2,54,10,20,16,54,10,23,13,54,8,29,9,54,10,23,13,54,9,16,21,54,10,23,13,59,2,22,17,78,1,12,5,2,2,63,0,0,4,19,14,63,1,33,3,64,4,8,24,64,1,15,9,3,2,4,2,64,2,8,7,13,6,67,1,11,11,9,1,70,0,2,25,3,76,2,3,17,2,82,0,15,3,79,0,18,3,75,1,18,6,80,0,8,12,87,0,9,4,80,0,17,3,81,0,1,1,2,5,10,81,1,2,1,1,2,12,86,1,5,3,2,3,86,1,4,3,4,2,86,1,4,7,1,1,92,1,7,0,92,1,6,1,92,2,3,3,92,1,3,4,96,0,2,2,99,0,0,1,0,0,0,0,0,96,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.740740740740741,2.229049341908108,2.1176470588235294,1.2689736473414486,0,0,0,0
ET,ETH,Ethiopia,2,2021-01-14,2020-12-30,100,0,0,0,0,34,100,16254727.472662276,96,3,2,95,5,5,90,5,0,95,5,5,90,4,7,89,4,9,87,5,3,92,5,7,88,3,3,94,5,3,92,5,4,91,6,12,82,5,1,94,5,13,82,98,0,2,0,95,0,2,3,100,0,0,0,95,0,3,2,93,0,3,4,91,0,4,5,97,0,1,2,93,0,5,2,97,0,1,2,97,1,1,1,96,0,3,1,88,0,4,8,99,0,1,0,87,0,7,6,0,0,14,86,86,0,6,8,0,2,38,60,62,1,6,31,94,0,6,0,94,0,0,6,0,100,0,0,0,9,0,38,53,100,0,0,54,29,6,11,0,9,45,22,24,0,12,52,18,18,0,8,64,13,15,0,9,51,20,20,0,14,20,10,56,62,9,20,9,62,14,5,19,62,15,4,19,62,16,4,18,62,13,8,17,62,15,5,18,75,2,3,20,75,2,3,20,75,2,1,22,75,1,3,21,75,2,5,18,75,2,6,17,75,2,3,20,90,2,0,8,90,1,3,6,90,1,6,3,90,2,3,5,90,2,4,4,0,5,59,36,0,8,63,29,0,7,69,24,0,8,48,44,0,7,41,52,0,6,59,35,0,0,52,48,48,0,22,17,7,6,0,1,2,18,44,35,0,5,83,12,0,1,36,63,0,0,40,31,14,6,8,1,0,0,17,18,33,32,0,2,20,43,27,8,0,3,4,79,14,0,3,7,80,10,41,4,46,9,37,2,47,14,31,4,47,18,52,4,31,13,59,2,30,9,41,2,46,11,0,4,1,3,13,21,58,0,1,2,7,18,23,49,0,3,36,30,14,17,0,2,9,29,23,37,0,2,25,26,22,25,49,4,40,7,49,6,25,20,49,6,31,14,0,4,62,34,66,0,13,21,87,0,5,1,1,0,1,1,4,25,3,7,3,7,1,9,16,1,0,0,9,7,1,1,10,0,3,91,4,2,0,0,0,100,0,0,0,0,0,2,3,49,41,5,2,2,52,24,10,4,6,2.5294117647058822,1.6739590907286699,3,1.9436506316151,14.479591836734693,5.871878801237941,2.438202247191011,1.7185819747936968
