ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DZ,DZA,Algeria,3,2020-12-26,2020-12-24,100,0,0,0,0,81,100,4167673.061294739,99,4,2,94,5,6,89,4,1,95,4,26,70,4,14,82,4,16,80,4,13,83,5,4,91,4,6,90,4,5,91,5,6,89,4,22,74,4,4,92,1,27,72,98,1,1,0,94,0,2,4,99,0,1,0,74,3,8,15,86,1,8,5,84,1,11,4,87,1,7,5,96,0,2,2,94,1,2,3,95,0,3,2,94,1,2,3,78,1,8,13,96,1,3,0,73,1,15,11,0,0,29,71,71,0,15,14,0,0,23,77,77,0,12,11,88,0,5,7,0,88,0,8,4,0,92,0,2,6,0,12,0,16,72,100,0,0,1,10,20,23,46,0,5,20,31,44,0,7,31,34,28,0,10,29,29,32,0,7,31,27,35,0,9,21,24,46,0,84,5,3,8,84,6,6,4,84,5,9,2,84,3,6,7,84,5,4,7,84,6,0,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,53,44,0,2,79,19,0,4,41,55,0,3,50,47,0,4,12,84,0,3,26,71,0,0,55,45,45,0,35,12,3,5,0,0,4,17,37,42,0,0,98,2,0,2,30,68,0,0,39,36,12,4,5,4,0,0,33,22,23,22,0,1,26,46,19,8,0,0,4,92,4,0,2,5,87,6,47,1,44,8,21,1,65,13,59,0,34,7,50,0,27,23,88,0,7,5,74,0,23,3,0,1,4,7,22,26,40,0,1,4,7,26,22,40,0,2,36,25,16,21,0,2,8,10,11,69,0,0,15,21,21,43,64,8,18,10,64,13,8,15,64,8,15,13,0,1,60,39,61,0,15,24,85,0,2,2,2,1,0,1,7,25,0,8,9,7,7,2,5,9,0,1,2,7,5,1,4,8,0,3,74,21,0,2,0,0,0,0,100,0,0,0,0,1,5,54,26,14,1,1,10,25,38,12,13,7.000000000000001,8.304308427649978,2.857142857142857,1.9572143037204257,12.967032967032969,5.8754679235890075,3.4666666666666663,1.9671458820708527
DZ,DZA,Algeria,4,2020-12-26,2020-12-24,100,0,0,0,0,76,100,3838680.2954679676,97,2,3,95,1,11,88,1,5,94,2,21,77,2,19,79,2,14,84,2,9,89,1,10,89,2,2,96,2,3,95,2,8,90,2,21,77,2,4,94,1,30,69,97,0,0,3,89,2,2,7,95,1,4,0,79,1,9,11,81,2,9,8,86,1,6,7,91,1,3,5,90,2,7,1,98,0,1,1,97,1,0,2,92,0,4,4,79,1,4,16,96,0,1,3,70,3,16,11,0,0,24,76,76,0,12,12,0,0,32,68,68,0,13,19,87,0,7,6,0,87,0,8,5,0,92,1,4,3,0,13,2,10,75,100,0,0,0,18,28,22,32,0,10,22,25,43,0,14,30,24,32,0,21,30,19,30,0,21,31,21,27,0,21,19,11,49,0,90,7,1,2,90,6,3,1,90,7,1,2,90,6,3,1,90,6,3,1,90,8,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,59,38,0,0,87,13,0,3,36,61,0,4,48,48,0,6,12,82,0,4,19,77,0,1,51,48,49,0,22,15,8,6,0,0,3,10,36,51,0,0,97,3,0,2,22,76,0,0,38,43,12,6,0,1,0,0,37,16,20,27,0,2,14,57,17,10,0,0,7,90,3,0,1,19,77,3,41,1,55,3,13,3,78,6,64,2,32,2,52,2,33,13,88,1,9,2,81,0,18,1,0,2,1,9,24,25,39,0,1,1,6,25,28,39,0,1,40,35,9,15,0,0,8,17,26,49,0,0,17,30,20,33,53,6,28,13,53,15,12,20,53,12,25,10,0,2,51,47,53,0,11,36,89,2,2,1,1,0,2,0,3,38,1,0,6,3,9,1,3,5,5,0,1,4,14,1,1,8,0,2,80,16,0,2,0,0,0,0,0,100,0,0,0,3,1,58,23,15,3,2,12,20,41,19,3,10.222222222222221,9.787683185430797,3.3636363636363638,2.5550222167602628,11.189873417721518,7.085695140548818,3.7666666666666666,2.2637842435010445
DZ,DZA,Algeria,5,2020-12-26,2020-12-23,100,1,9524.78503532107,1,9524.78503532107,83,100,3438349.765565955,94,2,2,96,2,2,96,2,1,97,1,13,86,1,11,88,1,14,85,2,5,93,2,6,92,3,1,96,2,2,96,1,4,95,1,17,82,2,3,95,1,21,78,98,0,1,1,98,0,2,0,99,0,0,1,87,0,5,8,89,0,5,6,86,0,6,8,95,0,4,1,94,0,5,1,99,0,0,1,98,0,2,0,96,0,2,2,83,0,9,8,97,0,2,1,79,1,13,7,0,0,28,72,72,0,13,15,0,0,28,72,72,0,7,21,93,0,3,4,0,93,0,5,2,0,95,0,0,5,0,7,1,18,74,100,0,0,0,16,23,29,32,0,17,16,22,45,0,21,28,20,31,0,23,27,21,29,0,21,30,19,30,0,26,14,15,45,0,82,6,3,9,82,6,6,6,82,3,9,6,82,6,4,8,82,7,3,8,82,7,3,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,6,44,50,0,3,83,14,0,6,33,61,0,7,45,48,0,7,12,81,0,6,14,80,0,1,53,46,47,1,28,12,3,9,0,1,1,6,38,54,0,1,99,0,0,0,24,76,0,0,42,39,11,4,2,2,0,2,45,17,18,18,0,1,26,53,15,5,0,0,15,84,1,0,3,23,70,4,56,2,35,7,17,1,77,5,67,2,27,4,55,1,31,13,88,0,8,4,86,0,12,2,0,0,0,6,22,32,40,0,0,0,6,15,30,49,0,3,44,25,15,13,0,0,11,9,17,63,0,0,10,28,14,48,62,8,18,12,62,15,9,14,62,10,15,13,0,0,38,62,38,0,21,41,79,2,2,0,1,3,2,0,11,41,0,3,9,4,7,0,1,8,1,0,1,6,3,0,7,9,0,1,86,13,0,0,0,0,0,0,0,0,100,0,0,4,2,64,21,9,4,1,6,26,38,17,8,9.195121951219512,8.76418710490346,3.2,2.614064523559687,8.485714285714286,6.760376580589809,3.606741573033708,2.0148199644818816
DZ,DZA,Algeria,-99,2020-12-27,2020-12-27,217,7,358173.87816888577,4,199146.4960087466,97,166,10067425.465138942,0,17,9,191,16,23,178,15,17,185,13,52,152,15,35,167,15,32,170,15,24,178,15,21,181,16,18,183,15,16,186,13,18,186,13,35,169,18,10,189,16,48,153,208,1,6,2,194,4,11,8,200,2,9,6,165,8,24,20,182,7,14,14,185,5,14,13,193,3,8,13,196,4,11,6,199,2,7,9,201,3,6,7,199,2,8,8,182,5,17,13,207,1,4,5,169,7,29,12,48,3,39,127,183,1,13,20,58,7,43,109,176,3,12,26,205,0,5,7,0,205,0,7,4,1,210,0,3,4,0,84,3,20,110,217,0,69,1,16,32,45,54,95,12,24,21,65,95,17,39,20,46,95,17,36,28,41,95,19,32,25,46,95,24,22,12,64,0,198,9,3,7,198,8,4,7,198,8,7,4,198,7,8,4,198,10,2,7,198,9,4,6,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,107,9,54,47,107,7,80,23,107,11,37,62,107,9,45,56,107,10,19,81,107,8,27,75,123,5,41,48,176,0,24,10,1,6,127,2,6,18,24,40,127,3,86,1,134,2,12,69,134,1,36,23,17,3,1,2,134,1,38,18,12,14,139,1,25,30,18,4,139,0,4,66,8,144,2,9,56,6,167,0,48,2,144,0,65,8,184,1,29,3,175,1,32,9,200,0,12,5,192,0,22,3,152,2,1,4,19,13,26,152,2,1,6,12,13,31,160,0,27,19,6,5,160,0,5,13,14,25,160,0,12,15,12,18,193,9,12,3,193,8,8,8,193,7,9,8,171,0,16,30,187,0,7,23,212,2,1,0,0,1,0,0,1,197,1,0,2,2,3,1,0,0,0,0,1,2,2,0,1,5,217,0,0,0,0,0,217,0,0,0,0,0,0,0,0,217,0,0,0,0,217,0,0,0,0,0,0,4.870967741935484,7.225827698843129,3.521739130434783,2.874172848876245,0,0,0,0
DZ,DZA,Algeria,1,2020-12-27,2020-12-23,100,1,58255.762585839104,0,0,63,100,5294550.438506807,98,2,2,96,3,12,85,3,3,94,3,32,65,2,17,81,2,21,77,2,10,88,3,7,90,3,4,93,3,5,92,3,9,88,3,18,79,3,7,90,3,22,75,98,0,0,2,88,0,5,7,97,0,2,1,68,1,5,26,83,0,4,13,79,1,9,11,90,0,5,5,93,0,5,2,96,0,2,2,95,1,4,0,91,0,5,4,82,1,5,12,93,0,2,5,78,0,12,10,0,0,25,75,75,1,15,9,0,2,22,76,78,1,6,15,94,0,0,6,0,94,0,4,2,0,96,0,1,2,1,9,4,10,77,100,0,0,0,14,26,29,31,0,2,21,36,41,0,4,32,39,25,0,4,37,33,26,0,3,29,26,42,0,3,12,24,61,0,90,5,2,3,90,6,2,2,90,1,7,2,90,4,3,3,90,3,4,3,90,5,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,42,55,0,3,58,39,0,4,40,56,0,2,56,42,0,5,16,79,0,2,38,60,0,1,58,41,42,0,36,11,3,8,0,0,4,15,42,39,0,1,97,2,0,1,14,85,0,0,41,31,11,4,5,8,0,0,21,29,26,24,0,0,18,48,25,9,0,0,6,82,12,0,1,7,83,9,58,0,36,6,42,1,50,7,60,0,36,4,44,0,35,21,84,0,12,4,62,0,36,2,0,0,6,13,22,24,35,0,0,10,10,23,29,28,0,1,35,30,15,19,0,1,10,7,30,52,0,0,15,20,30,35,65,4,24,7,65,10,11,14,65,8,15,12,0,0,34,66,34,0,15,51,85,0,5,0,1,4,0,0,5,51,0,3,7,4,10,4,1,2,1,0,2,1,0,2,0,12,0,2,49,47,0,2,0,0,100,0,0,0,0,0,0,1,1,55,31,12,1,1,14,18,41,12,13,6.60655737704918,7.967179945511021,2.44,2.1617893822787946,11.240506329113924,5.512724650631244,3.3404255319148937,2.1379982170514795
DZ,DZA,Algeria,2,2020-12-27,2020-12-25,100,1,11046.935313274,0,0,75,99,5524236.142869653,95,2,3,95,3,6,91,3,2,95,3,20,77,3,14,83,3,5,92,3,8,89,3,5,92,3,4,93,3,4,93,3,7,90,2,18,80,2,4,94,1,26,73,97,1,0,2,94,0,0,6,98,1,0,1,80,1,8,11,86,1,2,11,95,1,3,1,92,1,2,5,95,0,3,2,96,0,2,2,96,1,3,0,93,0,3,4,82,1,9,8,96,0,1,3,74,1,12,13,0,1,24,75,76,0,13,11,0,1,26,73,74,0,5,21,95,0,0,4,1,95,0,4,1,0,96,0,2,2,0,6,0,12,82,100,0,0,0,11,18,22,49,0,5,21,30,44,0,9,23,22,46,0,6,31,22,41,0,8,22,28,42,0,6,15,19,60,0,88,4,2,6,88,4,2,6,88,1,9,2,88,4,4,4,88,4,3,5,88,3,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,46,51,0,3,64,33,0,3,46,51,0,2,50,48,0,4,23,73,0,4,27,69,0,0,57,43,43,0,27,13,6,11,0,2,3,16,34,45,0,1,96,3,0,2,23,75,0,0,41,22,12,10,8,7,0,0,33,18,17,32,0,1,32,37,19,11,0,2,7,84,7,0,0,4,89,7,54,1,36,9,36,1,49,14,54,3,26,17,50,4,17,29,77,0,12,11,73,0,22,5,0,1,2,7,25,26,39,0,0,2,9,25,24,40,0,2,25,30,22,21,0,0,10,13,17,60,0,0,19,21,26,34,60,2,28,10,60,10,11,19,60,9,15,16,0,0,43,57,43,0,20,37,80,0,9,0,2,3,0,1,5,37,0,3,15,7,5,2,1,7,6,0,2,3,1,0,1,10,0,2,67,25,0,6,0,0,0,100,0,0,0,0,0,3,1,59,14,23,3,1,18,30,27,14,7,4.872340425531915,5.020033869955875,3.428571428571428,2.7490258014691054,12.868131868131869,5.920226705885869,2.989010989010989,2.2632057180247935
DZ,DZA,Algeria,3,2020-12-27,2020-12-26,100,0,0,0,0,75,100,4826928.695671047,99,4,2,94,5,6,89,4,3,93,4,32,64,4,9,87,4,17,79,4,11,85,5,3,92,4,5,91,4,4,92,5,7,88,4,25,71,4,5,91,2,26,72,98,1,1,0,94,0,2,4,97,0,2,1,68,4,13,15,91,0,6,3,83,2,7,8,89,2,6,3,97,0,3,0,95,1,1,3,96,0,3,1,93,0,5,2,75,3,7,15,95,1,4,0,74,0,17,9,0,0,26,74,74,0,15,11,0,0,35,65,65,0,15,20,85,0,4,10,1,85,0,11,4,0,89,0,5,6,0,15,0,8,77,100,0,0,0,8,25,25,42,0,5,18,33,44,0,8,36,32,24,0,9,33,28,30,0,5,32,30,33,0,9,20,22,49,0,92,4,1,3,92,4,1,3,92,3,4,1,92,2,3,3,92,4,1,3,92,3,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,51,47,0,2,73,25,0,3,36,61,0,3,48,49,0,4,8,88,0,3,27,70,0,0,56,44,44,0,38,12,2,4,0,0,5,20,28,47,0,0,100,0,0,2,26,72,0,0,39,38,7,6,5,5,0,0,41,20,18,21,0,1,32,43,20,4,0,0,7,88,5,0,2,6,88,4,49,2,39,10,27,2,61,10,64,2,28,6,52,1,25,22,92,0,4,4,73,1,23,3,0,1,4,9,21,27,38,0,1,4,7,27,21,40,0,2,39,24,16,19,0,2,7,11,15,65,0,0,13,23,24,40,64,9,20,7,64,13,13,10,64,10,17,9,0,1,61,38,62,0,14,24,86,0,1,3,2,1,0,2,5,25,0,7,7,7,5,1,2,13,3,0,5,5,7,1,2,10,0,2,76,22,0,0,0,0,0,0,100,0,0,0,0,1,2,49,30,18,1,0,12,25,37,11,14,7.403846153846154,8.339040278124395,2.8461538461538463,2.0531401840557835,13.477272727272727,5.971151475867398,3.4891304347826084,2.1508728880624273
DZ,DZA,Algeria,4,2020-12-27,2020-12-25,100,2,127415.86640445421,2,127415.86640445421,70,100,4170969.885475896,96,4,4,92,3,9,88,3,5,92,5,19,76,4,13,83,5,12,83,4,7,89,3,6,91,4,2,94,4,2,94,4,6,90,4,15,81,3,4,93,2,27,71,96,0,0,4,91,1,1,7,95,1,3,1,81,0,9,10,87,1,7,5,88,0,7,5,93,0,2,5,94,1,4,1,98,0,1,1,98,0,2,0,94,0,2,4,85,0,5,10,96,0,2,2,73,2,16,9,0,0,24,76,76,0,13,11,0,0,29,71,71,1,9,19,91,0,4,5,0,91,0,6,3,0,94,0,2,4,0,10,3,12,75,100,0,0,0,17,21,25,37,0,10,18,25,47,0,16,30,19,35,0,26,25,15,34,0,24,26,19,31,0,25,13,16,46,0,88,6,3,3,88,4,3,5,88,5,4,3,88,5,2,5,88,5,3,4,88,6,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,64,33,0,1,85,14,0,6,43,51,0,6,46,48,0,6,18,76,0,5,24,71,0,0,48,52,52,0,22,18,4,4,0,0,3,8,40,49,0,0,97,3,0,3,15,82,0,0,37,43,15,5,0,0,0,0,38,21,21,20,0,1,15,51,22,11,0,0,10,85,5,0,1,16,80,3,36,1,58,5,15,3,75,7,57,2,37,4,54,1,29,16,82,1,14,3,76,0,22,2,0,1,2,8,20,23,46,0,0,2,8,17,30,43,0,3,48,30,4,15,0,0,11,19,25,45,0,0,19,28,20,33,53,6,32,9,53,20,10,17,53,16,21,10,0,2,48,50,50,0,15,35,85,3,2,1,0,1,1,0,7,37,0,3,7,2,7,3,1,4,5,0,3,3,10,0,2,13,0,1,73,24,0,2,0,0,0,0,0,100,0,0,0,3,1,61,21,14,3,2,10,20,38,21,6,8.934782608695652,8.774716643511233,3,2.8444523358476395,10,6.734196135424142,3.793478260869566,2.3324657682293597
DZ,DZA,Algeria,5,2020-12-27,2020-12-24,100,1,9524.78503532107,1,9524.78503532107,94,100,3697257.1285986765,93,2,2,96,1,6,93,1,1,98,1,12,87,2,11,87,2,13,85,2,6,92,2,6,92,3,0,97,1,1,98,1,3,96,0,12,88,2,1,97,1,19,80,98,0,1,1,94,0,2,4,99,0,0,1,88,0,7,5,89,0,3,8,87,0,7,6,94,0,3,3,94,0,5,1,100,0,0,0,99,0,1,0,97,0,2,1,88,0,6,6,99,0,1,0,81,0,9,10,0,0,30,70,70,0,11,19,0,0,29,71,71,0,8,21,92,0,2,6,0,92,0,5,3,0,95,0,0,5,0,8,3,15,74,100,0,0,0,18,22,29,31,0,20,20,21,39,0,26,29,19,26,0,27,27,18,28,0,24,29,17,30,0,34,9,16,41,0,85,5,3,7,85,5,4,6,85,2,9,4,85,6,1,8,85,6,4,5,85,6,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,7,44,49,0,2,83,15,0,6,37,57,0,7,44,49,0,7,14,79,0,6,15,79,0,0,49,51,51,1,25,13,2,8,0,2,1,8,37,52,0,2,98,0,0,0,26,74,0,0,46,33,13,4,2,2,0,0,44,23,17,16,0,1,34,47,15,3,0,0,18,80,2,0,3,24,71,2,56,1,36,7,17,1,77,5,63,1,31,5,56,1,29,14,86,0,10,4,85,0,12,3,0,0,0,4,25,34,37,0,0,0,4,18,31,47,0,3,42,28,17,10,0,0,10,11,19,60,0,0,15,18,19,48,67,6,14,13,67,14,6,13,67,9,16,8,0,0,46,54,46,0,15,39,85,2,2,0,0,0,1,0,10,39,0,4,8,4,8,0,1,10,2,0,2,6,3,0,4,9,0,2,83,15,0,0,0,0,0,0,0,0,100,0,0,4,3,63,18,12,4,1,6,28,37,14,10,5.833333333333333,6.496152707564687,3.56,2.8879058156387303,9.3,7.557221328166759,3.704545454545455,2.018074027264444
DZ,DZA,Algeria,-99,2020-12-28,2020-12-27,100,1,61447.0990205608,0,0,53,75,4616883.458156565,0,4,2,94,5,9,86,5,5,90,4,23,73,4,14,82,3,14,83,4,8,88,3,7,90,4,8,88,4,5,91,3,7,90,3,14,83,5,5,90,3,23,74,98,0,1,1,91,2,3,4,95,0,3,2,77,3,10,10,86,3,7,4,86,1,5,8,92,1,2,5,93,2,4,1,92,1,2,5,95,0,2,3,93,1,0,6,86,3,6,5,95,0,1,4,77,3,13,7,23,2,16,59,86,0,4,10,26,2,20,52,80,0,6,14,94,0,3,3,0,94,0,3,2,1,97,0,1,2,0,34,2,9,55,100,0,29,1,2,18,23,27,40,1,11,12,36,40,3,22,13,22,40,3,24,10,23,40,2,22,12,24,40,5,11,7,37,0,91,4,1,4,91,4,1,4,91,3,3,3,91,3,4,2,91,4,1,4,91,4,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,46,3,28,23,46,2,43,9,46,4,18,32,46,2,30,22,46,2,8,44,46,2,11,41,50,0,29,21,71,0,16,7,1,5,54,0,1,10,13,22,54,0,46,0,57,1,5,37,57,0,13,22,6,1,1,0,57,1,15,9,8,10,61,1,7,20,10,1,61,0,1,34,4,64,1,3,30,2,74,0,26,0,61,0,37,2,84,0,15,1,72,0,24,4,93,0,6,1,89,0,11,0,68,0,0,2,10,8,12,68,0,0,3,7,5,17,68,0,17,7,5,3,68,0,0,5,14,13,68,0,6,5,12,9,90,4,6,0,90,4,3,3,90,3,4,3,73,0,6,21,79,0,4,17,97,2,0,0,0,0,0,0,1,92,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,8.535714285714286,10.18161794192573,4.363636363636363,3.233348953414316,0,0,0,0
