ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,-99,2020-12-27,2020-12-26,100,7,148286.0486002084,4,75187.5207925667,92,70,2405525.2745809727,0,5,9,86,6,23,71,6,10,84,5,41,54,5,31,64,6,24,70,6,16,78,5,14,81,6,9,85,6,12,82,4,11,85,3,32,65,6,10,84,5,38,57,91,2,4,3,77,5,10,8,90,2,7,1,59,5,21,15,69,9,14,8,76,5,11,8,84,4,7,5,86,5,8,1,91,3,4,2,88,1,10,1,89,3,5,3,68,8,10,14,90,3,4,3,62,7,24,7,29,1,40,30,64,1,18,17,37,5,26,32,74,2,8,16,92,6,2,0,92,3,5,0,98,0,1,1,0,53,1,21,25,100,44,1,8,11,17,19,54,5,11,8,22,54,10,6,11,19,54,11,10,13,12,54,14,3,9,20,54,13,0,6,27,83,12,1,4,83,11,2,4,83,9,5,3,83,10,5,2,83,13,0,4,83,11,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,61,6,14,19,61,3,32,4,61,7,17,15,61,4,26,9,61,6,15,18,61,5,15,19,65,1,22,12,78,0,15,5,0,2,67,1,0,6,14,12,67,1,32,0,71,1,6,22,71,0,19,6,2,0,0,2,71,0,10,4,6,9,73,1,6,8,9,3,74,0,5,20,1,78,1,5,15,1,86,4,9,1,70,4,26,0,85,4,10,1,75,4,18,3,85,4,8,3,85,3,10,2,85,2,0,0,1,3,9,85,2,0,0,3,3,7,88,0,1,10,1,0,88,0,1,1,5,5,88,0,4,6,1,1,94,1,3,2,94,4,0,2,94,2,2,2,93,0,3,4,96,4,0,100,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,8.659090909090908,8.243230293153404,3.684210526315789,2.646856239620198,0,0,0,0
BY,BLR,Belarus,2,2020-12-27,2020-12-24,100,9,227469.58652279692,6,178298.218550654,156,100,1951467.6851882036,98,2,13,85,2,27,71,2,11,87,1,47,52,2,43,55,2,24,74,2,23,75,1,18,81,2,8,90,1,17,82,2,19,79,2,29,69,2,8,90,2,29,69,87,0,7,6,73,1,11,15,89,1,6,4,53,2,18,27,57,2,16,25,76,1,15,8,77,1,11,11,82,2,11,5,92,0,5,3,83,0,13,4,81,0,11,8,71,2,12,15,92,0,5,3,71,1,15,13,0,0,55,45,45,0,23,32,0,0,49,51,51,0,22,27,78,11,8,3,78,6,16,0,94,0,1,4,1,22,0,39,39,100,0,0,17,35,29,19,0,0,20,41,39,0,2,19,42,37,0,3,41,34,22,0,2,7,29,62,0,2,4,14,80,61,14,4,21,61,11,8,20,61,13,10,16,61,11,10,18,61,14,6,19,61,13,12,14,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,36,61,0,1,70,29,0,4,36,60,0,0,56,44,0,3,16,81,0,2,28,70,0,0,58,42,42,0,39,12,3,4,0,1,0,9,44,46,0,1,99,0,0,2,29,69,0,0,72,14,6,2,0,6,0,0,33,17,28,22,0,0,18,49,25,8,0,0,9,90,1,0,0,9,89,2,64,0,32,4,30,1,67,2,64,0,30,6,44,1,37,18,84,0,13,3,72,1,24,3,0,2,1,11,22,26,38,0,1,1,13,29,24,32,0,1,28,63,7,1,0,0,5,24,30,41,0,0,23,42,21,14,35,6,43,16,35,15,20,30,35,16,24,25,0,0,66,34,66,19,15,81,1,0,0,0,1,6,3,8,15,1,2,11,6,10,7,1,3,9,0,4,7,2,0,3,19,0,0,42,56,1,1,0,0,0,100,0,0,0,0,0,2,2,76,16,4,2,0,33,43,22,0,0,7.303030303030303,7.297986438779265,3.3488372093023258,2.245458071097898,12.730337078651685,5.182496864323527,2.329896907216495,0.9970962997262778
BY,BLR,Belarus,3,2020-12-27,2020-12-26,100,7,88260.78084296624,3,32593.701199762138,175,100,1656569.4462969226,99,0,11,89,0,25,75,0,7,93,0,34,66,0,34,66,0,19,81,0,14,86,0,14,86,0,5,95,0,14,86,0,8,92,0,29,71,0,13,87,0,26,74,89,0,8,3,75,0,15,10,93,0,6,1,66,1,15,18,66,1,16,17,81,0,10,9,86,0,8,6,86,0,11,3,95,0,4,1,86,0,14,0,92,0,7,1,71,2,15,12,87,0,10,3,74,0,16,10,0,0,51,49,49,1,21,29,0,0,47,53,53,1,20,26,80,15,4,1,80,5,15,0,95,0,0,5,0,21,0,34,45,100,0,0,22,25,23,30,0,4,16,31,49,0,5,18,30,47,0,3,35,28,34,0,4,12,20,64,0,4,5,8,83,66,12,6,16,66,11,6,17,66,10,6,18,66,11,9,14,66,12,5,17,66,10,9,15,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,30,68,0,0,72,28,0,0,38,62,0,0,50,50,0,0,19,81,0,0,22,78,0,0,54,46,46,0,33,13,3,5,0,2,1,7,39,51,0,1,98,1,0,0,20,80,0,0,70,16,5,1,2,6,0,0,36,21,23,20,0,0,26,36,30,8,0,0,16,84,0,0,0,14,85,1,70,2,24,4,28,2,65,5,62,2,31,5,50,3,34,13,81,2,13,4,78,1,19,2,0,0,0,8,18,28,46,0,0,1,7,17,28,47,0,1,25,61,11,2,0,1,1,15,27,56,0,1,17,41,24,17,42,10,39,9,42,20,18,20,42,18,17,23,0,0,69,31,69,12,19,88,1,0,0,1,0,3,2,5,19,0,1,14,6,9,0,1,5,14,0,3,9,3,0,4,12,0,1,41,55,0,3,0,0,0,0,100,0,0,0,0,1,3,65,25,6,1,2,31,43,19,3,1,8.373134328358208,8.207232252060267,3.9523809523809526,2.8107145255287995,13.409574468085106,5.303155261818572,2.382978723404255,1.1178549252702878
BY,BLR,Belarus,4,2020-12-27,2020-12-25,100,2,39629.3593302341,1,18199.6727120528,155,100,2225986.6487998203,94,1,4,95,3,18,79,3,12,85,1,35,64,1,22,77,1,17,82,3,11,86,2,11,87,3,3,94,2,7,91,2,12,86,2,24,74,2,8,90,2,30,68,96,2,2,0,82,2,8,8,88,2,7,3,65,6,15,14,78,5,7,10,83,3,8,6,89,2,7,2,89,4,4,3,97,0,3,0,93,2,4,1,88,2,7,3,76,5,9,10,92,2,4,2,70,2,14,14,0,0,63,37,37,1,23,39,0,0,53,47,47,1,16,36,84,6,10,0,84,11,5,0,89,0,1,10,0,17,1,35,47,100,0,1,15,29,24,31,0,4,27,19,50,0,5,26,26,43,0,5,32,22,41,0,5,14,19,62,0,4,5,4,87,65,19,6,10,65,19,4,12,65,14,11,10,65,17,6,12,65,19,4,12,65,18,6,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,42,56,0,4,76,20,0,7,32,61,0,3,60,37,0,5,21,74,0,5,33,62,0,0,64,36,36,0,38,15,3,8,0,0,0,5,44,51,0,1,99,0,0,0,25,75,0,0,70,24,2,3,0,1,0,0,19,14,28,39,0,1,18,41,31,9,0,0,17,83,0,0,0,15,85,0,58,3,33,6,24,3,72,1,68,2,27,3,40,4,43,13,79,2,15,4,67,1,30,2,0,1,1,3,37,17,41,0,1,0,3,29,27,40,0,0,42,48,3,7,0,0,1,12,30,57,0,0,23,45,15,17,32,6,55,7,32,33,16,19,32,33,18,17,0,1,74,25,75,14,11,86,0,2,2,0,0,3,0,7,12,0,0,15,5,17,1,3,9,9,0,3,1,2,1,3,19,0,0,40,60,0,0,0,0,0,0,0,100,0,0,0,2,3,59,29,7,2,3,26,42,19,5,3,6.5,7.283348804727174,3.2825,2.3863809634180586,13.5,6.275062110798746,2.241758241758242,1.0364539904100298
BY,BLR,Belarus,5,2020-12-27,2020-12-23,100,5,149778.2445975167,4,127455.3797394678,171,100,2530557.3955249153,98,6,5,89,8,19,73,6,11,83,5,42,53,6,29,65,7,16,77,7,15,78,6,13,81,8,1,91,8,7,85,7,15,78,6,22,72,8,13,79,4,39,57,95,0,5,0,81,0,10,9,89,0,7,4,58,5,21,16,71,2,19,8,84,1,12,3,85,3,5,7,87,2,8,3,99,0,0,1,93,0,6,1,85,0,12,3,78,3,10,9,87,1,8,4,61,5,18,16,0,0,57,43,43,0,22,35,0,2,39,59,61,3,15,21,85,10,4,1,85,5,10,0,95,0,3,2,0,20,0,27,53,100,0,0,18,27,15,40,0,10,31,20,39,0,16,25,20,39,0,10,36,20,34,0,16,18,17,49,0,18,7,8,67,73,19,3,5,73,17,5,5,73,19,5,3,73,19,2,6,73,13,9,5,73,18,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,8,48,44,0,4,78,18,0,8,23,69,0,3,55,42,0,8,12,80,0,5,36,59,0,0,54,46,46,0,36,7,8,3,0,0,0,10,44,46,0,1,99,0,0,0,27,73,0,1,68,14,5,5,3,4,0,2,33,12,22,31,0,1,19,54,15,11,0,1,18,81,0,0,3,20,76,1,52,3,38,7,22,3,72,3,77,3,18,2,45,3,38,14,88,1,10,1,64,3,31,2,0,4,1,10,30,16,39,0,5,2,9,28,16,40,0,3,39,46,3,9,0,2,3,11,23,61,0,1,17,41,18,23,42,12,34,12,42,28,21,9,42,22,29,7,0,1,59,40,60,18,22,82,6,0,0,1,0,6,0,5,23,0,1,14,3,9,1,1,4,10,0,3,5,4,2,3,17,0,2,39,59,0,0,0,0,0,0,0,0,100,0,0,1,4,55,34,6,1,5,21,46,23,3,1,8.96774193548387,8.901957312742221,3.5111111111111115,2.981932123962447,13.339583333333332,4.5723304933426325,1.7608695652173914,1.142289634538209
BY,BLR,Belarus,-99,2020-12-28,2020-12-26,100,8,159838.0113227225,5,86739.48351508079,116,73,2324019.6070071994,0,5,9,86,6,23,71,6,11,83,4,45,51,5,28,67,5,29,66,6,14,80,5,13,82,6,8,86,6,13,81,5,12,83,3,35,62,6,9,85,4,41,55,91,2,5,2,77,4,12,7,89,1,9,1,55,4,24,17,72,6,17,5,71,5,16,8,86,3,7,4,87,3,9,1,92,3,3,2,87,1,11,1,88,2,7,3,65,8,11,16,91,2,4,3,59,5,28,8,27,0,42,31,61,1,22,16,34,4,30,32,70,2,9,19,91,7,2,0,91,3,6,0,98,0,1,1,0,50,1,22,27,100,41,1,7,14,16,21,52,5,12,9,22,52,9,7,10,22,52,9,12,14,13,52,12,4,9,23,52,11,1,6,30,82,11,2,5,82,10,3,5,82,9,5,4,82,9,6,3,82,12,0,6,82,10,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,60,6,13,21,60,3,32,5,60,7,16,17,60,4,26,10,60,6,14,20,60,5,14,21,64,0,22,14,78,0,15,5,0,2,66,1,0,7,13,13,66,1,33,0,70,1,7,22,70,0,18,7,2,0,0,3,70,0,11,4,6,9,72,2,6,8,9,3,73,0,4,22,1,79,1,4,15,1,87,2,10,1,70,2,28,0,86,2,11,1,75,2,19,4,86,2,8,4,86,2,10,2,86,2,0,0,1,2,9,86,2,0,0,2,2,8,89,0,1,10,0,0,89,0,1,1,4,5,89,0,3,5,2,1,94,1,3,2,94,4,0,2,94,2,2,2,92,0,4,4,96,4,0,100,0,0,0,0,0,0,0,0,98,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,8.382978723404255,7.447068847041831,4.217391304347826,2.712873715171129,0,0,0,0
BY,BLR,Belarus,2,2020-12-28,2020-12-24,100,9,227469.58652279692,6,178298.218550654,156,100,1951467.6851882036,98,2,13,85,2,27,71,2,11,87,1,47,52,2,43,55,2,24,74,2,23,75,1,18,81,2,8,90,1,17,82,2,19,79,2,29,69,2,8,90,2,29,69,87,0,7,6,73,1,11,15,89,1,6,4,53,2,18,27,57,2,16,25,76,1,15,8,77,1,11,11,82,2,11,5,92,0,5,3,83,0,13,4,81,0,11,8,71,2,12,15,92,0,5,3,71,1,15,13,0,0,55,45,45,0,23,32,0,0,49,51,51,0,22,27,78,11,8,3,78,6,16,0,94,0,1,4,1,22,0,39,39,100,0,0,17,35,29,19,0,0,20,41,39,0,2,19,42,37,0,3,41,34,22,0,2,7,29,62,0,2,4,14,80,61,14,4,21,61,11,8,20,61,13,10,16,61,11,10,18,61,14,6,19,61,13,12,14,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,36,61,0,1,70,29,0,4,36,60,0,0,56,44,0,3,16,81,0,2,28,70,0,0,58,42,42,0,39,12,3,4,0,1,0,9,44,46,0,1,99,0,0,2,29,69,0,0,72,14,6,2,0,6,0,0,33,17,28,22,0,0,18,49,25,8,0,0,9,90,1,0,0,9,89,2,64,0,32,4,30,1,67,2,64,0,30,6,44,1,37,18,84,0,13,3,72,1,24,3,0,2,1,11,22,26,38,0,1,1,13,29,24,32,0,1,28,63,7,1,0,0,5,24,30,41,0,0,23,42,21,14,35,6,43,16,35,15,20,30,35,16,24,25,0,0,66,34,66,19,15,81,1,0,0,0,1,6,3,8,15,1,2,11,6,10,7,1,3,9,0,4,7,2,0,3,19,0,0,42,56,1,1,0,0,0,100,0,0,0,0,0,2,2,76,16,4,2,0,33,43,22,0,0,7.303030303030303,7.297986438779265,3.3488372093023258,2.245458071097898,12.730337078651685,5.182496864323527,2.329896907216495,0.9970962997262778
BY,BLR,Belarus,3,2020-12-28,2020-12-26,100,7,88260.78084296624,3,32593.701199762138,175,100,1656569.4462969226,99,0,11,89,0,25,75,0,7,93,0,34,66,0,34,66,0,19,81,0,14,86,0,14,86,0,5,95,0,14,86,0,8,92,0,29,71,0,13,87,0,26,74,89,0,8,3,75,0,15,10,93,0,6,1,66,1,15,18,66,1,16,17,81,0,10,9,86,0,8,6,86,0,11,3,95,0,4,1,86,0,14,0,92,0,7,1,71,2,15,12,87,0,10,3,74,0,16,10,0,0,51,49,49,1,21,29,0,0,47,53,53,1,20,26,80,15,4,1,80,5,15,0,95,0,0,5,0,21,0,34,45,100,0,0,22,25,23,30,0,4,16,31,49,0,5,18,30,47,0,3,35,28,34,0,4,12,20,64,0,4,5,8,83,66,12,6,16,66,11,6,17,66,10,6,18,66,11,9,14,66,12,5,17,66,10,9,15,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,30,68,0,0,72,28,0,0,38,62,0,0,50,50,0,0,19,81,0,0,22,78,0,0,54,46,46,0,33,13,3,5,0,2,1,7,39,51,0,1,98,1,0,0,20,80,0,0,70,16,5,1,2,6,0,0,36,21,23,20,0,0,26,36,30,8,0,0,16,84,0,0,0,14,85,1,70,2,24,4,28,2,65,5,62,2,31,5,50,3,34,13,81,2,13,4,78,1,19,2,0,0,0,8,18,28,46,0,0,1,7,17,28,47,0,1,25,61,11,2,0,1,1,15,27,56,0,1,17,41,24,17,42,10,39,9,42,20,18,20,42,18,17,23,0,0,69,31,69,12,19,88,1,0,0,1,0,3,2,5,19,0,1,14,6,9,0,1,5,14,0,3,9,3,0,4,12,0,1,41,55,0,3,0,0,0,0,100,0,0,0,0,1,3,65,25,6,1,2,31,43,19,3,1,8.373134328358208,8.207232252060267,3.9523809523809526,2.8107145255287995,13.409574468085106,5.303155261818572,2.382978723404255,1.1178549252702878
BY,BLR,Belarus,4,2020-12-28,2020-12-25,100,2,39629.3593302341,1,18199.6727120528,155,100,2225986.6487998203,94,1,4,95,3,18,79,3,12,85,1,35,64,1,22,77,1,17,82,3,11,86,2,11,87,3,3,94,2,7,91,2,12,86,2,24,74,2,8,90,2,30,68,96,2,2,0,82,2,8,8,88,2,7,3,65,6,15,14,78,5,7,10,83,3,8,6,89,2,7,2,89,4,4,3,97,0,3,0,93,2,4,1,88,2,7,3,76,5,9,10,92,2,4,2,70,2,14,14,0,0,63,37,37,1,23,39,0,0,53,47,47,1,16,36,84,6,10,0,84,11,5,0,89,0,1,10,0,17,1,35,47,100,0,1,15,29,24,31,0,4,27,19,50,0,5,26,26,43,0,5,32,22,41,0,5,14,19,62,0,4,5,4,87,65,19,6,10,65,19,4,12,65,14,11,10,65,17,6,12,65,19,4,12,65,18,6,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,42,56,0,4,76,20,0,7,32,61,0,3,60,37,0,5,21,74,0,5,33,62,0,0,64,36,36,0,38,15,3,8,0,0,0,5,44,51,0,1,99,0,0,0,25,75,0,0,70,24,2,3,0,1,0,0,19,14,28,39,0,1,18,41,31,9,0,0,17,83,0,0,0,15,85,0,58,3,33,6,24,3,72,1,68,2,27,3,40,4,43,13,79,2,15,4,67,1,30,2,0,1,1,3,37,17,41,0,1,0,3,29,27,40,0,0,42,48,3,7,0,0,1,12,30,57,0,0,23,45,15,17,32,6,55,7,32,33,16,19,32,33,18,17,0,1,74,25,75,14,11,86,0,2,2,0,0,3,0,7,12,0,0,15,5,17,1,3,9,9,0,3,1,2,1,3,19,0,0,40,60,0,0,0,0,0,0,0,100,0,0,0,2,3,59,29,7,2,3,26,42,19,5,3,6.5,7.283348804727174,3.2825,2.3863809634180586,13.5,6.275062110798746,2.241758241758242,1.0364539904100298
BY,BLR,Belarus,5,2020-12-28,2020-12-23,100,6,180049.9757223454,4,127455.3797394678,172,100,2543286.033735657,98,6,6,88,8,18,74,6,12,82,5,43,52,6,28,66,7,16,77,7,16,77,6,13,81,8,1,91,8,7,85,7,16,77,6,23,71,8,14,78,4,40,56,94,0,6,0,82,0,9,9,88,0,8,4,57,5,22,16,72,2,19,7,84,1,12,3,84,3,6,7,87,2,8,3,99,0,0,1,93,0,6,1,84,0,13,3,77,3,11,9,86,1,9,4,60,5,19,16,0,0,57,43,43,0,22,35,0,2,40,58,60,3,16,21,84,11,4,1,84,5,11,0,95,0,3,2,0,21,0,27,52,100,0,0,18,27,16,39,0,10,31,20,39,0,16,26,20,38,0,10,36,21,33,0,16,18,18,48,0,18,8,8,66,73,19,3,5,73,17,5,5,73,19,5,3,73,19,2,6,73,13,9,5,73,18,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,8,48,44,0,4,78,18,0,8,23,69,0,3,54,43,0,8,12,80,0,5,35,60,0,0,53,47,47,0,35,7,8,3,0,0,0,10,44,46,0,1,99,0,0,0,27,73,0,1,68,14,5,5,3,4,0,2,33,12,22,31,0,1,19,53,16,11,0,1,18,81,0,0,3,21,75,1,52,3,38,7,22,3,72,3,77,3,18,2,46,3,37,14,88,1,10,1,65,3,30,2,0,4,1,10,31,16,38,0,5,2,9,28,16,40,0,3,38,47,3,9,0,2,3,11,23,61,0,1,17,41,18,23,42,12,34,12,42,29,21,8,42,23,29,6,0,1,59,40,60,18,22,82,6,0,0,1,0,6,0,5,23,0,1,13,3,9,1,1,4,10,0,3,5,4,2,3,18,0,2,39,59,0,0,0,0,0,0,0,0,100,0,0,1,4,56,33,6,1,5,20,47,23,3,1,8.983870967741936,8.891867596862141,3.5333333333333337,2.9741308890925673,13.318749999999998,4.573845842338118,1.7717391304347827,1.1397248643265052
BY,BLR,Belarus,-99,2020-12-30,2020-12-27,100,5,92786.5148211191,4,77917.1356066414,154,72,2104666.5262948256,0,4,8,88,4,20,76,6,15,79,5,46,49,4,29,67,4,30,66,4,13,83,3,13,84,4,4,92,3,17,80,4,13,83,1,29,70,4,10,86,2,43,55,92,0,6,2,80,2,9,9,85,0,8,7,54,1,23,22,71,2,13,14,70,2,18,10,87,0,5,8,87,2,8,3,96,1,1,2,83,0,15,2,87,0,10,3,71,2,8,19,90,1,5,4,57,1,27,15,28,0,49,23,56,1,21,22,35,1,34,30,66,2,8,24,92,8,0,0,92,2,6,0,98,0,1,1,0,47,1,21,31,100,40,0,4,20,10,26,49,3,9,15,24,49,5,9,10,27,49,4,14,13,20,49,6,4,7,34,49,6,3,3,39,82,7,6,5,82,11,2,5,82,10,3,5,82,10,4,4,82,12,0,6,82,10,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,54,4,18,24,54,1,36,9,54,3,20,23,54,1,26,19,54,2,16,28,54,2,17,27,60,0,20,20,80,0,11,7,0,2,62,0,1,6,12,19,62,0,38,0,63,0,10,27,63,0,24,7,2,1,1,2,63,0,14,5,7,11,67,1,7,11,9,5,69,0,3,27,1,75,1,2,21,1,83,2,12,3,65,2,32,1,81,1,18,0,75,1,17,7,85,1,11,3,84,1,15,0,79,0,1,0,2,1,17,79,1,0,0,2,5,13,82,0,5,10,1,2,82,0,1,2,6,9,82,0,3,10,2,3,90,1,9,0,90,6,2,2,90,4,5,1,86,0,6,8,92,4,4,100,0,0,0,0,0,0,0,0,98,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,7.568627450980392,7.679205432753533,4.28125,2.7028584033180683,0,0,0,0
