horizon,rmse,chg.point.prior,period,fourier.order,prior.scale,signal,region
168,0.001488672429384504,0.99,182.5,8,5,p_cli_smooth,Dadra and Nagar Haveli
168,0.0015395978004453916,0.99,30.5,5,5,p_cli_CI_smooth,Dadra and Nagar Haveli
168,7.472127881664191e-4,0.99,0,0,0,p_cli_weight_smooth,Dadra and Nagar Haveli
168,5.060143681202725e-6,0.99,30.5,5,5,p_cli_weight_CI_smooth,Dadra and Nagar Haveli
168,0.001656664355662044,0.99,182.5,8,5,p_cliWHO_smooth,Dadra and Nagar Haveli
168,0.003152559757107998,0.99,365,10,5,p_cliWHO_CI_smooth,Dadra and Nagar Haveli
168,4.338171329650127e-4,0.99,182.5,8,5,p_cliWHO_weight_smooth,Dadra and Nagar Haveli
168,7.038777342335062e-6,0.99,30.5,5,5,p_cliWHO_weight_CI_smooth,Dadra and Nagar Haveli
168,1.2268126719465217e-4,0.99,365,10,5,p_cli_local_CI_smooth,Dadra and Nagar Haveli
168,0.0015327833185080463,0.99,182.5,8,5,p_cli_local_smooth,Dadra and Nagar Haveli
168,0.002780526635703043,0.99,0,0,0,p_cli_smooth,Ladakh
168,0.001570439654680063,0.99,0,0,0,p_cli_CI_smooth,Ladakh
168,0.007831828931577793,0.99,7,3,5,p_cli_weight_smooth,Ladakh
168,1.9013368871634693e-5,0.99,7,3,5,p_cli_weight_CI_smooth,Ladakh
168,0.0014964233352975484,0.99,30.5,5,5,p_cliWHO_smooth,Ladakh
168,0.0012138956766296325,0.99,30.5,5,5,p_cliWHO_CI_smooth,Ladakh
168,0.004214180079209864,0.99,182.5,8,5,p_cliWHO_weight_smooth,Ladakh
168,8.261188763682325e-6,0.99,182.5,8,5,p_cliWHO_weight_CI_smooth,Ladakh
168,1.7206508443631411e-4,0.99,15,4,5,p_cli_local_CI_smooth,Ladakh
168,0.0014243390546621539,0.99,15,4,5,p_cli_local_smooth,Ladakh
168,0.0020774465126946434,0.99,182.5,8,5,p_cli_smooth,Daman and Diu
168,0.0016840919025153352,0.99,182.5,8,5,p_cli_CI_smooth,Daman and Diu
168,0.0045722715474538714,0.99,182.5,8,5,p_cli_weight_smooth,Daman and Diu
168,7.87440022877303e-6,0.99,182.5,8,5,p_cli_weight_CI_smooth,Daman and Diu
168,0.0010353088280105245,0.99,182.5,8,5,p_cliWHO_smooth,Daman and Diu
168,5.901077346096437e-4,0.99,182.5,8,5,p_cliWHO_CI_smooth,Daman and Diu
168,9.050626095700814e-4,0.99,15,4,5,p_cliWHO_weight_smooth,Daman and Diu
168,2.0343461925185066e-6,0.99,182.5,8,5,p_cliWHO_weight_CI_smooth,Daman and Diu
168,4.9580188388899325e-5,0.99,0,0,0,p_cli_local_CI_smooth,Daman and Diu
168,2.1350798103801614e-4,0.99,0,0,0,p_cli_local_smooth,Daman and Diu
168,0.0015386580739428638,0.99,15,4,5,p_cli_smooth,Andaman and Nicobar
168,8.614696687058846e-4,0.99,15,4,5,p_cli_CI_smooth,Andaman and Nicobar
168,0.004089158699529361,0.99,182.5,8,5,p_cli_weight_smooth,Andaman and Nicobar
168,6.350832791201528e-6,0.99,182.5,8,5,p_cli_weight_CI_smooth,Andaman and Nicobar
168,0.0012573798059412463,0.99,182.5,8,5,p_cliWHO_smooth,Andaman and Nicobar
168,8.952465160973102e-4,0.99,182.5,8,5,p_cliWHO_CI_smooth,Andaman and Nicobar
168,0.004194301444183643,0.99,182.5,8,5,p_cliWHO_weight_smooth,Andaman and Nicobar
168,7.308146614440955e-6,0.99,182.5,8,5,p_cliWHO_weight_CI_smooth,Andaman and Nicobar
168,4.276075787032069e-5,0.99,0,0,0,p_cli_local_CI_smooth,Andaman and Nicobar
168,3.3651706230923345e-4,0.99,7,3,5,p_cli_local_smooth,Andaman and Nicobar
