ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ZA,ZAF,South Africa,Free State,2021-07-31,2021-07-29,36,5205009.24845555,96,632,244,360,0,16,123,75,30,92,45,77,34,10,6,225807.205670727,0,6,0,0,4,148618.275486187,244,123,2881.22692385787,11,2,9,2,0,19,3,15,3,0,20,4,15,4,0,26,8,0,0,0,6,2,4,2,0,6,4,12,3,0,16,1,5,3,4,5,4,1,3,2,3,6,2,0,1,0,1,1,1,0,0,1,1,2,0,3,12,6,10,12,12,3,9,4,12,13,5,0,2,0,2,1,2,0,1,1,3,3,1,3,0.130081300813008,0.0594486920535409,0.0487804878048781,0.0380679052703839,0.0433826713636925,0.000175010701477975,0.032520325203252,0.0313468496024098,0.0285529320683312,0.000143077803787552,0.084686144634971,0.0101660105950762
ZA,ZAF,South Africa,Free State,2021-08-01,2021-07-30,30,5040346.46792417,80,556,167,338,0,11,102,66,25,76,38,61,31,6,2,109175.210495381,0,2,0,0,1,68703.5372906814,167,102,2389.3101319797,6,1,5,1,0,8,1,6,1,0,11,2,8,2,0,13,3,0,0,0,4,2,2,2,0,4,4,7,3,0,11,0,3,1,2,3,2,0,1,1,2,4,0,0,1,0,1,1,1,0,0,1,1,2,0,1,6,2,6,8,7,0,4,2,7,7,0,0,1,1,2,1,2,0,0,1,2,2,0,3,0.107843137254902,0.060195617252644,0.0196078431372549,0.0269068483623884,0.0216602591092005,0.000127085080164083,0.00980392156862745,0.0191209083686488,0.0136307171992834,0.000101227152199552,0.0698946519184723,0.0102235063866768
ZA,ZAF,South Africa,Free State,2021-08-02,2021-07-31,41,4955062.78127208,86,487,152,284,0,11,107,59,25,82,45,60,38,7,3,129549.574329783,1,2,1,0,2,108975.493660592,152,107,2506.43317766497,8,2,6,2,0,7,2,5,2,0,12,3,9,3,0,10,4,0,0,0,6,3,3,3,0,6,4,7,4,0,11,1,4,2,4,5,4,3,2,2,5,6,3,1,2,1,1,2,2,0,0,1,2,3,1,4,6,4,9,9,9,3,3,2,8,9,4,1,2,2,2,2,3,0,0,1,2,3,1,3,0.102803738317757,0.0575445745622299,0.0280373831775701,0.0312787739529993,0.0261448905994536,0.000140496044816063,0.0186915887850467,0.0256615019570993,0.02199275740208,0.000129132151689137,0.0606439466866638,0.00934391487991068
ZA,ZAF,South Africa,Free State,2021-08-03,2021-08-01,49,4941467.03360123,97,465,164,360,0,12,120,62,24,96,54,64,40,14,5,139341.355701345,2,3,2,0,4,118767.275032155,164,120,2810.9530964467,7,2,5,2,0,8,3,5,2,1,12,4,8,3,1,12,2,0,0,0,7,1,6,1,0,6,4,8,3,1,11,3,5,4,5,5,5,4,4,1,5,6,4,1,1,1,0,1,1,0,0,0,1,1,1,5,7,8,10,7,10,4,5,1,7,8,5,1,2,4,3,1,4,0,1,0,2,2,1,3,0.1,0.0536758243115147,0.0416666666666667,0.0357528069823552,0.028198378083643,0.000145955684576977,0.0333333333333333,0.032117017786256,0.0240348208790133,0.00013503854386907,0.0583432004636829,0.00866488372748222
ZA,ZAF,South Africa,Free State,2021-08-04,2021-08-02,37,4817665.61110261,102,421,121,353,0,19,127,66,27,99,55,72,40,15,9,310119.755361224,3,6,3,0,6,226548.570948327,121,127,2974.92536040609,11,3,8,3,0,14,4,10,3,1,16,5,11,4,1,16,5,0,0,0,11,3,8,3,0,8,5,14,4,1,16,4,7,4,6,7,7,5,5,1,7,8,6,2,2,1,0,2,2,1,1,0,2,2,2,9,11,8,11,12,13,7,8,1,11,13,9,2,3,3,2,2,4,1,2,0,3,3,2,3,0.149606299212598,0.0620342002737364,0.0708661417322835,0.0446277270248897,0.0643713741041997,0.000219143152501635,0.047244094488189,0.0368986791327581,0.047024552809608,0.000189030967634527,0.0406732893572439,0.00709819572891896
ZA,ZAF,South Africa,Free State,2021-08-05,2021-08-03,43,4897793.82872371,104,429,103,371,0,14,129,76,27,100,62,64,44,18,7,249273.718322123,2,5,2,0,5,186276.614578416,103,128,2998.34996954315,7,3,4,3,0,10,3,7,2,1,11,5,6,4,1,17,7,0,0,0,7,2,5,2,0,4,5,9,4,1,11,3,4,2,3,3,4,2,3,0,3,4,3,1,1,0,0,1,1,1,1,0,1,1,1,6,7,5,6,6,9,4,7,0,7,9,6,1,2,2,2,1,4,1,3,0,3,3,2,3,0.108527131782946,0.0536755450993899,0.0542635658914729,0.0390924114335912,0.0508951023745072,0.000194644862151255,0.0387596899224806,0.0333088294103217,0.0380327594612035,0.000169397462624249,0.0343522274071608,0.00651919170609584
ZA,ZAF,South Africa,Free State,2021-08-06,2021-08-04,34,5225643.60309569,85,403,148,264,0,12,114,69,22,89,50,59,35,15,6,414537.164884796,2,4,2,0,2,107781.295916172,148,112,2623.55622335025,6,2,4,2,0,10,2,8,2,0,8,2,6,2,0,14,8,0,0,0,5,3,2,3,0,3,4,8,4,0,10,2,3,0,1,3,2,1,2,0,2,2,2,2,2,0,0,2,1,1,2,0,1,1,1,5,7,1,3,7,7,5,5,0,6,8,5,2,2,0,0,2,2,1,3,0,2,2,2,3,0.105263157894737,0.0563354182410052,0.0526315789473684,0.0409900376242963,0.079327485065997,0.000231708854240706,0.0175438596491228,0.0240998768411264,0.0206254586233784,0.000121858102120411,0.0564119795424112,0.00882835487680082
ZA,ZAF,South Africa,Free State,2021-08-07,2021-08-05,34,5734937.29909098,83,514,148,253,0,8,111,70,20,88,47,57,32,15,2,243758.765224917,1,1,1,0,0,0,148,109,2553.28239593909,5,2,3,1,1,8,3,5,1,2,8,3,5,1,2,17,9,0,0,0,4,1,2,1,0,3,2,5,2,0,7,1,2,0,1,3,1,2,2,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,5,1,3,5,4,4,4,1,3,5,1,1,1,0,0,1,1,0,2,0,1,1,1,3,0.0720720720720721,0.0481090995862818,0.018018018018018,0.0247452513571082,0.0425041726722198,0.00016510794902396,0,0,0,0,0.0579646028325693,0.00906387085007385
ZA,ZAF,South Africa,Free State,2021-08-08,2021-08-06,45,5672850.45590577,81,530,165,326,0,14,113,69,28,81,45,63,32,11,3,275493.987732127,2,1,2,0,1,31735.2225072105,165,111,2600.1316142132,7,3,4,2,1,14,5,9,3,2,13,4,9,2,2,24,7,0,0,0,9,1,7,1,0,8,3,10,3,0,13,1,4,2,4,5,2,4,3,2,3,5,1,1,1,0,0,1,0,0,1,0,0,0,0,2,9,5,8,9,6,7,5,3,6,10,2,2,3,2,2,3,2,1,2,0,2,2,1,3,0.123893805309735,0.0607452104405302,0.0265486725663717,0.0296406276500937,0.048563590715726,0.00017688569081666,0.00884955752212389,0.0172678965081244,0.00559422864288134,6.13761083499868e-05,0.0634583261470513,0.00937040333738286
ZA,ZAF,South Africa,Free State,2021-08-09,2021-08-07,35,5491993.29230384,81,458,112,321,0,16,114,68,32,78,55,55,43,10,1,31735.2225072105,1,0,1,0,1,31735.2225072105,113,112,2623.55622335025,9,3,5,2,1,14,6,7,4,2,15,6,9,4,2,27,9,0,0,0,9,0,8,0,0,7,3,11,3,0,14,0,3,2,4,4,2,4,2,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,8,9,4,6,4,4,8,9,5,1,2,2,2,2,2,2,1,0,3,2,1,3,0.140350877192982,0.0637622807489054,0.0087719298245614,0.0171170940046306,0.0057784525250026,6.33914159184228e-05,0.0087719298245614,0.0171170940046306,0.0057784525250026,6.33914159184228e-05,0.0430713087046788,0.00776849204145333
ZA,ZAF,South Africa,Free State,2021-08-10,2021-08-08,40,5135252.40961107,85,487,100,334,0,19,120,70,35,81,52,64,43,7,4,220388.564365165,1,3,1,0,3,154111.711935369,101,118,2764.10387817259,11,2,8,2,0,18,6,11,5,1,18,6,12,5,1,31,8,0,0,0,10,1,9,1,0,9,4,14,4,0,18,1,6,3,7,5,3,4,2,4,4,8,4,0,1,0,1,1,0,0,0,1,0,1,0,4,11,7,10,10,6,7,5,6,12,14,8,1,3,2,3,3,2,2,1,1,3,3,1,3,0.158333333333333,0.0653151170258606,0.0333333333333333,0.032117017786256,0.0429167929414119,0.000175289407072593,0.025,0.0279337846156495,0.030010542743125,0.000147566448559612,0.0365398713114839,0.00699473540882385
ZA,ZAF,South Africa,Free State,2021-08-11,2021-08-09,41,5685515.79718998,82,436,99,243,0,18,116,69,28,82,48,61,41,7,8,466905.530662289,3,5,3,0,6,304127.453229763,100,112,2623.55622335025,11,1,9,1,0,20,7,11,6,1,19,7,11,6,1,28,11,0,0,0,9,4,5,4,0,7,5,12,5,0,16,4,7,3,7,6,5,4,2,3,4,7,5,2,3,1,3,3,2,2,1,2,1,3,2,6,12,5,10,11,7,6,4,5,11,13,9,2,3,1,3,3,2,3,1,2,2,3,2,3,0.155172413793103,0.0658886178741737,0.0689655172413793,0.0461124267568426,0.0821219300618341,0.000225675922552929,0.0517241379310345,0.0403026009943121,0.0534916204753269,0.000184955931933772,0.0381162023935211,0.00732687901035252
ZA,ZAF,South Africa,Free State,2021-08-12,2021-08-10,42,5350654.19267134,88,741,94,313,0,23,123,78,29,87,45,67,37,8,11,531135.261210039,4,7,4,0,9,368357.183777512,95,119,2787.52848730964,14,3,9,3,0,22,6,14,5,1,21,6,12,5,1,33,12,0,0,0,12,6,6,6,0,11,8,13,7,1,22,6,11,5,11,10,7,4,4,4,7,8,6,3,5,1,5,5,3,2,2,2,2,4,3,9,16,7,15,18,12,7,8,6,16,18,10,4,5,1,5,6,3,2,2,2,4,5,3,3,0.186991869918699,0.0689055719410192,0.0894308943089431,0.0504307907345062,0.0992654808336375,0.000253362407847809,0.0731707317073171,0.0460218533557061,0.0688433919504726,0.000214529560951847,0.0340803691989129,0.00673536406555401
ZA,ZAF,South Africa,Free State,2021-08-13,2021-08-11,25,5115007.93416136,76,653,87,259,0,18,108,69,24,77,45,53,34,11,9,369766.759308137,4,5,4,0,8,273265.534305407,88,103,2412.73474111675,11,3,6,3,0,20,6,12,5,1,18,6,9,5,1,24,10,0,0,0,9,5,4,5,0,8,7,9,6,1,17,6,8,4,8,8,6,3,4,3,6,5,4,3,4,1,4,4,3,2,2,1,2,3,3,8,13,5,13,16,10,5,6,5,13,13,8,4,4,1,4,5,3,2,2,1,4,4,3,3,0.166666666666667,0.0702861839934255,0.0833333333333333,0.052125629139577,0.0722905543975003,0.000224425241957537,0.0740740740740741,0.0493920954357542,0.0534242640134264,0.000194882074065753,0.0364731350282081,0.00748017508763322
ZA,ZAF,South Africa,Free State,2021-08-14,2021-08-11,31,6477856.52542373,101,721,130,327,0,23,139,82,31,101,64,65,48,15,10,415054.859753474,4,6,4,0,8,273265.534305407,131,134,3138.89762436548,12,4,6,4,0,23,7,14,6,1,23,7,13,6,1,29,12,0,0,0,12,7,5,7,0,11,9,12,8,1,22,7,9,5,10,10,8,4,5,4,7,7,6,3,5,1,5,5,4,2,3,1,3,4,4,10,15,6,17,20,14,7,7,8,14,16,10,4,5,1,5,6,4,2,3,1,5,5,4,4,0.165467625899281,0.0617758604556429,0.0719424460431655,0.0429556945756319,0.0640728701113559,0.000188577787496079,0.0575539568345324,0.0387174309031592,0.0421845610863591,0.000154792570616131,0.0417343971281896,0.00699599575312704
ZA,ZAF,South Africa,Free State,2021-08-15,2021-08-12,36,5904209.59314928,99,757,131,361,0,20,134,81,32,99,63,65,46,16,7,209834.640389143,2,5,1,1,4,91514.5705038028,132,132,3092.04840609137,11,4,5,3,1,18,4,13,3,1,19,5,12,3,2,25,10,0,0,0,10,6,4,5,1,10,8,10,6,2,20,5,6,4,8,9,6,3,5,4,6,6,5,2,3,1,4,5,3,1,3,1,3,4,3,8,11,5,14,18,11,7,7,8,13,14,8,3,3,1,4,6,3,1,3,1,5,5,3,4,0.149253731343284,0.0603334718148565,0.0522388059701493,0.0376740035146689,0.0355398359557926,0.000149336876874984,0.0298507462686567,0.0288132710882984,0.0154998851344959,9.96412881542652e-05,0.0426901466807436,0.00712549495514402
ZA,ZAF,South Africa,Free State,2021-08-16,2021-08-14,45,4514457.11597141,92,291,125,344,0,12,112,60,31,81,60,51,45,14,6,282772.405759474,1,5,0,1,2,101670.010073856,125,112,2623.55622335025,5,2,3,1,1,12,1,11,1,0,11,2,9,1,1,16,5,0,0,0,7,4,3,3,1,7,4,8,3,1,12,3,3,2,5,6,4,3,2,2,3,5,3,1,1,1,2,3,2,1,2,1,2,3,2,5,7,3,10,10,8,5,3,6,4,9,3,1,1,1,2,3,2,1,2,1,2,3,2,3,0.107142857142857,0.0572811436131508,0.0535714285714286,0.0417013020087397,0.0626370787218404,0.000223519263455377,0.0178571428571429,0.0245263204027614,0.02252098258153,0.000136865098470983,0.0476452529919013,0.00815102260033171
ZA,ZAF,South Africa,Free State,2021-08-17,2021-08-15,41,4561949.77509104,98,487,188,361,0,12,122,66,33,88,68,53,50,18,5,237484.305314137,1,4,0,1,2,101670.010073856,188,122,2857.80231472081,5,1,4,0,1,14,3,11,1,2,12,4,8,1,3,20,8,0,0,0,7,4,3,3,1,7,5,7,3,2,12,3,4,2,5,6,4,3,2,1,2,5,2,2,1,2,3,4,2,2,2,1,1,4,2,5,8,3,9,10,7,5,3,3,4,9,2,2,2,2,3,5,2,2,2,1,1,4,2,3,0.0983606557377049,0.0528439545803524,0.040983606557377,0.0351792258384126,0.0520576325962286,0.000203847793670822,0.0163934426229508,0.0225327379431889,0.0222865255178807,0.000135456492235356,0.0657848161965557,0.00908904581967343
ZA,ZAF,South Africa,Free State,2021-08-18,2021-08-16,38,4877546.9301253,101,468,239,316,0,15,124,65,36,86,70,50,50,20,6,257859.893461605,1,5,1,0,3,153817.815761614,239,123,2881.22692385787,6,1,5,0,1,18,6,12,3,3,16,5,10,2,3,21,8,0,0,0,9,3,6,3,0,9,5,10,3,2,15,3,7,3,6,7,6,2,3,0,2,6,2,1,2,2,3,3,1,1,1,0,0,2,1,5,12,6,10,12,11,4,6,3,5,10,2,1,4,3,3,5,2,1,2,0,1,2,1,3,0.120967741935484,0.0573950504250727,0.0483870967741936,0.0377687135204149,0.0528667170517579,0.000198583921636707,0.0241935483870968,0.0270438722530324,0.031535896622867,0.000155092829151417,0.0829507728186806,0.0100708447650615
ZA,ZAF,South Africa,Free State,2021-08-19,2021-08-17,35,4885201.49182456,90,636,222,264,0,13,114,59,27,85,60,51,43,17,5,292781.568089887,1,4,1,0,2,127798.580189646,222,113,2646.98083248731,5,1,4,0,1,17,8,9,4,4,18,8,9,3,5,19,8,0,0,0,7,3,4,3,0,7,6,7,4,2,13,2,5,3,4,5,5,1,3,0,1,5,2,1,2,2,3,3,1,1,1,0,0,2,1,4,10,6,8,11,9,5,6,2,5,9,2,1,5,3,4,6,3,2,3,0,1,3,1,3,0.114035087719298,0.0583476241908888,0.043859649122807,0.0375914488963139,0.059932342315841,0.000210483003293005,0.0175438596491228,0.0240998768411264,0.0261603498655109,0.000141537770698322,0.0838691377267706,0.0105597233064433
ZA,ZAF,South Africa,Free State,2021-08-20,2021-08-18,38,5043750.16503506,89,549,145,269,0,11,111,65,25,83,49,55,40,9,6,362346.617900618,1,5,1,0,2,127798.580189646,145,108,2529.85778680203,5,1,3,0,1,14,6,8,4,2,14,6,6,3,3,19,5,0,0,0,5,1,4,1,0,5,3,7,2,1,11,1,3,3,2,4,4,1,2,1,1,4,1,0,1,1,1,1,0,0,0,0,0,0,0,2,7,7,6,8,8,5,5,3,6,8,2,0,3,2,2,3,2,1,2,0,1,1,0,3,0.0990990990990991,0.0555853014694124,0.0540540540540541,0.0420662595939769,0.0718407149530371,0.000225355357651518,0.018018018018018,0.0247452513571082,0.0253380076347929,0.000137146444984124,0.0573154747102576,0.00905772586825988
ZA,ZAF,South Africa,Free State,2021-08-21,2021-08-19,36,4722750.52380696,90,528,92,290,0,10,109,61,24,82,48,57,35,13,5,434437.936476339,0,5,0,0,3,241149.650665081,92,107,2506.43317766497,3,0,2,0,0,11,3,8,2,1,10,4,5,2,2,18,5,0,0,0,3,0,3,0,0,3,1,8,1,0,10,0,2,2,1,2,3,3,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,4,6,7,5,5,5,8,3,0,1,0,1,1,1,1,1,0,0,1,0,3,0.091743119266055,0.054190847292399,0.0458715596330275,0.0392744413219453,0.0919883305896376,0.000260652966626052,0.0275229357798165,0.0307129762630489,0.0510612723347268,0.000198525130574266,0.0367055466787702,0.00736148453112608
ZA,ZAF,South Africa,Free State,2021-08-22,2021-08-20,45,4538474.45175176,95,516,103,330,0,16,119,71,34,79,59,53,42,17,7,519454.793666768,1,6,1,0,5,362392.626598804,103,114,2670.40544162437,8,1,6,1,0,11,2,9,2,0,11,3,7,3,0,20,6,0,0,0,7,1,6,1,0,7,2,13,2,0,16,1,4,3,4,4,6,3,5,4,4,4,1,0,0,0,1,1,1,0,1,1,1,0,0,6,9,4,11,7,11,7,7,7,11,10,6,1,1,0,2,2,2,1,1,1,1,1,1,3,0.134453781512605,0.0612923471388012,0.0588235294117647,0.0422752009142892,0.114455815316151,0.000292898530573579,0.0420168067226891,0.0360466638652036,0.0798489956154601,0.0002493775905975,0.0385709220010227,0.00730378744010386
ZA,ZAF,South Africa,Free State,2021-08-23,2021-08-21,48,4770386.88659953,103,488,115,344,0,18,129,72,34,89,66,57,40,26,9,573559.032198119,3,6,3,0,7,421542.086585896,115,124,2904.65153299492,11,2,9,2,0,17,3,14,3,0,15,4,11,4,0,20,7,0,0,0,10,2,8,2,0,10,3,15,3,0,18,2,7,2,7,6,7,5,7,5,7,5,3,1,1,0,2,2,2,1,2,1,2,0,1,7,13,2,13,9,12,9,9,8,13,11,7,2,2,0,3,3,3,2,2,1,2,1,2,3,0.13953488372093,0.0597945039703651,0.0697674418604651,0.0439617936398587,0.120233231776085,0.000291855126867915,0.0542635658914729,0.0390924114335912,0.0883664358062963,0.000254697752228444,0.0395916682926251,0.00709138284701278
ZA,ZAF,South Africa,Free State,2021-08-24,2021-08-22,39,5129095.07911067,100,611,130,338,0,20,132,76,35,92,71,54,46,25,9,513674.788463123,4,5,4,0,5,256043.210422704,130,127,2974.92536040609,13,3,10,3,0,15,4,11,4,0,16,7,9,7,0,27,11,0,0,0,14,5,9,5,0,13,6,14,6,0,19,2,7,2,8,6,7,3,5,4,9,5,3,1,3,1,3,3,4,1,2,1,3,2,1,6,12,2,11,9,11,6,5,5,14,9,5,2,4,1,4,4,5,2,2,1,3,3,2,3,0.151515151515152,0.0611661581621156,0.0681818181818182,0.0429992622812259,0.100149203814757,0.000259798547869305,0.0378787878787879,0.0325667227467505,0.0499197629354726,0.000188470817969991,0.0436985753424934,0.00734583373980216
ZA,ZAF,South Africa,Free State,2021-08-25,2021-08-23,30,5274223.6470048,86,546,202,279,0,13,117,65,27,85,62,50,39,22,8,484562.760485342,4,4,4,0,2,59149.4599870916,202,114,2670.40544162437,8,3,5,2,0,16,6,10,5,1,15,8,7,6,1,25,11,0,0,0,10,4,6,4,0,9,5,8,4,0,12,1,5,1,5,4,4,3,2,2,5,4,2,1,3,1,2,2,3,1,1,0,2,2,1,2,7,1,6,4,6,4,2,2,8,5,3,1,3,1,3,2,4,1,1,0,3,2,2,3,0.111111111111111,0.0569452683937823,0.0683760683760684,0.0457327735587126,0.0918737605601011,0.000246511780787938,0.0170940170940171,0.0234873065658838,0.0112148183213054,8.98702430258608e-05,0.0756439441185106,0.0100291982642838
ZA,ZAF,South Africa,Free State,2021-08-26,2021-08-24,31,4672754.3219885,72,482,178,241,0,9,100,58,32,63,57,40,37,19,6,438323.985256108,2,4,2,0,0,0,178,98,2295.61169543147,4,2,2,1,0,11,5,6,3,2,11,7,4,4,2,22,12,0,0,0,6,3,3,3,0,5,5,4,3,1,8,0,2,1,2,1,2,0,0,0,2,2,0,0,2,1,1,1,2,0,0,0,1,2,0,1,4,1,4,1,4,1,1,0,4,2,1,0,3,1,3,1,4,1,1,0,2,2,1,3,0.09,0.0560905943465434,0.06,0.046546565661405,0.093804200917111,0.000264352720082227,0,0,0,0,0.0775392460119628,0.0109404103725448
ZA,ZAF,South Africa,Free State,2021-08-27,2021-08-25,46,4674430.36542579,77,557,174,270,0,9,107,66,29,70,64,40,40,21,6,391646.921159558,2,4,2,0,2,58937.5683316458,174,103,2412.73474111675,6,2,4,1,0,15,5,10,3,2,11,5,6,2,2,21,14,0,0,0,3,1,2,1,0,3,4,4,2,1,9,1,2,0,2,2,1,1,3,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,2,6,2,6,5,6,3,7,3,6,5,3,1,2,1,3,2,3,1,3,0,2,1,2,3,0.0841121495327103,0.0525904294269945,0.0560747663551402,0.0435921948951269,0.0837849514362983,0.000251168669610292,0.0186915887850467,0.0256615019570993,0.0126085027958861,0.000101148674236981,0.0721173351694115,0.0103219004936108
ZA,ZAF,South Africa,Free State,2021-08-28,2021-08-26,31,4619507.62215785,82,452,80,264,0,10,108,64,30,72,70,36,42,26,4,217615.896237866,1,3,1,0,2,58937.5683316458,80,105,2459.58395939086,7,1,6,1,0,11,3,8,1,2,10,3,7,1,2,22,15,0,0,0,4,1,3,1,0,4,3,6,2,1,10,1,2,0,3,2,2,1,3,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,2,7,2,6,5,7,3,7,3,7,5,2,1,2,1,2,2,2,1,3,0,1,1,1,3,0.0925925925925926,0.0546670319948865,0.037037037037037,0.0356171465392445,0.0471080283955056,0.000193205526550193,0.0185185185185185,0.0254261373247429,0.0127584091535961,0.000102343492045544,0.0325258260424713,0.00701053436937559
ZA,ZAF,South Africa,Free State,2021-08-29,2021-08-27,33,4675355.5740524,84,484,80,301,0,11,110,67,23,81,71,35,42,27,3,140185.383125019,1,2,1,0,2,58937.5683316458,81,106,2483.00856852792,7,1,6,1,0,13,3,9,2,1,14,4,9,3,1,18,12,0,0,0,4,1,3,1,0,4,2,7,2,0,11,1,2,0,3,2,2,1,3,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,2,8,3,7,7,7,4,6,5,7,7,3,1,1,1,1,2,1,0,2,0,1,1,1,3,0.1,0.05606257006583,0.0272727272727273,0.0304376822863091,0.0299838976746557,0.000154587467857605,0.0181818181818182,0.0249681255146025,0.0126060076924933,0.000101128785645679,0.0326217158598135,0.00698731864911008
ZA,ZAF,South Africa,Free State,2021-08-30,2021-08-27,33,6140704.0048325,106,656,106,360,0,13,143,91,36,100,82,57,49,30,6,355690.862765292,1,5,1,0,4,218511.176365209,107,139,3256.02067005076,8,1,7,1,0,18,3,14,2,1,20,4,15,3,1,21,13,0,0,0,6,1,5,1,0,6,2,9,2,0,13,2,4,1,5,3,4,2,4,2,3,4,2,0,0,0,0,1,0,0,1,0,0,0,0,3,10,4,9,8,9,5,7,6,8,9,4,1,1,1,1,2,1,0,2,0,1,1,1,4,0.0909090909090909,0.0471180585097069,0.041958041958042,0.0328609370606275,0.0579234665089502,0.000184760604485223,0.027972027972028,0.0270259787289412,0.0355840594487618,0.000146520686443629,0.0328621992434501,0.0061234616977372
ZA,ZAF,South Africa,Free State,2021-08-31,2021-08-28,33,5833322.95627842,97,437,85,323,0,8,130,81,34,92,74,53,48,25,5,343888.033868018,0,5,0,0,2,159573.608033563,86,128,2998.34996954315,4,0,4,0,0,16,3,12,2,1,19,4,14,3,1,16,8,0,0,0,4,0,4,0,0,4,0,7,0,0,8,1,3,2,4,1,4,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,7,3,6,4,1,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0615384615384615,0.0413102640930125,0.0384615384615385,0.0330577332729579,0.058952339249088,0.000191137724504027,0.0153846153846154,0.0211569492946931,0.0273555243262871,0.000132370029072453,0.0286824423011246,0.00597441812202073
ZA,ZAF,South Africa,Free State,2021-09-01,2021-08-30,40,4785882.72524689,79,407,78,236,0,8,106,68,32,73,55,51,37,17,8,439915.677361201,2,6,2,0,4,232651.152415655,78,105,2459.58395939086,4,0,4,0,0,13,3,10,3,0,13,4,9,3,1,11,5,0,0,0,5,1,4,1,0,5,2,6,2,0,8,2,4,3,4,3,4,3,2,3,2,5,1,0,1,0,0,1,0,0,0,1,0,1,0,3,6,4,7,5,4,3,3,5,4,7,3,1,2,0,1,2,0,0,0,1,0,2,0,3,0.0754716981132076,0.0502860270278949,0.0754716981132076,0.0502860270278949,0.0919194436254197,0.000258840927124154,0.0377358490566038,0.0362759984499167,0.0486119626768859,0.000192671503294841,0.0317126803914095,0.00692525648377785
