ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,Mahilyow,2021-01-13,2020-12-24,100,3,82571.8938061787,2,67717.09287453891,158,96,2625585.0202049376,74,5,7,88,6,21,73,5,16,79,3,50,47,6,30,64,5,23,72,5,12,83,4,15,81,6,9,85,5,17,78,6,19,75,6,26,68,6,12,82,4,39,57,93,0,4,3,79,0,10,11,84,1,11,4,50,0,30,20,70,1,16,13,77,1,16,6,88,1,7,4,85,2,11,2,91,1,6,2,83,0,14,3,81,2,12,5,74,2,13,11,88,2,4,6,61,2,16,21,4,0,52,44,48,1,17,34,4,1,47,48,53,0,17,30,83,11,5,1,83,8,9,0,92,1,2,4,1,22,2,32,44,100,5,0,10,30,23,32,6,8,18,25,43,6,8,16,31,39,6,7,35,18,34,6,7,17,17,53,6,10,4,10,70,69,17,8,6,69,21,4,6,69,16,10,5,69,19,9,3,69,21,3,7,69,21,4,6,89,1,0,10,89,1,0,10,89,1,1,9,89,1,0,10,89,1,0,10,89,1,4,6,89,1,2,8,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,97,0,1,2,8,8,41,43,8,1,70,21,8,8,32,52,8,2,55,35,8,7,19,66,8,5,33,54,10,2,54,34,46,0,29,13,3,9,11,1,0,10,37,41,11,1,87,1,11,0,26,63,11,0,67,12,5,4,0,1,11,0,27,10,29,23,12,0,21,33,25,9,14,0,9,76,1,15,0,13,72,0,59,1,35,5,31,2,65,2,68,1,28,3,46,3,42,9,81,2,14,3,68,1,29,2,16,2,1,6,20,13,42,16,0,4,10,20,20,30,18,2,23,45,6,6,18,0,6,10,23,43,18,0,16,29,20,17,56,7,30,7,56,20,8,16,56,14,14,16,20,1,55,24,76,8,16,92,1,1,0,0,0,2,1,3,37,0,2,6,4,7,2,6,5,8,0,4,4,2,1,4,8,22,2,24,52,0,0,22,0,2,14,24,20,15,3,0,23,4,38,32,3,23,2,16,34,18,5,2,8.43661971830986,7.979853909092746,3.5000000000000004,2.7519394491353397,13.657534246575342,5.244624703452182,2.1690140845070425,1.068856738936618
BY,BLR,Belarus,Minsk,2021-01-13,2021-01-13,129,4,87377.5402629124,3,69922.8690925349,119,119,2942483.555309744,94,4,8,117,3,26,100,4,9,116,1,50,78,2,42,85,4,23,102,4,18,107,2,19,108,3,4,122,3,17,109,4,19,106,4,29,96,4,14,111,1,41,87,121,1,7,0,103,1,17,8,120,1,7,1,79,1,21,28,87,4,14,24,106,3,11,9,111,2,7,9,110,3,13,3,125,0,3,1,112,1,15,1,110,2,8,9,100,2,15,12,115,1,11,2,88,2,25,14,10,0,50,69,80,0,21,28,11,0,60,58,69,0,22,38,107,12,8,2,107,9,13,0,120,0,1,8,0,33,3,32,61,129,11,0,15,32,22,49,13,2,17,36,61,13,5,24,26,61,13,4,39,29,44,13,6,7,27,76,13,6,3,9,98,97,16,6,10,97,15,9,8,97,13,6,13,97,14,7,11,97,16,6,10,97,15,9,8,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,16,2,57,54,16,1,82,30,16,4,32,77,16,4,56,53,16,4,17,92,16,5,39,69,20,0,59,50,70,0,33,15,3,8,25,1,1,10,40,52,25,0,104,0,27,0,27,75,27,0,72,19,1,3,1,6,27,0,35,19,36,12,27,0,19,48,28,7,28,0,14,86,1,30,0,19,78,2,74,2,47,6,49,2,75,3,99,1,27,2,75,1,36,17,114,0,11,4,90,1,37,1,32,2,0,2,23,32,38,32,1,0,6,16,37,37,32,1,31,51,11,3,32,0,1,9,26,61,32,0,11,42,29,15,76,8,36,9,76,22,9,22,76,21,10,22,34,1,70,24,105,19,5,111,0,2,0,1,3,6,0,6,41,0,0,12,4,12,2,4,8,9,0,6,10,1,1,4,15,35,2,34,58,0,0,35,0,7,22,27,27,10,1,0,35,2,71,16,5,35,2,23,36,30,3,0,7.133333333333334,6.454274371116993,3.15625,2.4640561236800513,12.154878048780487,5.200335991970975,2.3820224719101124,1.1531145371787275
BY,BLR,Belarus,Vitsyebsk,2021-01-13,2020-12-27,100,9,203501.00263853016,5,140157.72230322738,112,91,2139513.093505133,80,2,15,83,4,17,79,3,16,81,2,47,51,3,40,57,2,21,77,2,15,83,2,11,87,3,8,89,3,12,85,4,12,84,2,30,68,2,17,81,2,39,59,85,0,13,2,83,4,9,4,84,2,11,3,53,6,17,24,60,3,15,22,79,3,13,5,85,4,6,5,89,2,7,2,92,1,6,1,88,2,7,3,88,3,6,3,70,4,11,15,83,2,14,1,61,5,16,18,9,0,39,52,62,0,11,27,10,0,42,48,58,0,19,23,81,8,11,0,81,4,15,0,96,0,1,3,0,29,2,31,38,100,11,1,18,21,23,26,11,8,20,23,38,11,9,22,21,37,11,10,22,25,32,11,10,14,19,46,11,12,7,11,59,69,11,6,14,69,12,7,12,69,12,8,11,69,13,6,12,69,15,2,14,69,11,7,13,89,0,0,11,89,0,0,11,89,0,0,11,89,0,2,9,89,0,1,10,89,0,0,11,89,0,0,11,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,0,2,1,12,5,39,44,12,1,69,18,12,4,25,59,12,5,45,38,12,7,18,63,12,7,23,58,16,1,50,33,50,0,28,11,3,8,16,0,0,12,40,32,16,0,84,0,17,0,18,65,17,0,58,16,5,3,0,1,17,0,34,13,20,16,17,2,13,33,26,9,17,0,12,70,1,17,0,12,69,2,61,2,33,4,31,4,61,4,75,3,19,3,55,3,28,14,82,1,14,3,77,1,21,1,18,0,0,11,15,23,33,18,0,1,12,13,20,36,18,1,29,37,10,5,18,0,0,11,25,46,18,0,16,39,15,12,45,9,37,9,45,22,16,17,45,18,26,11,18,0,55,27,73,16,11,84,1,1,0,1,0,4,0,9,29,0,2,14,7,6,0,3,4,12,0,3,0,1,1,4,14,19,0,30,51,0,0,19,0,4,12,31,21,10,2,1,19,2,24,45,10,19,1,16,38,21,5,0,5.8,5.77487251308398,4.173913043478261,2.7904410520242378,11.31578947368421,5.379493225985237,2.371794871794872,1.1408469667452343
BY,BLR,Belarus,-99,2021-01-14,2021-01-01,100,2,28682.6615281198,2,28682.6615281198,111,92,2017444.0487639531,60,8,5,87,6,19,75,7,14,79,5,33,62,4,26,70,4,21,75,9,10,81,7,13,80,8,8,84,7,10,83,6,10,84,3,23,74,7,10,83,6,29,65,95,1,3,1,81,1,13,5,86,1,10,3,67,3,15,15,74,3,12,11,79,4,11,6,90,1,2,7,87,1,9,3,92,0,6,2,90,0,7,3,90,0,4,6,77,3,7,13,90,0,9,1,71,2,12,15,8,0,44,48,58,2,15,25,10,1,34,55,66,1,12,21,88,7,4,1,88,5,7,0,95,0,2,3,0,26,1,29,44,100,15,0,10,14,19,42,16,11,13,15,45,16,14,9,18,43,16,15,18,15,36,16,16,8,8,52,16,18,0,4,62,73,17,2,8,73,13,6,8,73,9,11,7,73,14,5,8,73,17,3,7,73,17,4,6,92,1,0,7,92,1,0,7,92,0,1,7,92,1,0,7,92,1,1,6,92,1,1,6,92,1,0,7,97,1,0,2,97,0,1,2,97,1,0,2,97,1,1,1,97,1,1,1,18,4,32,46,18,4,63,15,18,9,24,49,18,7,40,35,18,9,18,55,18,6,21,55,19,1,49,31,51,0,31,10,5,3,19,2,1,8,22,48,19,4,77,0,21,2,17,60,21,1,53,14,5,3,2,1,21,2,19,11,30,17,21,3,21,27,20,8,21,2,9,64,4,26,3,13,58,0,68,1,26,5,38,2,54,6,76,1,17,6,60,3,27,10,82,0,14,4,79,1,16,4,27,1,0,4,19,16,33,27,2,0,4,18,17,32,29,1,20,36,6,8,29,2,5,12,16,36,29,2,15,30,9,15,55,9,33,3,55,22,15,8,55,19,21,5,29,3,34,34,66,14,20,88,4,1,0,1,1,1,0,4,56,0,2,4,4,2,1,2,6,6,1,1,2,1,0,0,12,36,0,18,46,0,0,36,1,0,10,16,23,10,4,0,38,5,39,15,3,38,6,13,18,20,2,3,8.925925925925926,9.528214015965014,3.91304347826087,2.5921742975604105,11.879310344827585,5.688022460928883,2.185185185185185,1.1504564159755897
BY,BLR,Belarus,Brest,2021-01-14,2020-12-30,100,6,152374.2083247043,4,124658.82008009231,122,92,2307343.6224413947,69,5,8,87,3,19,78,5,10,85,6,42,52,2,30,68,5,21,74,4,17,79,4,13,83,6,3,91,6,8,86,5,13,82,4,26,70,6,10,84,4,33,63,92,2,4,2,81,4,7,8,90,3,7,0,58,5,18,19,70,5,10,15,79,3,12,6,83,4,5,8,87,3,8,2,97,0,3,0,92,3,5,0,87,2,9,2,74,4,9,13,90,4,6,0,67,3,12,18,8,0,46,46,57,0,16,27,11,1,40,48,60,2,12,26,88,7,5,0,88,4,8,0,96,0,2,2,0,26,0,17,57,100,11,0,11,30,20,28,14,10,19,19,38,14,9,20,22,35,14,9,22,28,27,14,9,11,23,43,14,11,2,11,62,83,9,6,2,83,13,2,2,83,14,2,1,83,8,7,2,83,13,2,2,83,12,3,2,81,2,0,17,81,2,0,17,81,1,1,17,81,2,2,15,81,1,0,18,81,2,5,12,81,2,1,16,93,1,1,5,93,1,0,6,93,1,0,6,93,0,4,3,93,1,1,5,15,3,37,45,15,3,67,15,15,5,29,51,15,6,50,29,15,6,15,64,15,6,26,53,19,1,47,33,53,1,27,9,5,5,20,0,0,8,31,41,20,0,80,0,21,0,16,63,21,0,52,15,7,3,1,1,21,0,25,15,22,17,22,0,17,30,27,4,22,0,6,72,0,23,0,9,67,1,64,1,31,4,34,1,65,0,71,1,26,2,51,1,36,12,85,0,12,3,74,1,23,2,23,3,3,2,23,10,36,23,2,1,4,20,14,36,25,2,30,38,3,2,25,2,4,11,23,35,25,0,17,31,15,12,52,7,32,9,52,20,14,14,52,19,16,13,25,2,54,19,81,10,9,90,1,0,0,0,1,2,1,5,36,0,0,7,7,9,2,1,7,9,0,3,4,3,0,0,12,27,1,30,42,0,0,27,0,2,8,27,23,10,3,0,28,1,23,43,5,28,0,19,33,16,4,0,7.490909090909091,8.091771603101986,4.04,2.8647280266487196,12.26984126984127,5.731087689385901,2.260869565217391,1.1713764391297692
BY,BLR,Belarus,Homyel',2021-01-14,2020-12-27,100,5,117685.00718233819,4,95362.14232428929,138,93,2269555.1053522495,76,5,8,87,5,20,75,5,11,84,2,39,59,2,34,64,4,20,76,5,17,78,6,6,88,6,3,91,5,11,84,4,11,85,4,28,68,5,11,84,3,36,61,92,0,6,2,80,0,13,7,89,0,11,0,61,3,20,16,66,4,13,17,80,0,15,5,83,2,7,8,94,0,4,2,97,0,2,1,89,0,11,0,89,0,9,2,72,0,16,12,89,1,7,3,64,1,26,9,6,1,44,49,57,0,23,20,7,2,35,56,65,2,8,25,92,8,0,0,92,3,5,0,97,0,3,0,0,19,0,30,51,100,8,0,18,22,16,36,10,5,23,21,41,10,8,22,24,36,10,7,32,21,30,10,9,14,24,43,10,10,6,12,62,71,10,5,14,71,11,4,14,71,9,8,12,71,12,7,10,71,13,0,16,71,10,8,11,85,1,0,14,85,1,0,14,85,0,2,13,85,0,2,13,85,0,3,12,85,0,2,13,85,0,1,14,96,1,0,3,96,1,0,3,96,1,0,3,96,1,0,3,96,1,1,2,13,4,30,53,13,1,65,21,13,6,32,49,13,5,47,35,13,4,18,65,13,4,28,55,13,2,46,39,54,0,25,7,5,9,14,2,1,8,36,39,14,1,85,0,14,2,15,69,14,1,49,25,6,1,1,3,14,1,23,14,24,24,16,2,11,35,24,12,16,0,12,70,2,17,0,14,67,2,70,0,26,4,35,0,59,6,68,0,29,3,53,0,35,12,82,0,14,4,72,0,24,4,19,1,0,3,21,19,37,19,1,0,6,20,24,30,20,4,25,34,12,5,20,1,3,12,22,42,20,2,18,31,16,13,51,5,33,11,51,19,14,16,51,20,15,14,20,1,51,28,72,12,16,88,1,0,0,0,0,3,0,8,38,0,4,5,7,8,1,0,6,6,0,1,3,2,1,3,15,22,3,29,46,0,0,22,1,2,16,21,22,14,2,0,22,4,38,28,8,22,4,19,29,20,6,0,8.079365079365079,8.307209436545575,3.9375,2.7231089916940823,12.184507042253522,5.306590185456031,2.410958904109589,1.176572428218181
BY,BLR,Belarus,Hrodna,2021-01-14,2020-12-27,100,4,81060.29233610861,3,76874.87544608889,134,92,2320966.9987436184,66,2,6,92,3,21,76,3,9,88,4,25,71,3,22,75,2,17,81,2,12,86,2,5,93,2,7,91,3,5,92,2,11,87,1,18,81,3,8,89,2,28,70,94,1,3,2,79,2,8,11,91,1,6,2,75,2,10,13,78,2,12,8,83,2,7,8,88,1,3,8,95,1,3,1,93,0,7,0,95,1,4,0,89,0,10,1,82,2,8,8,92,1,5,2,72,2,14,12,8,0,44,48,59,0,12,29,13,0,38,49,63,0,4,33,96,2,0,2,96,1,3,0,99,0,0,1,0,18,2,25,55,100,14,0,9,26,17,34,18,3,13,19,47,18,7,11,23,41,18,3,26,19,34,18,4,11,11,56,18,6,1,9,66,75,10,4,11,75,11,1,13,75,7,8,10,75,10,7,8,75,12,1,12,75,9,6,10,86,0,0,14,86,0,0,14,86,0,2,12,86,0,1,13,86,0,1,13,86,0,2,12,86,0,0,14,96,0,0,4,96,0,1,3,96,0,0,4,96,0,1,3,96,0,0,4,19,4,39,38,19,2,72,7,19,5,35,41,19,4,54,23,19,5,28,48,19,5,32,44,19,0,64,17,36,0,31,17,7,9,23,0,1,8,36,32,23,0,76,1,24,0,16,60,24,0,53,17,4,1,0,1,24,1,12,12,30,21,25,0,7,32,27,9,27,0,11,60,2,29,0,12,58,1,61,3,32,4,28,2,69,1,65,1,27,7,46,2,37,15,72,1,20,7,68,2,27,3,33,1,1,3,11,21,30,33,1,1,2,15,17,31,33,0,13,44,6,4,33,0,2,7,21,37,33,0,6,37,16,8,57,5,27,11,57,17,5,21,57,15,9,19,33,0,45,22,78,12,10,88,3,0,0,1,0,1,1,6,43,0,3,3,7,8,0,1,11,7,0,3,3,0,0,3,8,33,0,26,41,0,0,33,0,2,9,19,25,11,1,0,33,1,29,32,5,33,1,19,28,14,2,3,5.7727272727272725,6.107043727261233,3.903225806451613,3.1660157791739594,13.419354838709676,5.391396872117756,2.4307692307692306,1.117603892950656
BY,BLR,Belarus,Mahilyow,2021-01-14,2020-12-24,100,3,82571.8938061787,2,67717.09287453891,158,96,2625585.0202049376,74,5,7,88,6,21,73,5,16,79,3,50,47,6,30,64,5,23,72,5,12,83,4,15,81,6,9,85,5,17,78,6,19,75,6,26,68,6,12,82,4,39,57,93,0,4,3,79,0,10,11,84,1,11,4,50,0,30,20,70,1,16,13,77,1,16,6,88,1,7,4,85,2,11,2,91,1,6,2,83,0,14,3,81,2,12,5,74,2,13,11,88,2,4,6,61,2,16,21,4,0,52,44,48,1,17,34,4,1,47,48,53,0,17,30,83,11,5,1,83,8,9,0,92,1,2,4,1,22,2,32,44,100,5,0,10,30,23,32,6,8,18,25,43,6,8,16,31,39,6,7,35,18,34,6,7,17,17,53,6,10,4,10,70,69,17,8,6,69,21,4,6,69,16,10,5,69,19,9,3,69,21,3,7,69,21,4,6,89,1,0,10,89,1,0,10,89,1,1,9,89,1,0,10,89,1,0,10,89,1,4,6,89,1,2,8,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,97,0,1,2,8,8,41,43,8,1,70,21,8,8,32,52,8,2,55,35,8,7,19,66,8,5,33,54,10,2,54,34,46,0,29,13,3,9,11,1,0,10,37,41,11,1,87,1,11,0,26,63,11,0,67,12,5,4,0,1,11,0,27,10,29,23,12,0,21,33,25,9,14,0,9,76,1,15,0,13,72,0,59,1,35,5,31,2,65,2,68,1,28,3,46,3,42,9,81,2,14,3,68,1,29,2,16,2,1,6,20,13,42,16,0,4,10,20,20,30,18,2,23,45,6,6,18,0,6,10,23,43,18,0,16,29,20,17,56,7,30,7,56,20,8,16,56,14,14,16,20,1,55,24,76,8,16,92,1,1,0,0,0,2,1,3,37,0,2,6,4,7,2,6,5,8,0,4,4,2,1,4,8,22,2,24,52,0,0,22,0,2,14,24,20,15,3,0,23,4,38,32,3,23,2,16,34,18,5,2,8.43661971830986,7.979853909092746,3.5000000000000004,2.7519394491353397,13.657534246575342,5.244624703452182,2.1690140845070425,1.068856738936618
BY,BLR,Belarus,Minsk,2021-01-14,2021-01-13,100,4,87377.5402629124,3,69922.8690925349,81,90,2304942.8243422895,69,3,7,90,2,24,74,3,8,89,1,47,52,2,35,63,3,20,77,3,15,82,2,14,84,2,5,93,2,12,86,3,16,81,3,25,72,3,11,86,0,34,66,93,1,6,0,76,1,13,10,92,1,6,1,53,1,19,27,65,3,11,21,80,2,11,7,85,2,6,7,86,2,10,2,95,0,3,2,88,1,10,1,84,2,6,8,75,1,13,11,89,1,9,1,66,1,19,14,10,0,38,52,63,0,20,17,11,0,48,41,52,0,17,31,83,10,5,2,83,6,11,0,94,0,1,5,0,28,3,24,45,100,11,0,12,23,17,37,13,2,13,25,47,13,5,16,20,46,13,4,31,21,31,13,6,5,16,60,13,6,2,6,73,76,12,5,7,76,11,6,7,76,9,6,9,76,10,6,8,76,11,6,7,76,12,5,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,2,46,37,15,1,61,23,15,4,21,60,15,4,39,42,15,4,13,68,15,5,29,51,18,0,42,40,58,0,22,12,2,6,23,1,1,8,30,37,23,0,77,0,25,0,20,55,25,0,51,16,1,2,1,4,25,0,25,15,23,12,25,0,11,41,17,6,25,0,11,63,1,27,0,14,57,2,55,2,38,5,40,2,55,3,80,1,18,1,62,1,23,14,88,0,8,4,71,1,27,1,28,2,0,1,18,23,28,28,1,0,4,11,27,29,28,1,26,34,9,2,28,0,1,5,21,45,28,0,8,34,18,12,58,7,28,7,58,20,8,14,58,19,8,15,30,1,52,17,83,10,7,91,0,1,0,0,0,4,0,4,39,0,0,10,3,8,2,2,5,6,0,4,5,0,1,3,12,31,2,20,47,0,0,31,0,7,15,19,21,6,1,0,31,2,50,13,4,31,2,11,29,24,3,0,6.603174603174603,6.504439383592446,2.72,1.98997487421324,12.632758620689655,5.649511325894975,2.4,1.1565033506220377
BY,BLR,Belarus,Vitsyebsk,2021-01-14,2020-12-27,100,9,203501.00263853016,5,140157.72230322738,112,91,2139513.093505133,80,2,15,83,4,17,79,3,16,81,2,47,51,3,40,57,2,21,77,2,15,83,2,11,87,3,8,89,3,12,85,4,12,84,2,30,68,2,17,81,2,39,59,85,0,13,2,83,4,9,4,84,2,11,3,53,6,17,24,60,3,15,22,79,3,13,5,85,4,6,5,89,2,7,2,92,1,6,1,88,2,7,3,88,3,6,3,70,4,11,15,83,2,14,1,61,5,16,18,9,0,39,52,62,0,11,27,10,0,42,48,58,0,19,23,81,8,11,0,81,4,15,0,96,0,1,3,0,29,2,31,38,100,11,1,18,21,23,26,11,8,20,23,38,11,9,22,21,37,11,10,22,25,32,11,10,14,19,46,11,12,7,11,59,69,11,6,14,69,12,7,12,69,12,8,11,69,13,6,12,69,15,2,14,69,11,7,13,89,0,0,11,89,0,0,11,89,0,0,11,89,0,2,9,89,0,1,10,89,0,0,11,89,0,0,11,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,0,2,1,12,5,39,44,12,1,69,18,12,4,25,59,12,5,45,38,12,7,18,63,12,7,23,58,16,1,50,33,50,0,28,11,3,8,16,0,0,12,40,32,16,0,84,0,17,0,18,65,17,0,58,16,5,3,0,1,17,0,34,13,20,16,17,2,13,33,26,9,17,0,12,70,1,17,0,12,69,2,61,2,33,4,31,4,61,4,75,3,19,3,55,3,28,14,82,1,14,3,77,1,21,1,18,0,0,11,15,23,33,18,0,1,12,13,20,36,18,1,29,37,10,5,18,0,0,11,25,46,18,0,16,39,15,12,45,9,37,9,45,22,16,17,45,18,26,11,18,0,55,27,73,16,11,84,1,1,0,1,0,4,0,9,29,0,2,14,7,6,0,3,4,12,0,3,0,1,1,4,14,19,0,30,51,0,0,19,0,4,12,31,21,10,2,1,19,2,24,45,10,19,1,16,38,21,5,0,5.8,5.77487251308398,4.173913043478261,2.7904410520242378,11.31578947368421,5.379493225985237,2.371794871794872,1.1408469667452343
