ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DK,DNK,Denmark,Nordjylland,2020-12-24,2020-12-23,100,1,8933.899957318159,1,8933.899957318159,28,98,407005.05451147835,79,0,1,99,0,9,91,0,2,98,0,10,90,0,21,79,0,11,89,0,11,89,0,2,98,0,3,97,0,2,98,0,4,96,0,21,79,0,0,100,0,9,91,99,1,0,0,91,4,1,4,98,1,0,1,90,2,2,6,79,3,1,17,89,1,1,9,89,2,3,6,98,0,0,2,97,0,2,1,98,2,0,0,96,2,1,1,79,2,2,17,100,0,0,0,91,3,2,4,1,1,13,85,87,0,4,9,1,0,78,21,22,1,34,43,66,0,1,30,3,66,0,0,34,100,0,0,0,36,0,5,59,100,0,0,0,0,0,3,0,54,31,9,3,7,2,28,53,10,7,2,42,44,5,7,3,42,41,7,7,3,51,35,4,7,4,17,48,24,0,95,3,1,1,95,2,2,1,95,4,0,1,95,4,1,0,95,4,0,1,95,3,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,0,20,71,9,0,69,22,9,0,2,89,9,0,67,24,9,0,0,91,9,0,4,87,9,0,56,35,44,0,41,14,1,0,10,0,0,0,18,72,10,0,90,0,11,0,17,72,11,0,12,24,35,16,2,0,11,0,14,20,44,11,11,2,14,39,27,7,11,0,32,56,1,12,0,20,65,3,80,0,13,7,31,2,67,0,98,0,2,0,33,0,19,48,100,0,0,0,96,0,4,0,12,1,0,0,2,9,76,12,0,0,0,1,15,72,12,1,13,40,28,6,12,0,0,1,5,82,12,0,2,2,16,68,96,1,2,1,96,1,0,3,96,1,0,3,13,0,22,65,35,0,12,53,91,0,0,1,0,1,0,0,7,69,0,1,1,3,4,0,0,2,4,0,0,1,3,0,1,11,17,3,39,41,0,0,17,1,4,9,8,12,19,26,4,20,2,31,16,31,20,2,34,15,17,10,2,5.717948717948718,6.2067396219064195,2.5,1.58113883008419,7.673333333333334,5.131048397516599,2.473684210526316,1.4919667932902199
DK,DNK,Denmark,Sj<c3><a6>lland,2020-12-24,2020-12-24,168,1,2338.65745253049,1,2338.65745253049,52,162,613089.5465837594,140,1,5,162,1,22,145,1,5,162,1,16,151,1,37,130,1,12,155,1,12,155,1,3,164,1,9,158,1,5,162,1,10,157,1,24,143,1,2,165,1,22,145,163,0,2,3,146,0,5,17,163,0,0,5,152,1,4,11,131,1,11,25,156,0,1,11,156,0,6,6,165,0,2,1,159,0,5,4,163,1,1,3,158,0,3,7,144,1,9,14,166,1,1,0,146,0,7,15,5,1,23,139,145,0,3,20,5,3,112,48,57,0,44,67,124,0,2,41,1,124,0,0,44,168,0,0,0,53,4,16,95,168,0,0,0,0,0,7,2,90,51,13,5,12,6,51,84,15,12,5,74,67,10,12,9,63,68,16,12,5,83,61,7,12,9,28,86,33,0,152,3,8,5,152,2,1,13,152,2,1,13,152,3,2,11,152,1,5,10,152,3,1,12,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,13,3,26,126,13,1,111,43,13,3,5,147,13,0,97,58,13,3,4,148,13,2,11,142,16,0,85,67,83,0,56,24,2,3,17,0,0,3,39,109,17,1,150,0,19,1,20,128,19,0,32,36,45,33,2,1,19,0,32,40,58,19,19,1,30,73,39,6,19,0,76,70,3,19,1,56,91,1,143,1,16,8,59,2,105,2,163,0,4,1,72,2,31,63,164,0,4,0,157,1,10,0,21,1,0,1,9,21,115,21,0,0,0,8,31,108,21,4,30,62,43,8,21,0,1,2,6,138,21,0,3,5,28,111,160,1,4,3,160,2,1,5,160,1,1,6,21,0,44,103,65,1,15,87,155,0,1,1,1,0,2,1,7,111,0,0,3,3,4,1,2,10,7,0,0,7,4,0,3,13,27,2,60,79,0,0,27,0,6,8,18,19,34,38,18,28,5,40,44,51,28,3,60,36,20,15,6,7.32,8.336114851104849,2.380952380952381,1.3592715135759477,8.32824427480916,5.690332892913956,2.388059701492537,1.3923013229371517
DK,DNK,Denmark,Syddanmark,2020-12-24,2020-12-24,173,1,3223.45265857533,1,3223.45265857533,51,168,741213.5481675653,141,2,3,168,1,21,151,3,7,163,2,13,158,2,29,142,2,14,157,2,6,165,1,1,171,1,5,167,2,1,170,2,1,170,1,28,144,2,2,169,1,18,154,170,0,1,2,152,1,6,14,166,1,2,4,160,0,7,6,144,1,6,22,159,0,4,10,167,0,3,3,172,0,0,1,168,0,2,3,172,1,0,0,172,0,1,0,145,0,5,23,171,0,2,0,155,0,7,11,5,0,25,143,148,0,6,19,5,2,120,46,53,1,61,58,112,0,2,58,1,112,0,1,60,172,0,1,0,69,3,15,86,173,0,0,0,0,0,8,0,111,40,12,2,12,7,49,97,8,12,12,77,66,6,12,11,69,69,12,12,6,86,62,7,12,11,31,97,22,0,158,1,5,9,158,4,2,9,158,5,0,10,158,4,2,9,158,5,2,8,158,5,2,8,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,14,2,34,123,14,1,114,44,14,1,8,150,14,0,107,52,14,1,1,157,14,0,8,151,15,0,97,61,76,0,66,27,4,0,16,0,0,5,36,116,16,1,155,1,18,0,28,127,18,0,36,37,48,27,5,2,18,0,20,37,62,36,18,2,27,77,42,7,18,0,55,98,2,20,0,40,108,5,139,0,15,19,59,0,110,4,165,0,7,1,67,0,32,74,172,0,0,1,165,0,6,2,20,2,0,1,8,24,118,20,0,1,2,13,24,113,22,0,26,59,56,10,22,0,0,2,13,136,22,0,2,8,33,108,163,1,8,1,163,2,0,8,163,1,3,6,22,1,65,85,88,2,17,66,159,0,4,1,3,0,0,0,6,94,0,3,5,6,2,4,2,13,12,0,1,5,4,2,3,17,28,2,71,72,0,0,28,0,6,12,24,33,32,28,10,31,7,56,43,36,31,5,63,27,24,19,4,7.365079365079365,10.990173891755258,2.238095238095238,1.445847914020071,8.014285714285714,5.512230631648598,2.308270676691729,1.3152972421737958
DK,DNK,Denmark,-99,2020-12-25,2020-12-23,100,0,0,0,0,19,94,324965.2361697162,70,1,0,99,0,5,95,2,3,95,2,7,91,0,12,88,2,7,91,2,1,97,1,3,96,1,5,94,2,2,96,2,1,97,2,12,86,3,1,96,3,4,93,100,0,0,0,95,0,2,3,97,0,1,2,93,1,2,4,88,0,1,11,93,1,2,4,99,0,0,1,97,0,2,1,95,0,2,3,98,1,0,1,99,0,1,0,88,1,2,9,99,1,0,0,96,0,1,3,5,1,9,85,91,0,1,8,5,3,64,28,36,3,25,36,75,0,2,23,0,75,0,3,22,97,0,3,0,36,4,6,54,100,0,0,0,0,0,8,0,62,22,4,4,12,8,30,44,6,12,8,36,38,6,12,12,31,36,9,12,12,39,31,6,12,13,15,47,13,0,95,1,2,2,95,1,1,3,95,2,1,2,95,2,1,2,95,0,2,3,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,2,10,74,14,1,47,38,14,1,2,83,14,1,56,29,14,1,1,84,14,1,9,76,14,1,51,34,49,0,30,20,0,1,14,1,0,3,26,56,14,1,85,0,15,2,12,71,15,0,22,20,34,7,2,0,15,1,20,19,32,13,15,4,15,46,17,3,17,0,42,40,1,18,2,24,52,4,90,0,7,3,53,1,44,2,98,0,2,0,44,1,23,32,99,0,0,1,91,1,7,1,19,1,0,1,2,10,67,19,1,0,0,5,12,63,20,1,18,28,26,7,20,0,0,3,12,65,20,0,2,4,12,62,95,0,4,1,95,3,0,2,95,2,0,3,23,0,20,57,43,0,10,47,91,0,3,0,2,0,1,0,3,71,0,0,4,2,0,0,1,5,3,0,1,1,3,1,3,5,29,2,23,46,0,0,29,0,1,1,7,15,20,14,13,30,5,36,12,17,30,2,36,10,14,7,1,4.64,7.040833284017832,2.4285714285714284,1.618347187425374,8.455223880597014,5.698704892264386,1.9032258064516128,1.0970852204648707
DK,DNK,Denmark,Hovedstaden,2020-12-25,2020-12-25,297,1,2845.5880112079603,0,0,122,286,889685.2210168879,250,2,1,294,2,36,259,2,12,283,2,40,255,1,56,240,2,24,271,2,20,275,2,5,290,3,8,286,2,4,291,2,10,285,1,50,246,2,5,290,2,31,264,296,1,0,0,261,3,7,26,285,1,3,8,257,0,12,28,241,2,11,43,273,2,5,17,277,1,7,12,292,1,3,1,289,0,2,6,293,0,2,2,287,0,4,6,247,0,13,37,292,0,2,3,266,2,6,23,8,3,48,238,251,1,12,33,11,2,217,67,80,3,109,105,188,0,3,105,1,188,0,2,107,295,0,2,0,125,1,20,151,297,0,0,0,0,0,12,1,195,64,16,9,19,14,67,183,14,19,18,117,137,6,19,21,112,132,13,19,13,135,124,6,19,24,45,166,43,0,278,4,10,5,278,4,3,12,278,7,0,12,278,5,4,10,278,7,0,12,278,7,0,12,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,19,0,22,256,19,0,107,171,19,0,7,271,19,0,214,64,19,0,3,275,19,1,21,256,20,1,204,72,93,0,107,91,4,2,23,1,1,11,70,191,23,0,273,1,26,3,40,228,26,0,35,82,99,41,8,6,26,0,35,85,116,35,27,4,41,147,75,3,29,0,109,158,1,33,1,86,174,3,275,2,11,9,190,2,102,3,290,0,6,1,83,2,57,155,294,0,2,1,276,1,19,1,34,1,1,2,16,33,210,34,0,1,3,10,60,189,34,2,45,115,78,23,34,0,1,6,10,246,34,0,3,12,40,208,282,0,9,6,282,1,1,13,282,1,2,12,36,2,115,144,153,1,35,108,266,0,5,0,4,0,1,1,20,151,0,1,12,7,15,0,10,25,6,0,2,23,13,2,10,20,41,2,92,161,0,1,41,0,12,21,27,53,64,53,26,46,5,161,65,20,46,2,114,59,46,24,6,6.950413223140496,8.70330515730415,2.761904761904762,1.5430334996209192,9.675619834710744,6.231623992268447,2.3536585365853657,1.4543835320977179
DK,DNK,Denmark,Midtjylland,2020-12-25,2020-12-25,245,0,0,0,0,54,239,806140.979812425,202,1,2,242,2,27,216,1,4,240,1,31,213,1,46,198,1,26,218,1,13,231,1,3,241,1,10,234,1,2,242,1,7,237,1,36,208,1,7,237,0,28,217,243,0,2,0,218,1,12,14,241,0,1,3,214,1,11,19,199,1,8,37,219,0,6,20,232,1,5,7,242,0,3,0,235,1,5,4,243,0,1,1,238,0,4,3,209,1,4,31,238,0,4,3,217,0,6,22,4,2,25,214,222,0,5,18,7,5,166,67,79,3,79,84,166,0,2,76,1,166,0,6,73,239,3,3,0,94,1,17,133,245,0,0,0,0,0,9,0,143,55,29,9,17,2,52,154,20,17,5,94,118,11,17,8,96,110,14,17,8,115,96,9,17,8,39,137,44,0,229,4,4,8,229,6,2,8,229,7,1,8,229,6,3,7,229,7,1,8,229,4,3,9,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,19,1,36,189,19,1,91,134,19,0,7,219,19,1,187,38,19,1,3,222,19,1,8,217,19,0,173,53,72,0,105,57,10,1,20,1,0,1,50,173,20,2,223,0,23,3,32,187,23,0,24,65,74,53,4,2,23,0,14,54,111,43,23,0,34,110,68,10,25,0,67,150,3,28,3,47,160,7,209,1,18,17,154,1,86,4,238,0,5,2,58,2,43,142,242,0,2,1,237,0,8,0,28,1,0,2,11,21,182,28,0,0,5,13,25,174,30,1,31,104,73,6,30,0,0,3,21,191,30,0,4,17,51,143,224,2,11,8,224,2,3,16,224,4,2,15,31,1,84,129,116,0,26,103,223,0,3,0,5,0,1,0,13,140,0,4,10,4,10,0,8,13,12,0,2,2,6,1,5,28,39,5,76,125,0,0,39,0,14,16,35,54,48,30,9,42,9,62,65,67,42,6,59,42,65,22,9,7.154545454545454,9.08894515900605,2.380952380952381,1.3219754338182867,8.082051282051282,5.954807111008329,2.8556701030927836,1.506391844114094
DK,DNK,Denmark,Nordjylland,2020-12-25,2020-12-24,100,0,0,0,0,33,98,341117.8138402734,82,1,0,99,1,9,90,1,1,98,1,10,89,1,14,85,1,14,85,1,4,95,1,2,97,0,4,96,1,3,96,1,0,99,1,12,87,1,1,98,1,8,91,100,0,0,0,91,0,3,6,99,0,0,1,90,0,3,7,86,0,2,12,86,0,6,8,96,0,2,2,98,0,1,1,96,0,1,3,97,0,2,1,100,0,0,0,88,0,2,10,99,0,1,0,92,0,5,3,1,1,17,81,84,0,8,8,2,1,79,18,21,0,36,43,64,0,3,32,1,64,0,0,36,100,0,0,0,39,0,9,52,100,0,0,0,0,0,2,0,60,28,8,2,5,3,23,62,7,5,5,47,42,1,5,6,52,35,2,5,7,54,34,0,5,9,17,52,17,0,91,5,1,3,91,3,2,4,91,5,0,4,91,4,1,4,91,5,0,4,91,5,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,0,6,88,6,1,48,45,6,0,0,94,6,0,75,19,6,0,2,92,6,0,2,92,6,0,65,29,35,0,41,23,1,0,6,0,0,1,21,72,6,1,93,0,11,1,10,78,11,0,19,20,33,14,3,0,11,0,7,28,44,10,11,0,15,41,29,4,11,0,40,47,2,11,0,25,62,2,94,0,3,3,52,2,46,0,100,0,0,0,25,0,19,56,98,0,1,1,98,0,2,0,11,0,0,1,3,13,72,11,0,0,0,4,17,68,13,3,15,31,29,9,13,0,0,0,7,80,13,0,0,4,18,65,96,1,2,1,96,1,0,3,96,1,1,2,13,2,28,57,43,0,10,47,93,0,1,0,0,2,0,1,3,65,0,1,3,2,3,2,1,4,4,0,1,2,1,0,0,11,18,1,28,53,0,0,18,1,3,9,4,17,23,18,7,18,2,35,21,24,18,1,32,17,25,5,2,7.384615384615385,11.24281146851619,2.066666666666667,1.4375905768565218,8.569620253164556,6.081568506147831,2.518987341772152,1.6475370856389435
DK,DNK,Denmark,Sj<c3><a6>lland,2020-12-25,2020-12-25,208,0,0,0,0,71,204,596853.0284370169,182,0,3,205,0,27,181,0,4,204,0,20,188,0,48,160,0,31,177,0,16,192,0,6,202,0,10,198,0,1,207,0,8,200,0,34,174,0,5,203,0,19,189,204,0,2,2,181,2,7,18,204,1,0,3,188,1,4,15,160,2,10,36,177,1,5,25,192,2,6,8,202,1,4,1,198,1,5,4,207,1,0,0,200,0,2,6,174,1,8,25,203,1,3,1,189,1,7,11,4,0,29,175,179,0,8,21,4,4,148,52,60,1,76,71,132,0,1,75,0,132,0,2,74,207,0,1,0,86,2,17,103,208,0,0,0,0,0,9,1,116,56,17,9,12,12,39,129,16,12,16,73,94,13,12,19,62,99,16,12,15,79,87,15,12,20,25,118,33,0,193,7,3,5,193,6,4,5,193,8,0,7,193,8,0,7,193,6,2,7,193,7,2,6,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,12,1,20,175,12,0,75,121,12,2,1,193,12,0,140,56,12,0,3,193,12,0,6,190,13,0,123,72,85,0,73,40,7,3,13,2,0,3,48,142,13,1,194,0,14,1,28,165,14,0,36,52,64,31,6,5,14,0,26,50,85,33,14,1,45,93,45,10,15,0,81,110,2,17,1,53,133,4,188,1,14,5,133,1,69,5,207,0,1,0,68,1,27,112,205,0,2,1,202,0,6,0,17,0,0,0,10,17,164,17,0,2,5,3,32,149,17,0,39,81,60,11,17,0,1,5,19,166,17,0,4,12,35,140,192,2,9,5,192,5,0,11,192,3,3,10,18,0,61,129,79,1,19,109,191,1,5,0,3,0,2,0,6,130,1,2,7,3,6,0,8,13,2,0,1,10,5,1,4,15,24,4,62,118,0,0,24,0,8,7,31,36,40,50,12,25,4,50,62,67,25,2,65,44,48,18,6,7.39784946236559,9.087903791574721,2.5555555555555554,1.3397282541141673,8.210059171597633,5.8695100486125416,2.6201117318435756,1.540041582988427
DK,DNK,Denmark,Syddanmark,2020-12-25,2020-12-25,227,1,1542.0141275054502,0,0,88,226,721349.9887373291,186,1,2,224,1,29,197,1,7,219,1,17,209,1,33,193,1,24,202,1,17,209,1,3,223,1,7,219,1,1,225,1,5,221,1,26,200,1,5,221,1,13,213,225,0,0,2,198,0,11,18,220,0,2,5,210,0,2,15,194,1,8,24,203,0,4,20,210,0,9,8,224,0,1,2,220,0,3,4,226,0,1,0,222,0,2,3,201,0,6,20,222,0,1,4,214,0,5,8,1,0,44,182,184,0,13,30,2,2,161,62,69,3,73,82,154,0,3,70,0,154,0,0,73,227,0,0,0,83,0,15,129,227,0,0,0,0,0,6,1,142,51,17,10,10,6,71,120,20,10,12,105,83,17,10,14,99,86,18,10,15,113,74,15,10,18,46,115,38,0,212,5,4,6,212,6,3,6,212,7,0,8,212,6,1,8,212,6,2,7,212,5,1,9,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,10,1,30,186,10,0,93,124,10,1,4,212,10,0,163,54,10,0,4,213,10,0,5,212,12,0,154,61,73,0,94,55,5,0,14,1,0,4,48,160,14,0,213,0,15,1,19,192,15,0,35,47,84,41,1,4,15,0,26,54,94,38,15,2,41,97,58,14,16,0,76,133,2,20,3,51,150,3,197,0,15,15,134,0,87,6,223,0,3,1,65,0,40,122,223,0,3,1,222,0,5,0,22,0,1,0,9,18,177,22,0,0,2,8,38,157,25,1,38,69,75,19,25,0,1,2,20,179,25,0,6,10,39,147,211,1,11,4,211,3,2,11,211,3,2,11,25,0,82,120,107,1,23,96,212,0,2,1,1,1,1,0,9,132,1,3,11,6,4,2,2,12,12,0,2,7,7,2,5,19,37,0,80,110,0,0,37,0,8,21,17,50,45,37,12,39,7,62,59,60,39,4,60,44,51,24,5,5.7176470588235295,8.212377077004072,2.073170731707317,1.4385799230915017,7.5,5.408326913195984,2.4722222222222223,1.3262732074246484
DK,DNK,Denmark,-99,2020-12-26,2020-12-25,100,0,0,0,0,30,95,344535.3141742137,73,2,0,98,1,15,84,3,4,93,3,10,87,1,11,88,3,9,88,3,2,95,2,1,97,2,5,93,2,4,94,3,2,95,3,11,86,4,2,94,4,5,91,100,0,0,0,85,1,3,11,96,0,0,4,90,1,1,8,89,0,2,9,91,1,3,5,98,0,1,1,99,0,0,1,95,0,2,3,96,1,2,1,98,1,1,0,89,2,2,7,98,1,1,0,95,0,0,5,4,1,14,81,86,0,4,10,4,2,58,36,42,1,25,32,75,0,1,24,0,75,0,2,23,98,0,2,0,32,2,9,57,100,0,0,0,0,0,6,0,64,18,8,4,10,11,23,50,6,10,10,33,42,5,10,14,36,36,4,10,13,39,34,4,10,16,18,40,16,0,91,3,4,2,91,5,1,3,91,4,2,3,91,5,1,3,91,4,3,2,91,5,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,2,5,83,10,1,36,53,10,1,6,83,10,1,65,24,10,1,5,84,10,1,5,84,10,1,54,35,46,0,28,25,1,0,11,2,0,5,22,60,11,1,88,0,13,0,15,72,13,0,17,24,35,10,1,0,13,1,12,20,40,14,13,5,18,46,15,3,15,0,46,39,0,15,1,31,50,3,95,0,2,3,64,1,33,2,94,0,5,1,35,0,17,48,95,0,1,4,95,0,3,2,15,1,0,0,4,13,67,15,1,0,2,6,11,65,16,0,21,38,17,8,16,0,0,1,12,71,16,0,1,1,20,62,98,0,2,0,98,0,1,1,98,0,1,1,18,1,24,57,43,0,11,46,89,1,2,0,1,0,1,0,6,65,1,0,2,2,1,1,2,10,3,0,0,2,2,1,4,4,26,1,30,42,0,1,26,1,1,3,6,11,23,17,12,27,7,27,16,23,27,3,34,20,10,6,0,6.451612903225806,8.991991658052994,2.7777777777777777,1.3944333775567925,7.702898550724638,5.662258201940198,2.078125,1.2885908077591077
