ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BO,BOL,Bolivia,-99,2020-12-26,2020-12-23,100,3,27436.14261840915,2,15851.93425836955,17,79,1539930.074092271,38,11,4,85,11,7,82,8,4,88,9,18,73,10,14,76,9,18,73,12,10,78,10,8,82,10,11,79,11,4,85,10,15,75,8,25,67,11,5,84,8,21,71,96,1,2,1,93,1,5,1,96,1,0,3,82,1,7,10,86,2,9,3,82,2,10,6,90,0,7,3,92,0,8,0,89,2,4,5,96,0,3,1,85,2,7,6,75,1,14,10,95,1,3,1,79,3,14,4,21,0,12,67,90,0,7,3,23,1,27,49,73,0,7,20,93,1,5,1,93,0,2,5,0,98,0,2,0,0,32,1,13,54,100,0,0,0,0,24,0,30,23,12,11,32,11,34,8,15,32,21,26,13,8,32,24,29,9,6,32,24,25,8,11,32,25,9,7,27,87,7,3,3,87,11,0,2,87,6,5,2,87,8,2,3,87,9,2,2,87,10,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,33,11,27,29,33,4,53,10,33,12,26,29,33,10,29,28,33,10,15,42,33,6,40,21,34,0,47,19,53,0,27,11,6,3,35,1,1,10,23,30,35,4,60,1,36,2,11,51,36,2,51,6,1,2,0,2,36,2,14,23,14,11,36,1,14,31,15,3,100,100,73,1,26,0,48,1,50,1,75,1,23,1,72,0,20,8,86,0,13,1,61,2,35,2,37,1,0,1,9,16,36,37,2,1,1,8,18,33,40,1,30,16,6,7,40,2,12,16,14,16,40,1,19,22,8,10,61,2,35,2,61,13,20,6,61,14,19,6,42,2,33,23,77,0,11,12,90,2,4,1,0,0,0,0,3,60,1,2,2,3,4,1,0,3,2,1,4,3,1,0,2,11,57,2,19,22,0,0,57,0,5,11,9,9,7,2,0,61,1,32,3,3,61,1,13,10,9,4,2,2.903225806451613,2.0388696003697313,1.5555555555555556,0.7264831572567789,11.242424242424242,6.020954570447608,2.526315789473684,1.2889728176376798
BO,BOL,Bolivia,Chuquisaca,2020-12-26,2020-12-22,100,1,7309.35919749832,0,0,25,95,1128491.69191902,63,6,4,90,6,9,85,5,3,92,3,15,82,4,23,73,4,21,75,5,12,83,5,5,90,4,8,88,5,4,91,5,16,79,3,30,67,5,6,89,4,28,68,96,0,2,2,91,0,6,3,97,1,1,1,85,1,4,10,77,1,9,13,79,0,11,10,88,0,9,3,95,0,4,1,92,1,4,3,96,0,2,2,84,0,9,7,70,2,15,13,94,0,4,2,72,1,16,11,5,0,12,83,88,0,5,7,7,2,32,59,68,0,6,26,94,1,4,1,94,0,1,5,0,99,0,1,0,0,15,0,21,64,100,0,0,0,0,10,0,29,36,18,7,15,4,48,19,14,15,7,49,18,11,15,6,48,12,19,15,7,33,25,20,15,9,7,17,52,81,9,4,6,81,9,5,5,81,9,8,2,81,7,8,4,81,11,5,3,81,9,5,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,3,36,45,16,3,65,16,16,4,38,42,16,4,42,38,16,4,27,53,16,2,36,46,17,0,58,25,42,0,32,18,5,3,18,1,1,16,31,33,18,0,81,1,20,0,14,66,20,0,65,12,1,0,0,2,20,0,16,18,31,15,21,1,28,38,8,4,100,100,64,0,35,1,35,1,61,3,62,1,36,1,58,1,27,14,73,0,24,3,64,0,35,1,28,1,1,6,8,20,36,28,0,2,2,12,27,29,28,0,33,29,5,5,28,0,9,21,22,20,28,0,21,27,15,9,52,4,36,8,52,7,31,10,52,11,22,15,29,0,37,34,66,0,15,19,86,1,4,1,1,1,0,0,6,51,1,1,2,2,7,2,2,3,2,1,3,3,2,0,2,16,35,0,38,27,0,0,35,0,17,19,15,10,4,0,0,36,2,56,3,3,36,1,12,16,16,10,9,2.85,1.7352282124125755,2.1818181818181817,1.5374122295716148,12.379310344827585,6.453144442846602,3.129032258064516,1.5938804176686545
BO,BOL,Bolivia,Cochabamba,2020-12-26,2020-12-26,105,1,7075.380267798091,0,0,28,99,888143.3537333293,82,0,4,101,1,21,83,1,4,100,0,30,75,1,27,77,1,22,82,0,26,79,0,9,96,1,11,93,1,2,102,2,18,85,0,26,79,1,10,94,0,29,76,101,0,3,1,84,0,14,7,101,0,1,3,75,0,13,17,78,0,13,14,83,0,14,8,79,0,14,12,96,0,2,7,94,0,7,4,103,0,1,1,87,0,12,6,79,0,16,10,95,0,5,5,76,1,16,12,6,0,17,82,88,0,9,8,6,0,34,65,71,0,3,31,102,1,2,0,102,0,3,0,0,102,0,3,0,0,10,2,21,72,105,0,0,0,0,8,0,33,37,20,7,8,7,49,28,13,8,5,43,36,13,8,7,47,30,13,8,7,36,26,28,8,8,13,14,62,84,8,9,4,84,9,4,8,84,6,11,4,84,10,5,6,84,12,1,8,84,10,2,9,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,9,2,35,59,9,2,72,22,9,4,40,52,9,4,62,30,9,5,22,69,9,3,48,45,11,0,75,19,30,0,45,24,4,2,12,0,1,17,35,40,12,0,93,0,12,1,15,77,12,0,71,19,0,1,1,1,12,0,10,31,36,16,12,0,20,53,18,2,105,105,72,0,33,0,35,0,69,1,66,0,39,0,43,1,41,20,83,0,18,4,58,0,46,1,13,0,2,4,15,31,40,13,0,3,6,19,25,39,15,1,38,40,10,1,15,0,14,31,26,19,15,0,31,33,16,10,41,6,46,12,41,13,33,18,41,11,32,21,16,0,52,37,68,0,17,20,88,1,9,0,0,3,0,0,4,36,0,5,7,2,9,1,2,6,5,0,3,5,2,0,2,20,19,2,43,41,0,0,19,1,14,26,15,18,11,1,0,23,1,69,6,6,23,1,8,20,21,20,12,2.693548387096774,1.8517931909936571,1.8461538461538463,1.6756169931378435,12.810126582278482,6.09555523094616,3.3589743589743586,1.6977782194535547
BO,BOL,Bolivia,El Beni,2020-12-26,2020-12-21,100,0,0,0,0,47,86,1313022.8095066277,61,5,5,90,5,11,84,6,5,89,5,12,83,4,10,86,5,16,79,5,11,84,4,5,91,4,8,88,5,2,93,4,12,84,4,30,66,5,5,90,5,23,72,95,1,3,1,89,1,6,4,95,0,4,1,88,1,8,3,90,0,6,4,84,0,9,7,89,1,5,5,95,0,3,2,92,1,6,1,98,1,1,0,88,2,4,6,70,1,18,11,95,0,1,4,77,0,15,8,13,1,24,62,77,0,7,16,14,3,30,53,70,0,3,27,97,1,2,0,97,0,2,1,0,98,0,1,1,0,20,0,12,68,100,0,0,0,0,15,2,22,31,14,16,25,3,32,19,21,25,7,36,16,16,25,7,36,16,16,25,9,27,20,19,25,9,11,13,42,89,5,5,1,89,7,3,1,89,5,5,1,89,9,0,2,89,8,2,1,89,8,2,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,4,34,38,24,1,61,14,24,5,32,39,24,5,34,37,24,5,25,46,24,4,13,59,25,0,52,23,48,0,25,11,9,7,25,0,2,19,26,28,25,1,72,2,25,1,18,56,25,0,35,17,10,8,2,3,25,0,20,18,19,18,25,0,22,32,20,1,100,100,66,1,29,4,39,1,53,7,68,1,21,10,66,1,22,11,75,1,16,8,87,0,10,3,27,0,0,2,9,19,43,27,0,0,3,11,23,36,29,0,31,25,6,9,29,1,14,27,12,17,29,1,29,25,8,8,47,1,46,6,47,7,28,18,47,8,28,17,31,0,40,29,71,0,17,12,85,0,2,0,3,2,3,1,4,47,0,3,3,4,5,2,1,6,0,0,3,1,6,0,3,16,39,0,39,21,0,1,39,0,9,20,18,11,2,1,0,39,0,36,22,3,39,0,6,15,22,12,6,3.5000000000000004,1.9661774229546494,2.0454545454545454,1.2527027058580458,11.660377358490566,7.534391395528638,3.5666666666666664,1.835309669216861
BO,BOL,Bolivia,La Paz,2020-12-26,2020-12-26,166,11,79818.04666436627,7,52594.16345048935,82,158,1385025.7524364092,123,3,17,146,3,28,135,2,14,150,4,43,119,3,42,121,3,42,121,1,32,133,3,18,145,4,14,148,3,13,150,4,31,131,3,61,102,3,14,149,4,62,100,149,1,12,4,138,1,16,11,152,0,11,3,123,1,24,18,124,1,14,27,124,1,24,17,134,0,21,11,148,2,14,2,152,1,11,2,153,0,9,4,135,2,20,9,105,2,40,19,152,0,10,4,104,1,40,21,6,2,41,117,128,0,20,18,12,1,56,97,110,2,15,39,151,2,10,3,151,0,8,7,0,158,0,6,2,0,30,2,41,93,166,0,0,0,0,14,0,66,47,25,14,18,6,76,42,24,18,13,70,45,20,18,11,63,41,33,18,12,54,45,37,18,14,16,28,90,125,14,18,9,125,17,9,15,125,7,22,12,125,14,8,19,125,17,4,20,125,14,17,10,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,166,0,0,0,20,7,55,84,20,2,107,37,20,5,66,75,20,5,87,54,20,7,41,98,20,3,85,58,21,2,94,49,72,1,56,20,13,4,21,2,0,19,63,61,21,3,142,0,23,2,25,116,23,0,112,22,2,3,1,3,23,0,27,46,49,21,23,2,34,76,27,4,166,166,111,1,53,1,59,1,100,6,100,1,60,5,79,1,56,30,125,0,36,5,81,1,81,3,26,0,0,8,28,40,64,26,0,2,11,25,49,53,30,2,61,49,14,10,30,1,18,42,46,29,30,1,39,42,29,25,85,7,55,19,85,10,62,9,85,14,48,19,32,0,66,68,98,0,33,35,136,0,6,0,4,9,1,2,8,70,0,3,8,4,13,0,7,5,7,0,4,8,7,3,4,23,39,0,67,58,0,2,39,0,26,36,20,22,15,7,1,41,2,120,3,0,41,2,15,28,48,18,14,3.04954954954955,1.7528612388099984,2.3225806451612905,1.1368698774616073,13.145299145299145,6.577475877444274,3.1546218487394957,1.6593723491362358
BO,BOL,Bolivia,Oruro,2020-12-26,2020-12-22,100,2,19963.075881647823,2,19963.075881647823,23,91,1323177.9464000503,64,5,5,90,7,15,78,6,6,88,6,18,76,4,26,70,5,21,74,6,17,77,6,12,82,5,8,87,6,1,93,4,17,79,3,23,74,7,5,88,6,29,65,95,0,3,2,85,1,8,6,94,0,4,2,82,0,9,9,74,1,15,10,79,1,10,10,83,2,9,6,88,1,9,2,92,0,7,1,99,0,0,1,83,3,10,4,77,3,10,10,95,1,2,2,71,2,13,14,9,0,16,75,84,0,7,9,9,0,21,70,79,0,5,16,95,3,2,0,95,0,5,0,0,95,0,4,1,0,15,1,20,64,100,0,0,0,0,11,2,36,32,8,11,15,6,44,17,18,15,14,38,23,10,15,10,44,19,12,15,14,32,22,17,15,12,11,15,47,80,6,10,4,80,9,6,5,80,6,10,4,80,10,5,5,80,10,2,8,80,8,6,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,7,39,39,15,2,67,16,15,8,35,42,15,5,41,39,15,6,25,54,15,2,54,29,19,0,48,33,52,0,26,11,5,6,21,0,2,18,34,25,21,1,78,0,26,0,20,54,26,0,59,12,1,1,1,0,26,0,15,15,26,18,26,2,17,39,13,3,100,100,61,1,38,0,33,2,62,3,65,2,31,2,59,2,30,9,75,2,18,5,46,2,50,2,27,1,1,5,14,12,40,27,0,1,8,18,18,28,28,0,41,20,8,3,28,0,15,30,20,7,28,2,29,26,11,4,45,9,37,9,45,12,34,9,45,16,30,9,29,0,38,33,67,0,15,18,85,0,3,0,2,3,0,0,7,47,0,2,5,4,5,2,1,8,2,2,3,1,4,0,2,12,34,2,37,25,0,2,34,0,12,17,15,13,7,2,0,36,0,56,6,2,36,1,17,9,16,10,11,3.207547169811321,1.905038769704799,1.3636363636363635,1.1200649331826502,10.6,6.359831572228831,2.6825396825396823,1.8034500701871297
BO,BOL,Bolivia,Potos<c3><ad>,2020-12-26,2020-12-22,100,4,68951.72475917087,2,23203.741999576967,41,93,2075373.6732662616,57,7,7,86,5,10,85,6,6,88,6,26,68,4,21,75,6,22,72,7,18,75,6,9,85,5,14,81,6,6,88,6,18,76,7,25,68,6,3,91,6,31,63,93,1,4,2,90,1,5,4,94,1,2,3,74,0,16,10,79,1,10,10,78,2,13,7,82,2,10,6,91,1,5,3,86,0,8,6,94,0,4,2,82,1,9,8,75,0,15,10,97,0,1,2,69,1,18,12,7,0,21,72,80,0,8,12,9,1,31,59,69,2,7,22,93,1,5,1,93,1,2,4,0,98,0,1,1,0,19,1,22,58,100,0,0,0,0,11,0,35,33,12,9,13,5,49,22,11,13,8,47,23,9,13,6,46,24,11,13,6,38,26,17,13,7,10,21,49,78,5,13,4,78,6,10,6,78,4,12,6,78,6,7,9,78,8,6,8,78,7,8,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,2,39,44,15,3,69,13,15,5,32,48,15,5,40,40,15,5,27,53,15,3,51,31,19,0,45,36,55,0,29,12,0,4,19,1,4,20,40,16,19,1,77,3,23,1,14,62,23,0,66,9,1,1,0,0,23,0,20,27,24,6,24,1,8,53,11,3,100,100,61,2,35,2,31,2,64,3,68,1,30,1,60,1,26,13,73,0,25,2,49,1,48,2,26,0,0,6,13,21,34,26,0,2,6,19,29,18,28,3,28,28,6,7,28,1,8,30,24,9,28,1,23,26,14,8,51,3,40,6,51,13,26,10,51,15,25,9,30,1,36,33,67,0,19,14,84,1,2,0,1,2,1,1,8,50,1,2,6,5,7,2,2,9,0,1,1,1,2,0,2,9,40,0,32,27,0,1,40,0,12,28,11,6,2,0,1,41,0,48,10,1,41,0,16,14,17,8,4,2.9,1.856733052196423,2.111111111111111,1.450715397105405,10.076923076923077,5.714948248598835,2.754385964912281,1.6720464552071892
BO,BOL,Bolivia,Santa Cruz,2020-12-26,2020-12-26,211,9,64995.32373350759,1,6142.778341268249,109,197,1439190.8999430006,134,7,17,187,7,33,171,8,12,191,6,43,162,7,47,157,9,47,155,8,35,168,8,25,178,7,35,169,8,17,186,7,32,172,7,67,137,7,19,185,6,67,138,194,1,13,3,178,3,22,8,199,1,7,4,168,2,25,16,164,2,25,20,164,1,28,18,176,5,23,7,186,1,13,11,176,2,22,11,194,2,10,5,179,3,23,6,144,3,39,25,192,0,13,6,144,3,42,22,13,1,48,149,163,2,26,20,14,6,85,106,127,3,32,49,179,13,18,1,179,0,26,6,0,185,0,16,10,0,56,3,40,112,211,0,0,0,0,24,1,68,58,36,24,30,11,90,46,34,30,19,91,38,33,30,18,82,35,46,30,19,80,38,44,30,24,30,36,91,174,18,7,12,174,17,8,12,174,5,24,8,174,20,8,9,174,18,3,16,174,17,9,11,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,31,5,74,101,31,6,134,40,31,7,73,100,31,9,99,72,31,8,48,124,31,9,66,105,34,0,114,63,97,0,69,25,9,11,36,2,2,25,76,70,36,3,171,1,46,0,34,131,46,0,124,28,3,9,0,1,46,0,29,55,51,30,48,0,46,80,29,8,211,211,138,4,62,7,78,4,120,9,139,4,61,7,112,3,57,39,163,2,28,18,146,2,59,4,54,0,2,9,28,45,73,54,1,5,9,29,50,63,57,2,71,50,18,13,57,0,36,43,40,35,57,0,63,45,31,15,106,9,85,11,106,14,66,25,106,14,59,32,61,0,86,64,147,0,28,36,186,1,7,0,5,5,2,2,3,101,0,5,17,3,8,7,3,7,1,0,11,10,3,1,5,29,72,0,63,74,0,2,72,0,21,44,38,23,8,4,1,75,0,116,11,9,75,0,24,35,39,18,20,3.1693548387096775,2.1402901337916,2.525,1.663907973293518,11.46923076923077,6.468993980877344,3.1417910447761193,1.896387484098124
BO,BOL,Bolivia,Tarija,2020-12-26,2020-12-22,100,2,19361.75269938481,1,11568.878113185401,16,94,1216529.772279033,67,5,7,88,4,12,84,4,5,91,3,23,74,2,19,79,4,22,74,4,14,82,5,4,91,4,7,89,4,2,94,3,19,78,4,33,63,4,5,91,3,26,71,93,1,1,5,88,0,6,6,95,0,3,2,77,0,13,10,81,1,10,8,78,1,12,9,86,0,7,7,96,0,4,0,93,0,7,0,98,0,1,1,81,1,10,8,67,1,16,16,95,1,3,1,74,2,13,11,6,0,8,86,92,0,4,4,8,0,39,53,61,1,8,30,92,2,6,0,92,0,3,5,0,97,0,2,1,0,18,1,18,63,100,0,0,0,0,10,0,27,36,18,9,13,5,36,27,19,13,4,40,28,15,13,3,32,32,20,13,4,24,39,20,13,5,8,19,55,83,6,8,3,83,9,3,5,83,4,11,2,83,7,4,6,83,9,1,7,83,9,5,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,3,37,44,16,0,67,17,16,3,33,48,16,1,46,37,16,2,24,58,16,2,34,48,17,0,49,34,51,0,35,5,4,5,18,0,2,17,34,29,18,1,81,0,18,0,12,70,18,0,60,13,3,1,1,4,18,0,25,29,20,8,20,0,18,40,18,4,100,100,64,0,34,2,34,1,64,1,68,1,29,2,55,0,23,22,77,1,18,4,67,1,32,0,23,0,0,3,15,17,42,23,0,1,7,12,18,39,25,2,36,26,5,6,25,0,14,25,21,15,25,0,30,25,15,5,46,5,43,6,46,8,31,15,46,10,31,13,28,1,36,35,65,0,16,19,85,0,2,0,2,0,1,2,8,49,0,3,4,5,9,0,0,5,1,0,0,3,1,0,2,18,30,2,29,39,0,0,30,0,22,23,16,3,5,1,0,32,1,53,8,6,32,1,16,10,25,10,6,2.732142857142857,1.80394589143377,2.6,1.51657508881031,9.885245901639344,7.74832962785257,2.90625,1.7156492593045878
BO,BOL,Bolivia,-99,2020-12-27,2020-12-24,100,3,27436.14261840915,2,15851.93425836955,12,81,1419257.426510192,37,12,5,83,12,12,76,11,4,85,11,14,75,13,13,74,11,14,75,12,7,81,12,7,81,12,11,77,12,5,83,8,11,81,9,23,68,11,7,82,9,20,71,95,1,3,1,88,1,8,3,96,1,1,2,86,1,8,5,87,2,8,3,86,2,9,3,93,0,6,1,93,0,6,1,89,2,5,4,95,0,3,2,89,2,6,3,77,1,15,7,93,1,5,1,80,3,15,2,19,0,10,71,91,0,4,5,20,0,30,50,70,2,7,21,93,1,5,1,93,0,1,6,0,99,0,1,0,0,30,1,11,58,100,0,0,0,0,23,0,30,26,10,11,28,12,35,9,16,28,22,27,13,10,28,22,31,8,11,28,22,25,11,14,28,24,6,6,36,89,6,3,2,89,8,1,2,89,4,3,4,89,5,2,4,89,6,2,3,89,7,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,10,25,36,29,4,54,13,29,11,28,32,29,9,27,35,29,8,18,45,29,6,39,26,30,1,47,22,53,0,22,17,5,3,32,2,4,9,23,30,32,4,62,2,34,2,12,52,34,1,51,5,1,2,3,3,34,1,16,25,13,11,34,2,16,29,13,6,100,100,75,1,24,0,47,3,47,3,73,3,21,3,74,1,18,7,83,1,13,3,62,3,31,4,35,1,1,1,9,18,35,35,1,2,2,6,18,36,38,1,29,16,6,10,38,2,10,14,17,19,38,1,14,25,10,12,62,4,30,4,62,10,22,6,62,11,22,5,39,2,30,29,71,1,11,17,90,1,3,1,1,1,0,0,3,63,1,2,2,4,5,0,0,5,0,1,3,4,2,0,1,7,58,1,19,22,0,0,58,0,4,8,10,8,7,3,2,63,0,33,3,1,63,0,8,10,10,4,5,2.857142857142857,2.01318405837868,1.2857142857142858,0.4879500364742666,12.5,5.295331957539635,2.6216216216216215,1.5697018710455701
