ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FRA,France,Nouvelle-Aquitaine,2021-01-02,2021-01-01,100,1,14045.9237324809,0,0,10,91,1103988.0223085145,53,0,1,99,0,7,93,1,1,98,0,16,84,0,19,81,0,5,95,1,5,94,0,1,99,0,4,96,0,1,99,0,6,94,0,11,89,0,4,96,0,14,86,99,0,0,1,93,0,3,4,99,0,0,1,84,0,2,14,81,0,5,14,95,0,2,3,95,0,2,3,99,0,0,1,96,0,1,3,99,0,0,1,94,0,2,4,89,0,3,8,96,0,0,4,86,0,7,7,9,0,6,85,94,0,1,5,11,1,32,56,68,2,13,17,87,2,11,0,87,1,12,0,99,0,1,27,2,6,65,100,0,0,0,0,0,16,0,28,19,28,9,20,6,20,42,12,20,5,42,27,6,20,10,20,36,14,20,9,22,36,13,20,10,10,29,31,0,94,2,1,3,94,2,1,3,94,2,0,4,94,1,1,4,94,3,0,3,94,1,1,4,50,4,0,46,50,5,1,44,50,4,3,43,50,3,2,45,50,3,5,42,50,3,7,40,50,3,5,42,88,1,0,11,88,1,0,11,88,1,0,11,88,1,1,10,88,0,3,9,22,0,21,57,22,0,40,38,22,2,23,53,22,0,45,33,22,1,3,74,22,1,9,68,23,0,37,40,63,0,24,9,2,2,24,0,1,5,28,42,24,0,76,0,24,1,10,65,24,0,59,8,4,1,0,4,24,0,22,29,15,10,25,0,16,44,11,4,26,0,21,51,2,28,1,16,55,0,79,0,17,4,60,0,39,1,77,0,23,0,55,0,25,20,97,0,2,1,91,0,8,1,29,0,1,2,8,17,43,29,0,2,4,15,19,31,29,0,21,33,10,7,29,0,5,8,10,48,29,0,7,17,19,28,76,2,15,7,76,6,1,17,76,6,3,15,31,1,31,37,63,0,16,21,85,0,1,1,2,1,1,1,8,56,0,1,5,3,2,1,1,6,4,0,1,2,1,0,3,14,41,1,27,31,0,0,41,1,5,6,2,27,7,10,1,45,3,17,12,23,45,1,15,11,16,8,4,6.541666666666666,8.282927263834388,1.8000000000000003,0.8366600265340757,3.3157894736842106,2.279227739743427,2.660377358490566,1.6864094336604745
FRA,France,Occitanie,2021-01-02,2021-01-01,100,0,0,0,0,1,95,1003017.1771270098,40,0,0,100,0,6,94,0,3,97,0,21,79,0,9,91,0,10,90,0,7,93,0,2,98,0,3,97,0,1,99,0,3,97,0,8,92,0,3,97,0,12,88,100,0,0,0,94,0,2,4,97,1,1,1,79,1,3,17,91,2,1,6,90,1,3,6,93,0,4,3,98,0,0,2,97,0,0,3,99,0,0,1,97,0,1,2,92,0,2,6,97,0,2,1,88,0,3,9,5,0,1,94,99,0,1,0,6,1,46,47,54,1,12,33,88,0,12,0,88,0,12,0,100,0,0,21,2,6,71,100,0,0,0,0,0,11,2,28,23,22,14,18,6,13,43,20,18,3,32,37,10,18,7,23,39,13,18,6,26,38,12,18,10,6,38,28,0,94,2,0,4,94,2,1,3,94,1,1,4,94,2,3,1,94,2,0,4,94,2,0,4,37,3,0,60,37,3,0,60,37,3,3,57,37,5,0,58,37,3,4,56,37,4,9,50,37,3,5,55,87,0,1,12,87,0,0,13,87,0,0,13,87,1,1,11,87,1,1,11,25,3,12,60,25,2,41,32,25,2,16,57,25,3,43,29,25,2,4,69,25,0,6,69,26,0,43,31,57,0,27,12,1,3,27,0,1,8,18,46,27,1,72,0,28,1,8,63,28,0,55,14,3,0,0,0,28,0,20,22,18,12,28,2,21,42,7,0,28,1,26,44,1,30,2,18,48,2,88,1,11,0,59,1,39,1,84,1,15,0,57,1,19,23,96,2,0,2,94,1,3,2,32,2,0,0,8,15,43,32,0,0,0,16,14,38,35,2,16,28,12,7,35,1,4,4,11,45,35,0,9,8,16,32,83,1,11,5,83,4,0,13,83,3,3,11,37,1,23,39,61,1,13,25,91,0,1,0,2,0,0,0,6,68,0,2,5,1,4,1,1,5,3,0,1,1,4,1,1,2,53,0,22,23,0,2,53,0,4,5,5,4,16,9,4,58,1,13,9,19,58,1,11,9,13,7,1,11.48,14.393632851600275,1,0,4.1923076923076925,2.433421143480606,2.425,1.5670894137761353
FRA,France,Pays de la Loire,2021-01-02,2021-01-01,100,0,0,0,0,5,96,1221213.1828792838,45,0,1,99,0,12,88,0,2,98,0,19,81,0,24,76,0,5,95,0,9,91,0,4,96,0,4,96,0,1,99,0,3,97,0,16,84,0,5,95,0,15,85,99,0,0,1,88,0,1,11,98,0,0,2,81,0,5,14,76,0,10,14,95,0,2,3,91,0,2,7,96,0,1,3,96,0,1,3,99,0,0,1,97,0,2,1,84,0,6,10,95,0,1,4,85,0,8,7,4,0,3,93,97,0,2,1,4,0,36,60,64,1,10,25,90,0,10,0,90,0,9,1,100,0,0,15,1,6,78,100,0,0,0,0,0,4,0,26,31,21,18,10,6,14,51,19,10,3,40,34,13,10,4,30,37,19,10,4,29,39,18,10,5,10,35,40,0,94,1,1,4,94,0,2,4,94,1,0,5,94,1,3,2,94,1,0,5,94,1,0,5,19,5,0,76,19,5,1,75,19,5,9,67,19,6,4,71,19,5,11,65,19,5,12,64,19,5,8,68,81,0,0,19,81,0,1,18,81,0,0,19,81,0,2,17,81,0,2,17,14,3,22,61,14,2,38,46,14,2,31,53,14,2,53,31,14,3,5,78,14,2,8,76,16,2,41,41,59,0,29,8,2,2,18,0,4,8,28,42,18,0,82,0,19,2,11,68,19,0,65,7,6,0,0,3,19,0,21,26,21,13,20,0,16,50,12,2,21,1,25,50,3,26,0,20,50,4,79,1,15,5,63,1,36,0,70,2,28,0,48,0,24,28,96,0,2,2,93,0,7,0,27,0,0,4,5,16,48,27,0,0,2,16,11,44,27,0,20,30,16,7,27,0,3,5,12,53,27,0,7,11,17,38,83,0,11,6,83,0,6,11,83,0,7,10,29,0,37,34,66,0,14,20,88,0,1,0,1,0,0,0,10,51,0,4,2,3,7,0,0,8,8,0,1,2,4,1,1,8,44,1,21,33,0,1,44,0,6,17,8,6,10,6,3,49,3,16,16,16,49,2,9,13,15,11,1,10.866666666666667,15.065915776407957,1.6666666666666667,0.5773502691896257,4,1.90029237516523,2.7346938775510203,1.7293485069538186
FRA,France,Provence-Alpes-C<c3><b4>te d'Azur,2021-01-02,2021-01-01,100,0,0,0,0,24,97,1249936.7982686996,57,1,0,99,0,9,91,1,5,94,0,21,79,1,14,85,1,9,90,1,5,94,1,3,96,1,3,96,1,0,99,1,3,96,1,10,89,1,3,96,1,22,77,100,0,0,0,91,2,3,4,95,0,1,4,79,2,8,11,86,1,6,7,91,1,5,3,95,1,2,2,97,0,1,2,97,0,1,2,100,0,0,0,97,0,2,1,90,1,8,1,97,1,0,2,78,1,13,8,3,0,6,91,94,0,4,2,4,0,53,43,49,2,16,33,84,1,14,1,84,0,16,0,100,0,0,24,1,9,66,100,0,0,0,0,0,7,0,17,25,29,22,12,2,11,50,25,12,1,38,33,16,12,3,22,40,23,12,4,16,40,28,12,3,8,26,51,0,91,1,0,8,91,0,4,5,91,1,0,8,91,1,4,4,91,1,1,7,91,2,0,7,34,4,0,62,34,3,0,63,34,3,2,61,34,3,1,62,34,3,8,55,34,3,9,54,34,3,6,57,87,0,0,13,87,0,1,12,87,0,0,13,87,0,1,12,87,0,0,13,16,0,21,63,16,1,45,38,16,0,22,62,16,0,53,31,16,0,4,80,16,0,6,78,19,0,50,31,50,0,35,9,3,3,20,0,0,4,27,49,20,0,80,0,21,2,4,73,21,0,57,13,4,2,0,3,21,0,29,21,19,10,22,2,17,48,5,6,24,0,20,55,1,25,0,17,57,1,80,0,18,2,55,0,43,2,78,0,22,0,48,0,21,31,97,0,1,2,95,0,4,1,27,0,0,3,11,15,44,27,0,1,5,14,11,42,27,0,28,26,17,2,27,0,5,7,14,47,27,0,12,13,17,31,75,0,18,7,75,3,2,20,75,2,6,17,29,1,30,40,60,0,10,30,91,2,1,0,2,0,0,0,4,61,1,1,3,2,2,2,3,2,0,0,2,2,7,2,2,8,43,1,26,30,0,0,43,0,3,5,10,11,16,9,3,43,0,23,17,17,43,0,17,17,17,3,3,14.921052631578945,17.132838042850942,4,1.7888543819998315,4.314285714285714,2.598318784175968,2.456140350877193,1.5591913590818764
FRA,France,-99,2021-01-03,2021-01-01,100,0,0,0,0,11,85,1307032.6271333483,40,5,2,93,5,6,89,4,4,92,5,15,80,3,21,76,4,14,82,5,6,89,3,4,93,5,5,90,5,2,93,3,3,94,6,14,80,5,6,89,5,19,76,98,0,0,2,94,0,3,3,96,0,2,2,85,0,8,7,79,1,10,10,86,0,6,8,94,0,2,4,96,0,3,1,95,0,2,3,98,0,0,2,97,0,1,2,86,1,3,10,94,0,1,5,81,1,7,11,14,1,6,79,94,0,2,4,16,0,37,47,63,2,10,25,90,0,10,0,90,2,8,0,98,1,1,28,6,6,60,100,0,0,0,0,0,18,1,15,23,23,20,23,8,15,35,19,23,9,24,28,16,23,12,18,26,21,23,13,20,23,21,23,15,7,27,28,0,94,4,1,1,94,4,1,1,94,4,1,1,94,3,1,2,94,3,2,1,94,4,1,1,85,3,0,12,85,3,0,12,85,2,2,11,85,3,0,12,85,3,3,9,85,2,3,10,85,3,2,10,94,1,0,5,94,1,0,5,94,1,0,5,94,1,0,5,94,1,0,5,26,5,15,54,26,4,33,37,26,4,16,54,26,4,27,43,26,4,1,69,26,4,9,61,30,0,25,45,75,0,18,3,0,4,32,0,0,5,21,42,32,0,68,0,34,1,7,58,34,0,52,5,0,4,0,5,34,1,31,22,5,7,34,2,20,36,4,4,35,3,20,42,0,35,6,18,41,0,86,0,14,0,68,0,32,0,85,0,12,3,73,0,20,7,99,0,1,0,91,0,9,0,38,2,1,3,18,9,29,38,0,2,5,21,11,23,39,1,23,19,9,9,39,1,7,14,9,30,39,1,17,18,8,17,66,5,19,10,66,13,7,14,66,9,13,12,43,0,18,39,61,0,5,34,95,1,0,0,0,0,0,0,4,78,0,0,2,1,1,0,1,5,2,0,1,0,0,0,2,7,56,2,16,25,0,1,56,0,1,4,2,14,11,8,4,57,4,14,13,12,57,4,12,9,16,1,1,10.7,11.387076764533527,2.25,1.8929694486000914,3,2.1143765594836976,2.111111111111111,1.4692617733849058
FRA,France,<c3><8e>le-de-France,2021-01-03,2021-01-03,459,4,62259.74578773234,2,38958.811488283536,39,446,7197804.4873041995,328,3,6,450,2,44,413,2,11,446,1,109,349,1,101,357,2,49,408,2,31,426,1,9,449,2,19,438,2,3,454,2,23,434,1,73,385,2,14,443,2,86,371,453,1,4,1,415,2,16,26,448,1,3,7,350,2,32,75,358,2,27,72,410,3,20,26,428,2,11,18,450,1,5,3,440,0,11,8,456,0,3,0,436,0,9,14,386,2,23,48,445,1,8,5,373,3,29,54,13,0,23,423,440,0,8,11,20,5,243,191,217,0,81,161,378,2,77,2,378,5,76,0,454,0,5,108,1,36,314,459,0,0,0,0,0,26,0,140,118,98,77,40,11,75,257,76,40,19,186,160,54,40,18,146,181,74,40,20,141,183,75,40,19,40,178,182,0,424,9,5,21,424,9,1,25,424,9,5,21,424,3,20,12,424,9,1,25,424,7,3,25,459,0,0,0,459,0,0,0,459,0,0,0,459,0,0,0,459,0,0,0,459,0,0,0,459,0,0,0,459,0,0,0,459,0,0,0,459,0,0,0,459,0,0,0,459,0,0,0,47,8,68,336,47,4,235,173,47,6,92,314,47,4,217,191,47,7,20,385,47,4,107,301,51,2,191,215,268,1,137,41,5,7,55,1,1,25,156,221,55,3,400,1,61,0,42,356,61,0,291,80,19,1,0,7,61,0,101,117,129,51,62,6,90,221,56,24,62,0,87,301,9,71,2,80,297,9,393,2,58,6,225,3,230,1,367,3,89,0,244,1,89,125,440,1,5,13,354,3,102,0,75,5,5,16,64,99,195,75,3,2,27,78,97,177,81,5,130,163,61,19,81,1,21,40,62,254,81,1,61,74,86,156,324,6,98,31,324,23,15,97,324,17,39,79,84,1,191,183,276,1,76,106,392,3,11,0,8,7,0,0,38,201,0,2,15,8,26,3,28,35,19,0,13,21,21,6,5,56,120,3,140,191,0,5,120,1,44,84,85,55,37,25,8,126,17,229,65,22,126,7,113,97,69,31,16,8.926829268292684,14.314037816865952,1.9411764705882353,1.2976222599091636,4.236947791164659,2.1430872367967924,2.481528662420382,1.413572803594079
FRA,France,Auvergne-Rh<c3><b4>ne-Alpes,2021-01-03,2021-01-03,487,0,0,0,0,59,468,4827102.487947448,356,1,2,484,1,34,452,1,7,479,0,90,397,0,98,389,0,26,461,1,35,451,1,13,473,1,21,465,2,4,481,0,14,473,0,63,424,2,18,467,1,77,409,485,0,2,0,453,1,14,19,480,0,2,5,397,3,26,61,389,3,30,65,461,2,5,19,452,1,16,18,474,1,6,6,466,2,12,7,483,0,0,4,473,1,6,7,424,3,18,42,469,1,10,7,410,3,28,46,17,2,29,439,460,0,13,14,21,2,248,216,239,5,101,142,386,2,99,0,386,2,99,0,485,0,2,131,4,36,316,487,0,0,0,0,0,24,3,125,118,127,90,37,21,81,257,91,37,12,198,174,66,37,19,144,188,99,37,19,133,202,96,37,23,38,180,209,0,451,6,1,29,451,6,4,26,451,6,1,29,451,2,15,19,451,6,1,29,451,5,5,26,487,0,0,0,487,0,0,0,487,0,0,0,487,0,0,0,487,0,0,0,487,0,0,0,487,0,0,0,487,0,0,0,487,0,0,0,487,0,0,0,487,0,0,0,487,0,0,0,40,7,77,363,40,2,222,223,40,9,110,328,40,8,237,202,40,6,24,417,40,7,45,395,42,2,205,238,282,1,148,39,13,4,46,2,4,34,158,243,46,1,439,1,52,2,36,397,52,0,325,81,16,5,1,7,52,2,119,140,132,42,56,1,90,246,70,24,61,0,85,332,9,66,4,88,321,8,410,0,68,9,265,1,218,3,377,1,107,2,251,1,103,132,463,2,8,14,442,1,44,0,69,5,4,14,68,100,227,69,1,7,16,80,94,220,75,3,119,181,84,25,75,0,25,33,73,281,75,1,47,86,102,176,355,2,88,42,355,13,14,105,355,13,24,95,80,2,180,225,262,0,93,132,407,3,9,2,8,3,2,0,53,227,0,4,24,3,21,4,18,35,29,0,11,16,19,7,11,58,125,6,131,220,1,4,125,1,36,73,76,72,60,40,4,129,17,118,105,118,129,10,73,113,106,38,18,9.149732620320856,13.958426654150767,2.12,1.4236104336041748,3.6666666666666665,2.055028100992239,2.6158357771260996,1.3662685193874495
FRA,France,Bourgogne-Franche-Comt<c3><a9>,2021-01-03,2021-01-03,198,0,0,0,0,34,187,1610651.1011584492,128,0,3,195,0,17,181,0,3,195,0,31,167,0,38,160,0,13,185,0,15,183,0,5,193,0,4,194,0,1,197,0,6,192,0,29,169,0,6,192,0,33,165,195,0,2,1,181,0,8,9,195,0,2,1,167,0,12,19,160,0,15,23,185,0,6,7,183,0,5,10,193,0,4,1,194,0,0,4,197,0,0,1,192,0,4,2,169,0,16,13,192,0,4,2,165,0,17,16,10,1,14,173,184,0,10,4,13,1,94,90,104,2,34,58,164,0,33,1,164,2,32,0,196,0,2,51,3,13,131,198,0,0,0,0,0,18,0,46,46,39,49,21,9,32,98,38,21,4,72,74,27,21,12,47,77,41,21,9,47,78,43,21,14,16,63,84,0,186,3,1,8,186,2,3,7,186,3,1,8,186,3,3,6,186,3,1,8,186,2,1,9,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,198,0,0,0,23,3,34,138,23,0,80,95,23,4,37,134,23,2,92,81,23,2,3,170,23,2,7,166,25,1,69,103,129,0,58,6,1,4,26,0,4,6,68,94,26,0,172,0,29,1,20,148,29,0,122,33,3,4,1,6,29,0,49,48,57,15,30,1,44,87,26,10,32,0,47,115,4,38,1,40,117,2,164,0,29,5,118,0,80,0,161,0,36,1,106,0,40,52,195,0,2,1,191,0,5,2,39,2,2,5,23,39,88,39,1,1,7,32,24,94,39,0,53,65,28,13,39,0,6,9,33,111,39,0,16,36,32,75,148,0,34,16,148,10,2,38,148,10,6,34,41,0,56,101,97,0,38,63,163,2,4,2,4,0,0,0,23,108,1,1,8,1,10,0,6,20,8,0,1,4,8,2,5,15,69,1,52,73,1,2,69,0,8,24,25,25,24,18,5,70,1,31,33,63,70,1,27,25,47,25,3,13.597014925373136,17.978151471946685,2.4285714285714284,1.3424596091494903,3.597560975609756,1.6243498687893791,2.6451612903225805,1.1769710911418714
FRA,France,Bretagne,2021-01-03,2021-01-03,297,3,38353.65865527142,1,16353.168001043101,7,278,2330784.5156064597,204,0,5,292,1,25,271,1,7,289,1,55,241,0,59,238,1,27,269,1,14,282,0,13,284,1,10,286,0,3,294,0,9,288,0,24,273,0,11,286,0,62,235,292,0,3,2,272,0,10,15,290,0,3,4,242,0,17,38,238,0,22,37,270,0,12,15,283,1,2,11,284,0,8,5,287,0,3,7,294,0,1,2,288,0,3,6,273,0,7,17,286,0,4,7,235,0,18,44,19,0,5,273,294,0,1,2,24,2,103,168,194,0,32,71,265,1,31,0,265,0,32,0,297,0,0,58,3,21,215,297,0,0,0,0,0,28,2,75,77,61,54,34,7,46,166,44,34,6,114,107,36,34,8,75,127,53,34,6,83,121,53,34,8,25,103,127,0,278,4,2,13,278,4,5,10,278,4,2,13,278,4,5,10,278,4,0,15,278,4,1,14,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,297,0,0,0,35,3,51,208,35,1,131,130,35,6,70,186,35,0,160,102,35,2,16,244,35,3,15,244,39,1,118,139,179,0,79,27,9,3,42,1,6,28,100,120,42,1,254,0,43,1,16,237,43,0,181,52,8,2,1,10,43,1,61,91,74,27,45,1,61,138,33,19,47,0,56,190,4,48,0,55,189,5,247,2,41,7,166,3,126,2,227,1,67,2,138,2,71,86,281,0,10,6,282,1,14,0,52,2,3,11,33,41,155,52,0,2,11,35,55,142,54,2,79,82,57,23,54,0,14,29,54,146,54,0,33,51,62,97,214,1,62,20,214,10,16,57,214,9,25,49,56,1,104,136,161,0,52,84,249,1,7,1,5,3,2,0,29,146,1,5,14,4,18,4,4,15,9,0,10,11,11,7,10,28,87,2,82,125,0,1,87,0,18,40,33,44,47,23,5,90,6,65,82,54,90,1,39,46,71,43,7,11.083333333333334,16.160483128708467,1.6666666666666667,1.1547005383792515,3.6449275362318843,2.3077170588934326,2.4343434343434343,1.3863849654107907
FRA,France,Centre-Val de Loire,2021-01-03,2021-01-03,178,0,0,0,0,7,173,1466836.5753908742,119,0,0,178,0,15,163,0,6,172,0,22,156,0,31,147,0,12,166,0,11,167,0,6,172,0,5,173,0,4,174,0,4,174,0,15,163,0,7,171,0,26,152,178,0,0,0,163,0,6,9,172,2,2,2,156,1,5,16,147,2,7,22,166,1,3,8,167,1,4,6,172,0,2,4,173,1,0,4,174,1,2,1,174,0,2,2,163,1,6,8,171,1,1,5,152,2,7,17,5,0,5,168,173,0,2,3,5,2,73,98,105,0,22,51,156,0,22,0,156,0,22,0,178,0,0,29,1,16,132,178,0,0,0,0,0,7,0,48,50,39,34,13,11,31,88,35,13,6,71,60,28,13,9,45,69,42,13,8,48,73,36,13,10,13,59,83,0,163,4,2,9,163,2,6,7,163,4,1,10,163,3,5,7,163,4,2,9,163,4,1,10,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,178,0,0,0,14,1,25,138,14,2,76,86,14,2,49,113,14,2,76,86,14,2,15,147,14,1,7,156,16,0,65,97,113,1,42,12,5,5,18,1,2,15,55,87,18,0,159,1,21,1,17,139,21,1,124,26,4,0,0,2,21,1,44,52,42,18,22,1,42,84,19,10,22,0,40,109,7,26,1,40,110,1,153,0,21,4,102,0,75,1,130,0,48,0,104,0,32,42,163,0,6,9,171,0,6,1,28,2,2,6,14,36,90,28,2,0,7,25,38,78,30,2,54,57,29,6,30,1,13,10,42,82,30,2,26,33,42,45,119,0,42,17,119,8,9,42,119,7,10,42,32,2,55,89,89,0,34,55,149,2,2,1,2,3,2,0,17,95,0,1,10,1,11,1,3,15,8,0,5,1,6,1,4,16,56,0,51,69,0,2,56,0,11,20,21,26,26,16,2,59,3,46,35,35,59,3,33,27,32,15,9,7.559322033898305,12.30120709866155,1.2,1.0954451150103321,3.9634146341463414,2.2686544766883325,2.2972972972972974,1.2904868326938734
