ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FRA,France,Bourgogne-Franche-Comt<c3><a9>,2021-01-04,2021-01-03,100,0,0,0,0,22,93,824279.6026695503,49,0,3,97,0,12,88,0,2,98,0,15,85,0,19,81,0,6,94,0,7,93,0,2,98,0,4,96,0,0,100,0,3,97,0,16,84,0,1,99,0,19,81,97,0,2,1,88,0,4,8,98,0,2,0,85,0,7,8,81,0,7,12,94,0,2,4,93,0,2,5,98,0,2,0,96,0,0,4,100,0,0,0,97,0,3,0,84,0,10,6,99,0,1,0,81,0,10,9,7,0,9,84,91,0,7,2,9,1,41,49,59,1,18,22,82,0,17,1,82,2,16,0,98,0,2,29,3,9,59,100,0,0,0,0,0,13,0,23,17,17,30,17,4,16,42,21,17,1,34,32,16,17,4,23,29,27,17,2,24,31,26,17,4,10,28,41,0,91,2,1,6,91,2,2,5,91,2,1,6,91,2,2,5,91,2,2,5,91,1,2,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,0,14,69,17,0,36,47,17,0,13,70,17,0,46,37,17,0,3,80,17,0,4,79,18,1,32,49,68,0,25,4,1,2,19,0,3,3,31,44,19,0,81,0,20,1,8,71,20,0,53,16,2,3,1,5,20,0,24,24,24,8,21,0,26,38,11,4,22,0,19,57,2,27,1,14,57,1,86,0,11,3,64,0,36,0,87,0,12,1,54,0,22,24,97,0,2,1,96,0,2,2,28,2,1,3,7,20,39,28,1,1,3,10,12,45,28,0,22,27,16,7,28,0,6,6,16,44,28,0,11,17,6,38,73,0,15,12,73,1,2,24,73,1,4,22,29,0,27,44,56,0,14,30,86,1,0,2,1,0,0,1,9,60,1,1,4,0,4,0,2,7,3,0,1,4,1,0,4,8,51,0,19,29,0,1,51,0,2,12,9,9,11,5,1,51,0,12,12,25,51,0,13,9,21,5,1,10.942857142857143,14.772675207054045,2.4444444444444446,1.3333333333333333,3.4722222222222223,1.7966017304282484,2.5416666666666665,1.2875563748588705
FRA,France,Bretagne,2021-01-04,2021-01-03,100,2,17824.71106575548,1,2734.99463131518,5,96,800807.8851126469,54,0,2,98,0,8,92,0,1,99,1,17,82,0,19,81,0,12,88,1,3,96,0,4,96,0,3,97,0,1,99,0,4,96,0,7,93,0,3,97,0,24,76,98,0,2,0,92,0,5,3,99,0,0,1,83,0,5,12,81,0,9,10,88,0,6,6,97,0,1,2,96,0,3,1,97,0,2,1,99,0,1,0,96,0,2,2,93,0,4,3,97,0,1,2,76,0,9,15,4,0,3,93,98,0,1,1,5,0,37,58,63,0,15,22,85,0,15,0,85,0,15,0,100,0,0,20,2,9,69,100,0,0,0,0,0,9,1,24,30,19,17,10,5,19,50,16,10,4,35,37,14,10,6,26,41,17,10,5,30,39,16,10,5,9,37,39,0,94,0,0,6,94,0,1,5,94,0,0,6,94,0,2,4,94,0,0,6,94,0,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,22,67,10,0,43,47,10,1,17,72,10,0,61,29,10,1,7,82,10,1,7,82,11,0,47,42,53,0,32,12,2,1,13,1,2,8,37,39,13,1,86,0,14,1,12,73,14,0,64,17,1,0,2,2,14,1,20,28,25,12,15,1,18,50,13,3,17,0,11,70,2,19,0,13,66,2,78,1,16,5,57,1,41,1,83,0,16,1,39,1,29,31,93,0,3,4,93,0,7,0,21,0,0,4,15,12,48,21,0,1,2,15,22,39,23,1,27,27,14,8,23,0,6,10,17,44,23,0,11,21,17,28,69,1,23,7,69,4,6,21,69,3,14,14,24,1,40,35,65,0,15,20,86,0,1,1,3,1,1,0,7,46,0,2,5,2,2,2,2,7,4,0,4,5,1,4,6,8,42,2,24,32,0,0,42,0,5,10,13,14,9,6,1,44,3,16,17,20,44,2,9,8,23,11,3,10.076923076923077,12.790589911470104,2,1.4142135623730951,3.5833333333333335,1.917960226013936,2.769230769230769,1.4500221041639685
FRA,France,Centre-Val de Loire,2021-01-04,2021-01-03,100,0,0,0,0,3,95,868421.1194280791,46,0,0,100,0,11,89,0,4,96,0,15,85,0,13,87,0,5,95,0,5,95,0,5,95,0,1,99,0,2,98,0,2,98,0,10,90,0,5,95,0,17,83,100,0,0,0,89,0,5,6,96,0,2,2,85,0,4,11,87,0,1,12,95,0,0,5,95,0,2,3,95,0,1,4,99,0,0,1,98,0,1,1,98,0,1,1,90,0,4,6,95,0,1,4,83,0,3,14,5,0,3,92,97,0,2,1,5,2,34,59,67,0,10,23,90,0,10,0,90,0,10,0,100,0,0,18,0,8,74,100,0,0,0,0,0,7,0,28,27,21,17,12,5,18,44,21,12,4,39,31,14,12,7,24,33,24,12,6,25,38,19,12,6,8,35,39,0,92,3,0,5,92,2,1,5,92,3,0,5,92,2,2,4,92,3,0,5,92,3,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,1,16,69,14,1,37,48,14,1,23,62,14,1,41,44,14,1,7,78,14,1,1,84,15,0,36,49,64,1,25,3,3,4,17,1,2,9,28,43,17,0,82,1,20,1,11,68,20,1,68,7,3,0,0,1,20,1,25,26,19,9,21,0,20,46,7,6,21,0,22,56,1,25,1,21,53,0,84,0,13,3,63,0,37,0,77,0,23,0,60,0,15,25,93,0,2,5,99,0,0,1,27,2,1,4,7,19,40,27,2,0,4,13,15,39,29,2,29,24,13,3,29,1,9,4,15,42,29,2,13,17,15,24,70,0,23,7,70,4,6,20,70,5,5,20,31,2,21,46,54,0,21,25,82,1,2,1,2,0,1,0,11,62,0,0,6,1,7,0,2,7,2,0,1,0,3,0,3,6,51,0,23,26,0,0,51,0,2,8,9,12,13,3,2,53,1,21,14,11,53,2,15,9,13,3,5,5.142857142857143,5.575835999197527,0.6666666666666666,0.5773502691896257,3.9705882352941173,2.3157601555513505,2.2857142857142856,1.4018405024913094
FRA,France,Grand Est,2021-01-04,2021-01-03,100,0,0,0,0,14,95,689076.6881059243,51,1,3,96,1,10,89,1,1,98,1,17,82,1,14,85,1,5,94,0,6,94,1,3,96,0,2,98,1,1,98,1,1,98,1,8,91,1,5,94,1,22,77,97,0,1,2,90,0,2,8,99,0,0,1,83,0,3,14,86,0,5,9,95,0,1,4,94,0,2,4,97,0,1,2,98,0,1,1,99,0,1,0,99,0,1,0,92,0,4,4,95,0,2,3,78,0,12,10,5,0,10,85,93,0,5,2,10,1,41,48,59,3,11,27,89,0,11,0,89,1,10,0,99,1,0,25,1,5,69,100,0,0,0,0,0,10,1,19,17,25,28,12,4,14,45,25,12,5,34,25,24,12,6,23,30,29,12,6,23,28,31,12,6,8,24,50,0,95,0,1,4,95,0,3,2,95,0,1,4,95,0,2,3,95,0,1,4,95,0,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,0,17,71,12,0,34,54,12,0,15,73,12,0,45,43,12,0,7,81,12,0,4,84,15,0,40,45,60,0,29,9,1,1,15,0,1,7,31,46,15,0,85,0,19,1,6,74,19,0,59,15,3,1,0,3,19,0,23,22,26,10,19,1,22,42,12,4,20,0,22,55,3,20,0,18,59,3,83,1,13,3,67,0,33,0,86,0,14,0,56,0,12,32,93,0,4,3,96,0,4,0,21,1,2,5,12,17,42,21,0,4,5,10,12,48,23,0,23,29,12,13,23,0,9,4,16,48,23,0,9,23,13,32,68,1,20,11,68,3,3,26,68,2,7,23,26,0,26,48,52,0,20,28,83,0,2,0,1,2,0,1,11,58,0,0,3,3,5,0,1,5,4,0,3,2,3,0,2,11,45,1,23,29,0,2,45,0,5,16,7,14,3,9,1,49,0,19,17,15,49,0,13,17,9,9,3,7.324999999999999,9.439109855902455,1.5714285714285716,1.1338934190276817,4.081081081081081,2.313947785572171,2.46,1.402766945020026
FRA,France,Hauts-de-France,2021-01-04,2021-01-03,100,0,0,0,0,12,94,892764.9590684922,59,0,1,99,0,16,84,1,5,94,0,31,69,0,25,75,0,13,87,0,11,89,1,5,94,0,3,97,0,2,98,0,6,94,0,13,87,0,5,95,0,26,74,99,0,1,0,84,1,7,8,95,0,3,2,69,0,12,19,75,0,11,14,87,1,9,3,89,1,4,6,95,0,3,2,97,0,0,3,98,0,1,1,94,2,2,2,87,0,3,10,95,0,3,2,74,1,12,13,6,0,6,88,95,0,2,3,8,3,44,45,56,2,15,27,85,2,13,0,85,2,13,0,98,0,2,29,0,3,68,100,0,0,0,0,0,11,2,17,22,33,15,16,2,14,45,23,16,3,34,35,12,16,3,25,33,23,16,3,24,37,20,16,4,4,31,45,0,97,0,0,3,97,0,0,3,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,1,17,63,19,1,33,47,19,1,25,55,19,1,45,35,19,1,2,78,19,1,5,75,20,1,31,48,69,1,22,5,2,1,20,1,2,8,32,37,20,1,78,1,24,1,9,66,24,0,59,11,2,2,0,2,24,1,25,28,15,7,24,1,20,45,6,4,24,0,26,49,1,24,1,18,56,1,83,0,15,2,67,0,32,1,75,0,25,0,55,0,18,27,98,0,1,1,95,0,5,0,25,0,1,5,14,21,34,25,1,1,5,18,19,31,28,0,25,34,8,5,28,1,5,8,20,38,28,0,12,17,21,22,71,0,15,14,71,1,3,25,71,1,6,22,29,0,27,44,56,0,13,31,89,1,0,1,1,3,0,0,5,62,0,4,5,0,4,0,1,5,3,0,5,2,2,1,2,4,39,1,21,39,0,0,39,0,2,9,10,22,10,8,0,40,1,25,13,21,40,1,12,20,17,8,2,9.25531914893617,11.478653316532696,2.2,2.16794833886788,3.7555555555555555,2.1336647469846928,2.9322033898305087,1.6280346389145262
FRA,France,Normandie,2021-01-04,2021-01-03,100,1,4900.3114551793,1,4900.3114551793,7,94,826284.8584608423,59,1,2,97,0,13,87,1,7,92,0,24,76,1,21,78,1,8,91,1,10,89,1,4,95,0,4,96,1,1,98,1,7,92,2,13,85,1,5,94,1,22,77,98,0,1,1,87,0,5,8,93,0,1,6,76,1,8,15,79,1,6,14,92,0,5,3,90,1,5,4,96,0,2,2,96,1,1,2,99,0,0,1,93,0,4,3,87,1,4,8,95,1,2,2,78,1,8,13,6,0,3,91,97,0,0,3,6,1,46,47,54,0,16,30,84,0,16,0,84,0,16,0,100,0,0,23,3,9,65,100,0,0,0,0,0,7,0,28,27,19,19,8,6,17,56,13,8,2,47,37,6,8,3,36,40,13,8,4,33,44,11,8,7,7,41,37,0,91,2,0,7,91,1,2,6,91,2,0,7,91,2,5,2,91,2,1,6,91,1,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,3,23,65,9,0,48,43,9,2,21,68,9,1,54,36,9,2,6,83,9,2,7,82,12,0,42,46,58,0,31,7,1,3,12,2,3,5,35,43,12,0,88,0,14,0,10,76,14,0,68,16,2,0,0,0,14,0,19,35,27,5,15,2,12,54,10,7,16,1,28,55,0,16,0,24,60,0,77,0,21,2,52,0,48,0,79,0,20,1,46,0,21,33,94,0,4,2,93,0,7,0,18,1,1,4,11,17,48,18,0,1,4,13,21,43,19,0,27,30,17,7,19,0,7,13,16,45,19,0,18,19,15,29,63,2,26,9,63,5,4,28,63,3,8,26,22,0,42,36,64,0,17,19,87,0,1,0,3,0,0,0,9,46,0,0,4,2,8,2,0,8,5,0,1,3,6,3,3,9,40,1,27,31,0,1,40,0,7,9,13,19,7,4,1,41,0,16,21,22,41,0,14,10,20,12,3,8.833333333333334,12.222929272478018,2.3333333333333335,1.1547005383792515,3.9761904761904763,1.8933528814158287,2.6779661016949152,1.591363305862268
FRA,France,Nouvelle-Aquitaine,2021-01-04,2021-01-03,100,1,3878.15009043355,1,3878.15009043355,2,98,819877.619390914,48,1,1,98,1,7,92,1,2,97,1,21,78,1,16,83,1,5,94,1,3,96,1,4,95,1,1,98,1,0,99,1,2,97,1,9,90,1,2,97,1,20,79,99,0,0,1,93,0,2,5,98,0,1,1,79,0,11,10,84,0,5,11,95,0,1,4,97,0,1,2,96,0,1,3,99,0,0,1,100,0,0,0,98,0,0,2,91,0,5,4,98,0,0,2,80,0,9,11,2,0,2,96,98,0,1,1,2,1,41,56,59,2,13,26,87,0,13,0,87,1,12,0,99,0,1,18,0,10,72,100,0,0,0,0,0,4,0,31,27,24,14,5,5,16,53,21,5,6,42,34,13,5,5,25,42,23,5,8,22,40,25,5,7,7,45,36,0,91,1,0,8,91,1,2,6,91,1,0,8,91,0,3,6,91,1,2,6,91,1,0,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,0,25,66,9,0,45,46,9,0,27,64,9,0,51,40,9,0,5,86,9,0,8,83,11,0,49,40,51,0,37,8,2,2,13,2,0,10,29,46,13,3,84,0,14,0,6,80,14,0,57,18,7,1,0,3,14,0,31,23,18,14,15,3,17,44,14,7,15,0,34,51,0,17,1,27,53,2,76,1,20,3,56,1,42,1,74,1,25,0,50,1,17,32,95,1,1,3,92,0,8,0,17,1,0,1,14,14,53,17,0,0,5,16,13,49,18,0,27,31,15,9,18,1,7,6,14,54,18,1,8,23,16,34,71,2,16,11,71,5,3,21,71,3,8,18,21,0,28,51,49,0,15,36,87,2,1,0,1,0,0,1,8,59,1,3,5,1,3,1,2,5,2,0,2,3,2,1,2,8,50,1,20,28,0,1,50,0,7,6,8,9,6,13,1,50,3,18,17,12,50,2,8,19,9,7,5,11.030303030303031,16.073045854171603,1,0,3.4545454545454546,2.386038938949199,2.466666666666667,1.4396969378057567
FRA,France,Occitanie,2021-01-04,2021-01-03,100,0,0,0,0,7,91,753935.2145294104,54,0,0,100,0,9,91,0,3,97,0,27,73,0,21,79,0,17,83,0,8,92,0,2,98,0,4,96,0,1,99,0,5,95,0,14,86,0,2,98,0,21,79,100,0,0,0,91,0,4,5,97,0,1,2,73,2,7,18,79,2,10,9,83,2,7,8,92,0,4,4,98,1,1,0,96,0,2,2,99,0,0,1,95,0,1,4,86,1,3,10,98,0,1,1,79,3,8,10,8,1,5,86,95,0,4,1,9,4,51,36,49,0,14,37,86,0,14,0,86,0,14,0,100,0,0,27,5,5,63,100,0,0,0,0,0,10,0,17,23,27,23,15,4,8,44,29,15,4,31,31,19,15,5,21,37,22,15,5,23,34,23,15,10,9,25,41,0,95,2,0,3,95,2,2,1,95,2,1,2,95,1,1,3,95,2,1,2,95,1,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,1,19,62,18,0,32,50,18,0,13,69,18,0,42,40,18,0,2,80,18,0,2,80,18,0,30,52,70,0,23,6,1,0,18,1,2,5,24,50,18,1,79,2,21,1,8,70,21,0,70,6,0,0,0,3,21,0,25,27,20,7,21,0,25,36,16,2,22,0,23,55,0,23,1,23,52,1,81,1,17,1,68,1,31,0,87,0,12,1,58,1,22,19,98,0,2,0,98,1,1,0,25,0,1,3,11,15,45,25,0,2,4,12,19,38,25,1,31,27,10,6,25,0,8,9,17,41,25,0,23,11,16,25,66,2,24,8,66,4,2,28,66,3,9,22,26,0,29,45,55,0,13,32,90,0,1,0,1,1,2,0,5,61,0,1,6,0,4,0,2,5,1,0,2,4,4,3,1,6,41,1,16,41,0,1,41,0,4,10,10,12,11,11,1,44,1,18,19,18,44,0,11,21,18,3,3,8.071428571428571,11.593507133973965,1.5,0.5773502691896257,3.609756097560976,2.417416480258292,2.290909090909091,1.1332144916894966
FRA,France,Pays de la Loire,2021-01-04,2021-01-03,100,0,0,0,0,8,89,1045105.622340128,55,1,1,98,1,5,94,1,2,97,0,24,76,1,13,86,1,4,95,1,6,93,1,2,97,1,1,98,1,1,98,1,3,96,0,11,89,1,4,95,1,25,74,99,0,0,1,95,0,3,2,98,0,0,2,76,1,8,15,87,0,6,7,96,1,3,0,94,0,4,2,98,0,0,2,99,0,1,0,99,0,0,1,97,1,1,1,89,1,5,5,96,1,2,1,75,1,9,15,11,0,4,85,96,0,3,1,11,2,36,51,64,1,9,26,91,0,9,0,91,1,8,0,99,0,1,23,1,4,72,100,0,0,0,0,0,11,0,20,29,19,21,15,3,14,46,22,15,6,30,34,15,15,5,21,42,17,15,5,21,40,19,15,6,8,33,38,0,96,0,0,4,96,0,0,4,96,0,0,4,96,0,1,3,96,0,0,4,96,0,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,3,20,62,15,2,34,49,15,3,27,55,15,3,44,38,15,3,2,80,15,2,9,74,18,1,34,47,66,0,21,11,2,0,19,1,0,9,31,40,19,1,80,0,20,2,3,75,20,1,55,19,4,0,0,1,20,1,15,30,27,7,22,2,14,46,12,4,22,2,20,54,2,27,4,17,50,2,80,1,18,1,66,2,32,0,73,1,25,1,56,0,21,23,98,0,1,1,91,0,9,0,28,1,1,2,10,19,39,28,1,0,4,17,17,33,29,1,17,35,15,3,29,1,5,5,15,45,29,1,9,11,22,28,80,0,14,6,80,5,3,12,80,4,5,11,30,1,38,31,69,0,11,20,89,0,0,0,0,1,1,1,8,51,0,2,5,1,5,1,1,7,4,0,0,5,6,1,1,10,43,2,20,34,0,1,43,1,5,10,17,11,10,3,0,44,3,17,16,20,44,2,7,17,17,8,5,6.774193548387098,11.499883122360723,2.3333333333333335,0.5773502691896257,3.6666666666666665,2.4821199689438633,2.769230769230769,1.3948839942683633
FRA,France,Provence-Alpes-C<c3><b4>te d'Azur,2021-01-04,2021-01-03,100,0,0,0,0,5,92,890793.3365455819,42,0,0,100,0,9,91,0,5,95,0,21,79,0,17,83,0,8,92,0,8,92,0,4,96,0,5,95,0,2,98,0,4,96,0,11,89,0,3,97,0,20,80,100,0,0,0,91,0,4,5,95,0,4,1,79,0,9,12,83,0,6,11,92,0,4,4,92,0,4,4,96,0,2,2,95,0,3,2,98,0,2,0,96,0,2,2,89,0,6,5,97,1,2,0,80,0,9,11,7,1,5,87,96,0,2,2,8,1,53,38,47,2,13,38,87,1,12,0,87,1,12,0,99,0,1,24,2,7,67,100,0,0,0,0,0,10,0,21,31,22,16,14,9,17,40,20,14,4,41,28,13,14,8,25,29,24,14,7,24,34,21,14,12,8,28,38,0,93,2,0,5,93,2,0,5,93,2,0,5,93,0,4,3,93,2,0,5,93,2,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,1,19,64,16,0,38,46,16,0,14,70,16,0,43,41,16,0,5,79,16,0,11,73,19,0,36,45,64,0,25,8,2,1,20,0,0,6,25,49,20,0,80,0,24,0,6,70,24,0,52,18,4,1,0,1,24,1,30,17,22,6,27,2,17,40,9,5,28,0,21,51,0,31,1,18,49,1,81,0,18,1,62,0,36,2,86,0,13,1,57,0,17,26,95,0,4,1,89,0,10,1,32,0,0,3,10,12,43,32,0,1,2,15,10,40,33,1,19,28,14,5,33,0,3,8,14,42,33,0,12,14,20,21,75,2,18,5,75,10,1,14,75,7,7,11,35,0,20,45,55,0,13,32,89,0,1,0,3,1,0,0,6,69,0,0,0,2,2,2,1,8,0,0,8,4,1,1,0,2,50,0,21,27,0,2,50,0,4,8,8,14,12,3,1,55,1,22,11,11,55,1,8,9,14,8,5,12.484848484848484,15.658706069071474,1,0,4.371428571428571,2.567737780795455,2.7954545454545454,1.3906589613284217
