ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..99,B1_1..77,B1_1.1,B1_1.2,B1_2..99,B1_2..77,B1_2.1,B1_2.2,B1_3..99,B1_3..77,B1_3.1,B1_3.2,B1_4..99,B1_4..77,B1_4.1,B1_4.2,B1_5..99,B1_5..77,B1_5.1,B1_5.2,B1_6..99,B1_6..77,B1_6.1,B1_6.2,B1_7..99,B1_7..77,B1_7.1,B1_7.2,B1_8..99,B1_8..77,B1_8.1,B1_8.2,B1_9..99,B1_9..77,B1_9.1,B1_9.2,B1_10..99,B1_10..77,B1_10.1,B1_10.2,B1_11..99,B1_11..77,B1_11.1,B1_11.2,B1_12..99,B1_12..77,B1_12.1,B1_12.2,B1_13..99,B1_13..77,B1_13.1,B1_13.2,B1_14..99,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
EG,EGY,Egypt,Asyut,2020-12-30,2020-12-26,100,2,47428.81939019558,2,47428.81939019558,83,92,4247144.435887467,67,0,4,2,94,0,4,20,76,0,3,11,86,0,3,34,63,0,3,24,73,0,4,16,80,0,4,7,89,0,3,15,82,0,3,6,91,0,4,4,92,0,4,16,80,0,4,25,71,0,4,8,88,0,4,20,76,98,0,2,0,80,1,7,12,89,1,3,7,66,2,12,20,76,1,10,13,84,1,4,11,93,0,4,3,85,1,11,3,94,0,4,2,96,0,2,2,84,1,8,7,75,3,8,14,92,0,6,2,80,2,10,8,7,1,26,66,74,0,12,14,7,0,9,84,91,0,1,8,99,0,0,1,0,99,0,1,0,0,99,0,1,0,0,9,1,8,82,100,0,0,0,0,0,9,1,23,34,14,19,14,3,30,39,14,14,5,38,31,12,14,3,44,31,8,14,5,28,33,20,14,6,17,23,40,0,92,3,1,4,92,2,3,3,92,0,7,1,92,4,2,2,92,3,2,3,92,2,3,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,1,38,44,17,2,65,16,17,4,45,34,17,3,48,32,17,3,22,58,17,2,37,44,18,1,62,19,38,0,34,11,5,12,21,0,3,21,35,20,21,0,78,1,22,0,14,64,22,0,18,23,16,10,7,4,22,0,16,17,24,21,22,1,17,28,23,9,22,0,7,67,4,23,3,5,64,5,62,0,31,7,36,1,39,24,55,1,26,18,52,1,19,28,78,1,16,5,63,1,24,12,24,2,2,9,16,13,34,24,2,5,10,12,16,31,28,2,22,22,16,10,28,0,6,10,15,41,28,0,19,18,13,22,64,2,24,10,64,9,20,7,64,8,22,6,32,1,31,36,64,0,10,26,90,0,1,1,3,2,0,0,3,59,0,2,9,2,7,0,1,3,2,1,2,2,1,1,0,8,33,1,48,17,0,1,33,0,17,15,22,10,3,0,0,33,0,33,10,24,33,0,11,26,20,8,2,3.413793103448276,2.889997770645778,3.7142857142857144,2.8834503141697647,15.545454545454545,3.384043181129379,3.9375,1.8929694486000914
EG,EGY,Egypt,Bani Suwayf,2020-12-30,2020-12-25,100,2,47836.4780341604,2,47836.4780341604,82,91,3970935.9241604484,61,0,3,6,91,0,3,14,83,0,3,10,87,0,2,34,64,0,2,34,64,0,4,26,70,0,2,21,77,0,3,15,82,0,1,9,90,0,3,10,87,0,4,21,75,0,3,40,57,0,5,5,90,0,3,24,73,94,1,2,3,86,3,3,8,90,2,1,7,66,2,13,19,66,3,9,22,74,1,14,11,79,4,11,6,85,0,8,7,91,1,3,5,90,2,4,4,79,2,11,8,60,5,9,26,95,0,3,2,76,2,10,12,8,1,28,63,72,0,15,13,8,1,14,77,86,1,6,7,94,0,0,5,1,94,0,4,1,1,96,0,2,2,0,16,5,10,69,100,0,0,0,0,0,10,0,33,21,14,22,16,7,24,30,23,16,10,31,21,22,16,8,43,19,14,16,9,36,18,21,16,12,17,18,37,0,91,4,2,3,91,3,2,4,91,2,6,1,91,3,4,2,91,3,2,4,91,4,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,2,46,36,16,2,58,24,16,5,33,46,16,2,58,24,16,3,30,51,16,3,43,38,17,1,64,18,36,0,33,17,2,12,18,1,4,21,35,21,18,1,77,4,22,1,22,55,22,1,18,25,9,9,12,4,22,2,11,22,20,23,22,2,15,32,19,10,22,1,8,61,8,23,4,8,56,9,55,4,30,11,43,4,37,16,67,2,20,11,42,3,31,24,71,3,17,9,58,4,30,8,25,0,1,8,13,18,35,25,1,5,12,10,16,31,30,3,26,20,8,13,30,2,7,9,9,43,30,1,17,19,13,20,64,3,23,10,64,11,17,8,64,8,17,11,34,3,39,24,76,0,10,14,90,0,3,0,0,1,0,0,6,51,0,5,7,4,6,2,0,4,2,1,1,1,2,1,2,11,37,1,45,15,1,1,37,0,21,19,14,7,2,0,0,37,3,26,8,26,37,1,3,34,16,6,3,3.096774193548387,2.4070230400618695,3.16,2.2854612955229263,14.95081967213115,2.789421860698,4,1.8353258709644942
EG,EGY,Egypt,Bur Sa`id,2020-12-30,2020-12-24,100,0,0,0,0,132,92,1060478.9448014305,68,0,4,0,96,0,3,22,75,0,3,7,90,0,2,39,59,0,1,29,70,0,2,31,67,0,3,16,81,0,3,15,82,0,2,7,91,0,2,5,93,0,2,23,75,0,2,38,60,0,3,10,87,0,1,34,65,100,0,0,0,78,0,12,10,93,1,3,3,61,3,14,22,71,2,11,16,69,1,12,18,84,1,10,5,85,1,7,7,93,0,7,0,95,1,3,1,77,2,13,8,62,1,19,18,90,0,5,5,66,2,23,9,7,1,39,53,65,0,7,28,11,3,16,70,84,0,6,10,94,0,4,2,0,94,0,3,3,0,97,0,1,2,0,20,1,9,70,100,0,0,0,0,0,12,0,34,27,13,14,15,3,32,24,26,15,8,31,27,19,15,5,47,22,11,15,10,27,25,23,15,10,15,23,37,0,91,6,1,2,91,6,1,2,91,3,6,0,91,5,1,3,91,5,4,0,91,4,4,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,3,37,45,15,1,62,22,15,2,38,45,15,1,48,36,15,2,25,58,15,2,26,57,17,0,51,32,49,0,19,16,9,7,17,4,0,13,27,39,17,2,80,1,18,2,24,56,18,2,29,17,16,9,2,7,18,2,27,10,19,24,19,2,17,34,24,4,19,1,5,69,6,21,1,3,70,5,63,0,32,5,38,0,42,20,62,1,22,15,52,0,27,21,75,1,18,6,74,1,19,6,23,0,2,8,15,15,37,23,0,2,12,16,20,27,24,0,29,35,6,6,24,0,6,9,25,36,24,1,16,25,21,13,59,6,26,9,59,13,20,8,59,12,21,8,25,1,44,30,70,0,11,19,90,0,3,0,1,2,0,0,4,46,0,0,9,6,5,1,2,5,11,0,2,3,1,0,2,7,29,0,54,17,0,0,29,0,12,15,24,12,7,1,0,30,0,65,5,0,30,0,6,44,17,3,0,2.95,2.1267066925018607,4.1,2.746157189664282,15.492753623188408,3.419766024013051,3.803030303030303,1.6475594722049383
EG,EGY,Egypt,Dumyat,2020-12-30,2020-12-25,100,2,8594.08586032664,1,4372.682960737279,125,93,1659493.5101718574,64,0,4,4,92,0,5,17,78,0,3,11,86,0,2,43,55,0,4,33,63,0,3,30,67,0,5,15,80,0,3,19,78,0,3,9,88,0,2,9,89,0,5,21,74,0,3,36,61,0,4,5,91,0,4,29,67,96,0,2,2,83,2,8,7,89,3,6,2,57,6,20,17,67,3,17,13,70,4,15,11,85,1,8,6,81,4,8,7,91,3,3,3,91,2,5,2,79,1,11,9,64,4,12,20,95,1,3,1,71,3,17,9,7,0,37,56,64,0,19,17,9,0,20,71,80,0,8,12,92,0,2,6,0,92,0,5,3,0,95,1,4,0,0,19,1,12,68,100,0,0,0,0,0,11,2,23,25,23,16,19,8,25,28,20,19,9,36,21,15,19,10,44,16,11,19,9,33,21,18,19,9,21,19,32,0,88,5,3,4,88,5,5,2,88,3,8,1,88,7,0,5,88,5,4,3,88,5,5,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,3,34,42,21,3,50,26,21,4,42,33,21,2,46,31,21,4,27,48,21,5,30,44,22,0,55,23,45,0,28,12,4,11,22,2,3,14,29,30,22,1,77,0,22,1,22,55,22,1,15,27,14,11,7,3,22,1,13,18,24,22,22,1,18,30,23,6,22,1,9,59,9,23,4,5,65,3,66,1,25,8,50,2,34,14,58,1,25,16,54,2,22,22,73,1,16,10,70,1,19,10,26,0,5,8,18,20,23,26,1,6,14,14,21,18,30,1,34,27,5,3,30,1,12,10,19,28,30,0,27,23,7,13,51,6,34,9,51,11,34,4,51,8,37,4,31,1,37,31,69,0,14,17,86,0,3,0,3,2,0,1,5,49,0,1,6,4,3,1,2,3,4,0,1,4,2,4,2,14,34,0,46,20,0,0,34,1,24,18,16,4,3,0,0,35,0,39,6,20,35,0,5,39,15,5,1,3.15,2.200346659899029,3.774193548387097,3.4419924212521136,15.341666666666667,2.5486647661855177,3.5081967213114753,1.7665687157091867
EG,EGY,Egypt,Kafr ash Shaykh,2020-12-30,2020-12-26,100,1,24103.5026343329,1,24103.5026343329,136,94,2687121.7015962917,56,0,2,2,96,0,2,15,83,0,2,10,88,0,2,33,65,0,2,26,72,0,2,26,72,0,2,14,84,0,2,11,87,0,2,8,90,0,2,5,93,0,2,17,81,0,2,27,71,0,2,8,90,0,1,26,73,98,0,2,0,85,0,5,10,90,0,7,3,67,2,10,21,74,2,9,15,74,2,11,13,86,0,5,9,89,0,8,3,92,1,5,2,95,0,5,0,83,2,9,6,73,3,11,13,92,1,5,2,74,3,12,11,5,1,35,59,67,0,12,21,8,3,13,76,87,0,3,10,97,0,3,0,0,97,0,3,0,0,97,0,1,2,0,14,3,21,62,100,0,0,0,0,0,9,0,34,26,17,14,18,4,31,33,14,18,9,32,24,17,18,9,36,23,14,18,6,31,20,25,18,8,18,19,37,0,79,12,5,4,79,9,7,5,79,5,14,2,79,10,6,5,79,9,8,4,79,10,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,20,1,30,49,20,2,53,25,20,1,25,54,20,2,36,42,20,2,11,67,20,3,27,50,20,0,47,33,53,0,26,5,6,10,22,1,4,13,31,29,22,0,75,3,23,2,25,50,23,0,27,23,10,7,2,8,23,0,20,14,28,15,23,0,27,29,18,3,24,1,6,64,5,25,2,8,62,3,70,0,20,10,47,0,40,13,75,0,19,6,64,1,24,11,89,0,8,3,73,0,19,8,26,2,1,7,15,17,32,26,2,3,13,20,11,25,30,2,24,30,5,9,30,1,2,12,13,42,30,1,10,21,15,23,69,3,24,4,69,5,18,8,69,3,17,11,32,0,38,30,70,0,12,18,89,0,1,0,4,0,0,0,6,53,0,0,15,1,8,0,1,4,3,0,3,2,0,0,0,10,40,1,38,18,0,3,40,0,18,19,14,6,2,1,0,43,3,24,13,17,43,2,3,29,14,7,2,2.9836065573770494,2.1640379177106897,4.482758620689655,2.720565719204797,15.89655172413793,2.718937196724819,3.6730769230769225,1.6175647860608469
EG,EGY,Egypt,Qina,2020-12-30,2020-12-25,100,2,51221.6506427934,2,51221.6506427934,53,94,3035921.2914999505,55,0,6,5,89,0,4,12,84,0,4,3,93,0,4,32,64,0,5,22,73,0,5,15,80,0,4,15,81,0,5,7,88,0,3,5,92,0,6,6,88,0,4,11,85,0,4,28,68,0,4,7,89,0,2,24,74,95,1,1,3,88,2,5,5,97,1,1,1,68,2,7,23,78,1,4,17,85,1,5,9,85,0,9,6,93,0,5,2,95,0,4,1,94,0,4,2,89,0,5,6,72,2,6,20,93,0,3,4,76,2,12,10,6,0,28,66,74,0,12,14,10,3,12,75,88,1,5,6,95,0,0,4,1,95,0,1,3,1,99,0,1,0,0,20,1,8,71,100,0,0,0,0,0,14,1,37,24,11,13,19,3,35,25,18,19,7,42,20,12,19,6,50,14,11,19,5,43,17,16,19,6,19,22,34,0,92,3,4,1,92,6,2,0,92,3,5,0,92,4,2,2,92,5,3,0,92,3,5,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,2,34,43,21,0,62,17,21,3,36,40,21,3,43,33,21,3,23,53,21,3,34,42,23,0,50,27,50,0,25,8,4,13,23,1,2,16,29,29,23,1,74,2,26,2,19,53,26,0,21,22,13,8,5,5,26,0,19,9,29,17,26,0,14,30,23,7,27,0,7,61,5,32,2,4,56,6,67,3,22,8,40,2,42,16,66,1,23,10,58,0,20,22,79,0,13,8,68,1,24,7,34,0,1,6,14,23,22,34,1,5,11,14,13,22,35,0,23,25,9,8,35,0,7,9,18,31,35,0,20,24,11,10,56,5,27,12,56,11,27,6,56,12,27,5,35,1,26,38,62,0,15,23,85,1,4,1,2,1,2,1,3,59,0,3,8,5,6,2,2,2,3,0,0,0,0,4,0,6,39,3,48,10,0,0,39,0,14,22,21,3,1,0,0,44,0,24,9,23,44,1,7,21,21,4,2,2.9814814814814814,2.1587097888509197,2.25,1.019545822516343,14.767857142857144,2.8090184078400795,3.923076923076923,1.7132259886204344
EG,EGY,Egypt,Suhaj,2020-12-30,2020-12-26,100,0,0,0,0,72,93,3718176.249189821,62,0,4,0,96,0,2,13,85,0,2,6,92,0,2,35,63,0,2,33,65,0,3,19,78,0,3,15,82,0,3,9,88,0,3,6,91,0,2,2,96,0,2,14,84,0,3,25,72,0,3,6,91,0,3,25,72,100,0,0,0,87,2,4,7,94,2,2,2,65,2,12,21,67,4,9,20,81,1,7,11,85,1,8,6,91,1,5,3,94,1,3,2,98,2,0,0,86,0,8,6,75,0,8,17,94,0,6,0,75,1,14,10,7,0,22,71,79,0,8,13,9,0,9,82,91,0,1,8,99,0,0,1,0,99,0,0,1,0,100,0,0,0,0,10,2,11,77,100,0,0,0,0,0,11,1,29,23,17,19,15,5,28,26,26,15,6,34,25,20,15,6,47,20,12,15,3,33,26,23,15,5,20,20,40,0,89,3,6,2,89,3,3,5,89,1,7,3,89,4,1,6,89,4,4,3,89,2,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,2,32,48,18,1,59,22,18,2,39,41,18,2,47,33,18,2,28,52,18,1,36,45,22,1,54,23,46,0,19,16,4,15,23,2,5,12,39,19,23,1,73,3,23,2,14,61,23,0,13,23,19,10,4,8,23,1,23,13,19,21,24,0,15,27,27,7,24,0,8,54,14,25,2,8,55,10,68,0,22,10,41,0,42,17,61,0,24,15,53,0,23,24,72,0,18,10,64,0,25,11,25,0,2,3,10,20,40,25,1,3,10,9,16,36,26,2,25,26,13,8,26,1,5,12,14,42,26,1,15,24,14,20,61,9,20,10,61,8,24,7,61,6,27,6,27,1,35,37,63,1,14,22,86,1,5,1,2,0,0,0,5,51,0,1,13,2,10,1,2,6,1,0,0,3,0,1,1,8,35,1,47,14,0,3,35,3,15,25,12,4,3,3,0,37,0,32,10,21,37,0,10,21,25,6,1,2.6206896551724137,2.007246400550437,3.45,2.54382637606794,15,3.3849116855014203,3.6000000000000005,2.0185579682502164
EG,EGY,Egypt,-99,2020-12-31,2020-12-31,118,0,0,0,0,95,93,4250651.290342382,53,0,4,3,111,0,2,17,99,0,4,8,106,0,5,35,78,0,3,30,85,0,3,37,78,0,3,15,100,0,2,16,100,0,5,9,104,0,3,7,108,0,6,11,101,0,4,33,81,0,4,11,103,0,4,28,86,115,0,2,1,101,1,10,6,110,0,5,3,83,3,17,15,88,2,14,14,81,4,12,21,103,1,10,4,102,2,6,8,109,2,3,4,111,1,5,1,107,1,8,2,85,4,16,13,107,2,4,5,90,2,15,11,25,0,34,59,84,1,12,21,27,5,16,70,102,0,6,10,112,0,2,4,0,112,0,3,3,0,115,0,2,1,0,38,1,6,73,118,0,0,0,0,0,28,1,25,28,20,16,38,5,21,22,32,38,9,42,14,15,38,11,41,15,13,38,11,32,18,19,38,13,25,11,31,0,112,2,1,3,112,1,1,4,112,1,2,3,112,3,1,2,112,3,0,3,112,3,2,1,117,0,0,1,117,0,0,1,117,0,0,1,117,0,0,1,117,0,0,1,117,0,0,1,117,0,0,1,118,0,0,0,118,0,0,0,118,0,0,0,118,0,0,0,118,0,0,0,40,7,38,33,40,1,58,19,40,4,33,41,40,5,50,23,40,5,20,53,40,5,31,42,42,1,47,28,71,0,22,8,8,9,43,1,2,16,27,29,43,1,71,3,46,1,15,56,46,1,23,19,11,6,7,5,46,1,16,12,18,25,48,1,13,30,22,4,48,1,7,50,12,51,2,9,48,8,81,0,31,6,61,0,42,15,86,1,21,10,69,0,25,24,98,0,11,9,88,0,26,4,54,1,4,7,14,18,20,54,0,7,13,5,17,22,57,1,21,24,9,6,57,3,4,11,9,34,57,0,17,16,14,14,85,5,23,5,85,9,17,7,85,5,23,5,57,1,29,31,87,0,11,20,107,0,3,0,0,1,1,1,5,78,0,1,8,4,5,2,0,2,6,1,1,1,1,1,0,7,62,0,34,22,0,0,62,0,13,18,16,8,0,1,0,64,1,31,3,19,64,1,2,24,22,3,2,3.6379310344827585,3.121505911103654,3.44,2.4166091947189146,14.75,3.2973232212708408,3.2916666666666665,1.8330109323226047
EG,EGY,Egypt,Ad Daqahliyah,2020-12-31,2020-12-30,100,4,201916.8667565646,4,201916.8667565646,98,91,4823237.319973196,68,0,3,5,92,0,1,22,77,0,2,9,89,0,1,32,67,0,2,21,77,0,2,26,72,0,3,11,86,0,1,13,86,0,2,7,91,0,4,4,92,0,3,13,84,0,2,32,66,0,2,9,89,0,3,24,73,95,0,3,2,78,0,10,12,91,1,5,3,68,3,13,16,79,0,10,11,74,1,10,15,89,0,6,5,87,0,6,7,93,1,3,3,96,0,3,1,87,1,6,6,68,3,11,18,91,1,5,3,76,0,11,13,8,1,41,50,61,0,18,21,11,0,20,69,80,0,9,11,91,0,3,5,1,91,0,7,0,2,93,0,3,4,0,20,3,8,69,100,0,0,0,0,0,13,0,23,16,24,24,19,6,27,33,15,19,8,36,17,20,19,7,44,17,13,19,10,32,21,18,19,8,17,18,38,0,93,3,1,3,93,3,0,4,93,2,5,0,93,3,1,3,93,3,2,2,93,3,3,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,2,43,34,21,3,54,22,21,4,33,42,21,2,41,36,21,3,19,57,21,1,38,40,23,2,43,32,57,0,19,14,3,7,23,1,3,14,26,33,23,1,74,2,25,2,20,53,25,1,29,17,9,8,6,5,25,2,17,17,17,22,25,2,17,31,16,9,25,0,10,60,5,28,0,6,61,5,57,2,35,6,46,2,39,13,67,1,23,9,59,3,20,18,81,2,14,3,62,2,28,8,29,1,2,5,17,19,27,29,1,2,9,18,17,24,29,3,31,23,7,7,29,1,6,8,18,38,29,0,14,21,14,22,65,2,28,5,65,8,18,9,65,4,22,9,30,0,37,33,67,0,12,21,88,0,4,0,3,1,1,2,1,51,0,2,12,4,6,2,0,6,3,0,1,4,1,1,2,5,31,2,45,22,0,0,31,0,20,22,13,7,4,3,0,32,1,27,11,29,32,1,8,19,25,7,8,3.3965517241379315,2.919622994001492,2.6470588235294117,2.013324597731046,15.078125,4.2099831749465855,4.171875,1.9153074890935338
EG,EGY,Egypt,Al Bahr al Ahmar,2020-12-31,2020-12-24,100,0,0,0,0,66,90,1464055.5731092424,60,0,4,3,93,0,2,16,82,0,2,4,94,0,2,25,73,0,2,24,74,0,2,23,75,0,3,15,82,0,1,14,85,0,4,1,95,0,2,6,92,0,3,15,82,0,1,27,72,0,3,7,90,0,3,25,72,97,0,1,2,84,1,5,10,96,0,3,1,75,1,5,19,76,1,11,12,77,2,11,10,85,1,4,10,86,1,8,5,99,0,0,1,94,1,4,1,85,0,8,7,73,1,11,15,93,0,4,3,75,0,14,11,9,1,25,65,75,1,5,19,10,0,16,74,85,0,4,11,96,0,0,4,0,96,0,3,1,0,97,0,2,1,0,15,3,8,74,100,0,0,0,0,0,14,2,29,22,12,21,16,5,28,26,25,16,6,36,24,18,16,8,45,13,18,16,7,31,22,24,16,9,21,12,42,0,93,1,2,4,93,1,3,3,93,1,4,2,93,1,2,4,93,1,3,3,93,1,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,2,29,50,19,4,48,29,19,2,31,48,19,3,43,35,19,2,17,62,19,2,23,56,24,1,50,25,50,0,26,12,5,7,26,1,0,11,27,35,26,1,73,0,26,0,10,64,26,1,24,22,10,9,5,3,26,2,23,12,22,15,26,1,25,27,19,2,27,1,5,58,9,29,2,3,57,9,72,0,25,3,53,0,33,14,70,0,16,14,57,0,19,24,84,0,11,5,78,0,20,2,34,1,0,2,11,16,36,34,1,2,3,8,15,37,37,2,22,19,11,9,37,0,6,9,10,38,37,0,15,19,13,16,66,3,22,9,66,11,16,7,66,9,18,7,38,0,32,30,70,0,15,15,85,0,6,0,1,2,0,1,5,53,0,1,6,4,4,1,3,1,1,2,0,2,0,14,0,8,40,1,42,15,0,2,40,1,7,20,20,9,1,2,0,40,2,43,9,6,40,0,13,22,17,4,4,2.811320754716981,2.2536859020586433,3.4117647058823533,2.450990196058824,15.173076923076923,3.501938700296378,3.3207547169811322,1.8478010310143531
