ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AUS,Australia,Australian Capital Territory,2021-01-04,2021-01-01,100,0,0,0,0,5,98,627417.7909112413,74,0,0,100,0,9,91,0,2,98,0,18,82,0,15,85,0,18,82,0,4,96,0,2,98,0,3,97,0,0,100,0,4,96,0,14,86,0,0,100,0,10,90,100,0,0,0,91,0,2,7,98,0,1,1,82,0,4,14,85,0,4,11,82,0,3,15,96,0,2,2,98,0,0,2,97,0,3,0,100,0,0,0,96,0,1,3,86,0,1,13,100,0,0,0,90,0,4,6,2,0,4,94,97,3,0,4,1,32,63,68,0,5,27,95,0,5,0,95,0,5,0,100,0,0,0,10,3,4,83,100,0,0,0,0,0,7,1,53,18,15,6,9,2,29,53,7,9,2,46,39,4,9,1,43,37,10,9,0,43,41,7,9,2,13,53,23,0,96,0,0,4,96,0,1,3,96,0,1,3,96,0,0,4,96,0,0,4,96,0,0,4,76,1,1,22,76,2,0,22,76,2,0,22,76,2,0,22,76,2,2,20,76,2,0,22,76,2,2,20,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,13,1,18,68,13,0,61,26,13,1,54,32,13,0,55,32,13,0,17,70,13,0,6,81,14,1,41,44,59,0,26,10,5,0,14,0,1,6,33,46,14,0,86,0,15,3,13,69,15,0,7,7,8,8,55,0,15,0,16,22,35,12,16,1,9,30,29,15,100,100,82,0,3,15,39,0,14,47,46,0,10,44,45,0,7,48,83,0,4,13,94,0,2,4,17,1,1,2,6,10,63,17,0,0,1,8,8,66,18,1,6,30,33,12,18,0,0,6,14,62,18,0,3,8,29,42,89,0,10,1,89,2,3,6,89,2,4,5,19,0,35,46,54,0,30,16,76,0,2,0,0,0,2,1,19,41,0,0,3,4,6,1,1,6,0,0,3,8,13,1,2,11,26,0,30,44,0,0,26,0,6,15,16,13,14,6,4,26,2,52,15,5,26,0,18,24,23,6,3,5.619047619047619,6.544229932720218,1.3333333333333333,0.5773502691896257,13.671232876712331,4.387655646243814,2.611111111111111,1.4969975166797127
AUS,Australia,New South Wales,2021-01-04,2021-01-03,100,0,0,0,0,4,97,1078446.2732511007,64,1,0,99,0,7,93,1,2,97,1,17,82,0,8,92,1,16,83,1,2,97,1,6,93,0,6,94,1,1,98,1,1,98,0,17,83,0,1,99,0,10,90,100,0,0,0,93,0,2,5,98,1,0,1,83,0,2,15,92,0,2,6,84,1,1,14,98,0,1,1,94,0,1,5,94,1,2,3,99,0,0,1,99,0,1,0,83,0,3,14,99,0,0,1,90,0,2,8,3,0,4,93,97,2,1,4,1,47,48,55,1,11,33,89,0,11,0,89,0,11,0,100,0,0,0,19,1,5,75,100,0,0,0,0,0,6,0,48,37,5,4,10,2,32,54,2,10,2,56,28,4,10,2,47,33,8,10,2,50,34,4,10,4,12,47,27,0,95,0,0,5,95,0,0,5,95,0,0,5,95,0,0,5,95,0,0,5,95,0,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,30,59,10,0,66,24,10,2,48,40,10,0,47,43,10,0,9,81,10,1,8,81,13,0,40,47,60,0,28,7,3,2,16,0,0,4,21,59,16,0,84,0,17,0,13,70,17,0,13,17,16,11,22,4,17,0,19,23,32,9,17,1,15,44,19,4,100,100,70,1,18,11,34,0,40,26,52,0,26,22,53,0,13,34,91,0,5,4,92,0,6,2,19,1,1,2,7,14,56,19,0,2,3,9,14,53,22,1,11,27,27,12,22,0,0,4,16,58,22,0,4,11,21,42,86,0,10,4,86,1,5,8,86,1,5,8,23,0,40,37,63,0,17,20,90,1,2,0,1,1,0,1,4,51,0,0,4,4,4,0,2,9,4,0,2,2,1,1,0,16,33,4,25,37,0,1,33,1,9,13,5,13,15,9,2,36,1,30,18,15,36,0,13,16,18,14,3,4.5625,6.808968612897886,1,0,14.274193548387096,3.9053110320442954,2.857142857142857,1.4685646147343228
AUS,Australia,Queensland,2021-01-04,2021-01-03,100,0,0,0,0,1,96,813717.4013508665,71,1,0,99,0,13,87,0,5,95,1,11,88,1,10,89,0,14,86,0,7,93,1,4,95,1,2,97,0,3,97,1,5,94,1,9,90,1,0,99,1,7,92,100,0,0,0,87,0,5,8,95,1,0,4,89,0,1,10,90,0,4,6,86,0,5,9,93,0,3,4,96,0,2,2,98,0,1,1,97,0,3,0,95,0,2,3,91,0,2,7,100,0,0,0,93,0,2,5,4,0,1,95,99,1,0,5,0,24,71,76,1,3,20,97,0,3,0,97,0,3,0,100,0,0,0,9,1,3,87,100,0,0,0,0,0,5,0,41,37,14,3,11,0,23,58,8,11,1,48,35,5,11,1,40,39,9,11,1,46,32,10,11,2,12,50,25,0,97,1,1,1,97,2,0,1,97,2,0,1,97,2,1,0,97,2,0,1,97,2,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,0,23,63,14,0,57,29,14,0,56,30,14,0,57,29,14,0,27,59,14,0,11,75,16,0,46,38,54,0,25,11,3,7,17,0,0,7,22,54,17,0,83,0,17,0,9,74,17,0,0,2,3,5,69,4,17,0,15,18,40,10,17,0,8,28,28,19,100,100,77,1,2,20,43,1,2,54,44,1,1,54,43,2,2,53,73,2,1,24,89,1,1,9,20,0,2,2,6,11,59,20,0,1,4,8,17,50,21,1,7,26,24,21,21,0,3,2,11,63,21,0,6,12,27,34,82,3,10,5,82,2,3,13,82,1,9,8,22,0,40,38,62,0,18,20,82,1,1,0,1,2,1,0,12,43,0,3,3,1,10,0,1,4,2,1,3,6,2,3,4,14,26,1,31,41,0,1,26,1,8,17,9,11,17,10,1,28,4,38,19,11,28,1,13,24,18,13,3,4.643589743589744,7.0786110320492925,1,0,13.815068493150683,3.969945116919709,2.911764705882353,1.3793281310348497
AUS,Australia,South Australia,2021-01-04,2021-01-03,100,0,0,0,0,3,98,923036.6777494303,70,0,2,98,0,6,94,0,5,95,0,21,79,0,7,93,0,16,84,0,5,95,0,2,98,0,3,97,0,1,99,0,1,99,0,13,87,0,0,100,0,8,92,98,0,1,1,94,0,3,3,95,0,3,2,79,0,2,19,93,0,4,3,84,0,4,12,95,0,4,1,98,0,0,2,97,0,0,3,99,0,0,1,99,0,0,1,87,0,3,10,100,0,0,0,92,0,3,5,2,0,2,96,98,2,0,2,1,35,62,65,1,8,26,92,0,8,0,92,0,8,0,100,0,0,0,13,1,2,84,100,0,0,0,0,0,4,0,50,27,12,7,9,4,22,59,6,9,4,51,30,6,9,2,42,36,11,9,2,50,29,10,9,4,14,49,24,0,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,2,23,63,12,2,61,25,12,1,51,36,12,1,56,31,12,1,22,65,12,2,9,77,14,0,53,33,47,0,33,8,5,7,16,2,0,4,29,49,16,1,83,0,18,0,17,65,18,0,2,8,9,14,42,7,18,0,14,18,35,15,18,0,5,33,25,19,100,100,77,2,1,20,40,2,11,47,50,2,10,38,45,3,5,47,78,1,6,15,91,0,0,9,18,0,1,4,4,13,60,18,0,2,3,6,19,52,21,1,9,26,23,20,21,1,2,2,12,62,21,0,3,14,17,45,84,0,11,5,84,3,1,12,84,2,7,7,22,0,29,49,51,0,24,25,76,1,2,1,0,2,1,2,15,47,0,1,4,5,9,1,1,6,2,1,3,2,5,0,1,12,27,1,31,40,0,1,27,1,9,8,10,8,16,18,3,30,2,37,18,13,30,2,18,19,18,10,3,5.323529411764706,8.040505744063669,1.5,0.7071067811865476,13.771428571428574,4.390937401391639,2.6470588235294117,1.290200792915733
AUS,Australia,Tasmania,2021-01-04,2021-01-01,100,1,4845.43728542876,1,4845.43728542876,6,96,684728.9379079982,78,1,3,96,1,10,89,1,2,97,2,14,84,1,20,79,1,18,81,1,9,90,1,2,97,2,4,94,1,2,97,2,6,92,1,14,85,1,1,98,1,9,90,97,0,2,1,90,1,2,7,98,0,0,2,86,1,3,10,80,1,6,13,82,0,6,12,91,0,4,5,98,0,2,0,96,0,4,0,98,0,1,1,94,0,1,5,86,0,3,11,99,0,0,1,91,1,1,7,3,1,2,94,98,1,1,5,0,27,68,73,0,5,22,95,0,4,1,95,0,5,0,100,0,0,0,10,1,0,89,100,0,0,0,0,0,5,1,44,34,9,7,6,3,19,62,10,6,3,44,40,7,6,5,42,36,11,6,3,41,43,7,6,7,11,54,22,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,62,2,0,36,62,2,0,36,62,2,0,36,62,2,0,36,62,2,5,31,62,2,0,36,62,2,5,31,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,9,2,21,68,9,0,60,31,9,0,45,46,9,0,54,37,9,0,21,70,9,0,5,86,10,0,50,40,50,0,33,6,3,8,10,0,2,3,25,60,10,0,90,0,12,0,10,78,12,0,2,2,2,2,76,4,12,0,16,20,32,20,12,1,8,36,27,16,100,100,79,0,1,20,40,1,4,55,55,1,5,39,46,1,7,46,79,1,2,18,95,1,1,3,12,0,2,2,8,11,65,12,0,3,2,7,15,61,13,0,11,21,32,23,13,0,0,5,13,69,13,0,2,15,20,50,84,1,13,2,84,1,6,9,84,1,7,8,15,1,41,43,57,0,15,28,86,0,3,2,1,0,0,1,7,45,1,2,2,0,6,2,1,10,4,3,1,2,4,1,0,16,19,0,30,50,0,1,19,0,5,12,12,18,20,8,6,22,0,29,30,19,22,0,21,17,20,17,3,3.909090909090909,5.790200951721001,3,2.8284271247461903,13.253164556962025,3.596538059166812,3.039473684210526,1.8863777597903288
AUS,Australia,Victoria,2021-01-04,2021-01-03,100,0,0,0,0,8,95,942395.3163606087,68,1,0,99,0,10,90,1,1,98,1,12,87,0,16,84,1,19,80,0,5,95,1,2,97,1,3,96,1,1,98,1,3,96,1,16,83,1,1,98,1,12,87,100,0,0,0,90,0,5,5,99,0,0,1,88,0,5,7,84,0,1,15,81,0,7,12,95,0,1,4,98,0,1,1,97,0,2,1,99,0,0,1,97,0,1,2,84,0,7,9,99,0,1,0,88,0,8,4,5,0,4,91,96,0,4,5,2,41,52,59,0,9,32,91,0,9,0,91,0,9,0,100,0,0,0,16,0,6,78,100,0,0,0,0,0,7,1,49,24,13,6,12,1,33,49,5,12,2,52,30,4,12,0,44,37,7,12,1,43,36,8,12,1,16,45,26,0,94,2,1,3,94,1,1,4,94,2,0,4,94,2,0,4,94,1,1,4,94,1,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,1,27,58,14,0,66,20,14,0,43,43,14,1,52,33,14,1,9,76,14,1,9,76,15,0,49,36,51,0,32,9,4,4,16,0,1,11,28,44,16,0,84,0,20,0,8,72,20,0,44,18,11,5,2,0,20,0,12,26,32,10,20,0,10,34,29,7,100,100,73,1,22,4,34,1,64,1,57,1,39,3,48,1,26,25,91,0,6,3,91,0,8,1,22,0,3,3,13,12,47,22,0,4,5,11,11,47,24,0,10,35,21,10,24,0,2,2,18,54,24,0,2,17,31,26,81,0,18,1,81,3,5,11,81,3,8,8,24,0,39,37,63,0,17,20,86,0,0,0,2,0,2,2,8,48,0,1,3,0,8,0,1,3,3,0,2,7,2,2,3,17,28,2,30,38,1,1,28,0,15,14,14,6,13,9,1,30,0,38,23,9,30,0,15,19,24,10,2,4.666666666666667,7.153701041872747,2,0.8164965809277259,13.25714285714286,4.9976391942123986,2.9,1.287059337843611
AUS,Australia,Western Australia,2021-01-04,2021-01-03,100,0,0,0,0,12,96,744090.5624387589,71,0,0,100,1,12,87,0,1,99,0,16,84,0,15,85,0,19,81,0,6,94,0,1,99,0,0,100,0,1,99,0,5,95,0,11,89,0,0,100,0,7,93,100,0,0,0,88,0,7,5,99,0,1,0,84,0,5,11,85,0,4,11,81,0,7,12,94,0,5,1,99,0,1,0,100,0,0,0,99,0,0,1,95,0,2,3,89,0,2,9,100,0,0,0,93,0,2,5,4,0,9,87,92,5,3,5,0,29,66,71,0,5,24,95,0,5,0,95,0,5,0,100,0,0,0,11,1,0,88,100,0,0,0,0,0,6,1,45,24,17,7,9,3,35,49,4,9,1,52,36,2,9,4,44,37,6,9,3,43,39,6,9,3,14,51,23,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,37,52,10,1,60,29,10,1,67,22,10,1,63,26,10,2,37,51,10,1,18,71,13,1,55,31,45,0,28,16,1,10,14,1,2,7,30,46,14,0,83,3,16,3,11,70,16,1,2,0,1,4,74,2,16,0,15,16,31,22,17,1,9,21,33,19,100,100,63,0,3,34,40,0,5,55,33,0,4,63,37,0,4,59,63,0,1,36,82,0,2,16,18,1,3,1,4,7,66,18,1,2,5,3,10,61,20,0,10,23,26,21,20,0,1,3,13,63,20,0,8,12,20,40,80,0,15,5,80,3,5,12,80,2,8,10,23,0,41,36,64,0,22,14,82,0,0,0,2,2,1,1,12,41,0,0,3,0,3,4,0,10,0,8,5,4,5,1,4,12,27,0,39,34,0,0,27,0,5,17,8,15,17,8,3,29,2,45,16,8,29,1,15,10,28,12,5,4.973684210526316,6.659627625760918,1.375,0.7440238091428449,13.802816901408448,3.9009878540472984,2.8285714285714287,1.6327395717985065
AUS,Australia,-99,2021-01-13,2021-01-13,105,0,0,0,0,6,95,1253484.8326277582,75,1,0,104,1,3,101,1,3,101,1,10,94,1,9,95,1,13,91,1,2,102,1,2,102,1,4,100,1,1,103,1,2,102,1,9,95,1,3,101,1,11,93,105,0,0,0,102,0,0,3,102,0,1,2,95,1,3,6,96,0,4,5,92,0,6,7,103,0,1,1,103,0,0,2,101,0,1,3,104,0,1,0,103,0,1,1,96,1,5,3,102,0,1,2,94,1,4,6,8,2,4,91,102,2,1,11,4,33,57,72,2,6,25,99,0,6,0,99,0,6,0,105,0,0,0,24,2,2,77,12,2,1,89,1,0,13,2,36,34,11,9,15,4,25,47,14,15,4,48,31,7,15,4,42,32,12,15,3,39,36,12,15,3,10,38,39,0,103,1,0,1,103,0,1,1,103,1,0,1,103,1,1,0,103,1,0,1,103,1,0,1,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,14,1,33,57,14,2,62,27,14,2,48,41,14,1,50,40,14,1,18,72,14,1,10,80,16,1,51,37,54,1,29,11,4,6,19,3,3,3,16,61,19,2,84,0,20,1,27,57,20,0,27,11,7,3,35,2,20,0,19,20,31,15,20,3,12,30,24,16,105,105,72,1,17,15,43,2,34,26,57,1,27,20,55,2,18,30,87,2,6,10,95,1,3,6,20,1,1,0,7,8,68,20,0,0,0,9,13,63,21,1,16,21,25,21,21,0,2,5,11,66,21,0,2,20,19,43,83,1,15,6,83,4,4,14,83,3,7,12,21,0,40,44,61,0,6,38,99,0,0,1,0,0,0,0,5,59,0,5,3,3,5,2,0,12,0,2,1,1,1,0,5,6,27,4,27,46,0,1,27,0,0,4,11,20,13,25,5,29,3,27,32,14,29,2,19,10,28,10,7,5.666666666666667,7.398197978787356,1.6666666666666665,1.1547005383792515,13.014285714285714,3.8088107510710114,2.3835616438356166,1.3398811824011918
AUS,Australia,Australian Capital Territory,2021-01-13,2021-01-03,100,0,0,0,0,5,97,686362.9978026997,82,0,0,100,0,8,92,0,2,98,0,25,75,0,12,88,0,16,84,0,2,98,0,2,98,0,5,95,0,0,100,0,9,91,0,15,85,0,1,99,1,10,89,100,0,0,0,92,1,2,5,98,0,1,1,75,1,6,18,88,0,4,8,84,1,2,13,98,0,2,0,98,0,0,2,95,0,3,2,100,0,0,0,91,0,3,6,85,0,3,12,99,0,1,0,90,0,5,5,3,0,4,93,96,4,0,4,1,33,62,67,0,3,30,97,0,3,0,97,0,3,0,100,0,0,0,8,3,3,86,48,0,0,52,0,0,6,0,61,18,11,4,8,1,28,59,4,8,2,47,41,2,8,1,42,43,6,8,1,42,45,4,8,2,13,60,17,0,97,0,0,3,97,0,1,2,97,0,1,2,97,0,0,3,97,0,0,3,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,33,59,8,0,67,25,8,1,60,31,8,0,64,28,8,0,19,73,8,0,8,84,10,1,57,32,43,0,32,17,7,1,10,2,0,4,37,47,10,1,89,0,11,3,18,68,11,0,8,4,6,12,56,3,11,0,12,17,39,21,12,1,12,27,30,18,100,100,67,0,5,28,33,0,14,53,40,0,10,50,36,0,9,55,81,0,2,17,92,0,1,7,12,1,1,2,7,16,61,12,0,0,0,10,16,62,12,1,9,34,26,18,12,0,1,7,8,72,12,0,4,14,20,50,82,0,15,3,82,4,5,9,82,4,5,9,13,0,42,45,55,0,23,22,80,0,2,0,1,1,2,1,13,38,0,0,4,4,14,0,2,5,0,0,0,9,12,1,0,11,17,1,37,43,0,2,17,0,11,19,19,7,16,7,4,18,1,65,14,2,18,0,21,29,22,6,4,4.409090909090909,5.461570528951002,1.25,0.5,14.660493827160492,4.258687562276249,2.367088607594937,1.2626510083832005
AUS,Australia,New South Wales,2021-01-13,2021-01-13,387,0,0,0,0,11,375,4689437.651480594,319,1,3,383,1,29,357,2,4,381,1,71,315,1,42,344,1,47,339,1,15,371,1,5,381,1,11,375,1,2,384,1,13,373,1,64,322,1,4,382,2,45,340,384,0,1,2,358,1,8,20,383,1,2,1,316,0,15,56,345,1,11,30,340,0,16,31,372,0,9,6,382,0,3,2,376,0,6,5,385,0,1,1,374,0,6,7,323,0,13,51,383,0,1,3,342,0,15,30,12,0,8,367,379,5,3,14,2,171,200,216,0,23,148,364,0,23,0,364,1,22,0,386,0,1,0,39,3,11,334,15,1,0,371,0,0,17,1,195,101,50,23,25,4,118,212,28,25,8,196,140,18,25,7,173,143,39,25,7,170,150,35,25,11,40,206,105,0,377,4,0,6,377,4,0,6,377,4,0,6,377,1,7,2,377,3,3,4,377,4,2,4,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,28,1,144,214,28,2,250,107,28,1,211,147,28,1,217,141,28,1,53,305,28,2,55,302,31,1,203,152,184,1,129,28,26,19,34,2,5,20,97,229,34,1,351,1,36,4,61,286,36,0,124,89,42,24,65,7,36,0,77,68,140,66,36,1,73,126,104,47,387,387,243,4,87,53,137,3,176,71,176,3,136,72,170,3,59,155,334,2,21,30,332,2,50,3,41,1,3,8,25,42,267,41,0,6,12,34,64,230,46,3,56,133,99,50,46,1,5,23,54,258,46,0,26,56,93,166,306,5,56,20,306,10,19,52,306,8,28,45,49,0,206,132,255,1,52,79,338,1,6,2,7,6,1,4,22,134,0,5,16,9,36,1,20,39,8,2,6,20,13,5,6,67,60,8,122,195,1,1,60,3,41,78,52,57,58,30,8,65,7,159,107,49,65,3,61,93,89,52,24,4.774025974025974,6.606184517682948,1.4285714285714286,1.1338934190276817,13.689320388349515,4.467114599863846,2.8354430379746836,1.4180727341306263
AUS,Australia,Queensland,2021-01-13,2021-01-13,387,1,8617.93682875952,1,8617.93682875952,24,385,3098367.9045553994,316,0,3,384,0,33,354,0,8,379,0,64,323,0,43,344,0,51,336,0,26,361,0,6,381,0,8,379,0,2,385,0,15,372,0,67,320,0,1,386,0,36,351,384,0,2,1,354,1,10,22,379,0,2,6,323,2,13,49,344,1,10,32,336,2,9,40,361,1,13,12,381,0,4,2,379,0,3,5,385,1,1,0,372,0,5,10,320,1,18,48,386,0,1,0,351,1,14,21,2,0,13,372,374,7,6,4,1,127,255,261,2,25,99,362,0,23,2,362,0,24,1,387,0,0,0,35,3,6,343,8,2,0,375,2,0,12,1,178,108,64,24,16,4,114,217,36,16,7,198,141,25,16,8,180,143,40,16,9,173,147,42,16,8,64,182,117,0,381,2,0,4,381,2,0,4,381,2,0,4,381,1,2,3,381,1,1,4,381,2,0,4,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,387,0,0,0,24,2,171,190,24,2,253,108,24,2,192,169,24,3,207,153,24,2,54,307,24,3,32,328,30,1,195,161,192,0,117,43,16,19,32,2,1,15,97,240,32,0,355,0,37,6,81,263,37,0,100,62,39,26,111,12,37,1,96,79,106,68,39,1,65,129,108,45,387,387,217,1,93,76,137,1,144,105,198,1,101,87,181,2,65,139,335,1,19,32,356,1,25,5,44,0,2,10,34,41,256,44,0,2,18,34,58,231,50,5,36,117,119,60,50,1,4,25,52,255,50,0,21,62,101,153,306,2,56,23,306,9,9,63,306,8,20,53,52,0,193,142,245,0,47,95,345,1,2,3,4,3,1,4,24,153,0,9,16,10,20,7,15,38,8,7,8,16,9,7,18,46,60,8,123,194,1,1,60,0,41,62,59,57,55,40,13,66,9,158,103,51,66,2,67,78,98,54,22,4.531847133757962,6.847159604036464,1.8461538461538465,1.281025230440697,13.804140127388536,4.127444427374929,2.867313915857605,1.4875673842100263
