ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
HU,HUN,Hungary,-99,2021-01-01,2020-12-31,100,0,0,0,0,15,88,542074.779959136,53,1,0,99,1,6,93,1,6,93,2,15,83,1,11,88,1,8,91,1,1,98,1,4,95,1,1,98,1,3,96,1,5,94,1,6,93,1,2,97,1,11,88,100,0,0,0,94,0,0,6,94,3,1,2,85,1,3,11,89,1,2,8,92,2,2,4,99,1,0,0,96,1,0,3,99,1,0,0,97,2,0,1,95,1,0,4,94,0,0,6,98,1,0,1,89,3,5,3,11,1,7,81,93,0,0,7,11,2,17,70,83,0,6,11,94,1,5,0,94,0,0,6,0,100,0,0,0,19,0,14,67,100,0,0,0,0,0,11,0,24,21,28,16,18,10,20,28,24,18,14,24,23,21,18,12,24,26,20,18,19,15,23,25,18,22,7,22,31,0,86,7,2,5,86,5,5,4,86,4,7,3,86,8,1,5,86,7,4,3,86,6,3,5,34,10,0,56,34,10,1,55,34,10,4,52,34,11,1,54,34,8,5,53,34,9,5,52,34,10,2,54,88,3,0,9,88,3,0,9,88,4,0,8,88,4,2,6,88,2,3,7,19,4,13,64,19,3,44,34,19,5,9,67,19,4,39,38,19,5,5,71,19,5,12,64,20,1,35,44,65,0,24,5,3,3,20,1,0,5,23,51,20,2,78,0,21,2,4,73,21,0,64,7,1,2,1,4,21,2,37,14,14,12,25,1,17,27,21,9,25,0,20,52,3,25,2,15,57,1,87,1,11,1,56,1,41,2,91,0,9,0,61,1,21,17,95,0,5,0,88,1,11,0,28,4,0,1,7,21,39,28,2,1,2,5,19,43,29,1,32,29,4,5,29,1,7,9,11,43,29,0,11,16,18,26,73,6,13,8,73,8,4,15,73,5,9,13,34,1,18,47,53,1,18,28,83,2,4,0,1,2,1,0,7,65,0,1,2,0,4,2,1,1,4,0,4,0,1,1,0,14,47,4,14,35,0,0,47,1,1,2,3,8,13,17,8,47,1,14,23,15,47,2,4,29,14,4,0,2.065,2.305662366299199,2.3333333333333335,1.2110601416389966,12.551020408163266,4.010721176265124,2.125,0.9812063786211381
HU,HUN,Hungary,B<c3><a1>cs-Kiskun,2021-01-01,2020-12-30,100,1,5571.4405720877185,0,0,14,94,590118.7539058722,70,0,2,98,2,13,85,2,1,97,1,26,73,0,15,85,1,12,87,0,5,95,1,1,98,0,6,94,0,3,97,0,3,97,2,14,84,2,4,94,1,14,85,98,0,0,2,87,2,3,8,99,0,0,1,74,2,5,19,85,1,2,12,88,2,5,5,95,1,0,4,99,1,0,0,94,0,0,6,97,0,1,2,97,0,1,2,86,0,4,10,96,0,1,3,86,0,5,9,6,0,6,88,94,0,1,5,6,1,21,72,79,1,5,15,95,0,5,0,95,0,1,4,0,99,0,1,0,13,0,11,76,100,0,0,0,0,0,6,1,26,24,17,26,8,4,20,44,24,8,8,32,29,23,8,9,23,38,22,8,12,12,32,36,8,13,5,24,50,0,89,5,2,4,89,6,0,5,89,4,3,4,89,5,1,5,89,4,2,5,89,4,2,5,59,4,1,36,59,4,2,35,59,3,4,34,59,4,1,36,59,3,4,34,59,4,3,34,59,4,1,36,93,1,1,5,93,1,0,6,93,1,0,6,93,1,1,5,93,1,3,3,11,3,18,68,11,0,56,33,11,3,20,66,11,2,51,36,11,2,7,80,11,2,8,79,11,0,53,36,47,0,36,11,3,3,11,1,1,8,23,56,11,3,86,0,13,0,11,76,13,0,61,10,4,1,1,10,13,0,38,19,23,7,13,2,10,39,22,14,13,0,19,67,1,14,2,16,67,1,82,0,13,5,44,1,55,0,80,0,20,0,49,0,31,20,93,0,5,2,92,0,6,2,17,1,1,2,12,17,50,17,1,1,4,10,15,52,18,0,37,31,7,7,18,0,8,9,20,45,18,0,16,18,21,27,66,3,19,12,66,5,14,15,66,4,20,10,18,1,30,51,49,0,19,32,81,1,1,1,0,3,0,0,13,52,1,1,2,1,5,0,5,3,7,0,2,1,1,1,2,16,29,1,27,43,0,0,29,1,3,7,7,18,12,19,4,30,1,20,25,24,30,0,12,31,18,5,4,3.175,3.507409738955954,3,0.8164965809277259,14.147058823529413,3.3824159249012324,2.343283582089552,0.9463204468147677
HU,HUN,Hungary,B<c3><a9>k<c3><a9>s,2021-01-01,2020-12-30,100,0,0,0,0,31,98,492497.16355857434,75,1,0,99,0,18,82,1,4,95,0,23,77,0,17,83,0,9,91,1,2,97,1,1,98,1,3,96,1,2,97,1,4,95,1,12,87,1,2,97,1,12,87,100,0,0,0,82,0,1,17,96,0,3,1,77,0,5,18,83,1,3,13,91,0,3,6,98,0,0,2,99,0,1,0,97,0,1,2,98,0,1,1,96,0,2,2,88,0,2,10,98,0,2,0,88,0,4,8,1,1,8,90,92,0,3,5,1,1,28,70,72,0,9,19,91,3,6,0,91,0,3,6,0,97,2,1,0,11,0,11,78,100,0,0,0,0,0,3,1,26,26,25,19,6,4,31,39,20,6,8,29,36,21,6,8,23,37,26,6,8,21,32,33,6,9,11,24,50,0,90,3,4,3,90,3,5,2,90,1,6,3,90,4,1,5,90,3,2,5,90,3,2,5,67,7,0,26,67,7,0,26,67,7,2,24,67,7,0,26,67,7,0,26,67,7,1,25,67,7,0,26,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,2,1,7,2,18,73,7,2,58,33,7,3,15,75,7,1,56,36,7,2,3,88,7,2,7,84,9,2,47,42,53,0,31,10,2,4,12,1,1,5,25,56,12,0,88,0,13,0,8,79,13,0,70,10,3,1,0,3,13,0,30,24,19,14,14,1,9,35,27,14,14,0,19,64,3,14,0,19,64,3,82,0,12,6,42,2,55,1,85,2,13,0,44,2,27,27,97,0,3,0,93,0,7,0,14,2,0,3,16,23,42,14,0,1,1,12,27,45,14,3,29,44,7,3,14,0,2,10,29,45,14,0,9,23,24,30,70,3,21,6,70,2,14,14,70,4,14,12,18,0,35,47,53,0,17,30,84,1,0,1,3,2,1,0,8,50,0,3,4,3,4,2,2,4,8,1,1,0,0,0,4,14,23,3,35,39,0,0,23,1,3,4,8,11,27,19,4,25,4,11,46,14,25,1,5,30,34,5,0,4.6,4.257864695443701,4.285714285714286,2.9277002188455996,13.15277777777778,3.5031564126270758,2.112676056338028,1.1407929043889717
HU,HUN,Hungary,Baranya,2021-01-01,2020-12-31,100,0,0,0,0,18,97,381361.63957744924,70,1,0,99,0,17,83,2,4,94,0,15,85,1,10,89,1,8,91,1,3,96,1,3,96,0,0,100,0,3,97,0,5,95,1,14,85,0,0,100,1,9,90,100,0,0,0,83,0,3,14,96,0,1,3,85,0,3,12,90,0,2,8,92,0,2,6,97,0,0,3,97,0,1,2,100,0,0,0,97,0,2,1,95,0,2,3,86,0,3,11,100,0,0,0,91,0,5,4,3,0,10,87,90,0,2,8,3,0,30,67,70,0,8,22,92,4,4,0,92,0,1,7,0,99,1,0,0,11,0,17,72,100,0,0,0,0,0,3,0,28,25,21,23,5,7,25,43,20,5,9,41,26,19,5,11,32,32,20,5,13,15,23,44,5,12,7,21,55,0,83,8,1,8,83,6,6,5,83,5,6,6,83,6,1,10,83,4,5,8,83,7,2,8,50,7,0,43,50,9,1,40,50,8,7,35,50,9,2,39,50,9,5,36,50,9,1,40,50,8,2,40,90,0,1,9,90,1,1,8,90,1,0,9,90,1,2,7,90,0,3,7,8,2,19,71,8,1,58,33,8,1,18,73,8,1,51,40,8,1,2,89,8,1,10,81,9,1,48,42,52,0,29,13,4,2,10,1,1,5,24,59,10,2,88,0,11,1,7,81,11,1,70,9,4,0,0,5,11,3,28,24,22,12,12,1,8,41,18,20,12,0,23,63,2,13,3,22,61,1,81,0,16,3,42,1,56,1,82,2,16,0,49,3,24,24,98,0,2,0,90,0,9,1,13,1,1,1,14,24,46,13,1,0,2,3,26,55,15,0,34,40,5,6,15,0,5,11,20,49,15,0,13,28,20,24,61,2,27,10,61,5,15,19,61,6,17,16,17,1,27,55,45,0,26,29,75,0,5,0,3,9,2,0,6,48,0,3,3,1,8,2,2,2,11,1,3,3,2,1,1,9,27,2,30,41,0,0,27,0,2,9,6,17,18,13,8,28,1,34,19,18,28,1,12,27,26,4,2,3.1857142857142855,2.4256160960420243,2.6,1.140175425099138,14.705882352941178,3.381507318807194,2.1594202898550723,0.8157131200907277
HU,HUN,Hungary,Borsod-Aba<c3><ba>j-Zempl<c3><a9>n,2021-01-01,2020-12-31,100,0,0,0,0,7,96,672155.0374310847,64,2,0,98,2,13,85,1,0,99,3,19,78,2,11,87,3,8,89,2,3,95,2,1,97,4,1,95,2,0,98,2,3,95,3,18,79,3,2,95,3,12,85,100,0,0,0,87,0,3,10,100,0,0,0,81,0,3,16,89,0,2,9,92,0,0,8,97,0,0,3,99,0,0,1,99,0,0,1,100,0,0,0,97,0,1,2,82,0,2,16,98,0,2,0,88,0,6,6,4,0,4,92,96,0,0,4,5,1,30,64,70,2,10,18,90,2,8,0,90,0,0,10,0,100,0,0,0,18,1,15,66,100,0,0,0,0,0,6,1,27,22,25,19,9,7,21,39,24,9,7,36,26,22,9,10,27,32,22,9,12,17,29,33,9,15,8,24,44,0,85,6,0,9,85,5,2,8,85,3,5,7,85,6,0,9,85,5,2,8,85,6,1,8,45,6,0,49,45,4,2,49,45,6,1,48,45,6,3,46,45,6,4,45,45,7,5,43,45,6,1,48,89,3,1,7,89,3,1,7,89,4,0,7,89,4,2,5,89,3,2,6,11,2,19,68,11,0,54,35,11,3,9,77,11,3,45,41,11,3,2,84,11,1,11,77,14,0,40,46,60,0,24,12,3,1,14,1,1,5,22,57,14,1,85,0,14,0,7,79,14,0,72,6,0,2,1,5,14,1,24,25,25,11,15,0,16,35,28,6,16,0,20,64,0,17,0,14,68,1,81,0,16,3,47,1,52,0,91,0,9,0,56,0,26,18,98,0,1,1,91,0,9,0,18,0,0,3,17,15,47,18,0,0,5,11,23,43,18,0,35,38,5,4,18,0,6,15,13,48,18,0,10,25,26,21,67,2,16,15,67,4,8,21,67,2,19,12,20,0,27,53,47,0,24,29,79,0,1,0,0,6,1,1,12,52,0,2,4,3,7,1,4,3,5,0,3,0,4,1,2,9,33,0,25,41,1,0,33,0,2,8,9,16,14,13,5,34,2,22,25,17,34,2,12,23,25,4,0,3.0595238095238093,3.4112482175676258,2.5,0.7071067811865476,14.571428571428571,3.241436786734598,2.1587301587301586,0.8270887381955907
HU,HUN,Hungary,Budapest,2021-01-01,2021-01-01,285,0,0,0,0,33,277,949831.3472525518,225,1,0,284,1,25,259,0,1,284,1,56,228,1,43,241,1,11,273,1,18,266,1,2,282,1,9,275,1,2,282,1,3,281,1,33,251,1,3,281,1,18,266,285,0,0,0,260,0,4,21,284,0,0,1,229,0,7,49,242,0,4,39,274,1,1,9,267,0,2,16,283,0,0,2,276,0,2,7,283,0,2,0,282,0,0,3,252,0,3,30,282,0,0,3,267,0,4,14,6,2,14,263,273,0,1,11,10,3,104,168,181,1,28,75,257,3,25,0,257,0,9,19,0,276,2,7,0,43,1,22,219,285,0,0,0,0,0,13,1,94,82,58,37,22,15,76,138,34,22,10,109,108,36,22,15,103,108,37,22,18,39,107,99,22,19,14,88,142,0,264,10,3,8,264,11,2,8,264,5,10,6,264,10,2,9,264,10,2,9,264,11,2,8,40,20,3,222,40,22,4,219,40,17,15,213,40,18,16,211,40,16,23,206,40,20,15,210,40,21,7,217,242,7,2,34,242,7,5,31,242,7,1,35,242,5,12,26,242,2,16,25,26,7,36,216,26,3,158,98,26,6,35,218,26,4,141,114,26,7,10,242,26,3,61,195,30,1,137,117,148,1,103,23,4,6,30,2,0,13,84,156,30,0,255,0,31,0,21,233,31,0,214,24,4,4,0,8,31,0,66,74,90,24,33,2,35,123,65,27,35,1,61,187,1,36,0,57,191,1,249,1,29,6,128,0,156,1,250,0,34,1,144,0,61,80,275,0,7,3,224,0,59,2,36,1,1,5,25,63,154,36,1,0,7,30,61,150,38,0,97,107,24,19,38,1,7,28,46,165,38,1,24,54,72,96,208,6,52,19,208,15,14,48,208,9,30,38,40,2,122,121,164,1,52,68,236,3,3,1,7,3,2,0,30,114,3,0,5,10,15,5,18,15,7,1,12,16,5,7,7,45,56,4,85,139,0,1,56,1,11,36,43,45,40,43,10,59,8,212,5,1,59,8,55,97,50,11,5,3.3418367346938775,3.5155009752651556,2.727272727272727,2.1489955370316194,15.336363636363636,3.4848721279902564,2.15962441314554,0.9530803336655599
HU,HUN,Hungary,Csongr<c3><a1>d,2021-01-01,2020-12-31,100,0,0,0,0,17,96,359422.53467565036,69,0,0,100,0,13,87,0,1,99,0,18,82,0,7,93,0,7,93,0,4,96,0,2,98,0,4,96,0,1,99,0,4,96,0,15,85,0,0,100,0,8,92,100,0,0,0,87,0,1,12,99,0,0,1,82,0,2,16,93,0,1,6,93,0,0,7,96,0,0,4,98,0,1,1,96,0,2,2,99,0,0,1,96,0,1,3,85,0,1,14,100,0,0,0,92,0,2,6,4,0,7,89,93,0,2,5,5,2,26,67,74,0,8,18,92,1,7,0,92,0,2,6,0,98,1,1,0,16,0,10,74,100,0,0,0,0,0,6,1,23,31,25,14,10,7,22,44,17,10,3,33,43,11,10,7,25,42,16,10,6,14,42,28,10,8,6,29,47,0,90,5,1,4,90,5,1,4,90,3,6,1,90,6,1,3,90,7,0,3,90,7,0,3,43,2,0,55,43,2,0,55,43,2,5,50,43,2,1,54,43,1,4,52,43,2,5,50,43,2,1,54,91,1,0,8,91,1,2,6,91,1,0,8,91,1,2,6,91,0,4,5,15,2,18,65,15,2,41,42,15,3,11,71,15,2,51,32,15,2,1,82,15,2,11,72,16,2,46,36,54,0,35,8,1,2,16,0,0,8,21,55,16,1,83,0,16,1,9,74,16,0,67,13,3,0,0,1,16,0,26,21,28,9,17,4,10,29,27,13,17,0,18,65,0,19,0,12,67,2,82,0,14,4,59,1,39,1,89,0,10,1,49,0,26,25,99,0,0,1,89,0,9,2,20,0,3,3,13,20,41,20,0,2,3,18,15,42,20,0,25,38,11,6,20,0,3,7,24,46,20,0,9,27,20,24,64,0,24,12,64,4,8,24,64,4,8,24,20,1,39,40,60,0,17,23,87,1,1,0,1,2,1,0,7,48,0,3,7,0,1,2,6,4,7,0,3,4,4,0,1,10,30,0,28,42,0,0,30,0,9,9,10,18,14,10,0,30,0,37,19,14,30,0,7,28,27,7,1,3.2261904761904763,3.6562715597903113,3,2.345207879911715,13.746376811594201,3.649761463202481,2.2714285714285714,1.034498107974938
HU,HUN,Hungary,Fej<c3><a9>r,2021-01-01,2020-12-31,100,0,0,0,0,15,97,408708.5712976359,65,1,0,99,0,7,93,1,3,96,0,20,80,1,13,86,1,9,90,1,2,97,1,2,97,1,3,96,0,0,100,0,1,99,0,13,87,1,2,97,1,10,89,100,0,0,0,93,0,0,7,97,0,0,3,80,1,0,19,87,0,0,13,91,1,2,6,98,0,1,1,98,0,0,2,97,0,3,0,100,0,0,0,99,0,0,1,87,1,3,9,98,0,1,1,90,1,3,6,3,0,7,90,93,0,2,5,3,2,29,66,71,0,9,20,91,1,8,0,91,0,4,5,0,96,0,4,0,14,0,11,75,100,0,0,0,0,0,4,0,32,31,15,18,8,7,21,52,12,8,9,29,38,16,8,9,18,47,18,8,11,10,42,29,8,12,4,23,53,0,89,4,1,6,89,4,2,5,89,2,2,7,89,4,3,4,89,4,0,7,89,3,1,7,35,9,0,56,35,9,1,55,35,7,5,53,35,9,4,52,35,8,1,56,35,8,1,56,35,8,1,56,89,1,0,10,89,1,0,10,89,1,0,10,89,1,0,10,89,0,6,5,10,2,16,72,10,0,50,40,10,2,18,70,10,1,57,32,10,2,2,86,10,2,5,83,10,0,46,44,54,0,31,9,3,3,11,0,0,8,26,55,11,1,88,0,14,1,15,70,14,0,59,12,3,2,3,7,14,0,34,15,27,10,14,0,12,39,22,13,15,0,20,65,0,16,0,19,64,1,84,0,9,7,50,0,50,0,82,0,17,1,43,0,29,28,98,0,1,1,95,0,5,0,16,0,0,2,9,17,56,16,0,0,2,7,15,60,16,0,33,33,7,11,16,0,3,2,19,60,16,0,6,12,25,41,82,2,8,8,82,1,10,7,82,1,9,8,17,0,35,48,52,0,23,25,80,1,0,0,0,4,2,0,13,45,0,2,0,2,4,1,1,7,14,0,3,2,1,2,6,10,33,0,34,33,0,0,33,0,2,4,14,11,20,9,7,35,2,21,25,17,35,0,10,29,19,7,0,2.35,2.1189015054370954,2.3333333333333335,2.804757862395017,14.838709677419354,3.364196970837667,2.4285714285714284,0.9790430764895485
HU,HUN,Hungary,Gyor-Moson-Sopron,2021-01-01,2020-12-31,100,0,0,0,0,18,96,489560.45599870203,70,1,0,99,1,10,89,1,0,99,1,10,89,0,15,85,1,6,93,1,6,93,1,1,98,1,3,96,1,2,97,1,6,93,1,18,81,2,2,96,1,9,90,100,0,0,0,90,0,3,7,100,0,0,0,90,1,1,8,85,0,1,14,94,1,0,5,94,0,2,4,99,0,0,1,97,0,2,1,98,0,1,1,94,0,0,6,82,0,2,16,98,0,1,1,91,0,5,4,3,1,6,90,94,0,1,5,3,1,35,61,65,1,10,24,90,1,9,0,90,0,4,6,0,96,0,4,0,15,0,7,78,100,0,0,0,0,0,3,2,29,29,16,21,6,5,21,53,15,6,7,31,41,15,6,8,26,44,16,6,11,14,42,27,6,11,9,26,48,0,93,4,0,3,93,4,0,3,93,3,4,0,93,4,0,3,93,3,1,3,93,3,1,3,46,5,0,49,46,6,0,48,46,4,3,47,46,6,1,47,46,3,3,48,46,5,0,49,46,5,0,49,94,1,0,5,94,0,2,4,94,1,0,5,94,0,2,4,94,1,2,3,7,2,15,76,7,1,56,36,7,4,12,77,7,2,52,39,7,1,4,88,7,0,10,83,8,0,51,41,49,0,39,8,3,1,9,0,0,5,33,53,9,0,90,1,11,3,10,76,11,0,74,8,2,2,0,3,11,0,33,20,28,8,11,0,11,36,32,10,12,0,17,70,1,12,1,17,69,1,85,0,10,5,44,0,54,2,88,1,11,0,49,1,26,24,96,0,3,1,90,0,10,0,12,1,0,3,10,20,54,12,3,0,4,12,17,52,14,0,37,38,6,5,14,0,5,9,23,49,14,0,11,24,19,32,65,1,24,10,65,5,8,22,65,3,14,18,16,1,42,41,59,0,23,18,79,1,0,1,2,2,0,0,15,37,0,2,5,4,9,1,1,3,9,0,2,3,2,1,4,17,26,0,34,39,0,1,26,0,4,10,14,14,16,14,2,26,3,17,22,32,26,3,5,21,29,12,4,2.5853658536585367,2.8980649557601152,4,2.943920288775949,13.942857142857143,3.8330587713356885,2.5652173913043477,0.9622012274186911
HU,HUN,Hungary,Hajd<c3><ba>-Bihar,2021-01-01,2020-12-31,100,0,0,0,0,9,94,582355.5507528711,70,2,0,98,2,10,88,3,2,95,2,19,79,2,14,84,2,5,93,2,5,93,2,4,94,2,0,98,2,0,98,2,2,96,2,11,87,2,0,98,2,6,92,100,0,0,0,90,0,2,8,98,0,1,1,81,0,5,14,86,0,4,10,95,0,2,3,95,0,2,3,96,0,1,3,100,0,0,0,100,0,0,0,98,0,1,1,89,0,2,9,100,0,0,0,94,0,2,4,5,1,5,89,95,0,0,5,5,2,29,64,71,1,6,22,94,1,4,1,94,0,0,6,0,100,0,0,0,15,1,10,74,100,0,0,0,0,0,6,0,26,25,31,12,7,7,22,45,19,7,8,37,31,17,7,11,27,32,23,7,10,13,34,36,7,11,2,27,53,0,90,2,1,7,90,2,2,6,90,1,2,7,90,1,1,8,90,2,0,8,90,2,2,6,42,3,0,55,42,3,0,55,42,3,2,53,42,3,1,54,42,3,4,51,42,3,4,51,42,3,2,53,91,1,0,8,91,1,0,8,91,1,0,8,91,0,3,6,91,0,3,6,10,2,9,79,10,1,56,33,10,2,14,74,10,2,39,49,10,2,0,88,10,2,6,82,10,2,41,47,59,0,28,9,3,1,12,1,1,2,30,54,12,1,87,0,12,2,8,78,12,1,67,16,1,1,0,2,12,2,40,21,17,8,12,3,9,38,29,9,12,1,26,60,1,14,1,22,61,2,91,0,5,4,44,0,55,1,86,1,13,0,61,0,16,23,100,0,0,0,94,0,5,1,15,1,1,1,6,26,50,15,1,0,1,9,17,57,16,1,28,42,8,5,16,2,4,11,13,54,16,1,9,29,12,33,62,5,20,13,62,7,13,18,62,2,17,19,16,2,31,51,49,0,21,30,83,1,3,1,0,2,1,0,9,53,1,1,0,5,2,0,3,3,4,0,3,6,4,0,2,13,26,1,38,35,0,0,26,1,6,10,18,6,11,19,3,28,4,33,21,14,28,2,13,25,22,10,0,3.1805555555555554,3.1535756979244502,2,0.8164965809277259,14.242424242424242,3.5128800634701927,2.411764705882353,1.025572924958228
