ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
HU,HUN,Hungary,Borsod-Aba<c3><ba>j-Zempl<c3><a9>n,2020-12-26,2020-12-25,100,0,0,0,0,4,97,550197.2924673272,70,1,0,99,1,13,86,1,3,96,1,17,82,1,18,81,1,11,88,1,4,95,1,2,97,1,3,96,1,1,98,0,8,92,1,10,89,1,0,99,1,6,93,100,0,0,0,87,0,2,11,97,0,2,1,83,0,3,14,82,0,2,16,89,0,2,9,96,0,1,3,98,0,0,2,97,0,3,0,99,0,0,1,92,0,2,6,90,0,3,7,100,0,0,0,94,0,5,1,3,0,3,94,98,0,1,1,4,1,23,72,77,0,5,18,95,1,4,0,95,0,0,5,0,100,0,0,0,10,0,11,79,100,0,0,0,0,0,4,0,32,26,19,19,8,5,29,38,20,8,3,41,30,18,8,6,26,39,21,8,9,20,30,33,8,10,10,20,52,0,89,3,1,7,89,4,2,5,89,3,3,5,89,4,2,5,89,3,2,6,89,3,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,1,17,74,8,1,34,57,8,2,11,79,8,1,59,32,8,1,5,86,8,1,9,82,9,0,46,45,54,0,34,9,3,0,9,1,1,8,26,55,9,1,89,1,13,0,8,79,13,0,71,10,1,0,3,2,13,0,25,28,23,11,14,0,13,42,20,11,15,0,23,62,0,15,1,20,62,2,83,0,15,2,67,1,30,2,89,0,10,1,42,1,35,22,95,0,5,0,91,1,8,0,15,2,0,3,12,17,51,15,1,0,3,6,18,57,15,0,36,38,3,8,15,0,6,16,16,47,15,0,20,27,16,22,53,2,33,12,53,2,16,29,53,2,23,22,15,0,41,44,56,0,16,28,85,3,1,1,3,2,0,1,4,45,0,2,1,4,1,2,1,6,10,1,2,0,1,2,3,19,27,1,28,44,0,0,27,0,1,6,6,13,28,16,3,28,5,24,23,20,28,5,7,27,28,2,3,2.7675,2.4720372061759,1.5,0.7071067811865476,13.605633802816902,3.976642062413379,2.3134328358208953,1.0474927529058715
HU,HUN,Hungary,Budapest,2020-12-26,2020-12-26,285,0,0,0,0,53,276,862078.871751381,222,1,1,283,1,21,263,1,4,280,1,50,234,1,41,243,1,22,262,1,16,268,1,5,279,1,10,274,1,5,279,0,11,274,1,47,237,1,7,277,1,27,257,284,0,0,1,264,0,3,18,281,0,2,2,235,2,9,39,244,1,2,38,263,0,4,18,269,1,3,12,280,0,2,3,275,1,3,6,280,0,2,3,274,0,3,8,238,2,4,41,278,0,1,6,258,2,8,17,8,1,20,256,266,0,4,15,10,2,101,172,185,1,33,66,252,6,27,0,252,1,7,25,0,278,1,6,0,49,0,53,183,285,0,0,0,0,0,17,2,87,88,61,30,21,18,85,119,42,21,14,118,109,23,21,23,103,100,38,21,26,40,100,98,21,28,20,65,151,0,233,21,7,24,233,21,9,22,233,15,18,19,233,20,4,28,233,21,4,27,233,19,8,25,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,25,8,33,219,25,5,71,184,25,9,16,235,25,3,165,92,25,6,8,246,25,4,48,208,28,0,152,105,133,0,101,40,11,0,29,2,0,13,79,162,29,2,254,0,32,3,27,223,32,0,214,25,2,1,0,11,32,0,71,73,91,18,33,5,29,129,63,26,34,0,57,191,3,38,4,36,203,4,252,1,28,4,214,2,67,2,269,1,14,1,120,3,82,80,277,0,5,3,237,0,48,0,38,2,0,8,33,64,140,38,1,3,5,33,57,148,39,4,101,110,17,14,39,1,12,21,50,162,39,0,26,57,71,92,202,3,61,19,202,10,31,42,202,7,43,33,40,0,135,110,175,0,55,55,234,0,8,2,5,9,2,0,25,99,0,1,9,13,14,4,14,14,14,0,9,14,7,8,5,60,59,3,93,128,2,0,59,0,12,32,52,50,34,31,15,62,5,208,7,3,62,1,63,83,58,14,4,2.918181818181818,2.825609679057245,3.0625,1.7308475765743594,14.861751152073733,3.3595169781795877,2.2824074074074074,1.0337854308163426
HU,HUN,Hungary,Csongr<c3><a1>d,2020-12-26,2020-12-25,100,0,0,0,0,16,97,341411.8462703089,73,3,0,97,1,12,87,2,2,96,2,18,80,2,11,87,1,10,89,1,3,96,3,0,97,2,4,94,3,1,96,2,3,95,2,16,82,2,1,97,2,7,91,100,0,0,0,88,1,1,10,98,1,0,1,82,1,5,12,89,1,3,7,90,1,2,7,97,0,1,2,100,0,0,0,96,0,2,2,99,0,1,0,97,0,1,2,84,0,1,15,99,0,1,0,93,0,3,4,3,0,9,88,91,0,3,6,4,0,22,74,78,0,5,17,95,1,4,0,95,0,1,4,0,99,0,1,0,9,1,19,71,100,0,0,0,0,0,7,1,30,26,21,15,10,5,18,50,17,10,1,40,38,11,10,4,33,42,11,10,6,22,36,26,10,7,7,35,41,0,82,6,4,8,82,7,3,8,82,5,5,8,82,8,1,9,82,7,3,8,82,6,2,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,1,11,77,11,1,31,57,11,1,11,77,11,1,56,32,11,1,2,86,11,1,3,85,12,0,56,32,44,0,42,13,0,1,13,1,1,3,21,61,13,1,86,0,13,2,5,80,13,0,70,10,2,0,1,4,13,0,37,19,24,7,13,2,12,43,20,10,16,0,26,58,0,16,1,19,64,0,89,1,9,1,69,0,29,2,89,0,11,0,44,1,32,23,98,0,2,0,97,0,3,0,16,0,2,6,13,19,44,16,0,1,3,11,27,42,17,0,44,32,3,4,17,0,5,9,16,53,17,1,7,22,24,29,71,4,14,11,71,5,5,19,71,3,12,14,17,3,45,35,65,0,14,21,87,0,1,0,1,0,0,2,9,42,0,6,3,2,9,0,1,4,4,0,3,6,1,2,3,14,27,3,29,40,0,1,27,1,4,9,6,14,19,14,6,27,3,40,20,10,27,2,14,20,23,13,1,3.297297297297298,3.035574857372935,2.1666666666666665,1.1690451944500122,15.101449275362318,3.2319404457977394,2.1029411764705883,0.9641283416510039
HU,HUN,Hungary,Fej<c3><a9>r,2020-12-26,2020-12-25,100,0,0,0,0,14,90,412113.9795466721,66,0,0,100,0,16,84,0,4,96,0,24,76,0,19,81,0,12,88,0,9,91,0,0,100,0,4,96,0,1,99,0,8,92,0,16,84,0,2,98,0,7,93,100,0,0,0,84,2,0,14,96,0,1,3,76,2,4,18,81,1,3,15,88,1,1,10,91,0,3,6,100,0,0,0,96,0,1,3,99,0,1,0,92,1,1,6,84,0,3,13,98,0,1,1,93,1,1,5,9,1,7,83,93,0,4,3,10,0,22,68,78,1,3,18,97,1,2,0,97,0,0,3,0,100,0,0,0,14,0,16,70,100,0,0,0,0,0,11,0,23,23,22,21,16,2,21,45,16,16,4,28,37,15,16,5,24,37,18,16,6,11,30,37,16,4,4,25,51,0,84,4,3,9,84,6,2,8,84,3,5,8,84,5,2,9,84,6,1,9,84,4,3,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,0,14,70,16,0,24,60,16,0,7,77,16,0,63,21,16,0,1,83,16,0,9,75,17,0,62,21,38,0,40,18,2,2,17,0,0,6,24,53,17,0,83,0,17,1,5,77,17,0,58,13,3,4,0,5,17,0,24,28,24,7,18,0,9,43,19,11,18,0,15,67,0,19,0,12,67,2,86,1,6,7,77,1,21,1,93,0,6,1,38,1,26,35,99,0,0,1,92,0,8,0,20,1,0,2,7,18,52,20,0,0,5,2,24,49,20,3,23,39,8,7,20,3,1,11,20,45,20,1,7,23,24,25,71,2,19,8,71,5,9,15,71,3,11,15,21,0,47,32,68,0,14,18,88,0,2,1,0,6,1,0,2,41,0,6,3,1,3,1,3,1,17,1,1,4,3,2,3,10,31,0,36,32,1,0,31,0,5,5,18,18,9,9,5,32,4,22,18,24,32,2,11,23,23,7,2,2.755,2.117321723794304,2,1.1547005383792515,14.402985074626864,3.2053917715101172,2.4754098360655736,1.1046350434577805
HU,HUN,Hungary,Gyor-Moson-Sopron,2020-12-26,2020-12-25,100,0,0,0,0,27,98,498818.59772031306,70,1,1,98,0,7,93,0,0,100,0,16,84,0,13,87,0,10,90,0,7,93,0,2,98,0,4,96,0,2,98,0,6,94,1,18,81,0,3,97,0,7,93,99,0,0,1,93,1,1,5,100,0,0,0,84,1,2,13,87,1,2,10,90,1,2,7,93,0,2,5,98,1,0,1,96,0,1,3,98,1,1,0,94,0,2,4,82,0,3,15,97,0,2,1,93,0,4,3,2,0,11,87,89,0,2,9,3,2,26,69,74,0,11,15,89,4,7,0,89,0,3,8,0,97,2,1,0,16,0,15,69,100,0,0,0,0,0,6,1,26,25,19,23,6,3,23,47,21,6,4,32,44,14,6,6,19,46,23,6,8,13,40,33,6,6,7,22,59,0,85,6,3,6,85,7,2,6,85,4,8,3,85,7,2,6,85,5,2,8,85,4,3,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,3,11,78,8,4,27,61,8,4,10,78,8,3,58,31,8,3,2,87,8,3,6,83,10,0,48,42,52,0,27,17,2,2,10,0,0,3,35,52,10,0,90,0,10,2,9,79,10,0,64,16,5,1,0,4,10,0,26,23,29,12,10,1,15,40,21,13,12,0,21,66,1,15,0,20,64,1,89,0,9,2,73,1,25,1,90,0,9,1,43,1,30,26,98,0,1,1,94,0,5,1,15,1,1,1,10,24,48,15,0,1,1,12,18,53,19,1,34,37,5,4,19,0,8,8,12,53,19,0,12,11,28,30,78,3,18,1,78,4,8,10,78,3,11,8,20,0,39,41,59,0,17,24,83,0,1,0,0,4,2,0,10,44,0,2,4,3,7,1,0,5,13,0,1,1,2,1,4,12,29,2,27,42,0,0,29,0,3,8,14,14,12,19,1,29,0,27,16,28,29,0,7,24,32,8,0,2.375,2.238217010170235,2.6666666666666665,1.7320508075688772,13.985507246376812,4.188544439101616,2.5142857142857142,0.9284997583425835
HU,HUN,Hungary,Hajd<c3><ba>-Bihar,2020-12-26,2020-12-25,100,0,0,0,0,29,96,618242.5014422532,73,1,0,99,1,9,90,1,3,96,0,20,80,2,10,88,1,9,90,0,6,94,1,2,97,1,5,94,1,2,97,1,2,97,1,14,85,1,1,98,1,8,91,100,0,0,0,91,0,3,6,97,0,2,1,80,0,4,16,90,0,2,8,91,0,4,5,94,0,4,2,98,0,0,2,95,0,1,4,98,0,1,1,98,0,0,2,86,0,2,12,99,0,0,1,92,0,5,3,4,0,10,86,90,0,2,8,4,2,25,69,75,0,8,17,92,4,4,0,92,0,1,7,0,99,0,1,0,14,0,21,65,100,0,0,0,0,0,5,0,17,39,23,16,7,4,28,43,18,7,6,39,32,16,7,7,36,35,15,7,8,18,37,30,7,9,5,32,47,0,79,3,4,14,79,5,5,11,79,4,6,11,79,4,4,13,79,5,1,15,79,5,3,13,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,17,76,7,1,36,56,7,0,12,81,7,0,56,37,7,1,1,91,7,1,9,83,7,1,47,45,53,0,31,14,0,2,9,1,0,6,31,53,9,0,91,0,11,0,7,82,11,0,69,13,1,1,0,5,11,0,28,22,28,11,11,0,14,40,27,8,12,0,26,61,1,15,0,19,65,1,83,0,14,3,64,0,36,0,88,0,11,1,44,0,30,26,99,0,1,0,91,0,9,0,15,0,2,1,12,13,57,15,1,0,2,8,19,55,16,0,39,39,3,3,16,0,4,11,22,47,16,0,11,23,19,31,66,2,22,10,66,3,9,22,66,2,12,20,16,0,43,41,59,0,19,22,82,1,3,1,2,4,1,0,6,39,0,0,6,6,9,1,1,4,10,0,3,1,4,4,1,11,23,1,34,42,0,0,23,0,3,7,14,19,11,17,6,26,1,39,26,8,26,1,11,27,30,5,0,3.5483870967741935,3.3350533196879013,3.25,2.49284690951645,15.074324324324326,3.14237763619227,2.375,0.9705160526496736
HU,HUN,Hungary,Heves,2020-12-26,2020-12-23,100,0,0,0,0,35,95,513996.1686225912,73,0,0,100,0,9,91,1,2,97,1,15,84,0,14,86,0,13,87,0,6,94,0,1,99,0,2,98,0,2,98,1,5,94,2,14,84,1,1,98,2,15,83,100,0,0,0,91,0,4,5,98,0,1,1,85,2,1,12,86,1,1,12,87,2,3,8,94,1,1,4,99,0,1,0,98,0,2,0,98,0,1,1,95,1,1,3,86,2,2,10,99,1,0,0,85,2,4,9,4,1,13,82,87,0,5,8,4,4,19,73,81,1,3,15,97,1,2,0,97,0,0,3,0,100,0,0,0,13,0,16,71,100,0,0,0,0,0,6,0,26,32,18,18,8,4,28,43,17,8,6,35,35,16,8,11,24,35,22,8,12,12,27,41,8,14,4,18,56,0,85,9,0,6,85,6,6,3,85,3,8,4,85,8,1,6,85,9,0,6,85,8,3,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,3,18,70,9,2,49,40,9,5,14,72,9,0,55,36,9,4,5,82,9,4,6,81,10,0,53,37,47,0,38,10,3,2,11,1,0,4,24,60,11,1,88,0,11,0,9,80,11,0,71,11,1,1,0,5,11,1,36,22,18,12,12,3,15,39,23,8,12,0,27,60,1,13,1,21,61,4,83,1,9,7,52,0,47,1,86,0,14,0,45,0,32,23,95,0,2,3,94,1,5,0,13,1,0,5,12,20,49,13,0,0,3,16,17,51,14,0,50,27,7,2,14,0,7,13,24,42,14,0,18,24,22,22,58,5,26,11,58,12,13,17,58,5,29,8,14,0,34,52,48,0,17,35,84,0,0,0,0,5,1,0,10,51,0,4,3,5,6,1,1,6,6,0,1,0,1,1,2,12,24,2,41,33,0,0,24,0,4,2,7,14,21,21,7,27,4,11,24,34,27,2,4,31,27,6,3,4,4.144814492771321,2.6153846153846154,2.433737233777904,14.306666666666668,3.4756812800313495,2.2714285714285714,0.9915794540351248
HU,HUN,Hungary,J<c3><a1>sz-Nagykun-Szolnok,2020-12-26,2020-12-24,100,0,0,0,0,7,97,557004.2129197057,69,1,1,98,1,9,90,0,3,97,1,20,79,1,16,83,1,13,86,1,7,92,1,3,96,0,5,95,0,1,99,0,2,98,1,15,84,1,1,98,2,15,83,99,0,1,0,91,1,1,7,97,1,0,2,80,0,1,19,84,1,1,14,87,1,1,11,93,0,1,6,97,1,0,2,95,0,3,2,99,0,1,0,98,0,2,0,85,0,2,13,99,0,0,1,85,1,7,7,3,0,3,94,97,0,1,2,4,2,17,77,83,0,6,11,94,0,5,1,94,0,1,5,0,99,0,1,0,12,0,17,71,100,0,0,0,0,0,5,1,26,31,19,18,7,6,23,44,20,7,5,30,37,21,7,6,30,33,24,7,8,19,26,40,7,7,7,25,54,0,84,6,1,9,84,6,2,8,84,2,7,7,84,6,1,9,84,4,4,8,84,6,1,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,3,13,77,7,2,41,50,7,6,10,77,7,5,56,32,7,3,2,88,7,3,12,78,8,0,54,38,46,0,38,11,4,1,10,0,0,5,32,53,10,0,90,0,11,1,7,81,11,0,59,17,3,4,0,6,11,0,30,20,26,13,12,1,14,39,21,13,13,0,27,60,0,15,1,20,62,2,87,0,5,8,59,0,40,1,90,0,9,1,45,0,25,30,98,0,0,2,88,0,10,2,16,0,0,4,13,22,45,16,0,1,1,12,19,51,18,0,29,37,5,11,18,0,2,18,20,42,18,0,15,23,19,25,62,5,25,8,62,9,14,15,62,5,20,13,18,1,40,41,59,0,10,31,91,0,1,1,0,3,0,0,4,53,0,3,3,4,2,0,0,2,10,0,0,2,2,0,1,18,29,4,26,41,0,0,29,0,2,9,7,12,20,16,5,31,2,17,37,13,31,1,9,33,19,5,2,3.840909090909091,3.450265792378171,3,2.8284271247461903,14.313432835820898,3.1776156261244566,2.046153846153846,0.9910658598002143
HU,HUN,Hungary,Kom<c3><a1>rom-Esztergom,2020-12-26,2020-12-24,100,0,0,0,0,12,98,470102.45921988814,78,1,0,99,1,13,86,1,1,98,1,19,80,0,19,81,2,11,87,1,7,92,1,0,99,1,8,91,2,0,98,1,6,93,1,15,84,1,4,95,1,6,93,100,0,0,0,87,1,1,11,99,1,0,0,81,1,1,17,81,1,3,15,89,0,4,7,93,1,1,5,100,0,0,0,92,1,3,4,100,0,0,0,94,1,1,4,85,1,2,12,96,0,1,3,94,0,4,2,2,0,5,93,95,0,1,4,3,3,28,66,72,0,5,23,95,1,4,0,95,0,0,5,0,100,0,0,0,11,1,18,70,100,0,0,0,0,0,3,0,28,22,25,22,4,7,25,42,22,4,9,27,38,22,4,9,24,43,20,4,9,17,31,39,4,10,6,28,52,0,82,11,0,7,82,7,7,4,82,9,4,5,82,10,2,6,82,9,3,6,82,9,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,4,2,25,69,4,2,40,54,4,4,13,79,4,3,67,26,4,3,2,91,4,3,10,83,5,0,56,39,44,0,34,19,2,1,6,1,1,7,26,59,6,1,92,1,6,3,7,84,6,0,65,17,2,2,3,5,6,0,28,24,34,8,6,2,12,49,21,10,7,0,23,69,1,7,1,21,70,1,76,0,21,3,61,0,37,2,87,0,12,1,33,1,29,37,98,0,2,0,90,0,10,0,8,1,0,1,11,26,53,8,1,0,2,11,21,57,9,1,45,34,8,3,9,2,7,9,18,55,9,1,16,23,21,30,62,1,24,13,62,9,12,17,62,5,16,17,10,1,50,39,61,1,15,23,86,1,0,1,1,0,2,0,9,37,1,2,2,6,6,1,2,7,14,0,0,2,2,2,6,10,17,5,33,45,0,0,17,0,6,7,13,18,23,11,5,22,2,18,30,28,22,3,13,32,23,6,1,3.710526315789474,3.212373835880707,2.75,2.362907813126304,13.72151898734177,2.9436446485509338,2.3972602739726026,0.9389670155636942
HU,HUN,Hungary,N<c3><b3>gr<c3><a1>d,2020-12-26,2020-12-21,100,0,0,0,0,15,93,522713.2302295111,68,1,0,99,2,10,88,2,0,98,1,29,70,2,13,85,1,11,88,1,7,92,2,3,95,1,4,95,2,1,97,1,5,94,1,16,83,2,2,96,2,11,87,100,0,0,0,90,0,3,7,100,0,0,0,71,0,7,22,87,0,2,11,89,0,4,7,93,0,1,6,97,0,2,1,96,0,1,3,99,0,1,0,95,0,2,3,84,0,4,12,98,0,1,1,89,0,6,5,5,2,7,86,93,0,2,5,5,0,24,71,76,1,5,18,95,3,2,0,95,0,0,5,0,100,0,0,0,11,2,15,72,100,0,0,0,0,0,6,0,15,28,31,20,9,4,17,44,26,9,6,28,36,21,9,10,28,36,17,9,12,15,36,28,9,10,6,24,51,0,85,7,0,8,85,5,4,6,85,4,5,6,85,6,2,7,85,7,0,8,85,4,2,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,5,18,68,9,3,39,49,9,5,15,71,9,4,55,32,9,4,6,81,9,4,7,80,9,0,51,40,49,1,36,8,4,2,12,2,1,3,18,64,12,2,86,0,12,1,6,81,12,0,63,12,1,2,0,10,12,0,29,21,26,12,13,2,11,39,24,11,13,0,16,71,0,18,0,10,70,2,82,1,14,3,61,1,37,1,85,3,11,1,45,2,31,22,94,0,5,1,93,1,6,0,20,1,1,5,6,24,43,20,1,0,5,6,19,49,20,0,29,41,5,5,20,0,5,11,16,48,20,0,14,24,18,24,62,4,25,9,62,4,15,19,62,3,20,15,21,0,38,41,59,0,16,25,84,1,2,0,0,2,2,0,9,46,0,3,3,5,5,0,1,2,17,0,3,0,1,0,1,13,29,4,31,35,0,1,29,2,7,9,13,18,7,14,1,31,2,7,23,37,31,2,6,24,26,10,1,3.45,3.5658637965273736,2.142857142857143,0.8997354108424372,13.833333333333334,3.7358279211454932,2.4461538461538463,0.9687422456265332
