ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GT,GTM,Guatemala,Quezaltenango,2020-12-31,2020-12-26,100,1,31185.7041796273,0,0,25,91,2195789.421288607,61,0,2,98,0,9,91,1,1,98,1,11,88,1,23,76,1,12,87,0,12,88,1,3,96,1,6,93,1,5,94,0,12,88,0,20,80,1,3,96,0,20,80,98,0,2,0,91,0,5,4,99,0,0,1,89,0,6,5,77,0,13,10,88,0,5,7,88,0,9,3,97,0,2,1,94,0,5,1,95,0,5,0,88,0,9,3,80,0,10,10,97,0,3,0,80,1,14,5,9,0,12,79,88,0,7,5,11,1,18,70,82,1,6,11,94,2,4,0,94,2,3,1,98,0,1,1,19,2,5,74,100,0,0,0,0,12,0,40,31,14,3,12,1,48,25,14,12,6,51,19,12,12,6,49,20,13,12,7,48,15,18,12,7,9,17,55,95,0,2,3,95,1,0,4,95,1,1,3,95,1,1,3,95,0,3,2,95,1,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,2,25,59,14,1,65,20,14,3,36,47,14,3,33,50,14,4,15,67,14,2,18,66,17,0,39,44,61,0,25,9,2,3,17,0,0,5,27,51,17,0,80,3,18,0,11,71,18,1,72,6,0,1,0,2,18,2,25,27,17,11,20,2,31,35,9,3,22,0,13,58,7,26,1,20,47,6,75,1,24,0,37,2,60,1,64,1,33,2,67,1,21,11,85,1,12,2,82,1,16,1,26,0,1,0,4,24,45,26,0,1,2,8,20,43,28,0,23,28,13,8,28,0,11,15,24,22,28,0,20,17,24,11,63,2,32,3,63,14,11,12,63,11,15,11,29,0,37,34,66,0,11,23,90,0,1,0,0,2,1,0,6,53,1,1,3,0,12,3,0,6,1,0,2,2,3,1,2,10,36,1,32,31,0,0,36,1,19,18,10,10,5,1,0,39,0,40,14,7,39,0,7,13,16,12,13,2.697674418604651,1.5665382478410983,2.0833333333333335,1.0836246694508318,12.555555555555555,5.741824924109015,2.864406779661017,1.6237210045580182
GT,GTM,Guatemala,Sacatep<c3><a9>quez,2020-12-31,2020-12-23,100,0,0,0,0,49,96,1376339.8248267658,66,1,2,97,1,8,91,0,1,99,1,13,86,1,27,72,0,20,80,0,18,82,1,1,98,1,8,91,0,3,97,0,12,88,1,26,73,1,6,93,1,22,77,98,0,1,1,92,0,3,5,99,0,1,0,87,0,6,7,73,1,12,14,80,1,9,10,82,2,8,8,99,0,1,0,92,0,7,1,97,1,1,1,88,2,6,4,74,1,12,13,94,0,2,4,78,2,12,8,4,0,15,81,85,0,8,7,6,1,23,70,77,0,5,18,95,0,5,0,95,0,5,0,100,0,0,0,12,2,8,78,100,0,0,0,0,9,1,47,26,8,9,13,2,47,26,12,13,7,46,23,11,13,6,55,11,15,13,7,43,21,16,13,7,13,19,48,92,5,2,1,92,5,0,3,92,2,3,3,92,4,0,4,92,5,1,2,92,5,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,2,25,60,13,0,64,23,13,2,35,50,13,2,49,36,13,1,21,65,13,1,20,66,15,0,56,29,44,0,38,7,6,5,18,0,0,8,28,46,18,0,82,0,20,1,7,72,20,0,70,9,0,0,0,1,20,0,12,24,26,18,21,1,22,42,10,4,21,1,11,59,8,24,2,13,53,8,75,0,25,0,36,0,63,1,65,1,30,4,51,0,36,13,79,0,15,6,80,0,20,0,26,0,0,2,11,18,43,26,0,0,5,13,12,44,26,0,36,25,5,8,26,0,14,16,25,19,26,0,25,30,8,11,45,3,41,11,45,10,21,24,45,11,28,16,26,2,31,41,59,0,18,23,86,1,3,0,0,2,1,0,7,55,0,3,8,1,7,0,0,4,4,0,3,1,4,3,0,7,31,2,34,33,0,0,31,1,21,21,11,8,4,3,0,33,2,15,46,4,33,1,11,12,18,14,11,2.35,1.447674933078696,3.266666666666666,2.737743248596934,13.975806451612904,5.641203379464552,2.9696969696969697,1.7799714515402676
GT,GTM,Guatemala,San Marcos,2020-12-31,2020-12-21,100,2,52719.5427639817,0,0,31,90,3363075.9775360026,61,2,2,96,3,11,86,1,2,97,3,13,84,3,22,75,3,14,83,2,18,80,3,8,89,3,3,94,3,1,96,3,10,87,4,17,79,3,5,92,3,16,81,98,0,1,1,89,1,5,5,98,0,1,1,87,0,6,7,78,2,11,9,86,0,12,2,82,1,10,7,92,0,4,4,97,0,3,0,99,0,0,1,90,0,6,4,83,1,8,8,95,1,3,1,84,1,8,7,9,1,19,71,83,0,5,12,13,1,21,65,79,0,8,13,92,2,6,0,92,6,2,0,94,0,4,2,22,0,14,64,100,0,0,0,0,17,0,45,23,8,7,19,5,38,19,19,19,6,48,19,8,19,4,50,15,12,19,5,47,18,11,19,6,9,12,54,87,6,5,2,87,6,2,5,87,2,8,3,87,6,0,7,87,6,2,5,87,2,7,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,3,28,50,19,0,59,22,19,2,30,49,19,3,34,44,19,3,13,65,19,1,16,64,21,2,48,29,52,0,26,14,3,5,21,0,1,8,24,46,21,0,77,2,21,2,9,68,21,0,62,9,1,3,1,3,21,0,24,21,23,11,23,1,34,28,13,1,27,1,6,57,9,29,3,17,42,9,72,0,20,8,42,0,56,2,71,0,28,1,67,0,27,6,87,0,12,1,84,0,16,0,30,0,0,3,4,12,51,30,1,1,5,5,13,45,33,2,28,19,8,10,33,0,11,18,14,24,33,0,19,19,18,11,62,3,33,2,62,10,14,14,62,9,19,10,33,0,27,40,60,0,14,26,86,1,2,0,1,2,0,1,7,59,0,6,0,4,7,0,0,3,0,0,3,3,1,0,1,13,36,0,41,23,0,0,36,0,18,20,12,8,4,2,0,39,3,21,23,14,39,2,7,20,15,10,7,2.693877551020408,1.6857748173151352,2,1.044465935734187,13.584905660377359,5.562352719793165,3.232142857142857,1.7371980724307585
GT,GTM,Guatemala,-99,2021-01-01,2020-12-26,100,1,43685.06083017,0,0,13,88,2883779.320825246,51,6,2,92,6,7,87,4,2,94,4,6,90,4,12,84,5,3,92,4,9,87,4,3,93,4,0,96,5,2,93,6,1,93,4,10,86,5,1,94,5,12,83,98,0,2,0,93,0,4,3,98,0,1,1,94,0,3,3,88,0,4,8,97,2,0,1,91,2,6,1,97,0,2,1,100,0,0,0,98,1,1,0,99,0,1,0,90,1,3,6,99,0,1,0,88,2,7,3,12,0,6,82,94,0,2,4,14,3,16,67,84,0,6,10,94,1,5,0,94,4,2,0,96,0,3,1,24,6,5,65,100,0,0,0,0,18,1,36,22,8,15,23,10,39,14,14,23,18,36,13,10,23,15,40,13,9,23,16,37,15,9,23,18,14,10,35,96,3,1,0,96,1,1,2,96,2,0,2,96,4,0,0,96,2,0,2,96,3,0,1,87,3,0,10,87,3,0,10,87,3,0,10,87,4,2,7,87,2,2,9,87,2,5,6,87,3,1,9,94,3,0,3,94,3,0,3,94,2,0,4,94,1,3,2,94,3,0,3,24,6,20,50,24,2,50,24,24,3,26,47,24,2,30,44,24,3,14,59,24,2,17,57,26,0,34,40,66,0,20,10,2,2,27,2,0,5,17,49,27,1,70,2,27,1,9,63,27,0,58,5,2,1,0,7,27,0,30,22,9,12,27,4,34,20,8,7,27,2,9,47,15,32,3,12,40,13,81,0,19,0,52,0,47,1,75,0,25,0,71,1,23,5,87,1,9,3,83,1,15,1,33,2,0,2,7,16,40,33,2,2,4,6,13,40,35,0,30,17,8,10,35,0,15,12,18,20,35,0,19,19,10,17,63,7,27,3,63,16,14,7,63,10,23,4,36,1,31,32,68,0,12,20,88,1,2,0,2,1,2,0,4,57,0,4,6,6,1,1,1,2,2,0,2,2,0,2,2,12,44,1,19,35,0,1,44,0,4,13,14,12,9,2,2,49,1,25,15,10,49,0,11,17,13,7,3,3,1.9466570535691503,2.75,1.5,11.533333333333333,5.582440000898923,2.9791666666666665,1.2963054429487055
GT,GTM,Guatemala,Escuintla,2021-01-01,2020-12-23,100,2,56471.7592389957,0,0,46,89,2582220.5636492386,62,2,4,94,1,12,87,1,4,95,1,12,87,0,20,80,1,18,81,1,16,83,0,3,97,2,5,93,0,4,96,1,7,92,0,19,81,1,8,91,1,14,85,96,0,3,1,88,0,5,7,96,0,0,4,88,0,7,5,80,2,11,7,82,1,9,8,84,1,7,8,97,0,2,1,95,0,3,2,96,0,3,1,93,1,6,0,81,1,11,7,92,1,4,3,86,1,10,3,11,0,14,75,86,0,5,9,12,3,22,63,78,0,4,18,96,0,4,0,96,0,4,0,100,0,0,0,19,2,10,69,100,0,0,0,0,12,0,35,28,12,13,13,3,46,22,16,13,8,41,22,16,13,5,52,15,15,13,6,41,24,16,13,8,8,23,48,90,4,5,1,90,6,3,1,90,3,4,3,90,6,1,3,90,7,1,2,90,6,2,2,92,0,0,8,92,0,0,8,92,0,1,7,92,0,1,7,92,1,2,5,92,0,4,4,92,0,1,7,96,0,2,2,96,0,2,2,96,0,1,3,96,0,2,2,96,0,1,3,17,2,24,57,17,1,55,27,17,3,26,54,17,2,42,39,17,2,15,66,17,1,11,71,18,0,50,32,50,0,28,9,6,7,20,2,0,7,35,36,20,0,80,0,21,1,11,67,21,1,57,12,2,3,0,4,21,0,24,17,13,25,22,2,22,33,17,4,25,0,13,49,13,29,1,12,45,13,76,3,20,1,45,4,49,2,75,2,22,1,59,2,32,7,85,2,12,1,89,2,9,0,31,0,2,1,10,15,41,31,1,5,2,8,20,33,32,1,29,19,8,11,32,0,18,10,13,27,32,0,27,22,9,10,52,4,36,8,52,12,20,16,52,7,30,11,34,0,30,36,64,0,12,24,88,0,3,1,1,1,0,1,5,58,0,2,3,3,3,1,1,1,4,0,2,1,2,0,3,16,37,0,37,24,0,2,37,0,22,26,7,5,2,1,0,37,0,21,32,10,37,0,13,18,19,9,4,2.9285714285714284,2.0998589632413953,3.909090909090909,3.207944683268259,12.867924528301886,5.452725979689343,3,1.5040927770477501
GT,GTM,Guatemala,Guatemala,2021-01-01,2021-01-01,129,0,0,0,0,63,123,1766149.1009392643,78,1,0,128,1,6,122,1,2,126,2,13,114,1,24,104,1,14,114,2,20,107,2,3,124,2,8,119,2,2,125,2,8,119,1,21,107,1,4,124,1,18,110,129,0,0,0,123,0,2,4,127,1,1,0,116,3,2,8,105,2,9,13,115,1,4,9,109,2,9,9,126,0,1,2,121,2,1,5,127,1,1,0,121,0,3,5,108,2,6,13,125,1,2,1,111,2,8,8,6,0,18,105,111,0,5,13,6,3,34,86,95,0,9,25,120,0,9,0,120,5,4,0,124,0,2,3,18,0,10,101,129,0,0,0,0,6,0,59,41,18,5,9,8,64,32,16,9,11,69,26,14,9,9,73,27,11,9,6,65,30,19,9,7,14,23,76,119,2,2,6,119,4,2,4,119,3,3,4,119,3,4,3,119,3,2,5,119,4,2,4,13,5,1,110,13,4,2,110,13,5,7,104,13,5,2,109,13,7,15,94,13,4,35,77,13,5,8,103,85,6,5,33,85,7,7,30,85,5,6,33,85,6,11,27,85,6,6,32,17,2,37,73,17,2,82,28,17,3,48,61,17,3,64,45,17,2,19,91,17,2,16,94,21,1,71,36,58,0,38,22,7,4,23,1,2,7,41,55,23,0,106,0,24,1,12,92,24,1,94,7,0,0,0,3,24,1,26,28,25,25,25,2,30,58,9,5,27,4,12,78,8,30,4,12,73,10,94,1,32,2,49,1,78,1,83,1,45,0,67,1,45,16,110,0,16,3,114,0,14,1,31,2,1,2,8,19,66,31,1,1,9,7,20,60,35,0,39,36,11,8,35,0,9,23,23,39,35,0,21,36,18,19,73,6,38,12,73,11,24,21,73,14,21,21,39,1,57,32,97,0,13,19,118,2,4,0,1,3,0,0,1,62,1,3,7,1,6,1,5,8,9,0,4,6,1,0,0,15,50,0,44,35,0,0,50,0,13,23,22,13,5,3,0,51,2,64,6,6,51,1,15,18,25,14,5,2.5,1.868397465987655,3.5,2.479326284200894,14.555555555555555,5.065455748551366,3.16,1.6443186381549604
GT,GTM,Guatemala,Huehuetenango,2021-01-01,2020-12-22,100,1,50902.214771874,0,0,52,93,4649250.333778998,59,2,4,94,2,7,91,1,3,96,2,13,85,2,13,85,1,7,92,2,14,84,2,2,96,2,3,95,2,3,95,2,13,85,2,15,83,2,9,89,2,15,83,96,0,2,2,93,1,5,1,97,0,1,2,87,1,5,7,87,1,8,4,93,0,5,2,86,1,6,7,98,0,0,2,97,0,1,2,97,0,1,2,87,1,7,5,85,1,10,4,91,1,5,3,85,1,10,4,6,1,23,70,77,0,8,15,8,1,28,63,72,0,5,23,95,0,5,0,95,0,5,0,100,0,0,0,14,4,16,66,100,0,0,0,0,12,0,44,24,11,9,14,3,53,19,11,14,7,49,20,10,14,6,50,17,13,14,5,45,19,17,14,5,10,22,49,85,9,2,4,85,7,5,3,85,7,5,3,85,9,2,4,85,9,2,4,85,8,5,2,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,1,3,96,0,1,3,96,0,1,3,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,15,2,27,56,15,2,63,20,15,2,37,46,15,2,42,41,15,2,19,64,15,3,13,69,21,0,46,33,54,0,28,8,7,3,21,0,1,5,26,47,21,0,78,1,23,1,10,66,23,0,57,12,2,2,1,3,23,0,20,24,21,12,23,0,23,37,15,2,25,2,10,55,8,32,1,19,37,11,75,0,24,1,39,1,58,2,64,1,33,2,60,0,24,16,83,2,12,3,88,0,12,0,33,0,0,2,13,15,37,33,0,0,3,9,17,38,35,0,27,27,7,4,35,0,5,25,19,16,35,0,18,26,11,10,56,6,30,8,56,13,18,13,56,11,23,10,36,0,35,29,71,0,15,14,86,1,2,1,0,0,0,0,10,51,0,4,4,4,7,0,1,6,0,0,2,4,2,0,3,12,40,0,36,23,0,1,40,0,15,20,16,4,4,1,0,41,1,24,21,13,41,0,9,6,19,21,4,2.1315789473684212,1.4174787787453669,2.3181818181818183,1.3232846447693145,14.557692307692308,5.2146605609775,3.140350877192982,1.7262531316949774
GT,GTM,Guatemala,Quezaltenango,2021-01-01,2020-12-27,100,1,31185.7041796273,0,0,33,91,2257294.6943326155,64,2,2,96,1,11,88,2,1,97,2,8,90,2,24,74,3,8,89,1,12,87,1,4,95,2,8,90,2,4,94,1,9,90,1,21,78,2,2,96,1,17,82,98,0,2,0,89,0,5,6,99,0,0,1,92,0,4,4,76,0,13,11,92,0,2,6,88,0,7,5,96,0,3,1,92,0,6,2,96,0,4,0,91,0,6,3,79,0,9,12,98,0,2,0,83,1,11,5,9,0,15,76,86,0,7,7,11,2,17,70,83,0,6,11,94,2,4,0,94,2,3,1,98,0,1,1,19,3,4,74,100,0,0,0,0,12,0,41,30,13,4,14,0,46,25,15,14,4,48,21,13,14,4,52,17,13,14,5,50,16,15,14,5,8,20,53,96,1,1,2,96,2,0,2,96,1,2,1,96,2,1,1,96,1,2,1,96,2,1,1,78,1,1,20,78,1,0,21,78,2,0,20,78,2,1,19,78,3,7,12,78,1,11,10,78,1,5,16,89,0,1,10,89,0,1,10,89,0,2,9,89,0,6,5,89,0,5,6,17,1,25,57,17,0,63,20,17,2,32,49,17,1,34,48,17,1,11,71,17,0,15,68,17,0,43,40,57,0,31,7,4,1,17,0,0,4,22,57,17,0,82,1,17,1,11,71,17,1,72,5,0,0,0,5,17,2,27,29,13,12,18,3,33,37,6,3,21,0,9,60,10,24,2,16,52,6,75,1,24,0,37,3,59,1,68,1,29,2,66,1,26,7,89,1,8,2,85,1,13,1,24,0,1,0,7,25,43,24,0,1,2,9,19,45,27,0,22,29,12,10,27,0,9,16,25,23,27,0,22,20,20,11,58,2,37,3,58,14,14,14,58,11,18,13,28,0,39,33,67,0,15,18,87,0,2,0,1,2,1,0,7,48,1,1,2,0,12,3,0,6,2,0,3,4,4,1,2,11,33,1,36,30,0,0,33,1,16,13,19,11,6,1,0,36,0,44,15,5,36,0,3,13,23,14,11,2.75,1.6998631955898478,2.3846153846153846,2.467740583964123,13.847457627118642,5.3298559187423535,2.8524590163934427,1.547428679818777
GT,GTM,Guatemala,Sacatep<c3><a9>quez,2021-01-01,2020-12-24,100,0,0,0,0,47,96,1382320.5750246388,61,1,3,96,1,8,91,0,1,99,1,14,85,1,21,78,0,17,83,0,15,85,1,0,99,1,7,92,0,3,97,0,12,88,1,29,70,1,4,95,1,19,80,97,0,1,2,92,0,4,4,99,0,1,0,86,0,5,9,79,1,11,9,83,1,9,7,85,2,6,7,100,0,0,0,93,0,6,1,97,1,1,1,88,2,7,3,71,1,12,16,96,0,0,4,81,2,10,7,4,0,16,80,85,0,7,8,6,1,24,69,76,0,2,22,98,0,2,0,98,0,2,0,100,0,0,0,9,2,12,77,100,0,0,0,0,9,1,47,25,8,10,13,3,47,25,12,13,7,46,24,10,13,6,55,14,12,13,6,46,23,12,13,7,13,21,46,88,6,2,4,88,6,3,3,88,2,6,4,88,5,0,7,88,7,1,4,88,7,1,4,85,0,0,15,85,1,0,14,85,1,1,13,85,1,1,13,85,1,2,12,85,1,7,7,85,1,2,12,92,1,1,6,92,0,3,5,92,0,2,6,92,0,2,6,92,0,3,5,17,2,23,58,17,1,63,19,17,3,32,48,17,3,46,34,17,2,21,60,17,2,24,57,18,0,49,33,51,0,32,4,7,6,21,0,0,7,30,42,21,0,79,0,23,1,4,72,23,0,66,10,0,0,0,1,23,0,14,23,22,18,25,1,20,43,7,4,25,1,9,57,8,28,2,12,51,7,77,0,23,0,37,0,62,1,68,1,29,2,54,0,35,11,79,0,15,6,76,0,24,0,30,0,0,1,7,15,47,30,0,0,3,9,13,45,32,0,29,22,7,10,32,0,11,16,22,19,32,0,20,29,9,10,51,5,33,11,51,11,18,20,51,9,27,13,32,1,30,37,63,1,18,18,85,1,3,1,0,2,1,0,7,55,0,4,8,1,7,0,0,2,4,0,3,1,5,3,0,7,35,1,32,32,0,0,35,1,17,19,12,5,6,5,0,38,2,15,41,4,38,1,14,9,19,10,9,2.2,1.4452988925785866,3.214285714285715,2.8870685539427074,14.75,5.502192545432916,3.2295081967213113,1.9095675131902756
GT,GTM,Guatemala,San Marcos,2021-01-01,2020-12-21,100,2,52719.5427639817,0,0,29,90,3418577.3386682677,62,4,2,94,4,12,84,3,2,95,5,13,82,5,23,72,5,13,82,4,19,77,4,8,88,4,4,92,4,2,94,5,8,87,5,17,78,5,6,89,4,15,81,98,0,1,1,88,2,5,5,98,0,1,1,87,0,6,7,77,2,11,10,87,0,11,2,81,1,11,7,92,0,4,4,96,1,3,0,98,1,0,1,92,0,5,3,83,1,8,8,94,1,3,2,85,2,7,6,10,0,17,73,84,0,5,11,13,1,19,67,81,0,7,12,93,1,6,0,93,5,2,0,95,0,4,1,21,0,13,66,100,0,0,0,0,16,0,45,23,9,7,17,5,38,20,20,17,6,49,20,8,17,4,51,16,12,17,5,46,22,10,17,6,8,12,57,87,6,5,2,87,6,2,5,87,2,7,4,87,6,0,7,87,6,2,5,87,2,7,4,94,0,0,6,94,0,0,6,94,0,0,6,94,0,0,6,94,0,2,4,94,0,3,3,94,0,2,4,97,1,0,2,97,0,1,2,97,1,0,2,97,0,1,2,97,0,1,2,18,3,28,51,18,0,60,22,18,2,30,50,18,3,35,44,18,3,14,65,18,1,15,66,20,1,50,29,50,0,29,14,3,4,20,0,1,7,24,48,20,0,78,2,20,2,8,70,20,0,62,11,1,2,1,3,20,0,24,22,21,13,21,1,33,31,13,1,25,0,7,59,9,28,3,17,44,8,72,0,20,8,41,0,57,2,71,0,28,1,66,0,27,7,86,0,14,0,85,0,15,0,29,0,0,3,5,13,50,29,1,1,5,5,14,45,32,2,28,21,9,8,32,0,12,19,13,24,32,0,21,20,15,12,59,3,36,2,59,11,16,14,59,10,21,10,32,0,27,41,59,0,14,27,86,1,2,0,1,2,0,1,7,59,0,6,1,3,8,0,0,3,0,0,3,2,1,0,1,13,35,0,42,23,0,0,35,0,18,19,15,8,4,1,0,38,2,20,25,15,38,1,9,20,15,11,6,2.723404255319149,1.7029657973482673,2.090909090909091,1.044465935734187,13.436363636363636,5.363676310985178,3.2586206896551726,1.7923849135051655
