ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GT,GTM,Guatemala,-99,2020-12-30,2020-12-25,100,1,43685.06083017,0,0,15,87,2364762.948184354,53,0,3,97,2,6,92,1,1,98,0,10,90,1,12,87,1,5,94,1,11,88,1,2,97,1,2,97,1,1,98,1,4,95,1,17,82,1,2,97,1,14,85,97,1,2,0,94,1,4,1,99,0,1,0,90,0,7,3,88,1,4,7,95,1,2,2,89,1,8,2,98,1,1,0,98,0,1,1,99,1,0,0,96,0,3,1,83,2,8,7,98,1,1,0,86,2,6,6,13,0,8,79,92,0,1,7,17,2,17,64,83,0,4,13,96,0,4,0,96,3,1,0,97,0,2,1,24,3,5,68,100,0,0,0,0,18,0,39,23,8,12,22,8,40,15,15,22,11,44,11,12,22,9,45,16,8,22,11,33,21,13,22,14,12,13,39,95,4,1,0,95,2,1,2,95,3,0,2,95,5,0,0,95,3,0,2,95,3,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,6,23,47,24,2,51,23,24,4,26,46,24,3,33,40,24,4,14,58,24,3,14,59,25,0,39,36,61,0,24,10,3,2,27,5,1,6,18,43,27,3,68,2,27,1,8,64,27,0,59,5,2,1,0,6,27,0,25,22,15,11,27,4,27,27,11,4,28,1,6,54,11,31,4,10,46,9,77,0,23,0,50,1,48,1,74,1,25,0,67,2,24,7,86,1,10,3,86,1,11,2,34,2,0,3,6,18,37,34,3,2,3,7,19,32,34,1,35,15,7,8,34,0,15,14,17,20,34,2,23,18,9,14,60,6,33,1,60,14,18,8,60,9,24,7,36,1,29,34,66,0,15,19,86,2,3,0,2,2,1,0,4,58,1,2,5,2,3,1,0,3,2,0,4,2,1,2,2,12,44,2,14,37,0,3,44,0,7,13,12,11,7,4,2,47,5,22,20,6,47,3,9,15,13,9,4,3.5263157894736845,2.4351231101124045,2.75,0.9574271077563381,11.651162790697674,5.299971792064345,3.1041666666666665,1.3564594610616074
GT,GTM,Guatemala,Escuintla,2020-12-30,2020-12-21,100,1,37968.130329291096,0,0,44,91,2421158.451208871,64,3,2,95,1,10,89,1,5,94,3,9,88,0,20,80,2,18,80,2,16,82,1,3,96,3,5,92,1,2,97,2,7,91,1,15,84,3,7,90,3,12,85,98,0,2,0,90,0,5,5,95,0,2,3,91,0,4,5,80,2,10,8,82,2,7,9,84,1,9,6,97,0,2,1,95,0,3,2,98,0,2,0,93,2,4,1,85,1,9,5,93,1,4,2,88,0,8,4,9,0,14,77,86,0,4,10,10,2,23,65,77,0,4,19,96,0,4,0,96,0,4,0,100,0,0,0,16,1,7,76,100,0,0,0,0,10,0,32,34,9,15,13,1,47,22,17,13,6,42,26,13,13,7,50,18,12,13,7,41,24,15,13,7,7,22,51,93,2,4,1,93,4,2,1,93,2,2,3,93,4,0,3,93,4,1,2,93,4,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,1,29,55,15,1,61,23,15,2,31,52,15,1,44,40,15,1,18,66,15,0,16,69,15,0,48,37,52,0,28,8,5,7,17,2,0,5,32,44,17,0,83,0,19,0,12,69,19,0,60,11,3,2,0,5,19,0,27,19,16,19,19,2,26,31,18,4,21,1,12,51,15,26,1,15,43,15,71,3,26,0,39,5,54,2,69,2,29,0,56,3,35,6,82,2,14,2,84,3,13,0,28,0,2,1,7,13,49,28,0,5,3,7,22,35,28,0,28,24,7,13,28,0,17,16,11,28,28,0,29,21,9,13,51,4,36,9,51,13,19,17,51,7,30,12,30,0,35,35,65,0,12,23,89,0,3,0,1,1,0,1,5,54,0,3,2,2,5,0,1,2,6,0,3,1,2,0,2,17,34,0,36,28,0,2,34,0,20,28,10,4,3,1,0,35,2,22,32,9,35,1,16,21,14,10,3,3,2.1398475105532757,4,3.3665016461206925,14.071428571428571,5.907951938184341,3,1.4821340396453386
GT,GTM,Guatemala,Guatemala,2020-12-30,2020-12-30,157,1,3841.09305942339,0,0,59,152,1774888.704317615,110,0,2,155,0,16,141,0,6,151,0,13,144,0,36,121,0,12,145,0,14,143,1,6,150,0,8,149,0,3,154,0,8,149,0,26,131,1,9,147,0,31,126,155,0,1,1,141,2,8,6,151,1,4,1,144,1,6,6,121,2,13,21,145,0,6,6,143,1,8,5,151,0,5,1,149,0,5,3,154,1,2,0,149,0,7,1,131,1,12,13,148,1,5,3,126,1,12,18,5,0,29,123,129,0,8,20,6,0,44,107,113,0,9,35,148,2,7,0,148,5,4,0,152,0,2,3,16,3,18,120,157,0,0,0,0,10,0,69,54,19,5,16,5,82,39,15,16,9,77,40,15,16,7,85,34,15,16,7,70,35,29,16,7,14,21,99,140,6,5,6,140,7,4,6,140,5,6,6,140,7,5,5,140,7,1,9,140,6,2,9,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,20,1,40,96,20,2,94,41,20,4,52,81,20,4,68,65,20,3,16,118,20,4,18,115,20,1,81,55,76,0,60,14,5,2,23,1,0,7,43,83,23,0,134,0,24,1,8,124,24,0,121,9,1,0,0,2,24,0,29,43,40,21,26,1,54,62,11,3,27,0,25,101,4,31,1,22,93,10,117,2,36,2,63,3,90,1,105,2,49,1,89,1,44,23,141,0,12,4,139,0,17,1,31,0,1,4,12,29,80,31,0,3,4,15,30,74,32,0,49,56,16,4,32,1,11,24,39,50,32,0,24,36,41,24,98,3,47,9,98,14,24,21,98,13,28,18,37,0,65,55,102,0,17,38,140,1,2,0,3,3,0,1,7,79,0,0,7,1,9,0,3,5,8,0,3,13,4,0,5,20,44,2,58,53,0,0,44,0,30,34,18,21,6,3,1,47,1,92,10,7,47,0,11,26,42,22,9,2.9054054054054053,1.9874187769664637,2.2,1.4719601443879744,13.41,5.410604999872608,3.0186915887850465,1.5294672177012896
GT,GTM,Guatemala,Huehuetenango,2020-12-30,2020-12-21,100,0,0,0,0,50,92,4300902.456266552,56,3,3,94,2,11,87,1,4,95,2,13,85,2,16,82,1,8,91,2,16,82,2,4,94,2,5,93,2,4,94,3,13,84,2,20,78,3,9,88,2,13,85,97,0,1,2,89,1,8,2,97,0,0,3,87,0,5,8,85,0,9,6,92,1,5,2,84,1,7,8,96,0,2,2,95,0,3,2,96,0,2,2,87,0,9,4,80,0,13,7,91,0,5,4,87,0,8,5,7,1,23,69,77,0,8,15,9,1,27,63,73,0,6,21,94,1,5,0,94,0,6,0,100,0,0,0,16,4,17,63,100,0,0,0,0,12,0,38,31,10,9,19,3,51,18,9,19,6,46,20,9,19,5,49,15,12,19,5,42,17,17,19,5,10,19,47,84,10,2,4,84,8,4,4,84,8,6,2,84,8,3,5,84,9,2,5,84,7,6,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,2,31,52,15,2,61,22,15,2,38,45,15,2,38,45,15,2,20,63,15,3,13,69,20,0,44,36,56,0,29,6,7,2,20,0,1,5,26,48,20,0,79,1,23,1,14,62,23,0,62,10,1,2,1,1,23,0,22,23,21,11,23,0,23,37,15,2,26,1,10,56,7,35,1,18,36,10,71,0,28,1,41,1,56,2,63,1,34,2,64,0,20,16,82,2,12,4,88,0,12,0,37,0,0,2,11,14,36,37,0,0,3,7,17,36,39,0,25,25,7,4,39,0,5,25,19,12,39,0,17,26,9,9,57,5,29,9,57,12,19,12,57,12,21,10,39,0,32,29,71,0,15,14,86,1,1,1,0,0,0,0,11,54,0,3,3,4,3,0,1,8,0,0,3,4,2,0,3,12,42,0,34,23,0,1,42,0,14,19,15,5,5,0,0,44,1,24,22,9,44,0,9,7,17,18,5,2.4146341463414633,1.8162545217575863,2.227272727272727,1.3427696388548198,14.64705882352941,5.439939446029761,3.127272727272727,1.7432892012105274
GT,GTM,Guatemala,Quezaltenango,2020-12-30,2020-12-25,100,0,0,0,0,32,93,2377634.379496938,66,0,1,99,0,7,93,0,0,100,0,10,90,0,21,79,0,13,87,0,15,85,0,7,93,0,4,96,0,4,96,0,13,87,0,19,81,0,2,98,0,18,82,99,0,1,0,93,0,5,2,100,0,0,0,90,0,7,3,79,0,11,10,87,0,6,7,85,0,12,3,93,0,4,3,96,0,4,0,96,0,4,0,87,1,8,4,81,0,7,12,98,0,2,0,82,1,11,6,7,0,14,79,86,0,8,6,8,0,20,72,80,1,6,13,94,2,4,0,94,2,4,0,98,0,1,1,15,3,6,76,100,0,0,0,0,8,0,40,32,19,1,8,1,50,29,12,8,4,55,19,14,8,4,52,23,13,8,4,48,24,16,8,4,10,16,62,94,2,1,3,94,3,1,2,94,1,2,3,94,3,1,2,94,2,1,3,94,3,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,2,26,64,8,2,65,25,8,3,38,51,8,3,36,53,8,4,15,73,8,2,19,71,12,0,50,38,50,0,35,11,2,2,13,0,0,5,32,50,13,0,84,3,14,1,13,72,14,0,80,5,0,1,0,0,14,1,21,28,23,13,15,0,33,35,14,3,17,1,14,63,5,21,0,21,50,8,75,0,25,0,37,0,62,1,63,0,36,1,64,0,21,15,86,0,13,1,81,0,19,0,21,1,0,0,7,30,41,21,1,0,2,9,26,41,22,1,29,31,13,4,22,0,14,14,32,18,22,0,21,23,27,7,56,3,36,5,56,18,11,15,56,13,16,15,23,0,48,29,71,0,12,17,90,0,1,0,0,3,0,0,6,42,1,1,6,0,11,3,0,8,1,0,4,4,3,1,1,14,31,1,29,39,0,0,31,1,20,21,11,10,5,1,0,34,0,39,20,7,34,0,10,14,18,13,11,2.347826086956522,1.2510864843424485,2.3846153846153846,1.6602440351979153,12.016949152542374,5.90876475049399,3.1406249999999996,1.551928523759114
GT,GTM,Guatemala,Sacatep<c3><a9>quez,2020-12-30,2020-12-21,100,0,0,0,0,50,97,1293175.329564666,70,1,2,97,1,9,90,0,1,99,1,11,88,1,25,74,0,18,82,0,16,84,1,2,97,1,6,93,0,2,98,0,13,87,1,22,77,1,6,93,1,19,80,98,0,1,1,91,0,4,5,99,0,1,0,89,0,6,5,75,1,10,14,82,1,8,9,84,2,8,6,98,0,2,0,94,0,6,0,98,0,1,1,87,2,6,5,78,1,11,10,94,0,2,4,81,2,12,5,3,0,15,82,85,0,7,8,5,2,26,67,74,0,5,21,95,0,5,0,95,1,4,0,99,0,1,0,12,2,9,77,100,0,0,0,0,7,1,51,25,6,10,10,2,47,25,16,10,7,47,22,14,10,3,59,13,15,10,7,44,21,18,10,6,10,18,56,91,4,3,2,91,4,0,5,91,1,5,3,91,4,0,5,91,4,1,4,91,4,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,2,26,61,11,0,62,27,11,2,35,52,11,1,49,39,11,1,18,70,11,0,18,71,13,0,55,32,45,0,41,7,4,3,16,0,0,7,29,48,16,0,84,0,17,1,5,77,17,0,70,11,0,0,0,2,17,0,13,27,29,14,18,2,25,39,12,4,18,0,11,64,7,21,2,12,58,7,74,0,26,0,38,0,62,0,65,1,30,4,51,0,33,16,82,0,12,6,82,0,18,0,23,0,0,1,10,21,45,23,0,0,4,12,11,50,23,0,38,26,4,9,23,0,15,15,21,26,23,0,26,31,7,13,43,3,42,12,43,11,21,25,43,12,30,15,23,2,34,41,59,0,19,22,84,1,3,0,1,1,1,0,9,50,0,3,9,1,7,1,0,3,3,0,4,2,5,3,0,9,27,2,36,35,0,0,27,1,21,22,15,8,4,1,1,29,1,17,46,7,29,1,9,18,19,12,12,2.43859649122807,1.762886673487237,3.3333333333333335,2.690370836538197,13.130769230769229,5.487398150447848,2.8285714285714287,1.727622380332842
GT,GTM,Guatemala,-99,2020-12-31,2020-12-26,100,1,43685.06083017,0,0,15,87,2591804.473978658,52,3,3,94,4,8,88,3,1,96,1,10,89,2,12,86,3,6,91,3,9,88,1,4,95,3,1,96,2,1,97,3,3,94,3,14,83,3,3,94,3,12,85,97,1,2,0,92,1,5,2,99,0,1,0,90,0,7,3,88,1,4,7,94,2,1,3,91,1,7,1,96,1,2,1,99,0,1,0,99,1,0,0,97,0,3,0,86,2,6,6,97,1,2,0,88,2,6,4,13,0,7,80,93,0,1,6,16,0,15,69,85,0,4,11,96,0,4,0,96,3,1,0,97,0,2,1,20,3,5,72,100,0,0,0,0,17,0,43,20,8,12,20,11,39,14,16,20,16,40,13,11,20,12,46,14,8,20,13,38,18,11,20,17,13,12,38,96,3,1,0,96,1,1,2,96,2,0,2,96,4,0,0,96,2,0,2,96,3,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,5,22,52,21,1,56,22,21,2,27,50,21,1,34,44,21,2,14,63,21,2,18,59,22,0,37,41,63,0,24,9,3,1,24,4,1,6,17,48,24,2,72,2,24,1,9,66,24,0,61,5,2,1,0,7,24,0,27,25,13,11,24,4,34,25,8,5,25,2,9,52,12,30,4,14,41,11,78,0,22,0,45,0,54,1,73,0,27,0,66,1,27,6,86,1,10,3,82,1,15,2,33,2,0,2,7,17,39,33,2,2,4,6,17,36,34,1,33,16,7,9,34,0,13,15,16,22,34,1,19,21,8,17,61,6,30,3,61,13,17,9,61,9,23,7,36,2,27,35,65,0,14,21,86,1,3,0,2,2,2,0,4,59,0,3,5,5,2,1,1,3,2,0,3,2,1,2,1,10,43,1,15,39,0,2,43,0,4,13,14,12,9,3,2,48,3,25,16,8,48,1,8,17,14,8,4,3.6666666666666665,2.400980191995124,3,1.1547005383792515,11.772727272727273,5.485132702232405,3.1428571428571432,1.35400640077266
GT,GTM,Guatemala,Escuintla,2020-12-31,2020-12-22,100,2,56471.7592389957,0,0,46,90,2482787.177628214,65,3,4,93,1,12,87,1,5,94,3,12,85,0,21,79,2,18,80,2,16,82,1,3,96,3,5,92,1,3,96,2,7,91,1,17,82,3,8,89,3,14,83,96,0,3,1,88,0,5,7,95,0,1,4,88,0,6,6,79,2,11,8,82,2,8,8,84,1,7,8,97,0,2,1,95,0,3,2,97,0,2,1,93,2,4,1,83,1,9,7,92,1,4,3,86,1,9,4,10,0,14,76,86,0,5,9,11,3,23,63,77,0,4,19,96,0,4,0,96,0,4,0,100,0,0,0,18,2,10,70,100,0,0,0,0,11,0,34,30,10,15,12,2,45,22,19,12,9,41,23,15,12,7,52,15,14,12,8,39,26,15,12,9,7,23,49,90,4,5,1,90,6,3,1,90,3,4,3,90,6,1,3,90,7,1,2,90,6,2,2,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,2,26,58,14,1,57,28,14,3,30,53,14,2,45,39,14,2,17,67,14,1,14,71,15,0,52,33,48,0,31,9,5,7,17,2,0,7,35,39,17,0,83,0,18,1,13,68,18,1,59,13,2,3,0,4,18,0,26,16,15,25,19,2,21,35,19,4,21,0,13,51,15,26,1,13,46,14,74,3,22,1,43,5,50,2,71,2,26,1,56,3,34,7,83,2,13,2,86,3,11,0,27,0,2,1,10,16,44,27,1,5,2,8,23,34,28,1,31,21,8,11,28,0,18,13,13,28,28,0,29,22,10,11,50,4,36,10,50,12,22,16,50,7,31,12,30,0,33,37,63,0,12,25,88,0,3,1,1,1,0,1,5,55,0,3,1,4,4,1,1,1,4,0,2,1,2,0,3,18,33,0,39,26,0,2,33,0,23,27,8,5,3,1,0,34,0,23,34,9,34,0,14,20,20,8,4,3,2.0836178667486385,3.909090909090909,3.207944683268259,13.178571428571429,5.447625480576228,2.9384615384615387,1.4671073056030517
GT,GTM,Guatemala,Guatemala,2020-12-31,2020-12-31,141,0,0,0,0,59,131,1971438.2669985977,94,1,1,139,1,15,125,1,6,134,1,20,120,1,37,103,0,21,120,1,13,127,1,7,133,1,10,130,1,5,135,1,15,125,0,33,108,1,6,134,0,32,109,140,0,1,0,126,2,7,6,135,1,3,2,121,1,13,6,104,2,18,17,120,2,7,12,128,1,7,5,134,1,6,0,131,0,4,6,136,0,3,2,126,1,9,5,108,0,16,17,135,0,4,2,109,0,17,15,10,0,19,112,122,0,6,13,11,0,48,82,93,0,13,35,128,5,8,0,128,8,5,0,133,0,6,2,24,0,15,102,141,0,0,0,0,12,2,75,34,10,8,15,4,77,31,14,15,8,75,30,13,15,6,76,23,21,15,7,56,38,25,15,7,12,30,77,126,6,2,7,126,6,8,1,126,7,4,4,126,7,4,4,126,9,1,5,126,6,6,3,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,18,1,51,71,18,2,93,28,18,2,53,68,18,2,59,62,18,2,15,106,18,2,14,107,21,1,68,51,73,0,45,12,0,11,22,1,0,6,43,69,22,1,117,1,23,0,7,111,23,0,108,6,1,0,1,2,23,0,26,34,36,22,24,3,40,52,19,3,26,1,15,81,18,27,2,29,69,14,91,0,49,1,50,1,89,1,89,0,50,2,83,0,39,19,127,0,12,2,127,0,13,1,31,3,2,3,14,24,64,31,0,3,4,10,32,61,34,4,49,34,10,10,34,1,16,29,26,35,34,0,27,34,27,19,80,5,46,10,80,15,30,16,80,14,29,18,36,1,63,41,100,0,17,24,126,0,2,0,1,3,1,0,8,65,0,0,5,5,6,2,5,6,6,0,1,7,5,0,3,25,44,3,62,32,0,0,44,2,25,21,31,12,6,0,0,46,4,81,5,5,46,2,17,24,21,18,13,2.481012658227848,1.5759470859728868,3.2222222222222223,2.6691165217232364,12.30952380952381,5.611898268870273,3.0568181818181817,1.6071532234991015
GT,GTM,Guatemala,Huehuetenango,2020-12-31,2020-12-22,100,1,50902.214771874,0,0,53,93,4565523.59962753,59,2,4,94,2,7,91,1,3,96,2,14,84,2,15,83,1,7,92,2,15,83,2,3,95,2,3,95,2,4,94,2,14,84,2,18,80,2,9,89,2,15,83,96,0,2,2,93,1,5,1,97,0,1,2,86,1,6,7,85,1,8,6,93,0,5,2,85,1,6,8,97,0,1,2,97,0,1,2,96,0,2,2,86,1,8,5,82,1,11,6,91,1,5,3,85,1,10,4,6,1,24,69,76,0,8,16,8,1,26,65,74,0,5,21,95,0,5,0,95,0,5,0,100,0,0,0,14,5,16,65,100,0,0,0,0,11,0,42,27,11,9,13,3,55,18,11,13,6,51,19,11,13,5,51,17,14,13,5,46,18,18,13,5,10,22,50,85,10,2,3,85,8,4,3,85,8,5,2,85,8,3,4,85,9,2,4,85,7,6,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,2,30,55,13,2,65,20,13,2,38,47,13,2,40,45,13,2,19,66,13,3,13,71,19,0,45,36,55,0,28,7,7,3,19,0,1,5,29,46,19,0,80,1,21,1,12,66,21,0,60,11,2,2,1,3,21,0,21,26,20,12,21,0,25,38,14,2,23,2,11,56,8,32,1,18,38,11,72,0,27,1,37,1,60,2,63,1,34,2,62,0,23,15,83,2,12,3,88,0,12,0,33,0,0,2,13,12,40,33,0,0,3,8,17,39,35,0,27,27,7,4,35,0,5,27,19,14,35,0,19,27,9,10,54,7,31,8,54,14,18,14,54,12,24,10,36,0,35,29,71,0,14,15,87,1,1,1,0,0,0,0,10,52,0,4,4,4,4,0,1,7,0,0,2,4,2,0,3,13,40,0,36,23,0,1,40,0,15,21,15,3,5,1,0,41,1,24,22,12,41,0,9,6,19,20,5,2.125,1.4355826120072073,2.260869565217391,1.3217547325894201,14.673076923076922,5.290469247308023,3.0526315789473686,1.6947508522280847
